Sub * SUBJ SUBJ !›Â—”  „ÿ«·»!
W * CON CON Ê
W * N N,SING,COM,GEN ¬»«œ«‰Ì
W * ADJ ADJ,CMPR »Ì‘ —
W * ADJ ADJ,INO ‘‰«Œ Â
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * CON CON Ê
W * ADJ ADJ,SIM Ã«–»Â œ«—
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ÂÃÊ„
W * N N,PL,COM ’Õ—«‰‘Ì‰«‰
W * CON CON Ê
W * N N,PL,COM ”—œ”Ì—‰‘Ì‰«‰
W * P P »Â
W * N N,SING,COM,GEN Ã«‰»
W * N N,SING,DIR Ã‰Ê»
W * CON CON Ê
W * N N,SING,DIR €—»
W * DELM DELM °
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM,INDF »“—êÌ
W * P P «“
W * N N,SING,COM  «—ÌŒ
W * RA RA —«
W * P P »Â
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SIM „‘€Ê·
W * ADJ ADJ,INO œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * IF IF «ê—
W * V V,SUB,POS,4 »ŒÊ«ÂÌ„
W * ADJ ADJ,SIM œÊ—
W * V V,SUB,POS,4 »—ÊÌ„
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN Ã‰ê
W * N N,SING,LOC,PR  —Ê«
W * RA RA —«
W * P P «“
W * N N,SING,PR «Ì·Ì«œ
W * N N,SING,PR Â„—
W * DELM DELM °
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN »—ŒÊ—œ
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,COM ‘—ﬁ
W * CON CON Ê
W * N N,SING,COM €—»
W * V V,SUB,POS,4 »êÌ—Ì„
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM,GEN ‰»—œ
W * ADJ ADJ,SIM  «—ÌŒÌ
W * DELM DELM °
W * ADJ ADJ,SIM «›”«‰Â «Ì
W * DELM DELM °
W * N N,SING,LOC,PR ÌÊ‰«‰
W * CON CON Ê
W * N N,SING,LOC,PR  —Ê«
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ”Ê
W * CON CON Ê
W * DET DET ¬‰
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,LOC,PR „œÌ —«‰Â
W * N N,SING,COM ﬁ—«—
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * DELM DELM °
W * N N,SING,COM €—»
W * CON CON Ê
W * N N,SING,COM ‘—ﬁ
W * RA RA —«
W * N N,SING,COM ‰„«Ì‰œêÌ
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * DELM DELM .
W * ADJ ADJ,SIM ⁄ÃÌ»
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —ÊÕ
W * DET DET «Ì‰
W * N N,SING,COM Ã‰ê
W * DELM DELM °
W * P P »«
W * QUA QUA,GEN Â„ÂÒ
W * N N,SING,COM œÌ—Ì‰êÌ
W * DELM DELM ª
W * N N,SING,NUM ”Ì“œÂ
W * N N,SING,TIME ﬁ—‰
W * N N,SING,COM ÅÌ‘
W * P P «“
W * N N,SING,COM „Ì·«œ
W * DELM DELM ´
W * ADV ADV,GENR,SIM Â‰Ê“
W * P P »—
W * N N,SING,COM ÃÂ«‰
W * V V,PRE,ADJC,3 Õﬂ„ ›—„«” 
W * DELM DELM .
W * N N,SING,COM ‰»—œ
W * P P «“
W * N N,SING,COM,GEN Ã«‰»
W * N N,PL,COM ÌÊ‰«‰Ì«‰
W * P P »Â
W * N N,SING,COM,GEN ﬁ’œ
W * N N,SING,COM œ”  «‰œ«“Ì
W * P P »Â
W * N N,SING,COM,GEN À—Ê 
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR  —Ê«
W * N N,SING,ORD ¬€«“
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * P P »«
W * N N,SING,COM Å«›‘«—Ì
W * CON CON Ê
W * N N,SING,COM Œ‘Ê‰ 
W * N N,SING,COM Ã—Ì«‰
W * V V,PRS,POS,3 „Ì Ì«»œ
W * DELM DELM °
W * P P »«
W * N N,SING,COM ‰Ì—‰ê
W * P P »Â
W * N N,SING,ORD Å«Ì«‰
W * V V,PRS,POS,3 „Ì —”œ
W * DELM DELM °
W * CON CON ﬂÂ
W * QUA QUA,GEN Â„ÂÒ
W * PRO PRO,DEMO,PL «Ì‰Â«
W * ADV ADV,deg,SIM ﬂ„ Ê»Ì‘
W * P P œ—
W * N N,SING,COM,GEN —«»ÿÂÒ
W * N N,SING,DIR €—»
W * CON CON Ê
W * N N,SING,DIR,GEN ‘—ﬁ
W * N N,SING,COM,GEN œ‰Ì«Ì
W * ADJ ADJ,SIM ÃœÌœ
W * CON CON ‰Ì“
W * ADJ ADJ,SIM ‰«‘‰«Œ Â
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * ADJ ADJ,SIM «„ÌœÊ«—
W * V V,SUB,POS,4 »«‘Ì„
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ›—Ã«„
W * N N,SING,COM,GEN œ‰Ì«Ì
W * ADV ADV,GENR,TIME «„—Ê“
W * P P »«
W * N N,SING,COM,GEN ›—Ã«„
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM,INDF  ‘«»ÂÌ
W * V V,AUX,FEA,NEG,3 ‰ŒÊ«Âœ
W * V V,PA,SIM,POS,3 Ì«› 
W * DELM DELM °
W * CON CON “Ì—«
W * P P œ—
W * DET DET ¬‰
W * N N,SING,COM Ã‰ê
W * N N,SING,COM,INDF »—‰œÂ «Ì
W * P P œ—
W * N N,SING,COM ﬂ«—
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * DELM DELM .
W * N N,SING,LOC,PR  —Ê«
W * ADJ ADJ,SIM ÊÌ—«‰
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * CON CON «„«
W * N N,PL,COM,GEN ÌÊ‰«‰Ì«‰
W * ADJ ADJ,SIM ›« Õ
W * CON CON ‰Ì“
W * N N,SING,COM,GEN ÿ⁄„
W * N N,SING,COM ÅÌ—Ê“Ì
W * ADJ ADJ,INO,NEG ‰ç‘ÌœÂ
W * DELM DELM °
W * N N,SING,COM ÅÌ‘
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM Êÿ‰
W * V V,SUB,POS,6 »—”‰œ
W * DELM DELM °
W * P P œ—
W * N N,SING,LOC œ—Ì«
W * ADJ ADJ,SIM ‰«»Êœ
W * V V,PA,SIM,POS,6 ê—œÌœ‰œ
W * DELM DELM .
W * ADV ADV,I ç—«
W * N N,SING,LOC,PR ÌÊ‰«‰
W * DELM DELM ø
W * ADV ADV,I ç—«
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM ø
W * P P œ—
W * N N,SING,COM,GEN ‰Ì„ÂÒ
W * ADJ ADJ,ORD,GEN œÊ„
W * N N,SING,COM,GEN Â“«—Â
W * ADJ ADJ,ORD,GEN «Ê·
W * N N,SING,COM ÅÌ‘
W * P P «“
W * N N,SING,COM „Ì·«œ
W * DELM DELM °
W * N N,SING,NUM œÊ
W * N N,SING,COM ÅœÌœÂ
W * P P œ—
W * N N,SING,COM ÃÂ«‰
W * N N,SING,COM —ÊÌ
W * V V,PA,SIM,POS,3 œ«œ
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * N N,SING,COM  «—ÌŒ
W * ADJ ADJ,SIM Œ«·Ì
W * P P «“
W * N N,SING,COM ‘ê› Ì
W * ADJ ADJ,INO,NEG ‰»ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM ÅœÌœÂ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM „Ê«“Ì
W * DELM DELM °
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN ⁄Ì‰
W * N N,SING,COM Õ«·
W * V V,PRE,ADJC,6 „ ›«Ê  «‰œ
W * DELM DELM °
W * N N,SING,NUM,INDF ÌﬂÌ
W * N N,SING,COM,GEN ŸÂÊ—
W * N N,SING,LOC,PR,GEN «Ì—«‰
W * ADJ ADJ,SIM ÂŒ«„‰‘Ì
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,DIR,GEN €—»
W * N N,SING,LOC,PR ¬”Ì«
W * DELM DELM °
W * CON CON ﬂÂ
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN «„Å—«ÿÊ—Ì
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * RA RA —«
W * N N,SING,COM  ‘ﬂÌ·
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM °
W * CON CON Ê
W * PRO PRO,INDF,SING œÌê—Ì
W * N N,SING,COM,GEN ŸÂÊ—
W * N N,SING,COM,GEN  „œ‰
W * N N,SING,LOC,PR ÌÊ‰«‰
W * DELM DELM °
W * P P œ—
W * N N,SING,DIR,GEN ‘—ﬁ
W * N N,SING,LOC,PR «—ÊÅ«
W * DELM DELM .
W * P P »«
W * N N,SING,COM,GEN ·‘ﬂ—ﬂ‘Ì
W * N N,SING,PR Œ‘«Ì«—‘«
W * P P »Â
W * N N,SING,LOC,PR ÌÊ‰«‰
W * DELM DELM °
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 480
W * N N,SING,COM ÅÌ‘
W * P P «“
W * N N,SING,COM „Ì·«œ
W * DELM DELM °
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN Ã‰ê
W * ADJ ADJ,SIM Ê«ﬁ⁄Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN  «—ÌŒÌ
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,LOC,PR «—ÊÅ«
W * CON CON Ê
W * N N,SING,LOC,PR ¬”Ì«
W * V V,PRS,POS,3 œ—„Ì êÌ—œ
W * DELM DELM °
W * CON CON Ê
W * P P «“
W * DET DET ¬‰
W * N N,SING,TIME Å”
W * P P  «
W * P P »Â
W * ADV ADV,GENR,TIME «„—Ê“
W * ADV ADV,GENR,TIME ÂÌçê«Â
W * N N,SING,COM ﬂ‘„ﬂ‘
W * N N,SING,COM,GEN „Ì«‰
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM ﬁ«—Â
W * N N,SING,COM ﬁÿ⁄
W * ADJ ADJ,INO,NEG ‰‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,INDF,SING ç‰Ì‰
W * V V,PRS,POS,3 „Ì ‰„«Ìœ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,TIME,GEN ﬁ—‰
W * N N,SING,NUM »Ì” 
W * CON CON Ê
W * ADJ ADJ,ORD Ìﬂ„
W * CON CON Â„
W * DELM DELM °
W * ADV ADV,GENR,REPT »«“
W * N N,SING,COM,GEN ”—‰Ê‘ 
W * N N,SING,COM ÃÂ«‰
W * P P œ—
W * N N,SING,COM,GEN ê—Ê
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM,GEN —«»ÿÂÒ
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,COM ‘—ﬁ
W * CON CON Ê
W * N N,SING,COM €—»
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ·‘ﬂ—ﬂ‘Ì
W * N N,SING,PR Œ‘«Ì«—‘«
W * P P »Â
W * N N,SING,LOC,PR «—ÊÅ«
W * ADV ADV,GENR,TIME ÂÌçê«Â
W * P P «“
W * N N,SING,COM,GEN Ã«‰»
W * N N,PL,COM €—»ÌÂ«
W * ADJ ADJ,INO »Œ‘ÊœÂ
W * V V,PA,SIM,NEG,3 ‰‘œ
W * DELM DELM .
W * N N,SING,COM,GEN ÂÃÊ„
W * N N,SING,PR «”ﬂ‰œ—
W * P P »Â
W * N N,SING,LOC,PR ¬”Ì«
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM œ” «ÊÌ“
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «‰ ﬁ«„
W * N N,SING,LOC,PR «—ÊÅ«
W * ADJ ADJ,INO ê—› Â
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ﬂ«Œ
W * N N,SING,COM,GEN  Œ 
W * N N,SING,PR Ã„‘Ìœ
W * RA RA —«
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „—ﬂ“
W * DET DET «Ì‰
W * N N,SING,COM  ⁄—÷
W * V V,PA,PRG,POS,3 „Ì œ«‰” 
W * DELM DELM °
W * N N,SING,COM ¬ ‘
W * V V,PA,SIM,POS,3 “œ
W * CON CON  «
W * N N,SING,COM,GEN ﬂÌ‰ÂÒ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * V V,SUB,POS,3 ›—Ê‰‘«‰œ
W * DELM DELM .
W * N N,PL,COM,GEN Ã‰êÂ«Ì
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,SING,LOC,PR —Ê„
W * CON CON ‰Ì“
W * P P »—
W * DET DET Â„Ì‰
W * N N,SING,COM Œ«ÿ—Â
W * N N,SING,COM Õ—ﬂ 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * CON CON Ê
W * CON CON »⁄œ
W * CON CON Â„
W * N N,SING,LOC,PR,GEN «—ÊÅ«Ì
W * ADJ ADJ,SIM €—»Ì
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * QUA QUA Â—
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * ADJ ADJ,SIM,GEN œÌê—
W * ADJ ADJ,SIM ‘—ﬁÌ
W * P P œ—
W * N N,SING,COM,GEN „ ‰
W * N N,SING,COM,GEN  ÊÃÂ
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,INO œ«‘ Â
W * DELM DELM °
W * CON CON Ê·Ì
W * ADV ADV,GENR,SIM ŒÊ‘»Œ «‰Â
W * DET DET Â„Ì‰
W * N N,SING,COM,GEN ÂÌ» 
W * ADJ ADJ,SIM,GEN  «—ÌŒÌ
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM „ÊÃ»« 
W * V V,PRS,POS,3 „Ì ê—œœ
W * CON CON  «
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,LOC,INDF ﬂ‘Ê—Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM ÃÂ«‰
W * V V,SUB,POS,3 »«‘œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN «” ⁄„«—
W * ADJ ADJ,SIM „” ﬁÌ„
W * N N,SING,COM ﬁ—«—
W * V V,SUB,NEG,3 ‰êÌ—œ
W * DELM DELM .
W * P P «“
W * DET DET Â„«‰
W * N N,SING,COM,GEN “„«‰
W * ADJ ADJ,SIM »«” «‰
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN Œÿ
W * ADJ ADJ,SIM  „œ‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM ›ﬂ—Ì
W * P P œ—
W * N N,SING,COM ÃÂ«‰
W * N N,SING,COM  —”Ì„
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Å«ÌÂÒ
W * ADJ ADJ,SIM,GEN »⁄œÌ
W * N N,SING,COM,GEN  ›ﬂ—
W * N N,SING,COM ‘—ﬁ
W * CON CON Ê
W * N N,SING,COM €—»
W * RA RA —«
W * N N,SING,COM  ‘ﬂÌ·
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * P P »«
W * QUA QUA,GEN Â„Â
W * N N,SING,COM,INDF  ÕÊ·Ì
W * CON CON ﬂÂ
W * N N,SING,COM ÃÂ«‰
W * P P œ—
W * N N,SING,COM,GEN ÿÌ
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,NUM Â“«—
W * CON CON Ê
W * N N,SING,NUM Å«‰’œ
W * N N,SING,TIME ”«·
W * V V,PA,NAR,POS,3 ¬“„ÊœÂ
W * DELM DELM °
W * N N,SING,COM »‰Ì«œ
W * CON CON Ê
W * N N,SING,COM,GEN Œ«” ê«Â
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN «‰œÌ‘Â
W * N N,SING,COM  €ÌÌ—
W * MORP MORP,MADJ ‰Ì«› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM ”·”·Â Â«
W * V V,PRS,POS,6 „Ì ¬Ì‰œ
W * CON CON Ê
W * V V,PRS,POS,6 „Ì —Ê‰œ
W * DELM DELM °
W * CON CON Ê·Ì
W * N N,SING,COM,GEN Œÿ
W * ADJ ADJ,SIM ›ﬂ—Ì
W * N N,SING,COM «œ«„Â
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * P P »«
W * N N,SING,COM,GEN ÂÃÊ„
W * N N,SING,PR «”ﬂ‰œ—
W * P P »Â
W * N N,SING,COM ‘—ﬁ
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM,GEN 334
W * N N,SING,NPR Å . „
W * DELM DELM °
W * N N,SING,COM,GEN ‘«Â‰‘«ÂÌ
W * ADJ ADJ,SIM ÂŒ«„‰‘Ì
W * P P «“
W * N N,SING,COM Å«Ì
W * V V,PRS,POS,3 œ—„Ì ¬Ìœ
W * DELM DELM .
W * DET DET Â„«‰
W * N N,SING,COM “„«‰
W * N N,SING,COM,GEN «” ﬁ·«·
W * N N,SING,LOC,PR ÌÊ‰«‰
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM,GEN œ” 
W * DET DET Â„«‰
W * N N,SING,PR «”ﬂ‰œ—
W * V V,PRS,POS,3 ›—Ê„Ì —Ì“œ
W * DELM DELM .
W * N N,SING,LOC,PR —Ê„
W * N N,SING,COM Ã«‰‘Ì‰
W * CON CON Ê
W * N N,SING,COM „Ì—«À
W * P P »—
W * N N,SING,COM,GEN  „œ‰
W * N N,SING,LOC,PR ÌÊ‰«‰
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,NUM ç‰œ
W * N N,SING,COM ê«Â
W * N N,SING,COM,GEN «” Ì·«Ì
W * N N,PL,PR ”·ÊﬂÌ Â«
W * DELM DELM °
W * ADV ADV,GENR,REPT «“‰Ê
W * P P «“
W * N N,SING,COM,GEN ê—Ì»«‰
W * N N,PL,PR Å«— Â«
W * N N,SING,COM ”—
W * P P »—
W * V V,PA,PRG,POS,3 „Ì ¬Ê—œ
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * N N,SING,TIME Å”
W * N N,SING,LOC,PR —Ê„
W * CON CON Ê
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM °
W * QUA QUA Â—
W * N N,SING,NUM Ìﬂ
W * N N,SING,NUM,INDF ‰Ì„Ì
W * P P «“
W * N N,SING,COM,GEN ÃÂ«‰
W * ADJ ADJ,SIM ‘‰«Œ Â ‘œÂ
W * RA RA —«
W * P P,GEN  Õ 
W * N N,SING,COM,GEN ‰›Ê–
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRS,POS,6 „Ì êÌ—‰œ
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM Ê÷⁄
W * ADJ ADJ,SIM,GEN ‰“œÌﬂ
W * N N,SING,NUM ‰Â’œ
W * N N,SING,TIME ”«·
W * N N,SING,COM «œ«„Â
W * V V,PRS,POS,3 „Ì Ì«»œ
W * DELM DELM .
W * P P »«
W * DET DET «Ì‰
W * N N,SING,COM Õ«·
W * N N,SING,COM ‘—ﬁ
W * DELM DELM °
W * N N,SING,COM ‘—ﬁ
W * V V,PRS,POS,3 „Ì „«‰œ
W * CON CON Ê
W * N N,SING,COM €—»
W * DELM DELM °
W * N N,SING,COM €—»
W * DELM DELM .
W * N N,SING,LOC,PR «Ì—«‰
W * P P »—
W * N N,SING,COM,GEN œ—
W * N N,SING,COM,GEN œ—Ê«“ÂÒ
W * N N,SING,LOC,PR ¬”Ì«
W * V V,PA,NAR,POS,3 ‰‘” Â
W * CON CON Ê
W * N N,SING,COM Õ«Ì·
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,COM ‘—ﬁ
W * CON CON Ê
W * N N,SING,COM €—»
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN Œÿ
W * ADJ ADJ,SIM ›ﬂ—Ì
W * DELM DELM °
W * P P »«
W * N N,SING,COM,INDF ﬁœ—Ì
W * N N,SING,COM,GEN  €ÌÌ—
W * N N,SING,COM ”Ì„«
W * DELM DELM °
W * N N,SING,COM «œ«„Â
W * V V,PRS,POS,6 „Ì Ì«»‰œ
W * DELM DELM .
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * N N,SING,COM „”ÌÕÌ 
W * P P »Â
W * N N,SING,LOC,PR —Ê„
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN œÊ—«‰
W * ADJ ADJ,SIM,INDF  «“Â «Ì
W * P P œ—
W * N N,SING,COM,GEN “‰œêÌ
W * N N,SING,LOC,PR «—ÊÅ«
W * N N,SING,ORD ¬€«“
W * ADJ ADJ,INO ê—œÌœÂ
W * DELM DELM °
W * CON CON Ê·Ì
W * N N,SING,COM,GEN  ›ﬂ—
W * ADJ ADJ,SIM ÌÊ‰«‰Ì
W * P P œ—
W * N N,SING,COM ﬂ„Ì‰
W * V V,PRE,SIM «” 
W * CON CON  «
W * V V,SUB,POS,3 »«“ê—œœ
W * CON CON Ê
W * ADV ADV,GENR,SIM ”—«‰Ã«„
W * V V,PRS,POS,3 »«“„Ì ê—œœ
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  „œ‰
W * N N,SING,COM €—»
W * N N,SING,COM,GEN »‰Ì«œ
W * ADJ ADJ,SIM,GEN ›ﬂ—Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,LOC,PR,GEN ÌÊ‰«‰
W * ADJ ADJ,SIM ﬁœÌ„
W * V V,PRS,POS,3 „Ì êÌ—œ
W * DELM DELM °
W * P P œ—
W * PRO PRO,DEMO,SING «Ì‰
W * N N,SING,COM,INDF Õ—›Ì
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * N N,SING,COM,GEN «‘ —«ﬂ
W * ADJ ADJ,SIM,GEN »“—ê
W * PRO PRO,personal,PL,3 ¬‰«‰
W * P P œ—
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »«
W * QUA QUA,GEN Â„Â
W * N N,SING,COM,INDF  ›«Ê Ì
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ›Ì «·„À·
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,COM,GEN «‰œÌ‘ÂÒ
W * N N,PL,COM «”·«ÊÂ«
W * CON CON Ê
W * N N,PL,COM ¬„—Ìﬂ«∆ÌÂ«
W * N N,SING,COM ÊÃÊœ
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * QUA QUA Â—
W * N N,SING,NUM œÊ
W * P P œ—
W * N N,SING,COM —Ì‘Â
W * P P »Â
W * PRO PRO,REC Â„
W * V V,PRS,POS,6 „Ì —”‰œ
W * DELM DELM .
W * N N,SING,COM ¬„ÌŒ êÌ
W * P P »«
W * N N,SING,COM „”ÌÕÌ 
W * CON CON ‰Ì“
W * N N,SING,COM »‰Ì«œ
W * RA RA —«
W * ADJ ADJ,SIM „ “·“·
W * ADJ ADJ,INO,NEG ‰ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON çÊ‰
W * P P »Â
W * N N,SING,COM ‘—ﬁ
W * V V,PRS,POS,4 „Ì —”Ì„
W * N N,SING,COM,INDF ﬁœ—Ì
W * N N,SING,COM œ«Ê—Ì
W * ADJ ADJ,CMPR „‘ﬂ·  —
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * CON CON “Ì—«
W * N N,SING,COM,GEN «‘ —«ﬂ
W * N N,SING,COM «‰œÌ‘Â
W * ADJ ADJ,CMPR ﬂ„ —
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM çÌ‰Ì
W * P P »«
W * N N,SING,COM «Ì—«‰Ì
W * CON CON Ì«
W * N N,SING,COM „’—Ì
W * P P œ—
W * N N,SING,NUM,GEN Ìﬂ
W * N N,SING,COM Œÿ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,NEG,6 ‰„Ì êÌ—‰œ
W * DELM DELM .
W * ADV ADV,GENR,SIM «·» Â
W * P P œ—
W * N N,SING,COM,GEN ‰“œ
W * PRO PRO,DEMO,PL «Ì‰«‰
W * CON CON ‰Ì“
W * N N,PL,COM,GEN „Œ ’« 
W * ADJ ADJ,SIM,INDF „‘ —ﬂÌ
W * V V,PRS,POS,3 Â” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ﬂ·Ì 
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SIM ‘—ﬁÌ
W * ADJ ADJ,INO ŒÊ«‰œÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * CON CON Ê·Ì
W * P P œ—
W * QUA QUA Â—
W * N N,SING,COM Õ«·
W * N N,SING,COM,GEN €Ì—
W * ADJ ADJ,SIM €—»Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,personal,PL,1 „«
W * P P œ—
W * N N,SING,COM,GEN »ÕÀ
W * PRO PRO,R,XOD ŒÊœ
W * ADV ADV,GENR,SIM ‰«ê“Ì—
W * V V,AUX,NIN,POS »«Ìœ
W * P P «“
W * DET DET Â„Ì‰
W * N N,PL,COM,GEN „Œ ’« 
W * ADJ ADJ,SIM  ﬁ—Ì»Ì
W * N N,SING,COM ﬂ„ﬂ
W * V V,SUB,POS,4 »êÌ—Ì„
W * DELM DELM .
W * CON CON «“¬‰ Ã«ﬂÂ
W * N N,SING,COM,GEN Œÿ
W * N N,SING,COM,GEN Ãœ«ÌÌ
W * N N,SING,COM,GEN  ›ﬂ—
W * N N,SING,COM ‘—ﬁ
W * CON CON Ê
W * N N,SING,COM €—»
W * DELM DELM °
W * N N,SING,ORD,GEN ¬€«“
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN Ã‰ê
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,SING,LOC,PR ÌÊ‰«‰
W * P P »Â
W * N N,SING,COM ‰„Êœ
W * V V,PA,PRG,POS,3 „Ì ¬Ê—œ
W * DELM DELM °
