Sub * SUBJ SUBJ !›Â—”  „‰«»⁄!
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,GR „—œ„
W * ADJ ADJ,SIM,GEN —Ê«Ì ê—
W * N N,SING,COM,GEN  «—ÌŒ
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * CON CON Ê
W * DET DET ⁄Ã»
W * N N,SING,COM,INDF »·«ÌÌ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM,INDF ⁄»— Ì
W * DELM DELM !
W * DELM DELM !
W * CON CON ﬂÂ
W * N N,SING,NUM,INDF ÌﬂÌ
W * ADJ ADJ,SIM œÌê—
W * P P «“
W * N N,PL,COM,GEN ÅÌ—Ê“ÌÂ«Ì
W * ADJ ADJ,SIM »“—ê
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ‰ÊÌ‰
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR Œ« „Ì
W * CON CON Ê
W * N N,PL,COM,AFF,3 œÊ” «‰‘
W * P P œ—
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,NUM ”Â
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,PL,COM,GEN Å—œÂ ‰‘Ì‰«‰
W * ADJ ADJ,SIM „Œ›Ì ÅÊ‘
W * RA RA —«
W * N N,SING,COM,GEN Å—œÂ œ—Ì
W * ADJ ADJ,SIM ¬‘ﬂ«—
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM !
W * DELM DELM !
W * N N,SING,COM ”Œ‰
W * P P œ—
W * N N,SING,COM,GEN »«»
W * N N,PL,COM,GEN œÊ” «‰
W * ADJ ADJ,SIM »”Ì«—
W * V V,PRE,SIM «” 
W * CON CON Ê·Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ‰Ê‘ Â
W * ADJ ADJ,SIM ﬂ„ ÕÊ’·Â
W * DELM DELM °
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM,INDF ÕœÌ
W * N N,SING,COM ﬂ›«Ì 
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM !
W * CON CON «„«
W * ADJ ADJ,SIM —ﬁÌ»
W * CON CON ﬂÂ
W * N N,SING,TIME,GEN ’»Õ
W * N N,SING,ORD,GEN ”Ê„
W * N N,SING,MON,GEN Œ—œ«œ
W * N N,SING,NUM 76
W * DELM DELM °
W * ADJ ADJ,SIM ⁄»Ê”
W * DELM DELM °
W * ADJ ADJ,SIM êÌÃ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN «’ÿ·«Õ
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SIM ‘ÊﬂÂ
W * P P «“
W * N N,SING,COM ŒÊ«»
W * ADJ ADJ,SIM »Ìœ«—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN ⁄»— 
W * PRO PRO,personal,SING,3 «Ê
W * PRO PRO,INDF,SING ç‰Ì‰
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,ORD,GEN Å«Ì«‰
W * N N,SING,MON Œ—œ«œ
W * N N,SING,COM ÅÌ€«„
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM °
W * P P  «
W * N N,SING,NUM ‘‘
W * N N,SING,TIME,GEN „«Â
W * ADJ ADJ,SIM œÌê—
W * N N,SING,COM,GEN »«—
W * ADJ ADJ,SIM œÌê—
W * N N,SING,COM ê–‘ Â
W * RA RA —«
W * ADV ADV,GENR,REPT »«“
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ¬Ê—œ
W * CON CON Ê
W * N N,SING,COM,GEN ¬»
W * ADJ ADJ,SIM —› Â
W * P P »Â
W * N N,SING,COM ÃÊ»
W * DELM DELM ...
W * CON CON Ê
W * N N,SING,COM,GEN «’·
W * N N,SING,COM ﬁœ— 
W * RA RA —«
W * P P »—
W * N N,SING,COM ¬ê«ÂÌ
W * CON CON Ê
W * N N,SING,COM  Õﬂ„
W * RA RA —«
W * P P »—
W * N N,SING,COM  œ»Ì—
W * ADJ ADJ,SIM „Õ›ÊŸ
W * N N,SING,COM ‰êÂ
W * V V,PRS,POS,3 „Ì œ«—œ
W * DELM DELM .
W * N N,SING,GR „—œ„
W * P P »«
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * DET DET «Ì‰
W * N N,SING,COM,GEN ﬂ·«„
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
W * N N,SING,COM,GEN »‰Ì«‰ê–«—
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM «”·«„Ì
W * RA RA —«
W * CON CON ﬂÂ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM „Ì“«‰
W * N N,SING,COM,GEN —√Ì
W * N N,SING,GR „—œ„
W * V V,PRE,SIM «” 
W * P P »Â
W * N N,SING,COM,GEN „Ì“«‰
W * N N,SING,COM  „ﬂÌ‰
W * P P »Â
W * N N,SING,COM,GEN —√Ì
W * N N,SING,GR „—œ„
W * V V,PRE,SIM «” 
W * N N,SING,COM «— ﬁ«¡
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM,GEN ⁄»— 
W * ADJ ADJ,SIM œÌê—
W * CON CON Ê
W * ADV ADV,GENR,SIM ‘«Ìœ
W * ADJ ADJ,SUP „Â„ —Ì‰
W * N N,SING,COM,GEN ⁄»— 
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,PL,COM —ﬁ»«
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »«
W * N N,SING,COM,GEN ‘Â—Ê‰œ
W * N N,SING,COM œ—ÃÂ
W * N N,SING,NUM Ìﬂ
W * CON CON Ê
W * N N,SING,NUM œÊ
W * CON CON Ê
W * N N,PL,COM,GEN ¬—«¡
W * ADJ ADJ,SIM ﬂÌ›Ì
W * CON CON Ê
W * N N,PL,COM,GEN ¬—«¡
W * N N,PL,COM,GEN ⁄Ê«„
W * ADJ ADJ,SIM €Ì—ﬂÌ›Ì
W * CON CON Ê
W * N N,SING,COM „‘—Ê⁄Ì 
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM  „ﬂÌ‰
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM °
W * N N,SING,COM  ›”Ì—
W * CON CON Ê
W * N N,SING,COM  ÊÃÌÂ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * CON CON ·–«
W * DELM DELM °
W * N N,PL,COM —ﬁ»«
W * P P «“
W * N N,SING,TIME,GEN ’»Õ
W * N N,SING,ORD,GEN ”Ê„
W * N N,SING,MON Œ—œ«œ
W * P P »Â
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,COM Â„ﬂ«—Ì
W * CON CON Ê
W * N N,SING,COM ⁄»— 
W * N N,SING,NFL ê—› ‰
W * P P,GEN »—«Ì
W * N N,SING,COM «’·«Õ
W * P P »—
W * N N,SING,COM,GEN Å—ç„
W * PRO PRO,R,XOD ŒÊÌ‘
W * N N,SING,COM,GEN ⁄·«„ 
W * N N,SING,COM,GEN „—€
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM Å«
W * RA RA —«
W * N N,SING,COM Õﬂ
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON Ê
W * PRO PRO,INDF,SING ç‰Ì‰
W * N N,SING,COM ÅÌ€«„
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,PR „‘—ÊÿÂ
W * P P  «
W * ADV ADV,GENR,TIME «„—Ê“
W * P P œ—
W * N N,SING,COM,GEN  «—ÌŒ
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM „—€
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM Å«
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Â‰Ê“
W * CON CON Â„
W * DELM DELM °
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM Å«
W * ADJ ADJ,INO „«‰œÂ
W * V V,PRE,SIM «” 
W * DELM DELM !
W * DELM DELM !
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ‘⁄«—
W * DELM DELM °
W * N N,SING,COM œ‘„‰
W * P P œ—
W * N N,SING,COM œ—Ê‰
W * CON CON Ê
W * N N,SING,COM »Ì—Ê‰
W * N N,SING,COM ”Êœ
W * V V,SUB,POS,3 »—œ
W * CON CON Ê
W * P P »—
W * N N,SING,COM,GEN ﬂÊ—Â
W * N N,SING,COM,GEN «Œ ·«›
W * N N,SING,COM œÊ” 
W * CON CON Ê
W * N N,SING,COM —ﬁÌ»
W * ADV ADV,deg,SIM ¬‰ç‰«‰
W * V V,PA,SIM,POS,3 œ„Ìœ
W * CON CON  «
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,SING,COM  »œÌ·
W * P P »Â
W * N N,SING,COM  ÷«œ
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN ÿ—Õ
W * N N,SING,COM,GEN ⁄»Ê—
W * N N,SING,PR Œ« „Ì
W * CON CON Ê
W * N N,PL,COM œÊ„ Œ—œ«œÌ Â«
W * P P «“
W * N N,SING,LOC,GEN  Ê‰·
W * N N,SING,COM »Õ—«‰
W * DELM DELM -
W * N N,SING,COM ”ﬂÊ‰
W * N N,SING,COM ‘ﬂ·
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON Ê
W * N N,SING,COM ﬁÊ«„
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,NUM ”Â
W * N N,SING,TIME ”«·
W * N N,PL,COM,GEN „«Ã—«Â«Ì
W * ADJ ADJ,SIM,INDF »”Ì«—Ì
W * RA RA —«
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC  Ê‰·
W * CON CON «ê—çÂ
W * ADJ ADJ,SIM  «—Ìﬂ
W * CON CON Ê·Ì
W * ADV ADV,GENR,SIM ŒÊ»
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * V V,PA,SIM,POS,3 œÌœ
W * CON CON ﬂÂ
W * N N,SING,COM «‰ ﬁ«·
W * P P «“
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM »Õ—«‰
W * P P »Â
W * N N,SING,COM,GEN »Õ—«‰
W * ADJ ADJ,SIM œÌê—
W * CON CON Ê
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Ì«‰Â
W * DELM DELM °
W * N N,SING,COM,INDF ”ﬂÊ‰Ì
W * ADJ ADJ,SIM ﬂÊ «Â „œ 
W * CON CON Ê
W * ADV ADV,GENR,REPT œÊ»«—Â
W * DELM DELM ...
W * DELM DELM !
W * N N,SING,COM,GEN Õ«’·
W * N N,SING,COM ﬂ·«„
W * PRO PRO,DEMO,SING Â„«‰
W * CON CON ﬂÂ
W * QUA QUA «‰œﬂÌ
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON,GEN Œ—œ«œ
W * N N,SING,NUM 76
W * P P œ—
W * DET DET Â„Ì‰
W * N N,SING,COM ” Ê‰
W * P P «“
W * N N,PL,COM,GEN ‰Ê‘ Â Â«Ì
W * ADJ ADJ,SIM ﬂ„ ÕÊ’·Â
W * DELM DELM °
W * V V,PA,SIM,POS,1 ‰Ê‘ „
W * CON CON ﬂÂ
W * N N,PL,COM —ﬁ»«
W * CON CON Ê
W * N N,PL,COM,GEN œ‘„‰«‰
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * DELM DELM °
W * N N,SING,COM,GEN  Ê«‰
W * N N,SING,COM,GEN Õ–›
W * N N,SING,PR Œ« „Ì
W * RA RA —«
W * V V,PRS,NEG,6 ‰œ«—‰œ
W * DELM DELM °
W * CON CON Ê·Ì
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * N N,SING,COM ‰„œ„«·Ì
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * CON CON «ê—çÂ
W * DET DET ¬‰
W * N N,SING,COM,GEN ÷—» «·„À·
W * ADJ ADJ,SIM,GEN  «—ÌŒÌ
W * N N,SING,COM ‰„œ„«·Ì
W * P P «“
W * N N,SING,COM,GEN  —”
W * N N,SING,PR Œœ«
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * CON CON Ê·Ì
W * DET DET «Ì‰
W * N N,SING,COM,GEN  „ÀÌ·
W * N N,SING,COM,GEN ‰„œ„«·Ì
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN  —”
W * N N,SING,GR „—œ„
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * IF IF «ê—
W * V V,SUB,POS,4 »ŒÊ«ÂÌ„
W * P P «“
W * N N,SING,COM,GEN  Ã—»Â
W * N N,SING,NUM ”Â
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * N N,SING,COM ⁄»— 
W * V V,SUB,POS,4 »êÌ—Ì„
W * DELM DELM °
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM «–⁄«‰
W * V V,SUB,POS,4 ﬂ‰Ì„
W * CON CON ﬂÂ
W * N N,SING,GR „—œ„
W * ADV ADV,GENR,REPT »«“
W * V V,PA,NAR,NEG,6 ‰„«‰œÂ «‰œ
W * CON CON Ê
W * N N,SING,COM,GEN  €ÌÌ—
W * N N,SING,COM „«ÂÌ 
W * V V,PA,NAR,NEG,6 ‰œ«œÂ «‰œ
W * DELM DELM °
W * N N,SING,GR „—œ„
W * P P,GEN Â„«‰‰œ
W * N N,SING,PR Œ« „Ì
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM °
W * ADJ ADJ,SIM ’«œﬁ
W * CON CON Ê
W * ADJ ADJ,SIM ¬ê«Â
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN „ «‰ 
W * ADJ ADJ,SIM,GEN „⁄ﬁÊ·
W * PRO PRO,R,XOD ŒÊœ
W * DELM DELM °
W * N N,SING,COM,GEN ŒÊ«Â«‰
W * N N,SING,COM ﬁ«‰Ê‰ê—«ÌÌ
W * CON CON Ê
W * N N,SING,COM «’·«Õ
W * DELM DELM °
W * CON CON «„«
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM ⁄»— 
W * V V,SUB,POS,3 »êÌ—œ
W * DELM DELM °
W * V V,PRE,PROC,6 „«∆Ì„
W * DELM DELM .
W * CON CON,DCOR çÂ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,PL,COM ÂÊ«œ«—«‰
W * CON CON Ê
W * CON CON Ì«
W * N N,PL,COM,GEN —ﬁ»«Ì
W * N N,SING,PR Œ« „Ì
W * CON CON Ê
W * OH OH «·«
W * DELM DELM °
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SIM ⁄»—  ¬›—Ì‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ”«“„«‰
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * ADJ ADJ,SIM,GEN „⁄ »—
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM,GEN „‘«—ﬂ 
W * N N,SING,LOC,PR,GEN «Ì—«‰
W * ADJ ADJ,SIM «”·«„Ì
W * CON CON Ê
W * N N,SING,GR,GEN „Ã„⁄
W * N N,PL,COM,GEN —ÊÕ«‰ÌÊ‰
W * ADJ ADJ,SIM „»«—“
W * P P œ—
W * N N,PL,COM,GEN «ÿ·«⁄ÌÂ Â«Ì
W * ADJ ADJ,SIM,INDF Ãœ«ê«‰Â «Ì
W * CON CON ﬂÂ
W * ADV ADV,GENR,TIME œÌ—Ê“
W * P P œ—
W * N N,SING,LOC,PR  Â—«‰
W * N N,SING,COM «‰ ‘«—
W * V V,PA,SIM,POS,3 Ì«› 
W * P P,GEN ÅÌ—«„Ê‰
W * N N,SING,COM,GEN «ÿ·«⁄ÌÂ
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM ‰êÂ»«‰
W * CON CON Ê
W * N N,SING,COM,GEN «⁄·«„
W * N N,PL,COM,GEN ‰ «ÌÃ
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC,PR  Â—«‰
W * N N,SING,COM,GEN «ŸÂ«—
W * N N,SING,COM ‰Ÿ—
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN »Ì«‰ÌÂ
W * N N,SING,GR,GEN „Ã„⁄
W * N N,PL,COM —ÊÕ«‰ÌÊ‰
W * N N,SING,COM ê› Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,PL,COM,GEN ‰ «ÌÃ
W * N N,PL,NUM,GEN »«“‘„«—ÌÂ«Ì
W * ADJ ADJ,SIM «Ê·ÌÂ
W * DELM DELM °
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM «›—«œ
W * CON CON Ê
W * N N,PL,COM,GEN „”∆Ê·«‰
W * ADJ ADJ,SIM «Ã—«ÌÌ
W * DELM DELM °
W * ADJ ADJ,SIM ‰Ÿ«— Ì
W * DELM DELM °
W * ADJ ADJ,SIM «„‰Ì Ì
W * DELM DELM °
W * CON CON Ê
W * ADV ADV,GENR,SIM Õ Ì
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM,GEN «⁄÷«Ì
W * ADJ ADJ,SIM,GEN „Õ —„
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM ‰êÂ»«‰
W * P P »«
W * N N,SING,COM,GEN  ‘ŒÌ’
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM,GEN  €ÌÌ—
W * N N,SING,COM,GEN  — Ì»
W * N N,PL,COM „‰ Œ»«‰
W * DELM DELM °
W * N N,SING,COM,GEN —«Â Õ·
W * ADJ ADJ,SIM ‰Â«ÌÌ
W * P P,GEN »—«Ì
W * N N,SING,COM  ”—Ì⁄
W * P P œ—
W * N N,SING,COM,GEN «⁄·«„
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC,PR  Â—«‰
W * RA RA —«
W * N N,SING,COM,GEN «‰’—«›
W * ADJ ADJ,SIM,GEN Ê«ﬁ⁄Ì
W * N N,SING,COM,GEN ‰›—
W * N N,SING,NUM ”Ì
W * CON CON Ê
W * N N,SING,ORD Ìﬂ„
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN ‘ﬂ«Ì 
W * ADJ ADJ,SIM „ÿ—Õ
W * MORP MORP,MADJ ‘œÂ
W * V V,PA,PRG,POS,6 „Ì œ«‰” ‰œ
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Œ’Ê’
W * N N,SING,SURN,GEN Ã‰«»
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR ﬂ—Ê»Ì
W * CON CON ⁄·«ÊÂ »—
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM,GEN ÅÌêÌ—Ì
W * N N,SING,COM,GEN ‘ﬂ«Ì 
W * PRO PRO,R,XOD ŒÊœ
W * DELM DELM °
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «ﬁ‰«⁄
W * N N,SING,COM,GEN ‘«ﬂÌ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM »ÕÀ
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM ’—›‰Ÿ—
W * P P «“
W * N N,SING,COM ‘ﬂ«Ì 
W * DELM DELM °
W * N N,PL,COM,GEN  ·«‘Â«Ì
W * ADJ ADJ,SIM,INDF ›—«Ê«‰Ì
W * ADJ ADJ,SIM „»–Ê·
W * V V,PA,SIM,POS,6 ‰„Êœ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN «œ«„Â
W * DET DET «Ì‰
W * N N,SING,COM »Ì«‰ÌÂ
W * N N,SING,COM  √ﬂÌœ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,SING,COM  ’Ê—
W * V V,PA,PRG,NEG,3 ‰„Ì —› 
W * N N,SING,COM,GEN Å«”Œ
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM,GEN „Õ —„
W * N N,SING,COM ‰êÂ»«‰
W * P P »Â
W * N N,SING,COM,GEN œ” Ê—
W * N N,SING,COM,GEN „ﬁ«„
W * ADJ ADJ,SIM,GEN „⁄Ÿ„
W * N N,SING,COM —Â»—Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN œ‰»«·
W * N N,SING,COM,GEN «” „œ«œ
W * N N,PL,GR ê—ÊÂÂ«
W * CON CON Ê
W * N N,PL,COM,GEN ‘Œ’Ì Â«Ì
W * ADJ ADJ,SIM „Œ ·›
W * P P «“
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * N N,SING,COM ’Ê— 
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM °
W * P P »Â
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM,INDF ‰ ÌÃÂ «Ì
W * ADJ ADJ,SIM „‰Ã—
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * QUA QUA ÂÌç
W * N N,SING,COM ﬂ”
W * N N,SING,COM ê„«‰
W * V V,PA,PRG,NEG,3 ‰„Ì ﬂ—œ
W * CON CON,GEN ⁄·Ì—€„
W * N N,PL,COM,GEN ’Ê— Ã·”« 
W * ADJ ADJ,SIM,GEN «Ê·ÌÂ
W * N N,SING,COM »«“‘„«—Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN  √ÌÌœ
W * ADJ ADJ,SIM,GEN „‘ —ﬂ
W * N N,SING,GR,GEN ÂÌ√ 
W * ADJ ADJ,SIM «Ã—«ÌÌ
W * CON CON Ê
W * N N,SING,GR,GEN ÂÌ√ 
W * N N,SING,COM ‰Ÿ«— 
W * V V,PA,NAR,POS,3 —”ÌœÂ
W * CON CON Ê
W * P P »—
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,COM,GEN «Ê·ÌÂ
W * N N,PL,COM ¬—«¡
W * N N,SING,COM  √ﬂÌœ
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * ADV ADV,GENR,SIM »Â ‰«ê«Â
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN „‰ Œ»«‰
W * ADJ ADJ,SIM ⁄“Ì“
W * CON CON Ê
W * ADJ ADJ,SIM „Õ —„
W * DELM DELM °
W * N N,SING,NUM œÂ
W * N N,SING,CONT — »Â
W * N N,SING,COM «— ﬁ«¡
W * ADJ ADJ,INO Ì«› Â
W * CON CON Ê
W * N N,PL,COM,GEN  €ÌÌ—« 
W * N N,SING,COM €Ì—
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM,GEN ÅÌ‘ »Ì‰Ì
W * ADJ ADJ,SIM œÌê—
W * CON CON ‰Ì“
W * N N,SING,COM ’Ê— 
W * V V,SUB,POS,3 êÌ—œ
W * DELM DELM .
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,INDF  €ÌÌ—Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * ADJ ADJ,SIM „Õ „·
W * V V,PA,PRG,POS,3 „Ì —”Ìœ
W * N N,PL,COM,GEN  €ÌÌ—« 
W * ADJ ADJ,SIM Ã“ÌÌ
W * P P œ—
W * N N,SING,COM,GEN œ«Œ·
W * N N,SING,COM,GEN ·Ì” 
W * N N,PL,COM „‰ Œ»«‰
W * CON CON Ê
W * N N,SING,COM,GEN «—Ã«⁄
W * N N,SING,COM,GEN «‰ Œ«»
W * N N,SING,NUM 2
W * CON CON Ì«
W * N N,SING,NUM 3
W * N N,SING,COM ‰›—
W * P P »Â
W * N N,SING,COM,GEN „—Õ·ÂÒ
W * ADJ ADJ,ORD œÊ„
W * P P »Â
W * N N,SING,COM,GEN œ·Ì·
W * N N,SING,COM,GEN  €ÌÌ—
W * N N,SING,COM ‰’«»
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,GR,GEN „Ã„⁄
W * N N,PL,COM,GEN —ÊÕ«‰ÌÊ‰
W * ADJ ADJ,SIM „»«—“
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »Ì«‰ÌÂ
W * P P »«
W * N N,SING,COM «‘«—Â
W * P P »Â
W * N N,PL,COM «À—« 
W * CON CON Ê
W * N N,PL,COM,GEN ‰ «ÌÃ
W * ADJ ADJ,SIM,GEN „Œ—»
W * DET DET «Ì‰
W * SPEC SPEC êÊ‰Â
W * N N,PL,COM —Ê‘Â«
W * P P »—
W * N N,PL,COM »—œ«‘ Â«
W * DELM DELM °
W * N N,PL,COM »«Ê—Â«
W * CON CON Ê
W * N N,PL,COM,GEN ⁄„·ﬂ—œÂ«Ì
W * N N,SING,GR „· 
W * DELM DELM °
W * V V,PRS,POS,3 „Ì «›“«Ìœ
W * DELM DELM :
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì —”œ
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,GEN —«Â
W * N N,SING,COM Ã·ÊêÌ—Ì
W * P P «“
W * N N,SING,COM,GEN »—Ê“
W * DET DET «Ì‰
W * SPEC SPEC êÊ‰Â
W * N N,PL,COM ‰ «ÌÃ
W * DELM DELM °
W * N N,SING,COM «»Â«„ “œ«ÌÌ
W * P P «“
W * N N,SING,COM,GEN çêÊ‰êÌ
W * N N,PL,COM,GEN  ’„Ì„ êÌ—Ì Â«Ì
W * ADJ ADJ,SIM »Â ⁄„· ¬„œÂ
W * CON CON Ê
W * N N,SING,COM,GEN «⁄·«„
W * ADJ ADJ,SIM,GEN œﬁÌﬁ
W * N N,SING,COM ‘„«—Â
W * CON CON Ê
W * N N,SING,COM,GEN „Ì“«‰
W * N N,PL,COM,GEN ¬—«¡
W * N N,PL,COM,GEN ’‰œÊﬁÂ«Ì
W * ADJ ADJ,SIM »«ÿ·
W * MORP MORP,MADJ ‘œÂ
W * CON CON Ê
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM,GEN «ÿ·«⁄« 
