Sub * SUBJ SUBJ !Â‰—Ì!
W * N N,SING,PR ”«·Ê«œÊ—
W * N N,SING,PR œ«·Ì
W * CON CON Ê
W * N N,SING,PR „«ﬂ”
W * N N,SING,PR «—‰” 
W * CON CON Ê
W * N N,SING,PR —‰Â
W * N N,SING,PR „«ê—Ì 
W * P P œ—
W * N N,PL,COM ¬À«—
W * N N,SING,COM „‘«ÂœÂ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ê—ÊÂ
W * P P «“
W * N N,PL,COM ‰ﬁ«‘«‰
W * V V,PRS,POS,6 „Ì ﬂÊ‘‰œ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN »Ì«‰
W * ADJ ADJ,SIM ›ÌêÊ—« ÌÊ
W * N N,SING,COM,GEN ”«Œ «—
W * ADJ ADJ,SIM,GEN ‰„«œÌ‰
W * N N,SING,COM,GEN «À—
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM ‘ﬂ·
W * V V,SUB,POS,6 œÂ‰œ
W * CON CON Ê
W * P P »«
W * N N,PL,COM,GEN ‰‘«‰Â Â«Ì
W * ADJ ADJ,SIM,GEN ¬‘‰«Ì
W * ADJ ADJ,SIM  ’ÊÌ—Ì
W * DELM DELM °
W * N N,SING,COM ÅÌ«„ —”«‰Ì
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,COM „«ÂÌ
W * P P œ—
W * N N,PL,COM,GEN ‰ﬁ«‘ÌÂ«Ì
W * ADJ ADJ,SIM,GEN ¬ÌÌ‰Ì
W * N N,PL,COM,GEN  „œ‰Â«Ì
W * ADJ ADJ,SIM,GEN ”«Õ·Ì
W * N N,SING,LOC,PR „œÌ —«‰Â
W * CON CON Ê
W * N N,SING,ORD,GEN ¬€«“
W * N N,SING,COM „”ÌÕÌ 
W * CON CON Ê
W * N N,PL,COM,GEN «”ÿÊ—Â Â«Ì
W * N N,PL,GR,GEN «ﬁÊ«„
W * ADJ ADJ,SIM „Œ ·›
W * DELM DELM °
W * N N,PL,COM,GEN „⁄«‰Ì
W * ADJ ADJ,SIM,INDF „ ›«Ê Ì
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN «œ»Ì« 
W * ADJ ADJ,SIM ”Ì«”Ì
W * DELM DELM °
W * N N,SING,COM „«ÂÌ
W * N N,SING,COM,GEN „⁄‰Ì
W * N N,SING,COM —Â«ÌÌ
W * CON CON Ê
W * N N,SING,COM ¬“«œÌ
W * RA RA —«
W * N N,SING,COM  œ«⁄Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,PL,COM,GEN „⁄«‰Ì
W * ADJ ADJ,SIM,GEN ”„»·Ìﬂ
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM :
W * N N,SING,COM œ«‰‘
W * DELM DELM °
W * N N,SING,COM,GEN €–«Ì
W * ADJ ADJ,SIM „ﬁœ”
W * DELM DELM °
W * N N,SING,COM,GEN ‰„Êœê«—
W * N N,SING,COM,GEN ¬ÌÌ‰
W * N N,SING,COM,GEN €”·
W * ADJ ADJ,SIM  ⁄„Ìœ
W * DELM DELM °
W * N N,SING,COM,GEN ‘Œ’Ì 
W * N N,SING,PR „”ÌÕ
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * DELM DELM °
W * N N,SING,COM ”—œ„“«ÃÌ
W * DELM DELM °
W * N N,SING,COM Õ„«ﬁ 
W * CON CON Ê
W * DELM DELM ...
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,PL,COM «”«ÿÌ—
W * DELM DELM °
W * N N,SING,LOC,PR “„Ì‰
W * P P »«
W * QUA QUA „ﬁœ«—Ì
W * N N,SING,COM ê·
W * CON CON ﬂÂ
W * N N,SING,COM „«ÂÌ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN «ﬁÌ«‰Ê”
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * ADV ADV,GENR,SIM »Ì—Ê‰
W * V V,PA,SIM,POS,3 ¬Ê—œ
W * DELM DELM °
W * N N,SING,COM ‘ﬂ·
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * ADV ADV,GENR,TIME ¬‰ê«Â
W * CON CON ﬂÂ
W * N N,SING,LOC,PR “„Ì‰
W * N N,SING,COM ‘ﬂ·
W * V V,PA,SIM,POS,3 ê—› 
W * N N,SING,COM „«ÂÌ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »—
W * N N,SING,COM,GEN Å‘ 
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * N N,SING,COM,GEN „ŸÂ—
W * N N,SING,COM „Õ«›Ÿ 
W * CON CON Ê
W * N N,SING,COM ‰êÂœ«—Ì
W * DELM DELM .
W * N N,SING,COM „«ÂÌ
W * N N,SING,COM,GEN ‰„«œ
W * N N,SING,COM Âœ«Ì 
W * CON CON Ê
W * N N,SING,COM —” «ŒÌ“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN «” ŒÊ«‰
W * N N,SING,COM „«ÂÌ
W * P P »Â
W * N N,SING,COM,GEN „⁄‰«Ì
W * P P «“
W * N N,SING,COM „Ì«‰
W * N N,SING,NFL,GEN »—œ«‘ ‰
W * N N,SING,COM „«‰⁄
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN ›—Â‰ê
W * ADJ ADJ,SIM «Ì—·‰œÌ
W * DELM DELM °
W * N N,SING,COM,GEN «Âœ«¡ﬂ‰‰œÂÒ
W * N N,SING,COM «·Â«„
W * DELM DELM °
W * N N,SING,COM œ·«Ê—Ì
W * CON CON Ê
W * N N,SING,COM ⁄ﬁ·
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM „«ÂÌ
W * P P œ—
W * N N,SING,COM,GEN ›—Â‰ê
W * N N,SING,PR ‘—ﬁ
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,SING,COM,GEN ‰„«œ
W * N N,SING,COM ÕÌ« 
W * CON CON Ê
W * N N,SING,COM ”—“‰œêÌ
W * CON CON Ê
W * N N,SING,COM Ã‰»‘
W * CON CON Ê
W * N N,SING,COM ”—ŒÊ‘Ì
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,SING,COM,GEN  ’ÊÌ—
W * N N,SING,COM „«ÂÌ
W * P P œ—
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,PR,GEN ⁄·Ì «ﬂ»—
W * N N,SING,PR ’«œﬁÌ
W * CON CON Ê
W * N N,SING,PR,GEN Õ»Ì» «··Â
W * N N,SING,PR ’«œﬁÌ
W * CON CON Ê
W * N N,SING,PR,GEN Ã·Ì·
W * N N,SING,PR ÷Ì«¡ÅÊ—
W * CON CON Ê
W * N N,SING,PR êÌ“·«
W * DELM DELM °
W * N N,SING,PR Ê«—ê« ‹ ”Ì‰«∆Ì
W * P P »Â
W * N N,PL,COM,GEN «‰Õ«¡
W * ADJ ADJ,SIM „Œ ·›
W * P P œ—
W * N N,PL,COM,GEN „Êﬁ⁄Ì Â«Ì
W * ADJ ADJ,SIM „ ›«Ê 
W * DELM DELM °
W * N N,SING,COM,INDF Ê÷⁄Ì Ì
W * RA RA —«
W * N N,SING,COM «ÌÃ«œ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «œ—«ﬂ
W * N N,SING,COM,GEN ÅÌ«„
W * N N,SING,COM,GEN —„“
W * N N,SING,COM «À—
W * RA RA —«
W * P P,GEN  Ê”ÿ
W * N N,SING,COM „Œ«ÿ»
W * ADV ADV,deg,SIM ﬂ«„·«
W * ADJ ADJ,SIM ‘Œ’Ì
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,PL,COM —„“Â«
W * P P »«
W * PRO PRO,REC ÌﬂœÌê—
W * N N,SING,COM  ·«ﬁÌ
W * CON CON Ê
W * ADV ADV,GENR,SIM „ ﬁ«»·«
W * P P œ—
W * PRO PRO,REC Â„
W * N N,SING,COM ‰›Ê–
W * CON CON Ê
W * N N,SING,COM  œ«Œ·
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * P P »Â
W * ADJ ADJ,SIM —Ê‘‰
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM,GEN „⁄‰«Ì
W * PRO PRO,REC Â„
W * DELM DELM °
W * N N,SING,COM „œœ
W * V V,PRS,POS,6 „Ì —”«‰‰œ
W * DELM DELM .
W * N N,SING,COM „Œ«ÿ»
W * P P »«
W * N N,PL,COM,GEN œ«‰‘Â«Ì
W * ADJ ADJ,SIM ÅÌ‘Ì‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM »Ì—Ê‰
W * P P «“
W * N N,SING,COM «À—
W * DELM DELM °
W * CON CON ⁄·«ÊÂ »—
W * N N,SING,COM,GEN ·– 
W * ADJ ADJ,SIM,GEN «” ÌﬂÌ
W * ADJ ADJ,SIM ‰«‘Ì
W * P P «“
W * N N,SING,COM,GEN ”«Œ «—
W * ADJ ADJ,SIM,GEN “Ì»«‘‰«”«‰ÂÒ
W * N N,SING,COM «À—
W * CON CON ﬂÂ
W * PRO PRO,DEMO,SING ¬‰
W * CON CON Â„
W * ADJ ADJ,SIM ‰”»Ì
W * CON CON Ê
W * ADJ ADJ,SIM ”·ÌﬁÂ «Ì
W * CON CON Ê
W * ADJ ADJ,SIM „ﬁÌœ
W * P P »Â
W * N N,SING,COM,GEN „›ÂÊ„
W * N N,SING,COM «À—
W * V V,PRE,SIM «” 
W * P P «“
W * N N,SING,COM,INDF œÌ«·ﬂ ÌﬂÌ
W * CON CON ﬂÂ
W * P P,GEN »Ì‰
W * N N,SING,COM,GEN –Â‰
W * PRO PRO,personal,SING,3 «Ê
W * CON CON Ê
W * N N,SING,COM «À—
W * N N,SING,COM «ÌÃ«œ
W * CON CON Ê
W * ADV ADV,GENR,SIM œ—‰Â«Ì 
W * ADJ ADJ,SIM „‰Ã—
W * P P »Â
W * N N,SING,COM „›ÂÊ„ ”«“Ì
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * N N,SING,COM ·– 
W * V V,PRS,POS,3 „Ì »—œ
W * DELM DELM .
W * N N,SING,COM ”Ì»
W * DELM DELM °
W * N N,SING,COM ﬂ·«€
W * DELM DELM °
W * N N,SING,COM ¬ ‘
W * DELM DELM °
W * N N,SING,COM œ—Œ 
W * DELM DELM °
W * N N,SING,COM Œ—Ê”
W * CON CON Ê
W * N N,SING,COM «”»
W * CON CON Ê
W * N N,SING,COM „—€
W * DELM DELM °
W * CON CON,DCOR Â„
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,COM ‰‘«‰Â
W * CON CON Ê
W * CON CON,DCOR Â„
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,COM ‰„«œ
W * P P œ—
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,COM ‰ﬁ«‘Ì
W * N N,SING,COM ŸÂÊ—
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * N N,SING,COM ‰„«œ
W * N N,SING,COM,GEN ﬁ«»·Ì 
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM ‰‘«‰Â
W * N N,SING,COM  »œÌ·
W * V V,SUB,POS,3 ‘Êœ
W * CON CON Ê
W * N N,SING,COM ‰‘«‰Â
W * CON CON Â„
W * ADV ADV,GENR,SIM „ ﬁ«»·«
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM,GEN  Ê«‰«ÌÌ
W * N N,SING,COM  »œÌ·
W * N N,SING,NFL ‘œ‰
W * P P »Â
W * N N,SING,COM ‰„«œ
W * RA RA —«
W * V V,PRS,POS,3 œ«—œ
W * CON CON Ê
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM  €ÌÌ—
W * CON CON Ê
W * N N,SING,COM,INDF  »œÌ·Ì
W * N N,SING,COM,GEN «— »«ÿ
W * ADJ ADJ,SIM „” ﬁÌ„
W * P P »«
W * N N,PL,COM,GEN ﬂ«—ﬂ—œÂ«Ì
W * QUA QUA Â—
W * N N,SING,COM ﬂœ«„
W * P P œ—
W * N N,SING,COM «— »«ÿ
W * P P »«
W * N N,PL,COM,GEN Œ«” ê«Â Â«Ì
W * ADJ ADJ,SIM „«œÌ
W * CON CON Ê
W * ADJ ADJ,SIM „⁄‰ÊÌ
W * CON CON Ê
W * N N,SING,COM,GEN «„ “«Ã
W * N N,PL,COM ›—Â‰êÂ«
W * CON CON Ê
W * N N,PL,COM,GEN »«Ê—Â«Ì
W * ADJ ADJ,SIM ﬁÊ„Ì
W * CON CON Ê
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * CON CON Ê
W * ADJ ADJ,SIM  «—ÌŒÌ
W * CON CON Ê
W * ADJ ADJ,SIM œÌ‰Ì
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM .
W * N N,SING,PR,GEN ⁄·Ì «ﬂ»—
W * N N,SING,PR ’«œﬁÌ
W * P P œ—
W * N N,SING,COM,GEN  «»·ÊÌ
W * P P,GEN »œÊ‰
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM 1998
W * P P »Â
W * N N,SING,COM  ﬁ·Ìœ
W * P P «“
W * N N,SING,PR „«—”·
W * N N,SING,PR œÊ‘«‰
W * N N,SING,PR,GEN „Ê‰«·Ì“«Ì
W * ADJ ADJ,SIM,GEN ”»Ì· œ«—
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »«
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN ”‰‰
W * N N,SING,COM,GEN ‰ê«—ê—Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * CON CON Ê
W * N N,PL,COM  “ÌÌ‰« 
W * CON CON Ê
W * N N,PL,COM,GEN «·»”ÂÒ
W * N N,SING,COM,GEN œÊ—«‰
W * N N,SING,PR ﬁ«Ã«—
W * CON CON Ê
W * N N,SING,COM,GEN ”Ì»
W * ADJ ADJ,SIM,INDF ﬁ—„“Ì
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM »”Ì«—
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM ⁄·«ﬁÂ „‰œ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADV ADV,GENR,SIM „œ«„
W * N N,SING,COM,GEN Õ÷Ê—
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P œ—
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,PR ’«œﬁÌ
W * N N,SING,COM „‘«ÂœÂ
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * P P »«
W * N N,SING,COM,INDF ”Ê“‰Ì
W * CON CON ﬂÂ
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,INO ›—Ê—› Â
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P »Â
W * N N,SING,COM ‰„«Ì‘
W * ADJ ADJ,INO ê–«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN Å—œ«Œ 
W * ADJ ADJ,SIM,GEN «” «œ«‰ÂÒ
W * N N,PL,COM «‘Ì«¡
W * P P «“
W * N N,SING,COM,GEN ·Õ«Ÿ
W * N N,SING,COM œﬁ 
W * P P œ—
W * N N,SING,COM ÿ—«ÕÌ
W * CON CON Ê
W * N N,SING,COM,GEN  Ã”„
W * N N,SING,COM ‰Ê—
W * CON CON Ê
W * N N,SING,COM ”«ÌÂ —Ê‘‰
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM  Õ”Ì‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ’«œﬁÌ
W * ADV ADV,GENR,SIM »ŒÊ»Ì
W * P P «“
W * N N,PL,COM,GEN  Ã«—»
W * N N,PL,COM,GEN ‰ﬁ«‘«‰
W * ADJ ADJ,SIM,GEN »“—ê
W * N N,SING,PR €—»
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »Ì«‰
W * ADJ ADJ,SIM,GEN ‘Œ’Ì
W * PRO PRO,R,XOD ŒÊÌ‘
W * CON CON ﬂÂ
W * N N,SING,COM —‰ê
W * CON CON Ê
W * N N,SING,COM,GEN »ÊÌ
W * ADJ ADJ,SIM «Ì—«‰Ì
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * N N,SING,COM »Â—Â
W * V V,PRS,POS,3 „Ì êÌ—œ
W * CON CON Ê
W * N N,SING,COM,GEN  «»·ÊÌ
W * N N,SING,COM «” —«Õ 
W * P P,GEN »Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN Ã‰ê
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,NUM Ìﬂ
W * ADJ ADJ,SIM,GEN ‰„Ê‰ÂÒ
W * ADJ ADJ,SIM „Ê›ﬁ
W * P P «“
W * N N,SING,COM,GEN ‰ﬁ«‘Ì
W * ADJ ADJ,SIM —Ê«Ì Ì
W * V V,PRE,SIM «” 
W * P P »«
W * N N,SING,COM «·Â«„
W * P P «“
W * N N,PL,COM,GEN ‘ê—œÂ«Ì
W * N N,PL,COM,GEN ‰ﬁ«‘ÌÂ«Ì
W * ADJ ADJ,SIM ‘„«Ì·Ì
W * CON CON Ê
W * ADJ ADJ,SIM  Ê’Ì›Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,PL,COM,GEN  «»·ÊÂ«Ì
W * N N,PL,COM Å—œÂ ŒÊ«‰ÌÂ«
W * ADJ ADJ,SIM „‘ÂÊ—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM «À—
W * ADJ ADJ,SIM „„·Ê
W * P P «“
W * N N,PL,COM ⁄·«Ì„
W * CON CON Ê
W * N N,PL,COM ‰‘«‰Â Â«
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ’«œﬁÌ
W * N N,SING,COM,GEN ‘ÌÊÂÒ
W * N N,SING,COM,GEN »Ì«‰
W * ADJ ADJ,SIM,GEN  Ã”„Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN  Ê’Ì›
W * N N,PL,COM Êﬁ«Ì⁄
W * CON CON Ê
W * N N,PL,COM „›«ÂÌ„
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * P P,GEN »œÊ‰
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ﬁ’œ
W * ADJ ADJ,SIM Å‰Â«‰
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,PL,COM,GEN ¬„Ê“Â Â«Ì
W * PRO PRO,R,XOD ŒÊœ
W * P P «“
W * N N,SING,PR ÂÌ—Ê‰Ì„Ê‘
W * N N,SING,PR »Ê‘
W * DELM DELM )
W * DELM DELM -
W * N N,SING,NUM 1450
W * DELM DELM -
W * N N,SING,NUM 1516
W * DELM DELM (
W * RA RA —«
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * P P,GEN  Õ 
W * N N,SING,COM,GEN  √ÀÌ—
W * N N,SING,PR »—Êê·
W * DELM DELM )
W * N N,SING,NUM 1525
W * DELM DELM /
W * N N,SING,NUM 30
W * DELM DELM -
W * N N,SING,NUM 96
W * DELM DELM (
W * CON CON Ê
W * CON CON Ê
W * N N,SING,PR ”«·Ê«œÊ—
W * N N,SING,PR œ«·Ì
W * CON CON Ê
W * N N,SING,PR —‰Â
W * N N,SING,PR „«ê—Ì 
W * DELM DELM ,
W * CON CON Ê
W * N N,SING,PR „«ﬂ”
W * N N,SING,PR «—‰” 
W * DELM DELM °
W * DELM DELM )
W * N N,SING,NUM 1976
W * DELM DELM -
W * N N,SING,NUM 1891
W * DELM DELM (
W * ADV ADV,GENR,SIM ¬“«œ«‰Â
W * N N,SING,COM,GEN —Ê«Ì 
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,COM  «—ÌŒ
W * CON CON Ê
W * N N,SING,COM,GEN ⁄’—
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM »Ì«‰
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ”—
W * N N,SING,COM,GEN ‰ﬁ«‘
W * N N,SING,PR ’«œﬁÌ
W * P P »—
W * N N,SING,COM ‰Ì“Â
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ‰ﬁ«‘
W * ADJ ADJ,SIM,GEN »Ì ”—
W * N N,SING,PR ’«œﬁÌ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,SING,COM „œ·
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«œÂ
W * CON CON Ê
W * N N,SING,COM,GEN ÿ—Õ
W * ADJ ADJ,SIM «Ê·ÌÂ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM „⁄ﬂÊ”
W * P P,GEN —ÊÌ
W * N N,SING,COM »Ê„
W * N N,SING,COM ÿ—«ÕÌ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * QUA QUA Â—
W * N N,SING,COM,INDF ﬁ”„ Ì
W * P P «“
W * N N,SING,COM  «»·Ê
W * N N,SING,COM,GEN Õ«„·
W * N N,SING,COM ÿ‰“
W * CON CON Ê
W * N N,SING,COM,INDF Õﬂ«Ì Ì
W * ADJ ADJ,SIM  ·Œ
W * CON CON Ê
W * ADJ ADJ,SIM ê“‰œÂ
W * P P «“
W * N N,SING,COM,GEN „Êﬁ⁄Ì 
W * ADJ ADJ,SIM  «—ÌŒÌ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN „⁄‰ÊÌ
W * N N,SING,COM »‘—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ’«œﬁÌ
W * N N,SING,COM  Ê’Ì›
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * N N,PL,COM ¬œ„Ì«‰
W * ADV ADV,I çÂ
W * P P »—
W * N N,SING,COM,GEN ”—
W * PRO PRO,REC ÌﬂœÌê—
W * V V,PRS,POS,6 „Ì ¬Ê—‰œ
W * DELM DELM .
W * N N,SING,COM,GEN —œ
W * N N,SING,COM,GEN Å«Ì
W * N N,PL,COM «”ÿÊ—Â Â«
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM,INDF »«—“Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM «À—
W * N N,SING,COM ŒÊœ‰„«ÌÌ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,PL,COM Õ—’Â«
W * CON CON Ê
W * N N,PL,COM ÿ„⁄Â«
W * CON CON Ê
W * N N,SING,COM ‰«‰
W * P P »Â
W * N N,SING,COM,GEN ‰—Œ
W * N N,SING,TIME —Ê“
W * N N,PL,NFL ŒÊ—œ‰Â«
W * DELM DELM °
W * N N,PL,COM »·«Â Â«
W * CON CON Ê
W * N N,PL,COM,GEN „“œÊ—«‰
W * ADJ ADJ,SIM Œ‘Ê‰  ÿ·»
W * DELM DELM °
W * N N,PL,COM œ·ﬁﬂÂ«
W * CON CON Ê
W * N N,PL,COM ”Ì«”  »«“ÌÂ«
W * CON CON Ê
W * N N,SING,COM –»Õ
W * N N,SING,NFL,GEN ‘œ‰
W * N N,SING,COM ⁄œ«· 
W * CON CON Ê
W * N N,SING,COM ¬“«œÌŒÊ«ÂÌ
W * CON CON Ê
W * N N,SING,COM,GEN  ﬂ—«—
W * N N,SING,COM  «—ÌŒ
W * CON CON Ê
W * N N,SING,COM,GEN «Â·
W * ADJ ADJ,SIM ‘ﬁ«Ê 
W * P P »«
W * N N,PL,COM,GEN Ã«„Â Â«Ì
W * ADJ ADJ,SIM ”—Œ
W * CON CON Ê
W * N N,PL,COM,GEN ”—Œ ÅÊ‘«‰
W * ADJ ADJ,SIM Ì“ÌœÌ
W * P P »«
W * N N,SING,COM  Ì€
W * CON CON Ê
W * N N,SING,COM ﬁÌçÌ
W * CON CON Ê
W * N N,SING,COM,GEN Å—ç„
W * N N,PL,COM ‘Â«œ  ÿ·»«‰
W * CON CON Ê
W * N N,PL,COM ŒÌ„Â Â«Ì
W * ADJ ADJ,SIM ’·Õ ÿ·»
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Å—ç„
W * N N,SING,COM ’œ«ﬁ 
W * CON CON Ê
W * N N,SING,COM ’›«
W * P P »—
W * N N,SING,COM,AFF,6 ›—«“‘«‰
W * ADJ ADJ,SIM «›—«‘ Â
W * V V,PRE,SIM «” 
W * N N,PL,COM,GEN „÷«„Ì‰
W * N N,SING,COM «” —«Õ 
W * P P,GEN »Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM Ã‰ê
W * RA RA —«
W * N N,SING,COM  œ«⁄Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * N N,SING,COM „Œ«ÿ»
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN €„
W * N N,SING,COM €—» 
W * ADJ ADJ,SIM œç«—
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM,INDF «‰”«‰Ì Ì
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM —Ê“ê«—
W * ADJ ADJ,SIM €—Ì»
W * V V,PA,NAR,POS,3 «› «œÂ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN œç«—
W * N N,SING,COM €—» 
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,R,XOD ŒÊÌ‘
W * RA RA —«
W * P P œ—
W * SPEC SPEC ç‰Ì‰
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * ADJ ADJ,SIM »Ìê«‰Â
W * V V,PRS,POS,3 „Ì Ì«»œ
W * DELM DELM .
W * N N,SING,COM,GEN ﬁ·⁄ÂÒ
W * N N,SING,COM ﬁœ— 
W * CON CON Ê
W * N N,PL,COM ﬁœ—  ÿ·»«‰
W * DELM DELM °
W * N N,SING,COM,GEN ¬ ‘
W * N N,SING,COM Œ‘Ê‰ 
W * RA RA —«
W * V V,PA,NAR,POS,6 »—«›—ÊŒ Â «‰œ
W * DELM DELM .
W * N N,SING,PR,GEN „‰’Ê—
W * N N,SING,PR ﬁ‰œ—Ì“
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * ADJ ADJ,SUP „ÿ—Õ  —Ì‰
W * N N,PL,COM,GEN ‰ﬁ«‘«‰
W * ADJ ADJ,SIM „Ê”Ê„
W * P P »Â
