Sub * SUBJ SUBJ !„–Â»Ì!
W * DELM DELM (
W * CON CON Ì⁄‰Ì
W * N N,SING,COM Õ”‰
W * CON CON Ê
W * N N,SING,PR Õ”Ì‰
W * N N,SING,SURN ⁄·ÌÂ„««·”·«„
W * ADJ ADJ,SIM „‰Õ’—
W * V V,PA,SIM,POS,3 ê—œÌœ
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,NUM çÂ«—
W * N N,SING,COM  ‰
W * V V,PRE,PROC,6 Â„«‰Â«Ì‰œ
W * CON CON ﬂÂ
W * N N,SING,GR,GEN «Â· »Ì 
W * N N,SING,PR ÅÌ«„»—
W * CON CON Ê
W * N N,PL,COM,GEN «’Õ«»
W * N N,SING,COM,GEN ﬂ”«¡
W * ADJ ADJ,SIM,GEN „»«—ﬂ
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,NUM çÂ«—
W * N N,SING,COM  ‰
W * N N,PL,COM,GEN Ì«œê«—«‰
W * N N,SING,COM,GEN ÊÃÊœ
W * ADJ ADJ,SIM,GEN Å«ﬂ
W * N N,SING,PR ÅÌ«„»—
W * CON CON Ê
W * ADJ ADJ,SIM,GEN  ”·«»Œ‘
W * N N,SING,COM,GEN ›ﬁœ«‰
W * DET DET ¬‰
W * N N,SING,COM,GEN ⁄“Ì“
W * ADJ ADJ,SIM «“œ”  —› Â
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM °
W * CON CON «„«
W * N N,SING,PR ›«ÿ„Â
W * CON CON ‰Ì“
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,NUM Â› «œ
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,TIME —Ê“
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM,GEN —Õ· 
W * N N,SING,COM,GEN Åœ—
W * N N,SING,COM »“—êÊ«—
W * P P «“
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,3 —› 
W * CON CON Ê
W * N N,SING,LOC,GEN Œ«‰ÂÒ
W * N N,SING,PR ÅÌ«„»—
W * ADV ADV,GENR,SIM  ‰Â«
W * P P »Â
W * N N,SING,COM,GEN ç—«€
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,SING,PR ⁄·Ì
W * CON CON Ê
W * N N,PL,PR Õ”‰Ì‰
W * N N,SING,SURN ⁄·ÌÂ„ «·”·«„
W * ADJ ADJ,SIM —Ê‘‰
W * V V,PA,SIM,POS,3 „«‰œ
W * CON CON Ê
W * ADJ ADJ,SIM »”
W * DELM DELM .
W * CON CON ”Å”
W * N N,SING,PR ⁄·Ì
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * P P »Â
W * N N,SING,COM,GEN  Ì€
W * ADJ ADJ,SIM,GEN “Â—¬·Êœ
W * N N,SING,COM Õ„«ﬁ 
W * CON CON Ê
W * N N,SING,COM  ⁄’»
W * P P »Â
W * N N,SING,COM ‘Â«œ 
W * V V,PA,SIM,POS,3 —”Ìœ
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ”—Ê—
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,COM,GEN «Â·
W * N N,SING,LOC »Â‘ 
W * V V,PA,SIM,POS,6 „«‰œ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM ⁄‘ﬁ
W * CON CON Ê
W * N N,SING,COM,GEN ⁄·«ﬁÂÒ
W * N N,PL,COM „”·„Ì‰
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN À„—ÂÒ
W * N N,SING,COM,GEN ‘Ã—ÂÒ
W * ADJ ADJ,SIM,GEN ÿÌ»ÂÒ
W * N N,SING,COM ‰»Ê 
W * N N,SING,COM,INDF „⁄«œ·Ì
W * CON CON,COMP Ã“
W * N N,SING,COM,GEN ⁄‘ﬁ
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * P P »Â
W * N N,SING,PR ÅÌ«„»—
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM °
W * CON CON ç—« ﬂÂ
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,PL,COM,GEN Ì«œê«—«‰
W * ADJ ADJ,SIM »«ﬁÌ „«‰œÂ
W * P P «“
W * N N,SING,COM,GEN ‰”·
W * N N,SING,PR ÅÌ«„»—
W * CON CON Ê
W * N N,SING,GR,GEN «Â· »Ì 
W * ADJ ADJ,SIM,GEN ê—«„Ì
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON «„«
W * N N,SING,TIME Å”
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * N N,SING,PR Õ”‰
W * CON CON ‰Ì“
W * N N,SING,COM,INDF ”Ì‰Â «Ì
W * ADJ ADJ,SIM ‘—ÕÂ ‘—ÕÂ
W * P P «“
W * N N,SING,COM,GEN ‘Êﬂ—«‰
W * N N,SING,COM  Êÿ∆Â
W * V V,PA,SIM,POS,3 Ì«› 
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN œÌœ«—
W * N N,SING,COM Å—Ê—œê«—
W * V V,PA,SIM,POS,3 ‘ «› 
W * DELM DELM .
W * P P «“
W * N N,SING,GR,GEN «Â· »Ì 
W * N N,SING,PR ÅÌ«„»—
W * CON CON,COMP Ã“
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * N N,SING,COM,INDF ﬂ”Ì
W * N N,SING,COM »«ﬁÌ
W * V V,PA,SIM,NEG,3 ‰„«‰œ
W * CON CON Ê
W * QUA QUA,GEN  „«„
W * N N,PL,COM «—“‘Â«
W * CON CON Ê
W * N N,SING,COM ⁄‘ﬁ
W * CON CON Ê
W * N N,SING,COM,GEN „Õ» 
W * N N,SING,PR ÅÌ«„»—
W * CON CON Ê
W * PRO PRO,INDF,PL œÌê—«‰
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN ‘Œ’
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM  „À·
W * V V,PA,SIM,POS,3 Ì«› 
W * P P  «
W * N N,SING,COM,INDF ÕœÌ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN œÊ” Ì
W * N N,PL,COM „”·„«‰«‰
W * N N,SING,COM ‰”» 
W * P P »Â
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM œÊ” Ì
W * CON CON Ê
W * N N,SING,COM,GEN „Õ» 
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * N N,SING,COM ‰”» 
W * P P »Â
W * QUA QUA,GEN  „«„Ì
W * N N,SING,GR «Â· »Ì 
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * CON CON Ì⁄‰Ì
W * PRO PRO,personal,PL,3 ¬‰«‰
W * P P »Â
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * P P »Â
W * N N,SING,COM ‰„«Ì‰œêÌ
W * P P «“
W * N N,SING,PR „Õ„œ
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * CON CON Ê
W * N N,SING,PR ⁄·Ì
W * CON CON Ê
W * N N,SING,PR ›«ÿ„Â
W * CON CON Ê
W * N N,SING,COM Õ”‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * N N,SING,COM ⁄‘ﬁ
W * CON CON Ê
W * N N,SING,COM „Õ» 
W * V V,PA,PRG,POS,6 „Ì Ê—“Ìœ‰œ
W * DELM DELM °
W * CON CON Â„ç‰«‰ ﬂÂ
W * IF IF «ê—
W * N N,SING,COM,INDF ‘Œ’Ì
W * N N,SING,NUM Å‰Ã
W * N N,SING,COM,GEN ›—“‰œ
W * ADJ ADJ,SIM ⁄“Ì“
W * CON CON Ê
W * ADJ ADJ,SIM ê—«„Ì
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * N N,SING,NUM çÂ«—
W * N N,SING,COM  ‰
W * P P «“
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * RA RA —«
W * P P «“
W * N N,SING,COM œ” 
W * V V,SUB,POS,3 œÂœ
W * DELM DELM °
W * QUA QUA,GEN  „«„
W * N N,SING,COM,GEN „Õ» 
W * ADJ ADJ,SIM,GEN Åœ—«‰ÂÒ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * DET DET Â„«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN  ‰
W * ADJ ADJ,SIM »«ﬁÌ „«‰œÂ
W * N N,SING,COM Ã„⁄
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN Ã«Ìê«Â
W * QUA QUA Â—
W * N N,SING,NUM Å‰Ã
W * N N,SING,COM  ‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ﬁ·»
W * ADJ ADJ,SIM,GEN œ—œ„‰œ
W * N N,SING,COM Åœ—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * DET DET Â„Ì‰
W * V V,PRE,NC,3 Ã«” 
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM  ⁄»Ì—
W * CON CON Ê
W * N N,SING,COM,GEN  ›”Ì—
W * N N,SING,COM,GEN ”Œ‰
W * N N,SING,COM,GEN »«‰ÊÌ
W * ADJ ADJ,SIM,GEN »“—êÊ«—
W * N N,SING,LOC,PR ﬂ—»·«
W * N N,SING,PR “Ì‰»
W * DELM DELM )
W * N N,SING,SURN ”
W * DELM DELM (
W * V V,PRS,POS,4 „Ì —”Ì„
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,ORD,GEN œÂ„
W * N N,SING,MON „Õ—„
W * P P œ—
W * N N,SING,COM,GEN —À«Ì
W * N N,SING,COM,GEN »—«œ—
W * PRO PRO,R,XOD ŒÊÌ‘
W * ADV ADV,GENR,SIM «Ì‰ ç‰Ì‰
W * N N,SING,COM „ÊÌÂ ”—«ÌÌ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * DELM DELM :
W * ADV ADV,GENR,TIME «„—Ê“
W * N N,SING,COM,AFF,1 Ãœ„
W * N N,SING,PR,GEN —”Ê·
W * N N,SING,PR Œœ«
W * CON CON Ê
W * V V,PRE,NC,1 „«œ—„
W * N N,SING,PR ›«ÿ„Â
W * N N,SING,COM —Õ· 
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM °
W * ADV ADV,GENR,TIME «„—Ê“
W * N N,SING,COM,AFF,1 Åœ—„
W * N N,SING,PR ⁄·Ì
W * ADJ ADJ,INO ﬂ‘ Â
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * N N,SING,COM,AFF,1 »—«œ—„
W * N N,SING,COM Õ”‰
W * ADJ ADJ,SIM „”„Ê„
W * V V,PA,SIM,POS,3 ê—œÌœ
W * DELM DELM .
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,SING,COM,GEN „⁄‰«Ì
W * DET DET «Ì‰
W * N N,SING,COM,GEN ”Œ‰
W * N N,SING,COM,GEN «„«„
W * N N,SING,SURN ‘ÂÌœ
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * N N,SING,COM Œÿ«»
W * P P »Â
W * N N,SING,GR,GEN ·‘ﬂ—
W * N N,SING,PR Ì“Ìœ
W * ADJ ADJ,SIM —Ê‘‰
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * CON CON çÊ‰
W * N N,SING,COM,GEN ⁄“„
W * DET DET ¬‰
W * N N,SING,GR,GEN ”Å«Â
W * ADJ ADJ,SIM  Ì—Â œ·
W * RA RA —«
W * P P »—
W * N N,SING,NFL,GEN ﬂ‘ ‰
W * PRO PRO,R,XOD ŒÊÌ‘
W * ADJ ADJ,SIM Ã“„
W * V V,PA,SIM,POS,3 œÌœ
W * V V,PA,SIM,POS,3 ›—„Êœ
W * DELM DELM :
W * P P »Â
W * N N,SING,PR Œœ«
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM ﬂ—«‰
W * P P  «
W * P P »Â
W * N N,SING,COM ﬂ—«‰
W * P P «“
W * N N,SING,DIR Œ«Ê—
W * P P »Â
W * N N,SING,DIR »«Œ —
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * PRO PRO,personal,PL,2 ‘„«
W * CON CON Ì«
W * N N,SING,COM,GEN €Ì—
W * PRO PRO,personal,PL,2 ‘„«
W * DELM DELM °
W * N N,SING,COM,INDF ﬂ”Ì
W * CON CON,COMP Ã“
W * PRO PRO,personal,SING,1 „‰
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Å”—
W * N N,SING,COM,GEN œŒ 
W * N N,SING,COM,AFF,5 ÅÌ«„»— «‰
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,SING,TIME Å”
W * CON CON çÊ‰
W * N N,SING,COM,GEN œ—Ê«“ÂÒ
W * N N,SING,LOC,GEN Œ«‰ÂÒ
W * N N,SING,PR ÅÌ«„»—
W * P P »Â
W * N N,SING,COM,GEN ﬁ ·
W * N N,SING,PR Õ”Ì‰
W * ADJ ADJ,INO »” Â
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,SING,COM,GEN ç—«€
W * DET DET ¬‰
W * N N,SING,LOC ‘»” «‰
W * ADJ ADJ,SIM Œ«„Ê‘
W * V V,PA,SIM,POS,3 ê—œÌœ
W * DELM DELM °
W * ADJ ADJ,SIM ê“«›Â
W * V V,PRS,NEG,3 ‰Ì” 
W * IF IF «ê—
W * N N,SING,COM,GEN ‘Â«œ 
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * N N,SING,COM,GEN ‘Â«œ 
W * QUA QUA,GEN Ã„·ÂÒ
W * N N,SING,GR «Â· »Ì 
W * V V,SUB,POS,4 »‘„«—Ì„
W * CON CON Ê
W * N N,SING,COM,GEN ”Êê
W * P P »—
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * N N,SING,COM,GEN ”ÊêÊ«—Ì
W * QUA QUA,GEN Â„êÌ
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * DELM DELM .
W * N N,SING,COM,GEN Ê«ﬁ⁄ÂÒ
W * N N,SING,PR ÿ›
W * ADJ ADJ,SUP »«—“ —Ì‰
W * CON CON Ê
W * ADJ ADJ,SUP ¬‘ﬂ«— —Ì‰
W * N N,SING,COM,INDF „’Ì» Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM  «—ÌŒ
W * ADV ADV,GENR,SIM „ÿ·ﬁ«
W * P P »Â
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,NAR,POS,3 œÌœÂ
W * DELM DELM .
W * PRO PRO,INDF,SING ç‰Ì‰
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,INDF,SING ç‰Ì‰
W * CON CON ‰Ì“
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 „«‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM Ê«ﬁ⁄Â
W * N N,SING,COM Ã‰ê
W * CON CON Ê
W * N N,SING,COM,INDF ÅÌﬂ«—Ì
W * P P »Â
W * N N,SING,COM,GEN „⁄‰«Ì
W * ADJ ADJ,SIM,GEN „ ⁄«—›
W * N N,SING,COM Ã‰ê
W * CON CON Ê
W * N N,SING,COM ÅÌﬂ«—
W * ADJ ADJ,INO,NEG ‰»ÊœÂ
W * V V,PRE,SIM «” 
W * CON CON »·ﬂÂ
W * N N,SING,COM,GEN ÂÃÊ„
W * ADJ ADJ,SIM,GEN ÊÕ‘Ì«‰Â
W * N N,PL,COM,GEN »«œÂ«Ì
W * ADJ ADJ,SIM,GEN „”„Ê„
W * ADJ ADJ,SIM Ê“ÌœÂ
W * P P «“
W * N N,SING,COM,GEN ÿ—›
W * N N,SING,LOC,GEN ﬂ«Œ
W * ADJ ADJ,SIM,GEN ”»“
W * N N,SING,PR »‰Ì «„ÌÂ
W * P P »Â
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM ﬂÊçﬂ
W * CON CON Ê
W * N N,SING,COM,GEN »“—ê
W * N N,PL,COM,GEN ê·»—êÂ«Ì
W * N N,SING,COM,GEN —Ê÷ÂÒ
W * N N,SING,GR,GEN ¬·
W * N N,SING,PR —”Ê·
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,PL,COM,GEN ê—êÂ«Ì
W * ADJ ADJ,SIM ê—”‰Â
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM ”Ê
W * P P »—
W * N N,SING,COM,GEN ê—œ
W * DET DET ¬‰
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * ADJ ADJ,SIM ﬂ„ ‘„«—
W * CON CON «„«
W * ADJ ADJ,SIM »«‘ﬂÊÂ
W * N N,SING,COM Õ’«—
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * CON CON Ê
W * N N,SING,NUM ç‰œ
W * N N,SING,TIME,INDF —Ê“Ì
W * N N,SING,COM,GEN œ” 
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * RA RA —«
W * P P «“
W * N N,SING,COM ŒÊ—œ‰Ì
W * CON CON Ê
W * N N,SING,COM ¬‘«„Ìœ‰Ì
W * ADJ ADJ,SIM ﬂÊ «Â
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON Ê
W * CON CON çÊ‰
W * N N,SING,COM,GEN —‰Ã
W * N N,SING,COM ê—”‰êÌ
W * CON CON Ê
W * N N,SING,COM  ‘‰êÌ
W * ADV ADV,GENR,SIM ç‰«‰
W * P P »—
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * ADJ ADJ,SIM „” Ê·Ì
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM ﬂ„
W * ADJ ADJ,INO „«‰œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * P P «“
W * N N,SING,COM ÃÊ⁄
W * CON CON Ê
W * N N,SING,COM ⁄ÿ‘
W * ADJ ADJ,SIM Â·«ﬂ
W * V V,SUB,POS,6 ê—œ‰œ
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN Å— «»
W * N N,PL,COM  Ì—Â«
W * P P «“
W * N N,SING,COM,GEN ç·ÂÒ
W * N N,PL,COM ﬂ„«‰Â«
W * CON CON Ê
W * N N,SING,NFL,GEN «›ﬂ‰œ‰
W * N N,SING,COM ”‰ê
W * CON CON Ê
W * CON CON ”Å”
W * N N,SING,NFL ›—«»—œ‰
W * CON CON Ê
W * N N,SING,COM ›—Êœ
W * N N,SING,NFL,GEN ¬Ê—œ‰
W * N N,SING,COM,GEN  Ì€
W * ADJ ADJ,SIM,GEN  Ì“
W * N N,SING,COM „ÌÂ„«‰
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON  «
W * N N,SING,COM,GEN Õ—„ 
W * N N,SING,COM,GEN „ÌÂ„«‰
W * N N,SING,COM œ⁄Ê 
W * MORP MORP,MADJ,GEN ‘œÂÒ
W * N N,SING,LOC,PR ﬂ—»·«
W * RA RA —«
W * ADV ADV,GENR,SIM ŒÊ‘
W * P P »Â
W * N N,SING,COM Ã«Ì
W * ADJ ADJ,INO ¬Ê—œÂ
W * V V,SUB,POS,6 »«‘‰œ
W * DELM DELM .
W * CON CON Ê
W * CON CON çÊ‰
W * N N,SING,COM,GEN ÅÌﬂ—
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN „€«ﬂ
W * N N,SING,LOC ﬁ ·ê«Â
W * ADJ ADJ,SIM «›ﬂ‰œÂ
W * V V,PA,SIM,POS,3 œÌœ‰œ
W * N N,PL,COM ”—Â«
W * RA RA —«
W * ADJ ADJ,SIM »—ÌœÂ
W * CON CON Ê
W * P P »—
W * N N,SING,COM ‰Ì“Â
W * V V,PA,SIM,POS,6 «›—«‘ ‰œ
W * CON CON Ê
W * N N,PL,COM  ‰Â«
W * RA RA —«
W * P P,GEN “Ì—
W * N N,SING,COM,GEN ”„
W * N N,PL,COM,GEN ” Ê—«‰
W * ADJ ADJ,SIM  «“Â ‰⁄· »” Â
W * ADJ ADJ,SIM ·êœﬂÊ»
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ‘ﬂ„
W * N N,PL,COM,GEN «ÿ›«·
W * ADJ ADJ,SIM Œ—œ”«·
W * RA RA —«
W * V V,PA,SIM,POS,6 œ—ÌœÂ
W * CON CON Ê
W * P P »—
W * N N,SING,COM çÂ—Â
W * CON CON Ê
W * N N,SING,COM,GEN Å‘ 
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * N N,SING,COM,GEN Œÿ
W * ADJ ADJ,SIM,GEN ﬂ»Êœ
W * N N,SING,COM  «“Ì«‰Â
W * V V,PA,SIM,POS,6 ﬂ‘Ìœ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN ¬ ‘
W * N N,SING,COM Êﬁ«Õ 
W * P P »—
W * N N,SING,COM,GEN ”—«Å—œÂ
W * N N,SING,COM,GEN Õ—Ì„
W * N N,PL,COM,GEN Å—œÂ ‰‘Ì‰«‰
W * N N,SING,COM,GEN Õ—„
W * N N,SING,PR —”Ê·
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * V V,PA,SIM,POS,6 «›ﬂ‰œ‰œ
W * DELM DELM .
W * N N,SING,TIME Å”
W * ADV ADV,I ¬Ì«
W * ADJ ADJ,SIM ‘«Ì” Â
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * QUA QUA Â—
W * N N,SING,COM ﬂ”
W * N N,SING,PR ÅÌ«„»—
W * RA RA —«
W * CON CON Ê
W * N N,SING,GR,AFF,3 Œ«‰œ«‰‘
W * RA RA —«
W * N N,SING,COM œÊ” 
W * V V,PRS,POS,3 œ«—œ
W * P P œ—
W * N N,SING,COM,GEN «‰œÊÂ
W * ADJ ADJ,SIM,GEN »“—ê
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * N N,SING,COM ‘—Ìﬂ
W * V V,SUB,POS,3 ê—œœ
W * CON CON Ê
W * QUA QUA,GEN  „«„
W * N N,PL,COM ›Ã«Ì⁄
W * CON CON Ê
W * N N,PL,COM „’«∆»
W * RA RA —«
W * ADV ADV,GENR,SIM »Â Ìﬂ»«—Â
W * P P »Â
W * N N,SING,COM,GEN œ” 
W * N N,SING,COM,GEN »«œ
W * N N,SING,COM ›—«„Ê‘Ì
W * ADJ ADJ,INO ”Å—œÂ
W * CON CON Ê
W * N N,SING,COM,GEN ⁄ﬁœÂÒ
W * N N,SING,COM œ·
W * RA RA —«
W * CON CON ﬂÂ
W * P P «“
W * QUA QUA,GEN Ã„Ì⁄
W * N N,PL,COM,GEN «‰œÊÂ«‰
W * ADJ ADJ,SIM Œ—œ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ﬂ·«‰
W * N N,SING,COM ê–‘ Â
W * CON CON Ê
W * N N,SING,COM ¬Ì‰œÂ
W * N N,SING,COM ê—Â
W * ADJ ADJ,INO ŒÊ—œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM ⁄“«œ«—Ì
W * P P »—
W * DET DET «Ì‰
W * N N,SING,COM,GEN „’Ì» 
W * ADJ ADJ,SIM »“—ê
W * CON CON Ê
W * N N,SING,COM,GEN ›«Ã⁄ÂÒ
W * ADJ ADJ,SIM ” —ê
W * V V,SUB,POS,3 »ê‘«Ìœ
W * DELM DELM ø
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * P P,GEN œ—‰“œ
W * N N,PL,COM ‘Ì⁄Ì«‰
W * CON CON Ê
W * N N,PL,COM,AFF,3 ÅÌ—Ê«‰‘
W * CON CON Ê
W * P P,GEN œ—‰“œ
W * PRO PRO,personal,PL,3 ¬‰«‰
W * CON CON ﬂÂ
W * N N,PL,COM «Âœ«›
W * CON CON Ê
W * N N,PL,COM,GEN „ﬁ«’œ
W * ADJ ADJ,SIM,GEN Ê«·«Ì
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * V V,PRS,POS,6 „Ì ‘‰«”‰œ
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,INDF ‰«„Ì
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‘Œ’
W * ADJ ADJ,SIM Œ«’
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON »·ﬂÂ
W * N N,SING,COM,INDF ‰„«œÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ‰„ÊœÂ«Ì
W * ADJ ADJ,SIM é—›
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN —„“
W * N N,SING,COM —«œ„—œÌ
W * CON CON Ê
W * N N,SING,COM «‰”«‰Ì 
W * CON CON Ê
W * N N,SING,COM,GEN ‰„«œ
W * QUA QUA,GEN Â„ÂÒ
W * N N,PL,COM ¬—“ÊÂ«
W * CON CON Ê
W * N N,PL,COM ¬—„«‰Â«
W * CON CON Ê
W * N N,SING,COM,GEN ”—Œÿ
W * N N,SING,COM œÌ‰
W * CON CON Ê
W * N N,SING,COM ‘—Ì⁄ 
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN ﬁ—»«‰Ì
W * N N,SING,COM «ÌÀ«—
W * ADJ ADJ,INO ‘œÂ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN ÿ—Ìﬁ 
W * N N,SING,COM Õﬁ
W * CON CON Ê
W * N N,SING,COM ⁄œ«· 
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Â„ç‰«‰ ﬂÂ
W * N N,SING,PR Ì“Ìœ
W * DELM DELM °
W * N N,SING,COM,GEN ‰„«œ
W * N N,SING,COM  »«ÂÌ
W * CON CON Ê
W * N N,SING,COM ŒÊœﬂ«„êÌ
W * CON CON Ê
W * N N,SING,COM Å—œÂ œ—Ì
W * CON CON Ê
W * N N,SING,COM ›—Ê„«ÌêÌ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P «“
W * DET DET Â„Ì‰
W * V V,PRE,NC,3 —Ê” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —ÊÌ«—ÊÌÌ
W * QUA QUA,GEN  „«„
W * N N,PL,COM »œÌÂ«
W * P P »«
W * QUA QUA,GEN  „«„
W * N N,PL,COM ŒÊ»Ì Â«
W * P P œ—
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,COM  «—ÌŒ
W * P P œ—
W * N N,SING,COM,GEN œ·
W * N N,SING,COM,GEN —ÊÌ«—ÊÌÌ
