Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM ê—„«ÌÌ
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM »«› 
W * DELM DELM °
W * ADJ ADJ,SIM ﬁ«œ—
W * V V,PRE,SIM «” 
W * N N,PL,COM,GEN  «ÀÌ—« 
W * ADJ ADJ,SIM,GEN »ÌÊ·ÊéÌﬂ
W * ADJ ADJ,SIM,INDF „ÿ·Ê»Ì
W * P P »—
W * N N,SING,COM Ã«Ì
W * V V,SUB,POS,3 »ê–«—œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,PL,COM ·Ì“—Â«
W * P P œ—
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN “Œ„Â«Ì
W * ADJ ADJ,SIM „“„‰
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM «” ›«œÂ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 „Ì êÌ—œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ﬂ·Ì
W * N N,SING,NUM 2
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM ·Ì“—
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN ÷«Ì⁄« 
W * ADJ ADJ,SIM ⁄—ÊﬁÌ
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,PRS,POS,3 „Ì —Êœ
W * CON CON ﬂÂ
W * N N,SING,NUM,INDF ÌﬂÌ
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM ê—„«ÌÌ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,INDF,SING œÌê—Ì
W * P P »«
W * N N,SING,COM,GEN ÊÌéêÌ
W * ADJ ADJ,SIM,GEN ›Ì“ÌﬂÌ
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SIM »«⁄À
W * N N,SING,COM,GEN  Œ—Ì»
W * N N,PL,COM ⁄—Êﬁ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * ADV ADV,GENR,SIM ⁄„Ê„«
W * P P »«
W * N N,SING,COM,GEN «ÌÃ«œ
W * N N,SING,COM ŒÊ‰—Ì“Ì
W * ADJ ADJ,SIM Â„—«Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ”«Œ 
W * N N,PL,COM,GEN œ” ê«Â Â«Ì
W * ADJ ADJ,SIM,GEN ÃœÌœ
W * ADJ ADJ,SIM ·Ì“—Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN ÷«Ì⁄« 
W * ADJ ADJ,SIM,GEN ⁄—ÊﬁÌ
W * N N,SING,COM ÅÊ” 
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * N N,SING,COM  Ê”⁄Â
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Ê·Ì
W * V V,AUX,NIN,POS »«Ìœ
W * V V,PA,SIM,POS,3 ê› 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN œ—„«‰
W * DET DET «Ì‰
W * N N,PL,COM,GEN ÷«Ì⁄« 
W * N N,SING,COM „«Â ê—› êÌ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM „‘ﬂ·
W * ADJ ADJ,INO »ÊœÂ
W * CON CON Ê
W * ADV ADV,GENR,TIME «„—Ê“Â
W * ADV ADV,GENR,SIM Õ Ì
W * P P œ—
W * N N,PL,COM,GEN „—«ﬂ“
W * ADJ ADJ,SIM,GEN  Œ’’Ì
W * ADJ ADJ,SIM,GEN »“—ê
W * N N,SING,COM œ‰Ì«
W * CON CON Â„
W * V V,AUX,NIN,NEG ‰„Ì  Ê«‰
W * V V,PA,SIM,POS,3 ê› 
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * QUA QUA Â—
W * N N,SING,COM,GEN ÷«Ì⁄Â
W * ADJ ADJ,SIM ⁄—ÊﬁÌ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN œ” ê«Â
W * ADJ ADJ,SIM,GEN «ÌœÂ ¬·
W * ADJ ADJ,SIM ·Ì“—Ì
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * CON CON «“”ÊÌ œÌê—
W * N N,SING,COM ·Ì“—
W * P P »«
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM »«·«
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * N N,PL,COM,GEN Å«·”Â«Ì
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ﬂÊ «Â
W * P P œ—
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN ÷«Ì⁄« 
W * ADJ ADJ,SIM,GEN —‰êÌ
W * N N,SING,COM ÅÊ” 
W * N N,SING,COM ﬂ«—»—œ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM „‰ŸÊ—
W * CON CON Â„ç‰Ì‰
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P «“
W * N N,PL,COM,GEN „ÊÃÂ«Ì
W * ADJ ADJ,SIM ÅÌÊ” Â
W * P P »«
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM ﬂ„
W * CON CON Ê
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,COM,GEN „ÊÃ
W * ADJ ADJ,SIM „‰«”»
W * N N,SING,COM «” ›«œÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,PL,COM ·Ì“—Â«
W * P P »«
W * N N,SING,COM,GEN Œ«’Ì 
W * N N,SING,COM,GEN ›Ê Ê —„Ê·Ì“
W * ADJ ADJ,SIM «Œ ’«’Ì
W * ADJ ADJ,SIM »«⁄À
W * N N,SING,COM,GEN  Œ—Ì»
W * N N,SING,COM,GEN „·«‰Ì‰
W * N N,SING,COM ÅÊ” 
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,SING,COM Œ«·ﬂÊ»Ì
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * CON CON ⁄·«ÊÂ »—
W * N N,PL,COM,GEN —Ê‘Â«Ì
W * ADJ ADJ,SIM,GEN „ ⁄œœ
W * N N,SING,COM,GEN €Ì—
W * ADJ ADJ,SIM ·Ì“—Ì
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * N N,SING,COM Ã—«ÕÌ
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN ·Ì“—
W * N N,SING,COM œÌ «ﬂ”Ìœﬂ—»‰
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »—œ«‘ ‰
W * N N,SING,COM,GEN ‰”ÊÃ
W * ADJ ADJ,SIM —‰êÌ
W * N N,SING,COM «” ›«œÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM —Ê‘
W * N N,SING,COM ‰”ÊÃ
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,COM  »ŒÌ—
W * ADJ ADJ,INO »—œ«‘ Â
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * N N,SING,COM,GEN «Õ „«·
W * N N,SING,COM,GEN «ÌÃ«œ
W * N N,SING,COM,GEN »«› 
W * ADJ ADJ,SIM ÃÊ‘ê«ÂÌ
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN œ—„«‰
W * N N,SING,COM Œ«·ﬂÊ»Ì
W * P P »Â
W * N N,SING,COM,GEN Ê”Ì·Â
W * N N,SING,COM ·Ì“—
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P,GEN »—«Ì
W * P P «“
W * N N,SING,COM »Ì‰
W * N N,SING,NFL,GEN »—œ‰
W * QUA QUA Â—
W * N N,SING,COM,GEN —‰ê
W * N N,SING,COM Œ«·ﬂÊ»Ì
W * P P «“
W * N N,SING,NUM Ìﬂ
W * SPEC SPEC ‰Ê⁄
W * N N,SING,COM,GEN ·Ì“—
W * ADJ ADJ,SIM Œ«’
W * N N,SING,COM «” ›«œÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * CON CON Ê·Ì
W * V V,AUX,NIN,NEG ‰„Ì  Ê«‰
W * P P «“
W * N N,SING,TIME ﬁ»·
W * P P »Â
W * N N,SING,COM »Ì„«—
W * N N,SING,COM,GEN ﬁÊ·
W * N N,SING,COM »Â»Êœ
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * ADV ADV,GENR,TIME «„—Ê“Â
W * P P «“
W * N N,SING,COM,GEN ·Ì“—
W * N N,SING,COM œÌ «ﬂ”Ìœﬂ—»‰
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,COM «”ﬂ‰
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN ÷«Ì⁄« 
W * ADJ ADJ,SIM,GEN ÅÊ” Ì
W * ADJ ADJ,SIM ‰«‘Ì
W * P P «“
W * N N,SING,COM,GEN  «»‘
W * ADJ ADJ,SIM,GEN „œ«Ê„
W * N N,SING,COM ¬› «»
W * DELM DELM °
W * N N,SING,COM,GEN ÅÌ—Ì
W * N N,SING,COM ÅÊ” 
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,SING,COM,GEN œ—„«‰
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,COM ÃÊ‘
W * DELM DELM °
W * N N,SING,COM,GEN ÃÊ‘
W * N N,SING,COM €—Ê—
W * P P »«
W * N N,PL,COM,GEN ‰ «ÌÃ
W * ADJ ADJ,SIM ŒÊ»
W * N N,SING,COM »Â—Â
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
Sub * SUBJ SUBJ !ﬁ÷«ÌÌ!
W * N N,SING,LOC,PR ÊÌ‰
W * DELM DELM ‹
W * N N,SING,NPR «Ì—‰«
W * DELM DELM :
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „√„Ê—
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN Ã«”Ê”Ì
W * N N,SING,LOC,PR «”—«∆Ì·
W * N N,SING,DAY,GEN œÊ‘‰»Â
W * N N,SING,COM ¬Ì‰œÂ
W * P P œ—
W * N N,SING,COM,INDF œ«œê«ÂÌ
W * P P œ—
W * N N,SING,LOC,PR ”Ê∆Ì”
W * N N,SING,COM „Õ«ﬂ„Â
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN œ«œ” «‰
W * N N,SING,LOC,PR ”Ê∆Ì”
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * ADJ ADJ,SIM „ Â„
W * P P »Â
W * N N,SING,COM,GEN ›⁄«·Ì 
W * ADJ ADJ,SIM €Ì—ﬁ«‰Ê‰Ì
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * ADJ ADJ,SIM »Ìê«‰Â
W * DELM DELM °
W * N N,SING,COM,GEN Ã«”Ê”Ì
W * ADJ ADJ,SIM ”Ì«”Ì
W * DELM DELM °
W * N N,SING,COM «ﬁœ«„
W * P P »Â
W * N N,SING,COM ‘‰Êœ
W * CON CON Ê
W * N N,SING,COM,GEN ÷»ÿ
W * N N,SING,COM,GEN ê›  ÊêÊÌ
W * N N,PL,COM «›—«œ
W * CON CON Ê
W * N N,SING,COM,GEN «” ›«œÂ
W * ADJ ADJ,SIM „ﬂ——
W * P P «“
W * N N,SING,COM,GEN ê–—‰«„Â
W * ADJ ADJ,SIM,GEN Ã⁄·Ì
W * ADJ ADJ,SIM Œ«—ÃÌ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,COM,GEN —Ê“‰«„Â
W * ADJ ADJ,SIM,GEN ”Ê∆Ì”Ì
W * N N,SING,PR ‰ÊÌÂ “Ê—ÌŒ—
W * DELM DELM °
W * N N,SING,COM,GEN ÂÊÌ 
W * ADJ ADJ,SIM,GEN Ê«ﬁ⁄Ì
W * DET DET «Ì‰
W * ADJ ADJ,SIM „ Â„
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * ADJ ADJ,SIM —Ê‘‰
W * ADJ ADJ,INO,NEG ‰‘œÂ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì ¬Ìœ
W * P P œ—
W * N N,SING,COM,GEN Ã—Ì«‰
W * N N,SING,COM „Õ«ﬂ„Â
W * CON CON ‰Ì“
W * N N,SING,COM,GEN ÂÊÌ 
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM „⁄·Ê„
W * V V,SUB,NEG,3 ‰‘Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,PL,COM,GEN ê–—‰«„Â Â«Ì
W * ADJ ADJ,SIM,GEN —”„Ì
W * ADJ ADJ,SIM «”—«∆Ì·Ì
W * P P,GEN  Õ 
W * N N,PL,COM,GEN ‰«„Â«Ì
W * ADJ ADJ,SIM,GEN „” ⁄«—
W * N N,SING,PR «Ì”«ﬂ
W * N N,SING,PR »‰ «·
W * CON CON Ê
W * N N,SING,PR Ì«ﬂÊ»
W * N N,SING,PR  —«ﬂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ÿ»ﬁ
W * N N,SING,COM,GEN Å—Ê‰œÂ
W * N N,SING,COM œ«œŒÊ«” 
W * DELM DELM °
W * PRO PRO,personal,SING,3 ÊÌ
W * CON CON Ê
W * N N,SING,NUM ç‰œ
W * N N,SING,COM,GEN „√„Ê—
W * ADJ ADJ,SIM,GEN œÌê—
W * ADJ ADJ,SIM «”—«∆Ì·Ì
W * N N,SING,COM ”⁄Ì
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * P P œ—
W * N N,SING,MON,GEN é«‰ÊÌÂ
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1988
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „‰“·
W * ADJ ADJ,SIM ‘Œ’Ì
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR ·Ì»Â ›·œ
W * P P œ—
W * N N,SING,LOC,PR ”Ê∆Ì”
W * N N,PL,COM,GEN ·Ê«“„
W * N N,SING,COM,GEN «” —«ﬁ
W * N N,SING,COM ”„⁄
W * N N,SING,COM  ⁄»ÌÂ
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ‰Ê‘ Â
W * N N,PL,COM,GEN —”«‰Â Â«Ì
W * ADJ ADJ,SIM €—»Ì
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM „‰“·
W * N N,SING,LOC,GEN „Õ·
W * N N,SING,COM,GEN ”ﬂÊ‰ 
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN «⁄÷«Ì
W * N N,SING,PR,GEN Õ“» «··Â
W * N N,SING,LOC,PR ·»‰«‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN ÅÌ
W * N N,SING,COM,GEN «⁄·«„
W * N N,SING,COM,GEN Œÿ—
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM Â„”«Ìê«‰
W * DELM DELM °
W * N N,SING,COM Å·Ì”
W * P P,GEN Ê«—œ
W * N N,SING,COM ⁄„·
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * DET DET «Ì‰
W * N N,PL,COM «›—«œ
W * RA RA —«
W * N N,SING,COM »«“œ«‘ 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,PL,COM «›—«œ
W * ADV ADV,GENR,TIME »⁄œ«
W * P P »Â
W * N N,SING,COM,GEN €Ì—
W * P P «“
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ‰›—
W * DELM DELM °
W * ADJ ADJ,SIM ¬“«œ
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * ADJ ADJ,SIM „ Â„
W * CON CON ‰Ì“
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,NUM œÊ
W * N N,SING,TIME „«Â
W * P P »«
W * N N,SING,COM,GEN ﬁ—«—
W * N N,SING,COM,GEN ÊÀÌﬁÂ
W * N N,SING,NUM ”Â
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,PR ›—«‰ﬂ
W * N N,SING,LOC,PR ”Ê∆Ì”
W * CON CON Ê
W * N N,SING,COM,GEN ÷„«‰ 
W * N N,SING,COM,GEN —éÌ„
W * ADJ ADJ,SIM ’ÂÌÊ‰Ì” Ì
W * P P  «
W * N N,SING,COM,GEN  ‘ﬂÌ·
W * N N,SING,COM œ«œê«Â
W * P P «“
W * N N,SING,COM “‰œ«‰
W * ADJ ADJ,SIM ¬“«œ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN —éÌ„
W * ADJ ADJ,SIM ’ÂÌÊ‰Ì” Ì
W * N N,SING,COM  ÷„Ì‰
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DET DET «Ì‰
W * N N,SING,COM Ã«”Ê”
W * RA RA —«
W * P P œ—
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,COM „Õ«ﬂ„Â
W * N N,SING,COM,GEN  ÕÊÌ·
W * N N,SING,COM œ«œê«Â
W * V V,SUB,POS,3 œÂœ
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,LOC,PR »‰
W * DELM DELM ‹
W * N N,SING,NPR «Ì—‰«
W * DELM DELM :
W * N N,SING,PR é«ﬂ
W * N N,SING,PR ‘Ì—«ﬂ
W * DELM DELM °
W * N N,SING,COM,GEN —ÌÌ” Ã„ÂÊ—
W * N N,SING,LOC,PR ›—«‰”Â
W * DELM DELM °
W * P P,GEN ÿÌ
W * N N,SING,COM,GEN ”Œ‰—«‰Ì
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * N N,SING,GR,GEN Å«—·„«‰
W * N N,SING,LOC,PR ¬·„«‰
W * DELM DELM °
W * N N,SING,COM,GEN ŒÊ«Â«‰
W * N N,SING,COM,GEN ⁄÷ÊÌ 
W * ADJ ADJ,SIM,GEN œ«∆„Ì
W * N N,SING,LOC,PR ¬·„«‰
W * P P œ—
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM,GEN «„‰Ì 
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,PR ‘Ì—«ﬂ
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ìﬂ‘‰»Â
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM —”„Ì
W * P P œ—
W * N N,SING,LOC,PR ¬·„«‰
W * P P »Â
W * N N,SING,COM ”—
W * V V,PA,PRG,POS,3 „Ì »—œ
W * DELM DELM °
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ”Â ‘‰»Â
W * P P,GEN ÿÌ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ”Œ‰—«‰Ì
W * P P œ—
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,LOC,PR ¬·„«‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,LOC,PR ›—«‰”Â
W * N N,SING,COM ¬—“Ê
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM  ⁄Âœ
W * CON CON Ê
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM,GEN „”∆Ê·Ì 
W * N N,SING,LOC,PR ¬·„«‰
W * CON CON Ê
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM,GEN „ﬁ«„
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ﬁœ— 
W * ADJ ADJ,SIM »“—ê
W * CON CON Ê
W * CON CON Â„ç‰Ì‰
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM,GEN ‰›Ê–
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * N N,SING,LOC,PR ¬·„«‰
W * N N,SING,COM,GEN ⁄÷ÊÌ 
W * ADJ ADJ,SIM,GEN œ«∆„Ì
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM,GEN «„‰Ì 
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * RA RA —«
W * N N,SING,COM ﬂ”»
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * DELM DELM °
W * N N,SING,LOC,PR ›—«‰”Â
W * DELM DELM °
W * N N,SING,LOC,PR «‰ê·Ì”
W * DELM DELM °
W * N N,SING,LOC,PR —Ê”ÌÂ
W * CON CON Ê
W * N N,SING,LOC,PR çÌ‰
W * N N,PL,COM,GEN «⁄÷«¡
W * ADJ ADJ,SIM,GEN œ«∆„Ì
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM,GEN «„‰Ì 
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON Ê
W * N N,SING,LOC,PR ¬·„«‰
W * P P «“
W * N N,SING,COM,GEN “„«‰
W * N N,SING,COM,GEN ’œ«— 
W * N N,SING,NUM 61
W * MORP MORP,MADJ,GEN ”«·Â
W * N N,SING,PR Â·„Ê 
W * N N,SING,PR ﬂÂ·
W * N N,SING,COM,GEN ’œ—«⁄Ÿ„
W * ADJ ADJ,SIM,GEN ”«»ﬁ
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * DELM DELM °
W * CON CON Ê
W * CON CON Â„ç‰Ì‰
W * P P «“
W * N N,SING,COM “„«‰
W * P P »Â
W * N N,SING,COM ﬁœ— 
W * N N,SING,NFL,GEN —”Ìœ‰
W * N N,SING,PR ê—Â«—œ
W * N N,SING,PR ‘—Êœ—
W * N N,SING,COM,GEN ’œ—«⁄Ÿ„
W * ADJ ADJ,SIM,GEN ﬂ‰Ê‰Ì
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * DELM DELM °
W * N N,SING,COM  ·«‘
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON  «
W * N N,SING,COM,GEN ⁄÷ÊÌ 
W * ADJ ADJ,SIM œ«∆„Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,GR ‘Ê—«
W * RA RA —«
W * N N,SING,COM ﬂ”»
W * V V,SUB,POS,3 ‰„«Ìœ
W * CON CON ·Ìﬂ‰
W * DET DET «Ì‰
W * N N,PL,COM  ·«‘Â«
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * P P »Â
W * N N,SING,COM,INDF ‰ ÌÃÂ «Ì
W * ADJ ADJ,INO,NEG ‰—”ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì” Ã„ÂÊ—
W * N N,SING,LOC,PR ›—«‰”Â
W * P P œ—
W * N N,SING,COM,GEN ”Œ‰—«‰Ì
W * PRO PRO,R,XOD ŒÊœ
W * DELM DELM °
W * N N,SING,LOC,PR ¬·„«‰
W * CON CON Ê
W * N N,SING,LOC,PR ›—«‰”Â
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * ADJ ADJ,SIM ÅÌ‘ ¬Â‰ê
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ÅÌ‘—Ê
W * N N,SING,GR,GEN « Õ«œÌÂ
W * N N,SING,LOC,PR «—ÊÅ«
W * N N,SING,COM „⁄—›Ì
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,LOC,PR ¬·„«‰
W * CON CON Ê
W * N N,SING,LOC,PR ›—«‰”Â
W * V V,PRE,ADJC,6 ﬁ«œ—‰œ
W * CON CON ﬂÂ
W * N N,SING,GR,GEN « Õ«œÌÂ
W * N N,SING,LOC,PR «—ÊÅ«
W * RA RA —«
W * CON CON Â„
W * P P œ—
W * N N,SING,COM  Õﬁﬁ
W * N N,SING,NFL »Œ‘Ìœ‰
W * CON CON Ê
W * CON CON Â„
W * P P œ—
W * N N,SING,COM,GEN  Ê”⁄Â
W * N N,PL,COM,GEN «Âœ«›
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM Ì«—Ì
W * V V,SUB,POS,6 ﬂ‰‰œ
W * CON CON Ê
W * N N,SING,COM,GEN «— »«ÿ
W * N N,SING,GR,GEN « Õ«œÌÂ
W * N N,SING,LOC,PR «—ÊÅ«
W * P P »«
W * N N,PL,COM,GEN ﬁ·»Â«Ì
W * N N,PL,COM «‰”«‰Â«
W * RA RA —«
W * N N,SING,COM  ﬁÊÌ 
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * N N,SING,COM  Ê”⁄Â
W * V V,SUB,POS,6 œÂ‰œ
W * DELM DELM .
W * N N,SING,PR ‘Ì—«ﬂ
W * CON CON ﬂÂ
W * ADJ ADJ,ORD Å«‰“œÂ„Ì‰
W * N N,SING,COM,GEN „ÌÂ„«‰
W * ADJ ADJ,SIM Œ«—ÃÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P,GEN ÿÌ
W * N N,SING,COM,GEN ÕÌ« 
W * N N,SING,GR,GEN Å«—·„«‰
W * N N,SING,LOC,PR ¬·„«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „Ã·”
W * N N,SING,COM ”Œ‰—«‰Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * ADJ ADJ,SIM «÷«›Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * N N,SING,LOC,PR »—·Ì‰
W * CON CON Ê
W * N N,SING,LOC,PR Å«—Ì”
