Sub * SUBJ SUBJ !›Â—”  „‰«»⁄!
W * N N,SING,LOC ﬂ‘Ê—
W * ADJ ADJ,SIM „ÿ—Õ
W * CON CON Ê
W * N N,PL,COM,GEN « Â«„Â«Ì
W * ADJ ADJ,SIM,INDF ‰«—Ê«ÌÌ
W * RA RA —«
W * P P »Â
W * N N,PL,COM,GEN „”∆Ê·«‰
W * ADJ ADJ,SIM «Ã—«ÌÌ
W * ADJ ADJ,SIM „‰ ”»
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * P P œ—
W * QUA QUA Â—
W * N N,SING,COM „Ê—œ
W * N N,SING,COM,GEN Å«”Œ
W * ADJ ADJ,SIM ·«“„
W * P P »Â
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * ADJ ADJ,INO œ«œÂ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * IF IF ç‰«‰çÂ
W * ADJ ADJ,SIM ·«“„
W * V V,SUB,POS,3 »«‘œ
W * DET DET «Ì‰
W * N N,PL,COM „ﬂ« »Â Â«
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN «Œ Ì«—
W * N N,PL,COM Ã—«Ìœ
W * N N,SING,COM ﬁ—«—
W * V V,AUX,FEA,POS,4 ŒÊ«ÂÌ„
W * V V,PA,SIM,POS,3 œ«œ
W * CON CON  «
W * N N,PL,COM,GEN «›ﬂ«—
W * ADJ ADJ,SIM ⁄„Ê„Ì
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN ⁄„·ﬂ—œ
W * N N,SING,COM,GEN ” «œ
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC ﬂ‘Ê—
W * CON CON Ê
W * N N,PL,COM,GEN «œ⁄«Â«Ì
W * N N,SING,COM,GEN œ»Ì—
W * ADJ ADJ,SIM,GEN „Õ —„
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM ‰êÂ»«‰
W * N N,SING,COM ﬁ÷«Ê 
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * N N,SING,COM,GEN «œ⁄«Ì
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR Ã‰ Ì
W * IF IF ç‰«‰çÂ
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * ADJ ADJ,SIM,GEN ÕﬁÊﬁÌ
W * N N,SING,COM ‘ﬂ«Ì 
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * V V,SUB,NEG,3 ‰ Ê«‰œ
W * N N,SING,COM,GEN ÊÃÊœ
W * N N,PL,COM  Œ·›Â«
W * RA RA —«
W * N N,SING,COM «À»« 
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON Ì«
W * V V,SUB,NEG,3 ‰ Ê«‰œ
W * N N,SING,COM «À»« 
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON ﬂÂ
W * QUA QUA,GEN ⁄„œÂ
W * N N,PL,COM,GEN  Œ·›Â«Ì
W * ADJ ADJ,SIM «œ⁄«ÌÌ
W * RA RA —«
W * N N,SING,COM,GEN ” «œ
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC ﬂ‘Ê—
W * ADJ ADJ,SIM „— ﬂ»
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P,GEN  Õ 
W * N N,SING,COM,GEN ÅÌê—œ
W * ADJ ADJ,SIM ﬁ÷«ÌÌ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 „Ì êÌ—œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * N N,SING,LOC,GEN œ› —
W * ADJ ADJ,SIM,GEN ÕﬁÊﬁÌ
W * N N,SING,COM,GEN Ê“«— 
W * N N,SING,LOC ﬂ‘Ê—
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * N N,SING,COM,GEN  ÂÌÂ
W * N N,SING,COM,INDF ‘ﬂ«Ì Ì
W * P P,GEN ⁄·ÌÂ
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR Ã‰ Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  ﬁœÌ„
W * N N,PL,COM,GEN „ﬁ«„Â«Ì
W * ADJ ADJ,SIM ﬁ÷«ÌÌ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN „⁄«Ê‰
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * N N,SING,COM,GEN Ê“«— 
W * N N,SING,LOC ﬂ‘Ê—
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,PL,COM,GEN „”∆Ê·«‰
W * N N,SING,COM,GEN Ê“«— 
W * N N,SING,LOC ﬂ‘Ê—
W * P P »«
W * N N,SING,COM Å«Ì»‰œÌ
W * P P »Â
W * N N,SING,COM,GEN ÅÌ„«‰
W * PRO PRO,R,XOD ŒÊÌ‘
W * P P »«
W * N N,SING,GR „—œ„
W * DELM DELM °
W * P P œ—
W * QUA QUA Â—
W * N N,PL,COM,INDF ‘—«ÌÿÌ
W * N N,SING,COM,GEN Õ«›Ÿ
W * N N,SING,COM,GEN «„«‰ 
W * N N,SING,COM,GEN «‰ Œ«»
W * PRO PRO,personal,PL,3 ¬‰«‰
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM —«Â
W * N N,SING,COM  —œÌœ
W * P P »Â
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM —«Â
W * V V,AUX,FEA,NEG,6 ‰ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * ADV ADV,GENR,SIM Â‰Ê“
W * DET DET ¬‰
W * N N,SING,GR ‘Ê—«
W * N N,SING,COM,GEN ‘„«—Â
W * N N,PL,COM,GEN ’‰œÊﬁÂ«Ì
W * ADJ ADJ,SIM «»ÿ«· ‘œÂ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN Ê“«— 
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM «⁄·«„
W * ADJ ADJ,INO,NEG ‰ﬂ—œÂ
W * V V,PRE,SIM «” 
W * CON CON  «
W * P P »«
W * N N,SING,COM,GEN »——”Ì
W * DET DET ¬‰
W * N N,PL,COM ’‰œÊﬁÂ«
W * DELM DELM °
W * N N,SING,COM ÅÌ
W * P P »Â
W * N N,PL,COM,GEN  Œ·›Â«Ì
W * ADJ ADJ,SIM «Õ „«·Ì
W * ADJ ADJ,INO »—œÂ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * CON CON œ—ÕﬁÌﬁ 
W * P P œ—
W * N N,PL,COM,INDF ‘—«ÌÿÌ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Â‰Ê“
W * P P,GEN »—«Ì
W * PRO PRO,personal,PL,1 „«
W * ADJ ADJ,SIM —Ê‘‰
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * ADV ADV,GENR,EXM „À·«
W * ADV ADV,I ç—«
W * N N,SING,COM,GEN ‰«„
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR ⁄·Ì—÷«
W * N N,SING,PR —Ã«ÌÌ
W * CON CON ﬂÂ
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN ‘„«—‘
W * ADJ ADJ,SIM,GEN «Ê·ÌÂ
W * N N,PL,COM ¬—«
W * DELM DELM °
W * ADJ ADJ,SIM,GEN Õ«∆“
W * N N,SING,COM,GEN — »Â
W * N N,SING,NUM 28
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN »«“‘„«—Ì
W * N N,PL,COM ’‰œÊﬁÂ«
W * CON CON Â„
W * N N,PL,COM,GEN ¬—«Ì
W * PRO PRO,personal,SING,3 ÊÌ
W * QUA QUA «‰œﬂÌ
W * N N,SING,COM «›“«Ì‘
W * V V,PA,SIM,POS,3 Ì«› 
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN ›Â—” 
W * ADJ ADJ,SIM,GEN «⁄·«„ ‘œÂ
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM ‰êÂ»«‰
W * N N,SING,COM €Ì»
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * CON CON Ì«
W * ADV ADV,I çêÊ‰Â
W * N N,SING,COM,GEN — »Â
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR,GEN Â«‘„Ì
W * N N,SING,PR —›”‰Ã«‰Ì
W * P P «“
W * N N,SING,NUM 30
W * P P »Â
W * N N,SING,NUM 20
W * N N,SING,COM «— ﬁ«¡
W * ADJ ADJ,INO Ì«› Â
W * V V,PRE,SIM «” 
W * DELM DELM ø
W * N N,SING,COM,GEN «ﬁœ«„
W * N N,SING,COM,GEN œ»Ì—
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM ‰êÂ»«‰
W * P P œ—
W * N N,SING,COM,GEN «—”«·
W * DET DET «Ì‰
W * N N,SING,COM ‰«„Â
W * CON CON Ê
W * N N,SING,COM,GEN œ—ŒÊ«” 
W * N N,SING,COM  ”—Ì⁄
W * P P œ—
W * N N,SING,COM —”ÌœêÌ
W * P P »Â
W * N N,PL,COM  Œ·›Â«
W * CON CON Ê
W * N N,SING,COM,GEN ÅÌê—œ
W * N N,SING,COM,GEN ” «œ
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC ﬂ‘Ê—
W * DELM DELM °
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM  √„·
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ” «œ
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * CON CON Â—ç‰œ
W * N N,SING,COM,GEN „œÌ—Ì 
W * N N,SING,COM ’œ«
W * CON CON Ê
W * N N,SING,COM ”Ì„«
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM «‰ Œ«»« 
W * P P »«
W * N N,SING,COM,GEN ” «œ
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC ﬂ‘Ê—
W * P P »—
W * N N,SING,COM,GEN ”—
W * N N,SING,COM „Â—
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * CON CON Ê
W * IF IF «ê—
W * N N,SING,COM ‘»ÂÂ ¬›—Ì‰Ì
W * V V,PA,SIM,NEG,3 ‰ﬂ—œ
W * DELM DELM °
W * N N,SING,COM «»Â«„ “œ«ÌÌ
W * CON CON ‰Ì“
W * V V,PA,SIM,NEG,3 ‰‰„Êœ
W * DELM DELM °
W * N N,PL,COM,GEN —Ê“‰«„Â Â«Ì
W * N N,SING,COM,GEN Õ«„Ì
W * N N,SING,COM œÊ· 
W * CON CON ‰Ì“
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ‰Ê⁄«
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM „Êﬁ 
W * ADJ ADJ,SIM  ⁄ÿÌ·
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM °
W * PRO PRO,personal,SING,1 „‰
W * CON CON Â„
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «Â·
W * N N,SING,COM „’«Õ»Â
W * CON CON Ê
W * N N,SING,COM ê› êÊ
W * P P »«
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM,GEN ›«—”Ì
W * N N,PL,COM,GEN —«œÌÊÂ«Ì
W * ADJ ADJ,SIM Œ«—ÃÌ
W * V V,PRS,NEG,1 ‰Ì” „
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,COM,GEN ÕÌ« 
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * PRO PRO,R,XOD ŒÊœ
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ÿ—Ìﬁ
W * N N,SING,COM «ﬁœ«„
W * P P »Â
W * N N,SING,COM «ÿ·«⁄ —”«‰Ì
W * V V,PA,NAR,NEG,1 ‰ﬂ—œÂ «„
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN ÊÃÊœ
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,ADJC,1 ŒÊ‘Õ«·„
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ÊÃœ«‰
W * ADJ ADJ,SIM ⁄„Ê„Ì
W * N N,SING,COM,GEN ﬁ÷«Ê 
W * ADJ ADJ,SIM,INDF ’ÕÌÕÌ
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM «‰ Œ«»« 
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,PL,COM,GEN ¬Õ«œ
W * N N,SING,GR „· 
W * CON CON Ê
W * ADV ADV,GENR,SIM »Â ÊÌéÂ
W * N N,PL,COM,GEN ‘Â—Ê‰œ«‰
W * ADJ ADJ,SIM  Â—«‰Ì
W * P P «“
W * N N,SING,COM «‰ Œ«»
W * CON CON Ê
W * N N,SING,COM,GEN —√Ì
W * PRO PRO,R,XOD ŒÊœ
W * ADV ADV,GENR,SIM »Â ŒÊ»Ì
W * V V,PRE,ADJC,6 ¬ê«Â‰œ
W * CON CON Ê
W * PRO PRO,personal,SING,1 „‰
W * V V,PRE,ADJC,1 «„ÌœÊ«—„
W * P P »«
W * N N,SING,COM,GEN «—«ÌÂ
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,CMPR »Ì‘ —
W * DELM DELM °
W * N N,SING,COM,GEN ¬ê«ÂÌ
W * N N,SING,COM Ã«„⁄Â
W * N N,SING,COM ‰”» 
W * P P »Â
W * DET DET «Ì‰
W * N N,PL,COM «‰ Œ«»« 
W * ADV ADV,GENR,TIME —Ê“»Â —Ê“
W * N N,SING,COM  ⁄„Ìﬁ
W * V V,SUB,POS,3 Ì«»œ
W * DELM DELM .
W * N N,SING,COM,GEN „⁄«Ê‰
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * N N,SING,COM,GEN Ê“Ì—
W * N N,SING,LOC ﬂ‘Ê—
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN «Õ—«“
W * N N,SING,COM  Œ·›
W * P P œ—
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC,PR  Â—«‰
W * ADJ ADJ,SIM „ÊﬂÊ·
W * P P »Â
W * N N,SING,COM,GEN «⁄·«„
W * N N,SING,COM,GEN ‘„«—Â
W * N N,PL,COM,GEN ’‰œÊﬁÂ«Ì
W * ADJ ADJ,SIM «»ÿ«· ‘œÂ
W * CON CON Ê
W * N N,SING,COM,GEN »——”Ì
W * N N,SING,COM,GEN Ê÷⁄
W * PRO PRO,DEMO,PL ¬‰Â«
W * V V,PRE,SIM «” 
W * DELM DELM .
W * V V,PRE,ADJC,1 «„ÌœÊ«—„
W * P P «“
W * N N,SING,COM,GEN œÌœ
W * QUA QUA ÂÌç
W * N N,SING,COM ﬂ”
W * DELM DELM °
W * N N,SING,COM,GEN „ﬁ’—
W * ADJ ADJ,SIM «’·Ì
W * DELM DELM °
W * N N,SING,GR,GEN „· 
W * ADJ ADJ,SIM ‘—Ì›
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ¬ê«Â
W * N N,SING,LOC,PR,GEN «Ì—«‰
W * ADJ ADJ,SIM «”·«„Ì
W * V V,SUB,NEG,6 ‰»«‘‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM «Ì‰ ç‰Ì‰
W * N N,SING,COM —√Ì
W * V V,PA,NAR,POS,6 œ«œÂ «‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM Ì«œ¬Ê—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM :
W * P P œ—
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,COM,GEN »—ê“«—Ì
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Ê
W * N N,SING,TIME Å”
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF ‰«Ÿ—Ì
W * N N,SING,COM,INDF ê“«—‘Ì
W * P P,GEN ⁄·ÌÂ
W * N N,SING,COM,GEN ⁄„·ﬂ—œ
W * ADJ ADJ,SIM ”Ê¡
W * CON CON Ì«
W * N N,SING,COM,GEN  Œ·›
W * N N,PL,COM,GEN „”∆Ê·«‰
W * N N,PL,COM,GEN ‘⁄»Â Â«Ì
W * N N,SING,COM,GEN «Œ–
W * N N,SING,COM —√Ì
W * P P œ—
W * N N,SING,LOC,GEN „Õ·
W * N N,SING,COM,GEN „√„Ê—Ì 
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM «—«ÌÂ
W * V V,PA,NAR,NEG,3 ‰ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P,GEN ÷„‰
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF ê“«—‘Ì
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,NEG,3 ‰œ«—œ
W * CON CON ﬂÂ
W * N N,SING,COM ‰‘«‰
W * V V,SUB,POS,3 œÂœ
W * N N,PL,COM „Ã—Ì«‰
W * N N,SING,COM,GEN „«‰⁄
W * N N,SING,COM,GEN ›⁄«·Ì 
W * N N,PL,COM ‰«Ÿ—«‰
W * P P œ—
W * N N,PL,COM,GEN ‘⁄»Â Â«Ì
W * N N,SING,COM,GEN «Œ–
W * N N,SING,COM —√Ì
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM .
W * ADV ADV,GENR,SIM «·» Â
W * N N,SING,COM,GEN ⁄ﬂ”
W * N N,SING,COM „”∆·Â
W * N N,SING,COM —Œ
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Ì⁄‰Ì
W * N N,PL,COM,GEN ‰«Ÿ—«‰
W * QUA QUA »—ŒÌ
W * N N,PL,COM ’‰œÊﬁÂ«
W * P P œ—
W * N N,SING,COM  „«”
W * P P »«
W * N N,SING,COM ›—„«‰œ«—Ì
W * CON CON Ì«
W * N N,SING,COM,GEN ” «œ
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM «⁄·«„
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * N N,PL,COM «‰ Œ«»« 
W * P P œ—
W * DET DET ¬‰
W * N N,SING,COM ‘⁄»Â
W * P P œ—
W * N N,SING,COM,GEN ﬂ„«·
W * N N,SING,COM ’Õ 
W * ADJ ADJ,SIM »—ê“«—
W * ADJ ADJ,INO ‘œÂ
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM ⁄“Ì“«‰
W * ADJ ADJ,SIM,GEN ¬„«œÂ
W * N N,SING,COM êÊ«ÂÌ
W * N N,SING,NFL œ«œ‰
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * P P œ—
W * QUA QUA Â—
W * N N,SING,COM,INDF „—Ã⁄Ì
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * PRO PRO,DEMO,SING «Ì‰
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SUP »Â —Ì‰
W * N N,SING,COM,GEN œ·Ì·
W * N N,SING,COM,GEN ’Õ 
W * N N,PL,COM «‰ Œ«»« 
W * V V,PRE,SIM «” 
W * DELM DELM .
Sub * SUBJ SUBJ !„–Â»Ì!
W * CON CON ç‰«‰ﬂÂ
W * N N,SING,SURN «„«„
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * P P œ—
W * N N,SING,COM,GEN Å«”Œ
W * N N,SING,PR,GEN ⁄œÌ »‰ Õ« „
W * N N,SING,PR ÿ«ÌÌ
W * CON CON ﬂÂ
W * N N,SING,SURN «„«„
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * RA RA —«
W * P P »Â
W * N N,SING,COM ÃÂ«œ
W * P P »«
W * N N,SING,PR „⁄«ÊÌÂ
W * N N,SING,COM  ‘ÊÌﬁ
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM °
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * AR AR «‰«
W * AR AR ﬁœ
W * AR AR »«Ì⁄‰«
W * AR AR Ê
W * AR AR ⁄«Âœ‰«
W * DELM DELM °
W * AR AR Ê
W * AR AR ·«”»Ì·
W * AR AR ·‰ﬁ÷
W * AR AR »Ì⁄ ‰«
W * DELM DELM °
W * N N,SING,COM,GEN „Ã„Ê⁄Â
W * N N,PL,COM ‘—«Ìÿ
W * P P œ—
W * N N,SING,COM,GEN œÊ—Â
W * N N,SING,COM,GEN ÕÌ« 
W * N N,SING,PR „⁄«ÊÌÂ
W * DELM DELM °
W * ADJ ADJ,SIM „‰«”»
W * CON CON Ê
W * ADJ ADJ,SIM,GEN „ﬁ ÷Ì
W * N N,SING,COM,GEN ‘ﬂ· êÌ—Ì
W * N N,SING,COM «‰ﬁ·«»
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * DELM DELM .
W * N N,SING,COM Õ÷Ê—
W * CON CON Ê
W * N N,SING,COM,GEN ÕÌ« 
W * N N,SING,PR „⁄«ÊÌÂ
W * N N,SING,COM,GEN „«‰⁄
W * N N,SING,COM,GEN Õ—ﬂ 
W * ADJ ADJ,SIM,GEN ê” —œÂ
W * N N,SING,SURN «„«„
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,SURN,GEN ‘ÌŒ
W * N N,SING,PR „›Ìœ
W * N N,SING,COM,GEN ŒÊœœ«—Ì
W * N N,SING,SURN «„«„
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * DELM DELM °
W * P P «“
W * N N,SING,COM „Ã«ÂœÂ
W * P P »«
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * N N,SING,PR „⁄«ÊÌÂ
W * RA RA —«
W * P P,GEN Â„«‰‰œ
W * N N,SING,COM ’»—
W * CON CON Ê
W * N N,SING,COM,GEN ”ﬂÊ 
W * N N,SING,PR ⁄·Ì
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,SING,SURN «„«„
W * N N,SING,COM,GEN Õ”‰
W * N N,SING,PR „Ã »Ì
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * V V,PRS,POS,3 „Ì œ«‰œ
W * DELM DELM .
W * CON CON Ê
W * QUA QUA Â—
W * N N,SING,NUM ”Â
W * RA RA —«
W * ADJ ADJ,SIM „ ‰«”»
W * P P »«
W * N N,PL,COM,GEN ‘—«Ìÿ
W * N N,SING,PR,GEN ÅÌ«„»—
W * N N,SING,COM «”·«„
W * CON CON ﬂÂ
W * N N,SING,NUM ”Â
W * N N,SING,TIME ”«·
W * P P œ—
W * N N,SING,LOC,GEN ‘⁄»
W * N N,SING,PR «»Ìÿ«·»
W * N N,PL,COM ”Œ ÌÂ«
W * CON CON Ê
W * N N,PL,COM ‰«„·«Ì„« 
W * RA RA —«
W * N N,SING,COM  Õ„·
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON  «
W * N N,SING,COM “„«‰Â
W * CON CON Ê
W * N N,SING,COM,GEN “„Ì‰ÂÒ
W * N N,SING,COM œ⁄Ê 
W * N N,SING,COM ›—«Â„
W * V V,SUB,POS,3 ê—œœ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM ‰«„Â
W * P P »Â
W * N N,SING,PR „⁄«ÊÌÂ
W * DELM DELM °
W * CON CON ê—çÂ
W * ADV ADV,GENR,SIM »Â ’—«Õ 
W * V V,PA,SIM,NEG,3 ‰ê› 
W * CON CON ﬂÂ
W * P P »«
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM ÃÂ«œ
W * V V,AUX,FEA,POS,1 ŒÊ«Â„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * CON CON «„«
W * DET DET «Ì‰
W * N N,SING,COM ⁄»«— 
W * ADJ ADJ,INO ¬„œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM „Ã«ÂœÂ
W * P P »«
W * N N,SING,PR „⁄«ÊÌÂ
W * P P œ—
W * N N,SING,COM,GEN ÅÌ‘ê«Â
W * N N,SING,COM Œœ«Ê‰œ
W * N N,SING,COM,INDF ⁄–—Ì
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM .
W * N N,SING,COM Œÿ«»
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,PR „⁄«ÊÌÂ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ﬁ« ·
W * N N,SING,PR ÕÃ—»‰ ⁄œÌ
W * CON CON Ê
W * N N,SING,PR ⁄„—Ê»‰ Õ„ﬁ
W * CON CON Ê
W * N N,SING,COM,GEN «›‘«Ì
W * N N,SING,COM ‘Œ’Ì 
W * CON CON Ê
W * N N,SING,COM,GEN „‰‘
W * N N,SING,PR Ì“Ìœ
W * DELM DELM °
W * CON CON Ê
W * N N,SING,COM,GEN  »ÌÌ‰
W * N N,SING,COM,GEN „Êﬁ⁄Ì 
W * PRO PRO,R,XOD ŒÊœ
W * P P,GEN »—«Ì
W * N N,SING,PR »‰Ì Â«‘„
W * CON CON Ê
W * N N,PL,COM ‘Ì⁄Ì«‰
W * P P œ—
W * N N,SING,COM,GEN ’Õ—«Ì
W * N N,SING,LOC,PR „‰Ì
W * DELM DELM °
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,COM,GEN ÿ·Ì⁄Â
W * N N,SING,PR ›Ã—
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * ADJ ADJ,CMPR ﬂ„ —
W * P P «“
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME ”«·
W * ADJ ADJ,SIM »⁄œ
W * DELM DELM °
W * N N,SING,DAY ⁄«‘Ê—«
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,COM ¬› «»
W * P P œ—
