Sub * SUBJ SUBJ !«„‰Ì Ì!
Sub * SUBJ SUBJ !ﬁ÷«ÌÌ!
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * RA RA —«
W * N N,SING,COM «‰Ã«„
W * V V,PRS,NEG,3 ‰„Ì œÂœ
W * N N,SING,COM çÂ
W * V V,SUB,POS,3 »—”œ
W * P P »Â
W * DET DET «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM ⁄«·„
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * N N,SING,COM Õﬂ„
W * V V,SUB,POS,3 œÂœ
W * CON CON ﬂÂ
W * ADV ADV,GENR,TIME ‘» Â‰ê«„
W * N N,SING,COM,INDF “‰Ì
W * ADJ ADJ,SIM »Ì œ›«⁄
W * RA RA —«
W * DET DET ¬‰
W * N N,SING,COM êÊ‰Â
W * P P »«
W * N N,SING,COM ç«ﬁÊ
W * V V,SUB,POS,6 »ﬂ‘‰œ
W * DELM DELM °
W * DET DET «Ì‰
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF  ‰«”»Ì
W * P P »«
W * N N,PL,COM,GEN „⁄Ì«—Â«Ì
W * ADJ ADJ,SIM «‰”«‰Ì
W * CON CON ‰Ì“
W * V V,PRS,NEG,3 ‰œ«—œ
W * N N,SING,COM çÂ
W * V V,SUB,POS,3 »—”œ
W * P P »Â
W * N N,PL,COM,GEN „Ê«“Ì‰
W * ADJ ADJ,SIM ‘—⁄Ì
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P «“
W * N N,PL,COM,GEN ”Œ‰«‰
W * PRO PRO,R,XOD ŒÊœ
W * P P »«
W * N N,SING,COM «‘«—Â
W * P P »Â
W * N N,SING,COM,GEN Å—Ê‰œÂ
W * N N,PL,COM,GEN „ Â„«‰
W * N N,SING,COM,GEN ﬂÊÌ
W * N N,SING,LOC œ«‰‘ê«Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN Õﬂ„
W * DET DET «Ì‰
W * N N,SING,COM Å—Ê‰œÂ
W * N N,SING,TIME,GEN Â› Â
W * ADJ ADJ,SIM œÌê—
W * N N,SING,COM ’«œ—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN ’·«ÕÌ 
W * N N,SING,COM —”ÌœêÌ
W * P P »Â
W * N N,SING,COM,GEN Å—Ê‰œÂ
W * N N,SING,COM,GEN ﬁ ·
W * N N,SING,PR ⁄“ 
W * N N,SING,PR «»—«ÂÌ„ ‰é«œ
W * CON CON ‰Ì“
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN «⁄ —«÷
W * N N,SING,COM,GEN œ«œê«Â
W * N N,SING,COM «‰ﬁ·«»
W * ADJ ADJ,SIM Ê«ﬁ⁄
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON ‰Ì“
W * N N,SING,COM,GEN ‰Ÿ—
W * N N,SING,COM,GEN œÌÊ«‰⁄«·Ì
W * N N,SING,LOC ﬂ‘Ê—
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM «⁄·«„
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P,GEN œ—»«—Â
W * N N,SING,COM —”ÌœêÌ
W * P P »Â
W * N N,SING,COM,GEN Å—Ê‰œÂ
W * N N,SING,COM,GEN ﬂÊÌ
W * N N,SING,LOC œ«‰‘ê«Â
W * CON CON Ê
W * N N,PL,COM,GEN „”«Ì·
W * N N,PL,COM ·»«” ‘Œ’Ì Â«
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,PL,COM ·»«” ‘Œ’Ì Â«
W * P P »Â
W * N N,SING,NUM œÊ
W * N N,SING,COM ê—ÊÂ
W * N N,SING,COM  ﬁ”Ì„
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM °
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ê—ÊÂ
W * P P «“
W * N N,PL,COM ·»«” ‘Œ’Ì Â«
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * ADJ ADJ,SIM «ÿ·«⁄« Ì
W * CON CON Ê
W * ADJ ADJ,SIM «‰ Ÿ«„Ì
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰«—
W * N N,SING,COM,GEN ‰Ì—ÊÌ
W * ADJ ADJ,SIM «‰ Ÿ«„Ì
W * N N,SING,COM ⁄„·
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN Å—Ê‰œÂ
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P œ—
W * N N,SING,COM,GEN œ«œ”—«Ì
W * ADJ ADJ,SIM ‰Ÿ«„Ì
W * ADJ ADJ,SIM „ÿ—Õ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,ORD,GEN Å«Ì«‰
W * N N,PL,COM  ÕﬁÌﬁ« 
W * P P,GEN »—«Ì
W * N N,SING,COM „Õ«ﬂ„Â
W * P P »Â
W * N N,SING,COM,GEN œ«œê«Â
W * ADJ ADJ,SIM ‰Ÿ«„Ì
W * ADJ ADJ,INO ›—” «œÂ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * CON CON «„«
W * N N,SING,COM,GEN ê—ÊÂ
W * ADJ ADJ,SIM œÌê—
W * CON CON ﬂÂ
W * N N,SING,COM,INDF «— »«ÿÌ
W * P P »Â
W * N N,SING,COM,GEN ‰Ì—ÊÌ
W * ADJ ADJ,SIM «‰ Ÿ«„Ì
W * CON CON Ê
W * ADJ ADJ,SIM «ÿ·«⁄« Ì
W * V V,PRS,NEG,6 ‰œ«—‰œ
W * CON CON Ê
W * PRO PRO,R,AFF,6 ŒÊœ‘«‰
W * ADV ADV,GENR,SIM „” ﬁÌ„«
W * N N,SING,COM ⁄„·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM °
W * N N,SING,COM,GEN Å—Ê‰œÂ
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P œ—
W * N N,SING,COM,GEN œ«œê«Â
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR  Â—«‰
W * ADJ ADJ,SIM „ÿ—Õ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ‰Ì«“Ì
W * CON CON Â„ç‰Ì‰
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN “„«‰
W * N N,SING,COM,GEN «Ã—«Ì
W * N N,SING,COM,GEN Õﬂ„
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN Õ›«Ÿ 
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * N N,SING,COM,GEN ‰Ì—ÊÌ
W * ADJ ADJ,SIM «‰ Ÿ«„Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM —”ÌœêÌ
W * P P œ—
W * N N,SING,COM,GEN ”«“„«‰
W * ADJ ADJ,SIM ﬁ÷«ÌÌ
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN ¬ÌÌ‰
W * N N,SING,COM,GEN œ«œ—”Ì
W * ADJ ADJ,SIM,GEN ﬂÌ›—Ì
W * ADJ ADJ,SIM ”«»ﬁ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P  «
W * N N,SING,COM,INDF Õﬂ„Ì
W * P P »Â
W * N N,SING,COM,GEN „—Õ·Â
W * N N,SING,COM «Ã—«
W * V V,SUB,POS,3 »—”œ
W * N N,PL,COM,INDF „—«Õ·Ì
W * RA RA —«
W * N N,SING,COM ÿÌ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * ADJ ADJ,SIM „ Â„
W * N N,SING,COM,INDF œ—ŒÊ«” Ì
W * P P »Â
W * N N,SING,COM,GEN œ«œ” «‰Ì
W * N N,SING,COM,GEN ﬂ·
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM «—«ÌÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * CON CON »⁄œ
W * P P «“
W * N N,SING,COM »——”Ì
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * DET DET «Ì‰
W * N N,SING,COM ‰Â«œ
W * IF IF «ê—
W * N N,SING,COM „ ÊÃÂ
W * V V,SUB,POS,6 ‘Ê‰œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM —”ÌœêÌ
W * N N,SING,COM ‰ﬁ÷
W * N N,SING,COM ÊÃÊœ
W * ADJ ADJ,INO œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM °
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,SING,COM,GEN  ﬁ«÷«Ì
W * N N,SING,COM,GEN ‰ﬁ÷
W * N N,SING,COM Õﬂ„
W * V V,SUB,POS,3 ‰„«Ìœ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM ‰Â«Ì 
W * N N,SING,COM,GEN œÌÊ«‰
W * ADJ ADJ,SIM,GEN ⁄«·Ì
W * N N,SING,LOC ﬂ‘Ê—
W * V V,AUX,NIN,POS »«Ìœ
W * P P,GEN œ—»«—Â
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ‰Ÿ—
W * V V,SUB,POS,3 œÂœ
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ”«“„«‰
W * ADJ ADJ,SIM,GEN ﬁ÷«ÌÌ
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * ADJ ADJ,SIM „”·Õ
W * CON CON Â„ç‰Ì‰
W * P P œ—
W * N N,SING,COM Å«”Œ
W * P P »Â
W * N N,SING,COM,INDF Å—”‘Ì
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN ‘ﬂ«Ì 
W * N N,SING,GR,GEN ”Å«Â
W * N N,PL,COM,GEN Å«”œ«—«‰
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM «”·«„Ì
W * P P «“
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR “„«‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * DET DET «Ì‰
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR ”Å«Â
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM ‰Â«œ
W * P P,GEN ⁄·ÌÂ
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * P P œ—
W * N N,SING,NUM œÊ
W * N N,SING,COM “„Ì‰Â
W * N N,SING,COM,GEN «⁄·«„
W * N N,SING,COM Ã—„
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,GR ”Å«Â
W * P P »—
W * DET DET «Ì‰
W * N N,SING,COM ⁄ﬁÌœÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM,INDF „ﬁÿ⁄Ì
W * N N,SING,COM,GEN „√„Ê—
W * DET DET «Ì‰
W * N N,SING,COM ‰Â«œ
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM,GEN Œ« „Â
W * N N,SING,COM „√„Ê—Ì 
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN Œœ„ 
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM «œ«„Â
W * ADJ ADJ,INO,PRG „Ì œ«œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN œ·Ì·
W * N N,SING,COM ”—»«“
W * N N,SING,NFL “œ‰
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * ADJ ADJ,SIM ›—«—Ì
W * ADJ ADJ,SIM „Õ”Ê»
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM,GEN œ·Ì·
W * N N,SING,COM,GEN „„‰Ê⁄Ì 
W * N N,SING,COM,GEN œŒ«· 
W * N N,PL,COM ‰Ÿ«„Ì«‰
W * P P œ—
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * ADJ ADJ,SIM ”Ì«”Ì
W * CON CON Ê
W * N N,SING,COM,GEN «— ﬂ«»
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * DELM DELM °
W * N N,SING,COM,INDF ⁄„·Ì
W * ADJ ADJ,SIM „Ã—„«‰Â
W * ADJ ADJ,SIM „— ﬂ»
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ‰Ì«“Ì
W * P P œ—
W * N N,SING,COM Œ« „Â
W * P P »«
W * N N,SING,COM,GEN «⁄·«„
W * DET DET «Ì‰
W * CON CON ﬂÂ
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN Å—Ê‰œÂ
W * N N,PL,COM,GEN ﬁ ·Â«Ì
W * ADJ ADJ,SIM “‰ÃÌ—Â «Ì
W * N N,PL,COM,GEN Õ—›Â«Ì
W * ADJ ADJ,SIM,GEN ê› ‰Ì
W * ADJ ADJ,SIM,INDF »”Ì«—Ì
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN “„«‰
W * ADJ ADJ,SIM „‰«”»
W * N N,SING,COM «—«ÌÂ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P œ—
W * N N,SING,COM,GEN œ«œê«Â
W * N N,SING,COM,GEN „Õ«ﬂ„Â
W * N N,SING,PR,GEN ⁄„«œ«·œÌ‰
W * N N,SING,PR »«ﬁÌ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM „ Â„«‰
W * P P,GEN œ—»«—Â
W * N N,SING,SURN „—ÕÊ„
W * N N,SING,SURN Õ«Ã
W * N N,SING,PR «Õ„œ
W * N N,SING,SURN ¬ﬁ«
W * N N,PL,COM,INDF „ÿ·»Ì
W * ADJ ADJ,INO ê› Â
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM »——”Ì
W * N N,SING,COM ﬁ—«—
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON ﬂÂ
W * V V,PA,SIM,POS,4 œÌœÌ„
W * N N,SING,COM ’Õ 
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM —«»ÿÂ
W * P P »«
W * N N,SING,COM,GEN ”Ê¡
W * N N,SING,COM ﬁ’œ
W * P P »Â
W * N N,SING,COM,GEN Ã«‰
W * N N,SING,COM —∆Ì” Ã„ÂÊ—Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »«—Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ‰›—
W * ADJ ADJ,SIM œ” êÌ—
W * ADJ ADJ,INO ‘œÂ
W * CON CON ﬂÂ
W * ADV ADV,GENR,TIME Â„ «ﬂ‰Ê‰
W * N N,PL,COM  ÕﬁÌﬁ« 
W * P P «“
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM «œ«„Â
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ”«“„«‰
W * ADJ ADJ,SIM,GEN ﬁ÷«ÌÌ
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * ADJ ADJ,SIM „”·Õ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN „‰«”» 
W * N N,SING,TIME,GEN Â› Â
W * N N,SING,COM,GEN ﬁÊÂ
W * ADJ ADJ,SIM ﬁ÷«∆ÌÂ
W * P P œ—
W * N N,SING,COM,GEN Ã„⁄
W * N N,PL,COM Œ»—‰ê«—«‰
W * N N,SING,COM,GEN Õ÷Ê—
W * ADJ ADJ,INO Ì«› Â
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * N N,SING,COM,GEN —Ê‰œ
W * N N,SING,COM —”ÌœêÌ
W * P P »Â
W * N N,PL,COM,GEN Å—Ê‰œÂ Â«Ì
W * ADJ ADJ,SIM „ÊÃÊœ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ”«“„«‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM ÅÌ‘êÌ—Ì
W * P P «“
W * N N,SING,COM,GEN ÊﬁÊ⁄
W * N N,SING,COM Ã—„
W * N N,SING,COM  ‘—ÌÕ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * DELM DELM #
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * ADJ ADJ,SIM,GEN œ«∆„
W * N N,SING,COM „Ã·”
W * N N,SING,COM «‰ Œ«»
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR ﬂ—Ê»Ì
W * N N,SING,COM,GEN œ»Ì—
W * N N,SING,COM,GEN „Ã„⁄
W * N N,PL,COM,GEN —ÊÕ«‰ÌÊ‰
W * ADJ ADJ,SIM „»«—“
W * CON CON Ê
W * N N,SING,COM,GEN „‰ Œ»
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR  Â—«‰
W * P P œ—
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM,GEN «ﬂÀ—Ì 
W * N N,PL,COM ¬—«
W * DELM DELM °
W * P P »—
W * N N,SING,COM,GEN ﬂ—”Ì
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * N N,SING,COM  ﬂÌÂ
W * V V,PA,SIM,POS,3 “œ
W * DELM DELM .
W * N N,SING,PR ﬂ—Ê»Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,GEN ‰«„“œ
W * N N,SING,COM,GEN —Ì«” 
W * N N,SING,COM „Ã·”
W * ADJ ADJ,SIM „Ê›ﬁ
W * V V,PA,SIM,POS,3 ‘œ
W * P P «“
W * N N,SING,COM,GEN „Ã„Ê⁄
W * N N,SING,NUM 245
W * N N,SING,COM,GEN —√Ì
W * ADJ ADJ,SIM „√ŒÊ–Â
W * DELM DELM °
W * N N,SING,NUM 193
W * N N,SING,COM —√Ì
W * N N,SING,COM ﬂ”»
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,NUM 52
W * N N,SING,COM ‰›—
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM —√Ì êÌ—Ì
W * N N,SING,COM,GEN —√Ì
W * ADJ ADJ,SIM ”›Ìœ
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN ﬂ—Ê»Ì
W * N N,SING,NUM 63
W * MORP MORP,MADJ ”«·Â
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM,GEN ·Ì”«‰”
W * N N,SING,COM «·ÂÌ« 
W * CON CON Ê
W * N N,SING,COM ›·”›Â
W * P P «“
W * N N,SING,LOC,GEN œ«‰‘ê«Â
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Ê
W * N N,PL,COM,GEN  Õ’Ì·« 
W * ADJ ADJ,SIM ÕÊ“ÊÌ
W * P P œ—
W * N N,SING,COM,GEN ÕÊ“Â
W * ADJ ADJ,SIM,GEN ⁄·„ÌÂ
W * N N,SING,LOC,PR ﬁ„
W * P P  «
W * N N,SING,COM,GEN Õœ
W * N N,SING,COM «Ã Â«œ
W * P P »Â
W * N N,SING,COM,GEN  «ÌÌœ
W * N N,SING,GR,INDF ⁄œÂ «Ì
W * P P «“
W * N N,PL,COM „—«Ã⁄
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ﬂ—Ê»Ì
W * CON CON ê—çÂ
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,COM,GEN „—ﬂ“Ì 
W * N N,SING,COM,GEN —ÊÕ«‰Ì 
W * ADJ ADJ,SIM,GEN „»«—“
W * N N,SING,LOC,PR  Â—«‰
W * P P  «
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1367
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON «„«
W * P P «“
W * N N,PL,COM,GEN «⁄÷«Ì
W * ADJ ADJ,SIM „ƒ””
W * CON CON Ê
W * N N,SING,COM,GEN œ»Ì—
W * N N,SING,COM,GEN „Ã„⁄
W * N N,PL,COM,GEN —ÊÕ«‰ÌÊ‰
W * ADJ ADJ,SIM „»«—“
W * P P «“
W * N N,SING,COM,GEN »œÊ
W * N N,SING,COM  «”Ì”
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,SIM Ì«œ¬Ê—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * P P œ—
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * ADJ ADJ,SIM,GEN „Êﬁ 
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Ã·”Â
W * ADJ ADJ,SIM,GEN ⁄·‰Ì
W * N N,SING,DAY ”Â ‘‰»Â
W * N N,SING,ORD,GEN œÂ„
W * N N,SING,MON,GEN Œ—œ«œ„«Â
W * ADJ ADJ,SIM Ã«—Ì
W * ADJ ADJ,SIM »—ê“«—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * N N,SING,PR ﬂ—Ê»Ì
W * P P »«
W * N N,SING,NUM 186
W * N N,SING,COM,GEN —√Ì
W * ADJ ADJ,SIM „Ê«›ﬁ
W * CON CON Ê
W * N N,SING,NUM 63
W * N N,SING,COM,GEN —√Ì
W * ADJ ADJ,SIM „„ ‰⁄
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN —∆Ì”
W * ADJ ADJ,SIM,GEN „Êﬁ 
W * N N,SING,COM „Ã·”
W * ADJ ADJ,INO »—ê“ÌœÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN «‰ Œ«»
W * N N,SING,COM,GEN ‰Ê«»
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * DELM DELM °
W * CON CON Â„ç‰Ì‰
W * N N,SING,PR,GEN »Â“«œ
W * N N,SING,PR ‰»ÊÌ
W * CON CON Ê
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR „Õ„œ—÷«
W * N N,SING,PR Œ« „Ì
W * N N,PL,COM,GEN „‰ Œ»«‰
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR  Â—«‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ‰Ê«» —∆Ì”
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME ”«·
W * N N,SING,COM «‰ Œ«»
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * P P «“
W * N N,SING,COM,GEN „Ì«‰
W * N N,SING,NUM çÂ«—
W * N N,SING,COM œ«Êÿ·»
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  ’œÌ
W * N N,SING,COM,GEN ”„ 
W * N N,SING,COM,GEN ‰«Ì» —∆Ì”Ì
W * N N,SING,COM „Ã·”
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM,GEN «ﬂÀ—Ì 
W * N N,PL,COM ¬—«¡
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ‰«Ì» —∆Ì”
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * ADJ ADJ,INO »—ê“ÌœÂ
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN »Â“«œ
W * N N,SING,PR ‰»ÊÌ
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,NUM 155
W * N N,SING,COM —√Ì
W * CON CON Ê
W * N N,SING,PR „Õ„œ—÷«
W * N N,SING,PR Œ« „Ì
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,NUM 135
W * N N,SING,COM —√Ì
W * P P «“
W * N N,SING,COM,GEN „Ã„Ê⁄
W * N N,SING,NUM 248
W * N N,SING,COM,GEN —√Ì
W * ADJ ADJ,SIM „√ŒÊ–Â
W * P P »Â
W * N N,SING,COM  — Ì»
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ‰«Ì» —∆Ì”
W * ADJ ADJ,ORD «Ê·
W * CON CON Ê
W * N N,SING,COM,GEN ‰«Ì» —∆Ì”
W * ADJ ADJ,ORD œÊ„
W * ADJ ADJ,INO »—ê“ÌœÂ
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM .
