Sub * SUBJ SUBJ !é‰ Ìò!
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,CMPR Õ”«” —
W * P P «“
W * N N,SING,COM,GEN  ·”ﬂÊÅ
W * ADJ ADJ,SIM,GEN ›÷«ÌÌ
W * N N,SING,PR Â«»·
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,PL,COM,GEN «‰Ê«⁄
W * N N,SING,COM „«ÂÊ«—Â
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ”Ì«—« 
W * ADJ ADJ,SIM œÌê—
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »——”Ì
W * N N,SING,COM,GEN ÊÃÊœ
W * N N,SING,COM ÕÌ« 
W * P P œ—
W * PRO PRO,DEMO,PL ¬‰ Â«
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM ﬂ«Ê‘
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * DELM DELM °
W * N N,SING,COM «‘«—Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM ÿ—ÕÂ«
W * N N,SING,COM,GEN »—‰«„ÂÒ
W * N N,SING,NFL,GEN ”«Œ ‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ﬂ«Ê‘ê—
W * ADJ ADJ,SIM ÊÌéÂ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »——”Ì
W * N N,PL,COM,GEN ”Ì«Â ç«·Â Â«Ì
W * ADJ ADJ,SIM ›⁄«·
W * ADJ ADJ,INO ê‰Ã«‰œÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON «„«
W * CON CON »Â Â—Õ«·
W * ADJ ADJ,SUP »“—ê —Ì‰
W * N N,SING,COM,GEN ÿ—Õ
W * ADJ ADJ,SIM ÅÌ‘‰Â«œÌ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM «Ã·«”
W * N N,SING,COM,GEN ‰”·
W * ADJ ADJ,SIM,GEN ÃœÌœ
W * N N,SING,COM,GEN  ·”ﬂÊÅ
W * ADJ ADJ,SIM ›÷«ÌÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,NUM ’œ
W * P P  «
W * N N,SING,NUM ‘‘’œ
W * N N,SING,COM »«—
W * ADJ ADJ,CMPR Õ”«” —
W * P P «“
W * N N,SING,COM,GEN  ·”ﬂÊÅ
W * N N,SING,PR Â«»·
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM  ·”ﬂÊÅ
W * ADV ADV,GENR,SIM »Â ÊÌéÂ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »——”Ì
W * N N,PL,COM,GEN Å— ÊÂ«Ì
W * N N,SING,COM,GEN „«œÊ‰
W * ADJ ADJ,SIM ﬁ—„“
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,COM,GEN ÃÂ«‰
W * V V,PRS,POS,2 Â” Ì
W * ADJ ADJ,SIM «Ê·ÌÂ
W * P P œ—
W * N N,SING,COM ‰Ÿ—
W * ADJ ADJ,INO ê—› Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM  ·”ﬂÊÅ
W * ADJ ADJ,SIM ﬁ«œ—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * N N,PL,COM,INDF «Ã—«„Ì
W * RA RA —«
W * N N,SING,COM —’œ
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON ﬂÂ
W * P P  «
W * N N,SING,NUM ç‰œ
W * N N,SING,NUM ’œ
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,TIME ”«·
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM,GEN ‘ﬂ· êÌ—Ì
W * N N,SING,COM,GEN ÃÂ«‰
W * N N,SING,COM Â” Ì
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * N N,SING,COM œ—Œ‘‘
W * V V,PA,NAR,POS,6 »ÊœÂ «‰œ
W * DELM DELM .
W * N N,SING,COM,GEN Â“Ì‰Â
W * N N,SING,NFL,GEN ”«Œ ‰
W * DET DET «Ì‰
W * N N,SING,COM  ·”ﬂÊÅ
W * N N,SING,NUM,GEN 4 / 7
W * N N,SING,NUM „Ì·Ì«—œ
W * N N,SING,CONT œ·«—
W * N N,SING,COM »—¬Ê—œ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
Sub * SUBJ SUBJ !‰Ÿ«„Ì!
W * DELM DELM #
W * N N,SING,COM,GEN ›«Ã⁄Â
W * ADJ ADJ,SIM «‰”«‰Ì
W * DELM DELM °
W * N N,SING,COM,GEN ‘«Œ
W * N N,SING,LOC,PR ¬›—Ìﬁ«
W * RA RA —«
W * N N,SING,COM  ÂœÌœ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,COM Œ»—
W * DELM DELM :
W * N N,PL,COM «„œ«œ—”«‰«‰
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN ¬Ê«—êÌ
W * N N,PL,NUM ’œÂ«
W * N N,SING,NUM Â“«—
W * N N,SING,COM,GEN €Ì—‰Ÿ«„Ì
W * N N,SING,LOC,PR «—Ì —Â
W * P P œ—
W * N N,SING,COM,GEN ÅÌ
W * N N,PL,COM,GEN Õ„·« 
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * N N,SING,LOC,PR « ÌÊÅÌ
W * CON CON Ê
W * N N,SING,COM,GEN —ÊÌ«—ÊÌÌ
W * N N,PL,NUM „Ì·ÌÊ‰Â«
W * N N,SING,COM ‰›—
W * P P œ—
W * N N,SING,COM,GEN ”—«”—
W * DET DET «Ì‰
W * N N,SING,LOC „‰ÿﬁÂ
W * P P »«
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * CON CON Ê
W * N N,SING,COM ﬁÕÿÌ
W * DELM DELM °
W * N N,SING,COM,GEN ›«Ã⁄Â
W * ADJ ADJ,SIM «‰”«‰Ì
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,COM,GEN ‘«Œ
W * N N,SING,LOC,PR ¬›—Ìﬁ«
W * RA RA —«
W * N N,SING,COM  ÂœÌœ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,PR —ÊÌ —
W * P P «“
W * N N,SING,LOC,PR «”„—Â
W * DELM DELM °
W * N N,SING,GR,GEN ﬂ„Ì Â
W * N N,PL,COM,GEN «„œ«œ—”«‰«‰
W * N N,PL,COM,GEN ¬Ê«—ê«‰
W * N N,SING,LOC,PR «—Ì —Â
W * N N,SING,COM  ’—ÌÕ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM ‰Ì„
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,COM ‰›—
W * P P «“
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY,GEN Ã„⁄Â
W * ADJ ADJ,SIM ê–‘ Â
W * CON CON Ê
W * N N,SING,ORD,GEN ¬€«“
W * N N,PL,COM,GEN œ—êÌ—Ì Â«Ì
W * N N,SING,LOC,PR «—Ì —Â
W * CON CON Ê
W * N N,SING,LOC,PR « ÌÊÅÌ
W * P P «“
W * N N,SING,LOC Œ«‰Â
W * CON CON Ê
W * N N,SING,LOC,GEN ﬂ«‘«‰Â
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SIM ¬Ê«—Â
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM .
W * N N,PL,COM,GEN „”∆Ê·«‰
W * DET DET «Ì‰
W * N N,SING,GR ﬂ„Ì Â
W * V V,PA,SIM,POS,6 ê› ‰œ
W * DELM DELM °
W * N N,SING,COM Ã‰ê
W * P P œ—
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * ADJ ADJ,SUP ›ﬁÌ— —Ì‰
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * N N,SING,COM ÃÂ«‰
W * DELM DELM °
W * N N,PL,COM,GEN ⁄„·Ì« 
W * N N,SING,COM «„œ«œ—”«‰Ì
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ«Â‘
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * P P »«
W * N N,SING,COM „‘ﬂ·
W * ADJ ADJ,SIM „Ê«ÃÂ
W * ADJ ADJ,INO ”«Œ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR »Ì·
W * N N,SING,PR ﬂ·Ì‰ Ê‰
W * N N,SING,COM,GEN —∆Ì” Ã„ÂÊ—Ì
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * N N,SING,COM,GEN Ã‰ê
W * P P,GEN „Ì«‰
W * N N,SING,LOC,PR «—Ì —Â
W * CON CON Ê
W * N N,SING,LOC,PR « ÌÊÅÌ
W * RA RA —«
W * ADJ ADJ,SIM »Ì „⁄‰Ì
W * N N,SING,COM –ﬂ—
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM °
W * N N,PL,COM  ·«‘Â«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »—ﬁ—«—Ì
W * N N,SING,COM ’·Õ
W * N N,SING,COM «œ«„Â
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,SING,PR ÂÌÊÅ«—„—
W * P P «“
W * N N,SING,COM,GEN „ƒ””Â
W * ADJ ADJ,SIM,GEN ¬„—Ìﬂ«ÌÌ
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,COM —‘œ
W * CON CON Ê
W * N N,SING,COM  Ê”⁄Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN ê” —‘
W * N N,SING,COM,GEN »Õ—«‰
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * CON CON Ê
W * N N,SING,COM ﬁÕÿÌ
W * DELM DELM °
W * N N,SING,COM «Õ „«·
W * V V,PRS,POS,3 „Ì —Êœ
W * N N,SING,COM,GEN »Õ—«‰
W * N N,SING,COM ê—”‰êÌ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC „‰ÿﬁÂ
W * P P œ—
W * N N,SING,COM „ﬁ«Ì”Â
W * P P »«
W * N N,SING,COM,GEN ê—”‰êÌ
W * N N,SING,LOC,PR « ÌÊÅÌ
W * P P œ—
W * N N,PL,TIME,GEN ”«·Â«Ì
W * N N,SING,NUM 1984
W * CON CON Ê
W * N N,SING,NUM 1985
W * N N,PL,COM,GEN «»⁄«œ
W * ADJ ADJ,CMPR,INDF ê” —œÂ  —Ì
W * ADJ ADJ,SIM ÅÌœ«
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,NUM 8
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,COM ‰›—
W * P P œ—
W * N N,SING,LOC,PR « ÌÊÅÌ
W * P P œ—
W * N N,SING,COM,GEN „⁄—÷
W * N N,SING,COM,GEN Œÿ—
W * N N,SING,COM ê—”‰êÌ
W * CON CON Ê
W * N N,SING,COM »Ì„«—Ì
W * N N,SING,COM ﬁ—«—
W * V V,PA,NAR,POS,6 ê—› Â «‰œ
W * CON CON Ê
W * DET DET Â„Ì‰
W * N N,SING,GR  ⁄œ«œ
W * P P «“
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * CON CON Ê
W * N N,PL,COM,GEN ‰«¬—«„Ì Â«Ì
W * ADJ ADJ,SIM „‰ÿﬁÂ «Ì
W * N N,SING,COM ¬”Ì»
W * V V,PA,NAR,POS,6 œÌœÂ «‰œ
W * DELM DELM .
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „”∆Ê·
W * N N,SING,GR,GEN ﬂ„Ì Â
W * N N,SING,COM,GEN «„œ«œ—”«‰Ì
W * N N,SING,LOC,PR «—Ì —Â
W * P P œ—
W * N N,SING,LOC,PR «”„—Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P œ—
W * N N,SING,COM,GEN ÅÌ
W * N N,SING,COM,GEN  Â«Ã„
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * N N,SING,LOC,PR « ÌÊÅÌ
W * P P »Â
W * N N,SING,COM,GEN Œ«ﬂ
W * N N,SING,LOC,PR «—Ì —Â
W * DELM DELM °
W * N N,SING,NUM 550
W * N N,SING,NUM Â“«—
W * N N,SING,COM ‘Â—Ê‰œ
W * P P «“
W * N N,SING,LOC Œ«‰Â
W * CON CON Ê
W * N N,SING,LOC,GEN ﬂ«‘«‰Â
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,SIM ¬Ê«—Â
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ”Œ‰êÊÌ
W * N N,SING,COM,GEN »—‰«„Â
W * N N,SING,COM,GEN  €–ÌÂ
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,PL,COM «Ê÷«⁄
W * P P œ—
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,COM,GEN ‘«Œ
W * N N,SING,LOC,PR ¬›—Ìﬁ«
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM Œÿ—‰«ﬂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,personal,PL,1 „«
W * QUA QUA,GEN  „«„
W * N N,SING,COM,GEN  ·«‘
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «‰ ﬁ«·
W * N N,SING,COM €–«
W * CON CON Ê
W * N N,PL,COM,GEN ﬂ„ﬂÂ«Ì
W * ADJ ADJ,SIM «‰”«‰Ì
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,LOC „‰ÿﬁÂ
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,AUX,FEA,POS,4 ŒÊ«ÂÌ„
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * N N,SING,LOC,PR —Ê”ÌÂ
W * DELM DELM °
W * N N,SING,DAY,GEN Å‰Ã‘‰»Â
W * ADJ ADJ,SIM ê–‘ Â
W * ADJ ADJ,SIM,GEN ŒÊ«” «—
W * N N,PL,COM,GEN „–«ﬂ—« 
W * N N,SING,COM ’·Õ
W * P P,GEN „Ì«‰
W * N N,SING,LOC,PR « ÌÊÅÌ
W * CON CON Ê
W * N N,SING,LOC,PR «—Ì —Â
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P «“
W * N N,SING,COM,GEN „Ê«›ﬁ 
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR,GEN „··
W * ADJ ADJ,SIM „ Õœ
W * P P »«
W * N N,SING,COM,GEN  Õ—Ì„
W * ADJ ADJ,SIM,GEN  ”·ÌÕ« Ì
W * N N,SING,LOC,PR «—Ì —Â
W * CON CON Ê
W * N N,SING,LOC,PR « ÌÊÅÌ
W * P P  «
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM 12
W * N N,SING,TIME „«Â
W * N N,SING,COM «” ﬁ»«·
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
Sub * SUBJ SUBJ !«œ»Ì!
W * N N,SING,PR ¬·„«—Ê»‰”
W * CON CON Ê
W * N N,SING,PR ”⁄œÌ
W * P P »«
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „œ 
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * P P «“
W * N N,SING,COM,GEN ⁄„—
W * N N,SING,COM «œ»Ì« 
W * P P œ—
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * N N,SING,LOC,PR,GEN ¬„—Ìﬂ«Ì
W * ADJ ADJ,SIM ·« Ì‰
W * V V,PRS,NEG,3 ‰„Ì ê–—œ
W * DELM DELM °
W * CON CON «„«
W * P P «“
W * ADJ ADJ,CMPR «—“‰œÂ  —Ì‰
W * N N,PL,COM,GEN —‘ Â Â«Ì
W * N N,SING,COM «œ»Ì« 
W * P P œ—
W * N N,SING,COM,GEN ÃÂ«‰
W * ADJ ADJ,SIM ﬂ‰Ê‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ÊÃÂ
W * ADJ ADJ,SIM,GEN „‘Œ’
W * DET DET «Ì‰
W * N N,SING,COM «œ»Ì« 
W * DELM DELM °
W * ADJ ADJ,CMPR «⁄„
W * P P «“
W * N N,SING,COM ‰Ÿ„
W * CON CON Ê
W * N N,SING,COM ‰À—
W * CON CON Ê
W * N N,SING,COM —„«‰
W * CON CON Ê
W * N N,SING,COM €Ì—Â
W * DELM DELM °
W * N N,SING,COM Õ—«— 
W * CON CON Ê
W * N N,SING,COM ÂÌÃ«‰
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN «’ÿ·«Õ
W * ADJ ADJ,SIM Œ«—ÃÌ
W * N N,SING,COM,GEN œÌ‰«„Ì”„
W * ADJ ADJ,SIM,INDF Œ«’Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * PRO PRO,DEMO,PL ¬‰Â«
W * ADJ ADJ,SIM ‰Â› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »«
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * N N,PL,COM “‰«‰
W * P P «“
W * N N,SING,COM,GEN ·Õ«Ÿ
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * P P œ—
W * N N,SING,LOC,PR,GEN ¬„—Ìﬂ«Ì
W * ADJ ADJ,SIM ·« Ì‰
W * N N,SING,COM,GEN —‘œ
W * ADJ ADJ,SIM,INDF ç‰œ«‰Ì
W * V V,PA,NAR,NEG,6 ‰ﬂ—œÂ «‰œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN Å«Ì
W * N N,PL,COM,GEN Â„ Ã‰”«‰
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * N N,SING,LOC,PR «—ÊÅ«
W * V V,PA,NAR,NEG,6 ‰—”ÌœÂ «‰œ
W * DELM DELM °
W * N N,SING,COM,GEN ‰”» 
W * N N,PL,COM ‘«⁄—Â Â«
W * CON CON Ê
W * N N,PL,COM,GEN “‰«‰
W * ADJ ADJ,SIM ‰ÊÌ”‰œÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,LOC ﬂ‘Ê—Â«
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM,GEN Ã«Ì
W * ADJ ADJ,SIM,GEN œÌê—
W * N N,SING,COM ÃÂ«‰
W * ADJ ADJ,CMPR »Ì‘ —
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADV ADV,GENR,SIM ‘«Ìœ
W * DET DET «Ì‰
W * N N,SING,COM ‰ﬂ Â
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM çÌ“
W * P P »Â
W * N N,SING,COM,GEN —ÊÕ
W * ADJ ADJ,SIM Å—Õ—«— 
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ⁄«‘ﬁ ÅÌ‘Â
W * DET DET «Ì‰
W * N N,PL,COM “‰«‰
W * ADJ ADJ,SIM „—»Êÿ
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,SING,PR ¬·„«—Ê»‰”
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‘«⁄—Â
W * ADJ ADJ,SIM,GEN „⁄«’—
W * N N,SING,COM,GEN ”—“„Ì‰
W * N N,SING,LOC,PR Å— Ê—ÌﬂÊ
W * P P «“
W * N N,SING,LOC,PR,GEN ¬„—Ìﬂ«Ì
W * ADJ ADJ,SIM ·« Ì‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * CON CON Ê
W * N N,SING,COM ŒÊ«Â—
W * ADJ ADJ,CMPR,AFF,3 ﬂÊçﬂ —‘
W * N N,PL,TIME ”«·Â«
W * P P »Â
W * N N,SING,COM,GEN ›⁄«·Ì 
W * ADJ ADJ,SIM «œ»Ì
W * V V,PA,SIM,POS,6 Å—œ«Œ ‰œ
W * CON CON Ê
W * N N,SING,NUM ç‰œÌ‰
W * SPEC SPEC „Ã„Ê⁄Â
W * N N,SING,COM ‘⁄—
W * N N,SING,COM «‰ ‘«—
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * CON CON ﬂÂ
W * ADJ ADJ,SUP,GEN »Â —Ì‰
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,GEN „Ã„Ê⁄Â
W * N N,SING,SURN,GEN Œ«‰„
W * N N,SING,PR ¬·„«—Ê»‰”
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,PL,TIME ”«·Â«
W * ADJ ADJ,SIM ÅÌ‘
W * ADJ ADJ,SIM „‰ ‘—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN ﬁÿ⁄Â
W * ADJ ADJ,SIM,GEN “Ì»«Ì
W * DELM DELM "
W * P P »Â
W * N N,SING,PR ”⁄œÌ
W * DELM DELM "
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM „Ã„Ê⁄Â
W * N N,SING,COM «‰ Œ«»
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  —Ã„Â
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM “Ì—
W * V V,PRS,POS,5 „Ì ŒÊ«‰Ìœ
W * DELM DELM :
W * P P »Â
W * N N,SING,PR ”⁄œÌ
W * DELM DELM :
W * PRO PRO,personal,SING,1 „‰
W * CON CON Ê
W * PRO PRO,personal,SING,2  Ê
W * PRO PRO,REC ÌﬂœÌê—
W * RA RA —«
W * P P œ—
W * N N,SING,COM,INDF ”—“„Ì‰Ì
W * ADJ ADJ,SIM œÊ—œ” 
W * CON CON ﬂÂ
W * N N,SING,COM,INDF ¬› «»Ì
W * ADJ ADJ,SIM ê—„
W * CON CON Ê
W * N N,SING,COM,INDF ›÷«ÌÌ
W * ADJ ADJ,SIM ⁄ÿ—¬êÌ‰
W * CON CON Ê
W * N N,PL,LOC,INDF Å—” ‘ê«ÂÂ«∆Ì
W * ADJ ADJ,SIM Å—”«ÌÂ
W * CON CON Ê
W * N N,PL,COM,INDF ‰ﬁ‘ Ê‰ê«—Â«∆Ì
W * ADJ ADJ,SIM —‰ê«—‰ê
W * V V,PRS,POS,3 œ«—œ
W * V V,PA,SIM,POS,4 ‘‰«Œ Ì„
W * DELM DELM .
W * ADV ADV,GENR,SIM ‘«Ìœ
W * P P œ—
W * DET DET ¬‰
W * N N,SING,COM Â‰ê«„
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM,GEN ›—‘ Â
W * ADJ ADJ,SIM,GEN «·Â«„»Œ‘
W * N N,SING,COM,GEN ÿ»⁄
W * ADJ ADJ,SIM,GEN ‘«⁄—«‰ÂÒ
W * PRO PRO,personal,SING,2  Ê
W * V V,PA,SIM,POS,1 »Êœ„
W * CON CON Ê
W * QUA QUA Â—
W * N N,SING,COM,INDF “„«‰Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ⁄ÿ—
W * N N,PL,COM,GEN ê·Â«Ì
W * N N,SING,COM,GEN ‘⁄—
W * PRO PRO,personal,SING,2  Ê
W * RA RA —«
W * ADV ADV,GENR,EXM çÊ‰
W * N N,SING,COM,GEN “Ì»«∆Ì
W * N N,SING,COM,GEN ”ÅÌœÂÒ
W * ADJ ADJ,SIM,GEN ·ÿÌ›
W * N N,SING,TIME »«„œ«œÌ
W * N N,SING,COM «Õ”«”
W * V V,PA,PRG,POS,1 „Ì ﬂ—œ„
W * DELM DELM °
W * N N,PL,COM,AFF,1 œÌœê«‰„
W * P P «“
W * N N,SING,COM,INDF Œ·”Â «Ì
W * ADJ ADJ,SIM —ŒÊ  “«
W * P P »—
W * PRO PRO,REC Â„
W * ADJ ADJ,INO ‰Â«œÂ
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM .
W * PRO PRO,personal,SING,1 „‰
W * CON CON Ê
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM,INDF œÌ—“„«‰Ì
W * ADJ ADJ,SIM ÅÌ‘
W * PRO PRO,REC ÌﬂœÌê—
W * RA RA —«
W * V V,PA,SIM,POS,4 ‘‰«Œ Ì„
W * CON CON Ê
W * P P »«
W * PRO PRO,REC Â„
W * V V,PA,SIM,POS,4 “Ì” Ì„
W * DELM DELM .
W * P P »«
W * PRO PRO,REC Â„
W * N N,SING,COM,GEN ‰€„Â
W * N N,SING,COM €„
W * N N,SING,COM ”—
W * V V,PA,SIM,POS,4 œ«œÌ„
W * CON CON Ê
W * N N,SING,COM,INDF Ì«œÌ
W * P P «“
W * N N,PL,COM,GEN —Ê“ê«—«‰
W * N N,SING,COM ê–‘ Â
W * V V,PA,SIM,POS,4 ﬂ—œÌ„
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN «„Ìœ
W * N N,SING,TIME,INDF ›—œ«∆Ì
W * ADJ ADJ,SIM ”⁄«œ  »Œ‘
W * V V,PA,SIM,POS,4 ‰‘” Ì„
W * DELM DELM .
W * ADV ADV,GENR,SIM ‘«Ìœ
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM,INDF Ã«„Ì
W * P P «“
W * N N,SING,COM,GEN ‘—«»
W * N N,SING,COM,GEN »“„
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * PRO PRO,personal,SING,1 „‰
W * V V,PA,SIM,POS,2 ‰Ê‘«‰œÌ
W * CON CON Ê
W * N N,PL,COM,GEN Ã«„Â Â«Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * P P »—
W * N N,SING,COM,AFF,1  ‰„
W * V V,PA,SIM,POS,2 ﬂ—œÌ
W * CON CON Ê
W * N N,PL,COM,INDF œ—Â«∆Ì
W * RA RA —«
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,INDF œ—ÃÂ «Ì
W * PRO PRO,R,XOD ŒÊÌ‘
W * V V,PA,SIM,POS,2 œ«‘ Ì
W * P P »Â
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM «—„€«‰
W * V V,PA,SIM,POS,2 œ«œÌ
W * CON CON Ê
W * N N,SING,ORD,INDF “‰ÃÌ—Ì
W * RA RA —«
W * CON CON ﬂÂ
W * P P »—
W * N N,SING,COM Å«Ì
W * V V,PA,SIM,POS,1 œ«‘ „
