Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * PRO PRO,personal,PL,1 „«
W * P P »Â
W * PRO PRO,personal,PL,3 ¬‰«‰
W * N N,SING,COM,GEN —éÌ„
W * N N,SING,COM ·«€—Ì
W * N N,SING,COM  Ê’ÌÂ
W * V V,PRS,NEG,4 ‰„Ì ﬂ‰Ì„
W * DELM DELM °
W * CON CON »·ﬂÂ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN —éÌ„
W * ADJ ADJ,SIM „‰«”»
W * RA RA —«
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,3 ¬‰«‰
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM,GEN  ⁄«œ·
W * ADJ ADJ,SIM €–«ÌÌ
W * CON CON ﬂÂ
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ŒÊ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM °
W * N N,SING,COM Œ«—Ã
W * V V,SUB,POS,3 ”«“œ
W * DELM DELM °
W * N N,SING,COM  Ê’ÌÂ
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * DELM DELM .
W * DELM DELM #
W * N N,SING,COM,GEN ¬„Ê“‘
W * N N,PL,COM,GEN «’Ê·
W * N N,PL,COM,GEN —éÌ„Â«Ì
W * ADJ ADJ,SIM,GEN €–«ÌÌ
W * N N,SING,COM Å«ÌÂ
W * P P »Â
W * N N,PL,COM,GEN ”Œ‰«‰
W * N N,PL,COM »“—ê«‰
W * DELM DELM #
W * V V,IMP,POS,2 »ﬂÊ‘
W * CON CON ﬂÂ
W * ADJ ADJ,SIM Å” 
W * N N,SING,COM Â„ 
W * V V,SUB,NEG,2 ‰»«‘Ì
W * DELM DELM °
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM,INDF çÌ“Ì
W * V V,PA,NAR,NEG,1 ‰œÌœÂ «„
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ﬁœ—
W * N N,SING,COM «‰”«‰
W * RA RA —«
W * ADV ADV,deg,CMPR »Ì‘ —
W * ADJ ADJ,SIM ﬂÊçﬂ
W * V V,SUB,POS,3 ‰„«Ìœ
W * P P «“
W * N N,SING,COM Å”  Â„ Ì
W * DELM DELM .
W * N N,SING,SURN,GEN Õ÷— 
W * N N,SING,PR ⁄·Ì
W * DELM DELM :
W * N N,PL,COM ‘«⁄—«‰
W * N N,PL,COM,GEN ê·Â«Ì
W * ADJ ADJ,SIM,GEN ”—”»œ
W * N N,PL,COM,GEN «‰”«‰Â«Ì
W * ADJ ADJ,SIM ŒÊ»
W * CON CON Ê
W * ADJ ADJ,SIM Å—«—“‘
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,SING,PR  «êÊ—
W * DELM DELM :
W * IF IF «ê—
W * P P »Â
W * N N,SING,COM —«Â
W * N N,SING,COM Œÿ«
W * V V,SUB,POS,2 —› Ì
W * DELM DELM °
W * P P «“
W * N N,SING,COM »—ê‘ ‰
W * V V,IMP,NEG,2 „ —”
W * DELM DELM .
W * N N,SING,PR ﬂ‰›Ê”ÌÊ”
W * DELM DELM :
W * P P »Â
W * N N,SING,COM ê—”‰êÌ
W * N N,SING,COM „—œ‰
W * ADJ ADJ,CMPR »Â —
W * CON CON ﬂÂ
W * N N,SING,COM ‰«‰
W * N N,PL,COM ›—Ê„«Ìê«‰
W * N N,SING,NFL ŒÊ—œ‰
W * DELM DELM .
W * N N,SING,PR ”⁄œÌ
W * DELM DELM ‹
W * N N,SING,COM ¬œ„
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,INDF „Œ·ÊﬁÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * V V,PRS,NEG,3 ‰„Ì ŒÊ«Âœ
W * PRO PRO,DEMO,SING Â„«‰
W * V V,SUB,POS,3 »«‘œ
W * CON CON ﬂÂ
W * V V,PRS,POS,3 Â” 
W * DELM DELM .
W * N N,SING,PR ¬·»—
W * N N,SING,PR ﬂ«„Ê
W * N N,SING,COM ‰«‰
W * CON CON Ê
W * N N,PL,GR,AFF,6 Œ«‰Ê«œÂ Â«Ì‘«‰
W * DELM DELM °
W * QUA QUA,GEN «€·»
W * N N,PL,COM «Êﬁ« 
W * N N,SING,COM ﬂ›«Ì 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON  «
W * QUA QUA Â„Â
W * N N,SING,COM çÌ“
W * P P »Â
W * N N,SING,COM ‰Ÿ„
W * V V,SUB,POS,3 »«“ê—œœ
W * DELM DELM .
W * N N,SING,COM ç«ﬁÌ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM »Ì„«—Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Êﬁ Ì
W * CON CON ﬂÂ
W * ADJ ADJ,SIM ⁄«—÷
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * CON CON,COMP Ã“
W * P P œ—
W * N N,SING,NUM 52
W * P P  «
W * N N,SING,NUM 30
W * N N,SING,COM,GEN œ—’œ
W * N N,PL,COM «Êﬁ« 
W * N N,SING,COM „⁄«·ÃÂ
W * V V,AUX,FEA,NEG,3 ‰ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * P P œ—
W * N N,PL,COM,GEN „‘ﬂ·« 
W * ADJ ADJ,SIM —Ê«‰Ì
W * DELM DELM °
W * N N,PL,COM,GEN Œÿ—« 
W * N N,SING,COM,GEN „’—›
W * N N,PL,COM œ«—ÊÂ«
W * ADJ ADJ,SIM €Ì—ﬁ«»· «€„«÷
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,SING,SURN œﬂ —
W * N N,SING,PR  Ê‰Ì«‰
W * P P »Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN  ÕﬁÌﬁ
W * ADJ ADJ,SIM ¬„—Ìﬂ«ÌÌ
W * N N,SING,COM «‘«—Â
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * P P »—
W * N N,SING,COM,GEN «”«”
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * N N,SING,COM «„Ìœ
W * P P »Â
W * N N,SING,COM,GEN “‰œêÌ
W * N N,PL,COM,GEN Å”—Â«Ì
W * ADJ ADJ,SIM,GEN ç«ﬁ
W * N N,PL,COM,GEN ”‰Ì‰
W * N N,SING,NUM 13
W * P P  «
W * N N,SING,NUM 18
W * N N,SING,TIME ”«·
W * DELM DELM °
W * ADV ADV,deg,SIM  ﬁ—Ì»«
W * P P,GEN ÿÌ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM œÊ—Â
W * P P «“
W * N N,PL,TIME,GEN ”«·Â«Ì
W * N N,SING,COM “‰œêÌ
W * N N,SING,COM ﬂ«Â‘
W * V V,PRS,POS,3 „Ì Ì«»œ
W * CON CON Ê
W * ADJ ADJ,CMPR »Ì‘ —
W * P P «“
W * PRO PRO,INDF,SING Â„Â
W * DELM DELM °
W * N N,SING,COM,GEN Œÿ—
W * N N,PL,COM « ›«ﬁ« 
W * CON CON Ê
W * N N,PL,COM,GEN ’œ„« 
W * ADJ ADJ,SIM,GEN ⁄—ÊﬁÌ
W * ADJ ADJ,SIM ﬁ·»Ì
W * CON CON Ê
W * ADJ ADJ,SIM „€“Ì
W * P P,GEN »—«Ì
W * PRO PRO,personal,PL,3 ¬‰«‰
W * N N,SING,COM ÊÃÊœ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,PL,COM œŒ —«‰
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN œ·Ì·
W * ADJ ADJ,SIM ÂÊ—„Ê‰Ì
W * DELM DELM °
W * ADJ ADJ,CMPR »Ì‘ —
W * P P œ—
W * N N,SING,PR «„«‰
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * ADJ ADJ,SIM,GEN «÷«›Â
W * N N,SING,COM Ê“‰
W * DELM DELM °
W * CON CON Â„ç‰Ì‰
W * DELM DELM °
W * N N,SING,COM,GEN ⁄· 
W * ADJ ADJ,SIM,GEN «’·Ì
W * N N,SING,COM,GEN »—Ê“
W * QUA QUA »—ŒÌ
W * P P «“
W * N N,SING,COM,GEN  €ÌÌ—
W * N N,PL,COM,GEN ‘ﬂ·Â«Ì
W * N N,SING,COM «” ŒÊ«‰ »‰œÌ
W * ADV ADV,GENR,EXM,GEN ‰ŸÌ—
W * N N,SING,COM,GEN «‰Õ—«›
W * N N,SING,COM,GEN ” Ê‰
W * N N,PL,COM „Â—Â Â«
W * DELM DELM °
W * N N,SING,COM,GEN  €ÌÌ—
W * N N,SING,COM,GEN ‘ﬂ·
W * N N,SING,COM ﬂ›·
W * CON CON Ê
W * N N,SING,COM “«‰Ê
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * N N,SING,SURN œﬂ —
W * N N,SING,PR  Ê‰Ì«‰
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * N N,SING,NUM 82
W * MS MS %
W * P P «“
W * N N,PL,COM,INDF ç«ﬁÂ«ÌÌ
W * CON CON ﬂÂ
W * P P «“
W * PRO PRO,personal,PL,3 ¬‰«‰
W * N N,SING,COM ’Õ» 
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * P P œ—
W * N N,SING,COM,GEN Â‰ê«„
W * N N,SING,COM »·Ê€
W * ADJ ADJ,SIM ·«€—
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * N N,SING,NUM 27
W * MS MS %
W * N N,SING,COM »«ﬁÌ
W * V V,PRS,POS,6 „Ì „«‰‰œ
W * CON CON ﬂÂ
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF ﬂ«—Ì
W * V V,PRS,NEG,4 ‰„Ì  Ê«‰Ì„
W * P P,AFF,6 »—«Ì‘«‰
W * V V,SUB,POS,4 »ﬂ‰Ì„
W * DELM DELM °
W * V V,AUX,NIN,POS »«Ìœ
W * ADJ ADJ,SIM ÃœÌ
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ›ﬂ—
W * V V,SUB,POS,4 ﬂ‰Ì„
W * DELM DELM !
W * P P »Â
W * QUA QUA Â—
W * N N,SING,COM Õ«·
W * DELM DELM °
W * PRO PRO,personal,PL,1 „«
W * N N,PL,COM,INDF Ê«·œÌ‰Ì
W * ADJ ADJ,SIM „Õ «ÿ
W * CON CON Ê
W * ADJ ADJ,SIM ”—‘«—
W * P P «“
W * N N,SING,COM „Õ» 
W * V V,PRS,POS,4 Â” Ì„
W * DELM DELM .
W * ADJ ADJ,SIM ›—«„Ê‘
W * V V,SUB,NEG,4 ‰ﬂ‰Ì„
W * CON CON ﬂÂ
W * N N,SING,COM ç«ﬁÌ
W * ADV ADV,GENR,SIM  ‰Â«
W * P P œ—
W * N N,PL,COM «⁄·«‰ÌÂ Â«
W * V V,PRS,NEG,3 ‰„Ì ¬Ìœ
W * DELM DELM !
W * QUA QUA »—ŒÌ
W * N N,PL,COM,GEN ‘—«Ìÿ
W * N N,SING,COM,GEN Œÿ—
W * N N,SING,COM,GEN ›—“‰œ
W * ADJ ADJ,SIM ”«·«—
W * DELM DELM :
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM ›—“‰œ
W * DELM DELM °
W * N N,SING,COM,GEN ›—“‰œ
W * ADJ ADJ,ORD ¬Œ—
W * DELM DELM °
W * CON CON Ì«
W * N N,SING,COM,INDF ﬂÊçÊ·ÊÌÌ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ›ﬁÿ
W * P P »Â
W * N N,SING,COM Ê”Ì·Â
W * N N,SING,COM,AFF,3 „«œ—‘
W * ADJ ADJ,SIM »“—ê
W * ADJ ADJ,INO ‘œÂ
W * V V,SUB,POS,3 »«‘œ
W * DET DET «Ì‰
W * N N,PL,COM ﬂÊœﬂ«‰
W * ADV ADV,deg,SIM €«·»«
W * ADJ ADJ,SIM ç«ﬁ
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM °
W * CON CON çÊ‰
W * N N,PL,COM,GEN ⁄Ê«„·
W * ADJ ADJ,SIM,GEN ⁄«ÿ›Ì
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * P P,GEN »—«Ì
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,COM Õœ
W * N N,SING,NFL ŒÊ—«‰œ‰
W * P P »Â
W * PRO PRO,personal,PL,3 ¬‰«‰
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * CON CON Ì«
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Â„»«“Ì
W * ADJ ADJ,CMPR,INDF ﬂ„ —Ì
W * V V,PRS,POS,6 œ«—‰œ
W * CON CON ﬂÂ
W * V V,SUB,POS,6 » Ê«‰‰œ
W * N N,SING,COM Ã‰» ÊÃÊ‘
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,6 »«‘‰œ
W * DELM DELM .
W * N N,SING,COM,INDF ﬂÊœﬂÌ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM „ √À—
W * P P «“
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‘Êﬂ
W * ADJ ADJ,SIM —Ê«‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM _
W * ADJ ADJ,SIM ‰«Ì«»
W * V V,PRS,NEG,6 ‰Ì” ‰œ
W * N N,PL,COM,INDF ﬂÊœﬂ«‰Ì
W * CON CON ﬂÂ
W * N N,SING,COM,INDF „‘ﬂ·Ì
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM °
W * ADV ADV,GENR,SIM Õ Ì
W * P P œ—
W * N N,PL,COM,GEN ”‰Ì‰
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM Å«ÌÌ‰
W * DELM DELM °
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * N N,SING,COM Ã»—«‰
W * P P »Â
W * N N,SING,COM €–«
W * N N,SING,COM Å‰«Â
W * V V,PRS,POS,6 „Ì »—‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ›—“‰œ
W * ADJ ADJ,SIM «—‘œ
W * DELM DELM _
W * IF IF «ê—
W * P P »Â
W * N N,SING,COM,GEN Œ«ÿ—
W * N N,PL,COM ﬂÊçﬂ —Â«
W * ADV ADV,deg,SIM ﬂ„Ì
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM Ê«ê–«‘ êÌ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM °
W * PRO PRO,personal,SING,3 «Ê
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,COM ⁄Ê÷
W * N N,SING,COM «„ﬂ«‰
W * V V,PRS,POS,3 œ«—œ
W * N N,SING,COM ⁄·«ﬁÂ
W * P P »Â
W * N N,PL,COM €–«Â«
W * RA RA —«
W * ADJ ADJ,SIM Ã«Ìê“Ì‰
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM,INDF ﬂÊœﬂÌ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ›⁄«·Ì 
W * ADJ ADJ,SIM,GEN »œ‰Ì
W * ADJ ADJ,SIM,INDF ﬂ„Ì
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM,INDF ﬂÊœﬂÌ
W * P P »Â
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM ç«ﬁÌ
W * V V,PRS,POS,3 „Ì —Êœ
W * DELM DELM .
W * N N,SING,COM ›⁄«·Ì 
W * N N,SING,NFL ﬂ—œ‰
W * DELM DELM °
W * N N,SING,COM,GEN ﬂ„Ì
W * N N,PL,COM  —Ì ê·”Ì—ÌœÂ«
W * CON CON Ê
W * N N,PL,COM ç—»ÌÂ«
W * RA RA —«
W * P P »Â
W * ADJ ADJ,SIM Â„—«Â
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * CON CON Ê
W * PRO PRO,INDF,SING œÌê—
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * DELM DELM °
W * ADV ADV,GENR,SIM »Â ‰œ— 
W * N N,PL,COM,GEN «Œ ·«·« 
W * ADJ ADJ,SIM ÂÊ—„Ê‰Ì
W * N N,SING,COM,GEN œ·Ì·
W * ADJ ADJ,SIM «÷«›Â
W * N N,SING,COM Ê“‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN œ—’œ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM,INDF ‰«çÌ“Ì
W * P P «“
W * N N,SING,COM ç«ﬁÌ
W * ADJ ADJ,SIM ‰«‘Ì
W * P P «“
W * N N,PL,COM,GEN €œœ
W * ADJ ADJ,SIM,GEN „ —‘ÕÂ
W * ADJ ADJ,SIM œ«Œ·Ì
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,PL,COM,GEN ÅéÊÂ‘ê—«‰
W * ADJ ADJ,SIM ›‰·«‰œÌ
W * V V,PA,NAR,POS,6 œ—Ì«› Â «‰œ
W * CON CON ﬂÂ
W * N N,PL,COM,GEN »«ﬂ —ÌÂ«Ì
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM,INDF ﬂÊçﬂÌ
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,INDF ÅÊ” Â «Ì
W * P P «“
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „⁄œ‰Ì
W * V V,PRS,POS,6 „Ì ”«“‰œ
W * DELM DELM °
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * N N,SING,COM,GEN ⁄«„·
W * N N,SING,COM,GEN »—Ê“
W * N N,SING,COM,GEN ”‰ê
W * N N,SING,COM ﬂ·ÌÂ
W * V V,SUB,POS,6 ‘Ê‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,PL,COM »«ﬂ —ÌÂ«
W * P P œ—
W * N N,SING,COM,GEN ”—„
W * N N,SING,COM,GEN ŒÊ‰
W * N N,SING,COM «‰”«‰
W * CON CON Ê
W * CON CON ‰Ì“
W * P P œ—
W * N N,PL,COM,GEN ”‰êÂ«Ì
W * ADJ ADJ,SIM ﬂ·ÌÊÌ
W * V V,PA,SIM,POS,3 Ì«› 
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * N N,PL,COM „ÕﬁﬁÌ‰
W * V V,PA,NAR,POS,6 œ—Ì«› Â «‰œ
W * DELM DELM °
W * N N,PL,COM,GEN ÅÊ” Â Â«Ì
W * ADJ ADJ,SIM,GEN „⁄œ‰Ì
W * DET DET «Ì‰
W * N N,PL,COM »«ﬂ —ÌÂ«
W * P P «“
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM „«œÂ
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,COM «” ŒÊ«‰Â«
W * CON CON Ê
W * N N,PL,COM œ‰œ«‰Â«
W * CON CON ‰Ì“
W * V V,PA,SIM,POS,3 Ì«› 
W * V V,PRS,POS,3 „Ì ‘Êœ
W * ADJ ADJ,INO ”«Œ Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN œ«‰‘„‰œ«‰
W * ADJ ADJ,SIM ›‰·«‰œÌ
W * P P,GEN ÿÌ
W * N N,SING,COM,INDF ê“«—‘Ì
W * P P œ—
W * N N,SING,COM,GEN ‰‘—ÌÂÒ
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,PL,COM ⁄·Ê„
W * V V,PA,SIM,POS,6 ‰Ê‘ ‰œ
W * DELM DELM °
W * PRO PRO,DEMO,SING «Ì‰
W * ADJ ADJ,SUP ﬂÊçﬂ —Ì‰
W * N N,SING,COM »«ﬂ —Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN œÌÊ«—ÂÒ
W * ADJ ADJ,SIM ”·Ê·Ì
W * V V,PRS,POS,3 œ«—œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM  «“êÌ
W * P P œ—
W * N N,SING,COM,GEN ŒÊ‰
W * N N,SING,COM «‰”«‰
W * CON CON Ê
W * N N,SING,COM ê«Ê
W * N N,SING,COM ﬂ‘›
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Êﬁ Ì
W * N N,SING,COM,GEN ”—„
W * N N,SING,COM ŒÊ‰
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN „œ 
W * ADJ ADJ,SIM,INDF ﬂÊ «ÂÌ
W * P P œ—
W * N N,SING,COM,GEN ·Ê·Â
W * N N,SING,COM ¬“„«Ì‘
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«œÂ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM °
W * N N,PL,COM »«ﬂ —ÌÂ«
W * P P œ—
W * N N,SING,COM,GEN  Â
W * N N,SING,COM,GEN ·Ê·Â
W * N N,SING,COM ‰‘” 
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * CON CON ”Å”
W * P P »Â
W * N N,SING,COM ”—⁄ 
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ÅÊ” ÂÒ
W * ADJ ADJ,SIM ÷ŒÌ„
W * N N,SING,COM  ‘ﬂÌ·
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * DELM DELM .
W * N N,PL,COM,GEN Õ›«ŸÂ«Ì
W * N N,SING,COM ¬Å« Ì 
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * N N,SING,LOC,GEN „Õ·
W * N N,SING,COM,GEN «ﬁ«„ 
W * DET DET «Ì‰
W * N N,PL,COM,GEN „ÊÃÊœ« 
W * ADJ ADJ,SIM,GEN ﬂÊçﬂ
W * ADJ ADJ,SIM –—Â »Ì‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,SING,COM,GEN ‰ﬁÿÂ
W * N N,SING,COM,GEN ‘—Ê⁄
W * N N,SING,COM,GEN  ‘ﬂÌ·
W * N N,SING,COM,GEN ”‰ê
W * N N,SING,COM ﬂ·ÌÂ
W * V V,SUB,POS,3 »«‘œ
W * CON CON ﬂÂ
W * N N,SING,COM ·«ÌÂ
W * N N,SING,COM ·«ÌÂ
W * ADJ ADJ,INO ”«Œ Â
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,INDF «„—Ì
W * CON CON ﬂÂ
W * ADJ ADJ,SIM ‘»ÌÂ
W * P P »Â
W * N N,SING,COM,GEN  ‘ﬂÌ·
W * N N,SING,COM „—Ê«—Ìœ
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM,GEN ‘‰
W * N N,SING,COM,GEN œ«Œ·
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ’œ›
W * ADJ ADJ,SIM ŒÊ—«ﬂÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM „Õﬁﬁ«‰
W * P P »—
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,NUM 30
W * N N,SING,COM,GEN ”‰ê
W * N N,SING,COM,GEN ﬂ·ÌÂ
W * N N,SING,COM «‰”«‰
W * N N,PL,COM,GEN »——”ÌÂ«Ì
W * ADJ ADJ,SIM „ﬁœ„« Ì
W * N N,SING,COM «‰Ã«„
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * CON CON  «
W * V V,SUB,POS,6 œ—Ì«»‰œ
W * ADV ADV,I ¬Ì«
W * N N,SING,COM Nanobacteria
W * P P œ—
W * PRO PRO,DEMO,PL ¬‰Â«
W * V V,PA,SIM,POS,3 Ì«› 
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ì«
W * ADJ ADJ,SIM ŒÌ—
W * DELM DELM .
W * N N,PL,COM ¬“„«Ì‘Â«
W * N N,SING,COM ‰‘«‰
W * V V,PA,SIM,POS,3 œ«œ
W * P P œ—
W * QUA QUA,GEN  „«„Ì
W * N N,SING,NUM 30
W * N N,SING,COM,GEN ”‰ê
W * N N,SING,COM ﬂ·ÌÂ
W * DET DET «Ì‰
W * N N,PL,COM »«ﬂ —ÌÂ«
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM .
W * N N,PL,COM œ«‰‘„‰œ«‰
W * CON CON Â„ç‰Ì‰
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * N N,SING,COM,GEN »——”Ì
W * N N,SING,COM,GEN —«»ÿÂÒ
W * N N,SING,COM Nanobacteria
W * P P »«
W * N N,PL,COM,INDF „‘ﬂ·« Ì
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM »œ‰
W * P P »«
W * N N,SING,COM ﬂ·”Ì„ ”«“Ì
W * ADJ ADJ,SIM Â„—«Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM ﬂ·”Ì„ ”«“Ì
W * P P œ—
W * N N,PL,COM,GEN ”‰êÂ«Ì
W * N N,SING,COM,GEN ﬂÌ”Â
W * N N,SING,COM ’›—«
W * CON CON ‰Ì“
W * ADJ ADJ,SIM ﬁ«»· „‘«ÂœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM Å—Œ«‘ê—Ì
W * ADJ ADJ,SUP »—Ã” Â  —Ì‰
W * N N,SING,COM,GEN  ›«Ê 
W * P P,GEN »Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM Ã‰”
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN Ì«› Â Â«Ì
W * ADJ ADJ,SIM ﬂ·Ì
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON ﬂÂ
W * N N,PL,COM Å”—«‰
W * CON CON Ê
W * N N,PL,COM „—œ«‰
W * ADJ ADJ,CMPR Å—Œ«‘ê— —
W * P P «“
W * N N,PL,COM œŒ —«‰
W * CON CON Ê
W * V V,PRE,NC,6 “‰«‰ «‰œ
W * DELM DELM °
W * CON CON Ê
W * SPEC SPEC ç‰Ì‰
W * N N,PL,COM,INDF Ì«› Â Â«ÌÌ
W * P P »«
W * N N,SING,COM,GEN  ’Ê—
W * ADJ ADJ,SIM ⁄„Ê„Ì
W * P P »—
W * DET DET «Ì‰
W * N N,SING,COM „Ê—œ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM Â„«Â‰ê
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,PL,COM  ›«Ê Â«
W * RA RA —«
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P «“
W * N N,SING,COM ”Â ”«·êÌ
W * N N,SING,COM „‘«ÂœÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * P P «“
W * DET DET Â„Ì‰
W * N N,PL,COM ”‰Ì‰
W * N N,PL,COM Å”—«‰
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM,GEN »«“ÌÂ«Ì
W * ADJ ADJ,SIM Œ‘‰
