Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * ADJ ADJ,CMPR “«Ì‰œÂ  —
W * CON CON Ê
W * ADJ ADJ,CMPR êÊÌ« —
W * V V,SUB,POS,3 »«‘œ
W * P P »«
W * N N,SING,COM,GEN Â„—«ÂÌ
W * ADJ ADJ,CMPR,GEN »Ì‘ —
W * N N,SING,GR „—œ„
W * ADJ ADJ,SIM „Ê«ÃÂ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,COM,GEN ’‰⁄ 
W * N N,SING,COM ”Ì‰„«
W * ADJ ADJ,CMPR »Ì‘ —
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM,GEN ’‰⁄ 
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * N N,SING,COM,GEN «„ﬂ«‰
W * N N,SING,COM »«“ê‘ 
W * N N,SING,COM ”—„«ÌÂ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ”—Ì⁄
W * N N,SING,COM  ÷„Ì‰
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ’‰⁄ 
W * N N,SING,COM ”Ì‰„«
W * ADV ADV,GENR,SIM Õœ«ﬂÀ—
W * N N,SING,COM,GEN Ÿ—›
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM 33
W * N N,SING,TIME „«Â
W * P P »«
W * N N,SING,COM,GEN »«“ê‘ 
W * N N,SING,COM ”—„«ÌÂ
W * V V,PRE,ADJC,3 —Ê»—Ê” 
W * DELM DELM .
W * N N,SING,COM œ«œ
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * PRO PRO,personal,PL,1 „«
W * ADJ ADJ,SIM „„·Ê
W * P P «“
W * N N,PL,COM,GEN «” ⁄œ«œÂ«Ì
W * ADJ ADJ,SIM,GEN ”—‘«—
W * N N,PL,COM,INDF ÃÊ«‰«‰Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,COM,INDF êÊ‘Â «Ì
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM «” ⁄œ«œÂ«
W * N N,SING,COM ﬂ‘›
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN „⁄«Ê‰
W * ADJ ADJ,SIM,GEN ”Ì‰„«ÌÌ
W * N N,SING,COM,GEN Ê“«— 
W * N N,SING,COM ›—Â‰ê
W * CON CON Ê
W * N N,SING,COM,GEN «—‘«œ
W * ADJ ADJ,SIM «”·«„Ì
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * CON CON,DCOR ‰Â  ‰Â«
W * N N,SING,COM,GEN «› Œ«—
W * N N,PL,COM ÃÊ«‰«‰
W * CON CON »·ﬂÂ
W * N N,SING,COM,GEN «› Œ«—
W * QUA QUA,GEN Â„Â
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,GR,GEN  ⁄œ«œ
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * P P «“
W * N N,PL,COM Â‰—„‰œ«‰
W * DELM DELM °
W * N N,PL,COM —Ê“‰«„Â ‰ê«—«‰
W * CON CON Ê
W * N N,PL,COM „‰ ﬁœ«‰
W * P P,GEN Ê«—œ
W * N N,SING,LOC,PR Ì“œ
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * CON CON  «
W * P P œ—
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN Ã‘‰Ê«—Â
W * N N,SING,COM,GEN ”Ì‰„«Ì
W * ADJ ADJ,SIM œÌ‰Ì
W * N N,SING,COM ‘—ﬂ 
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ‰„«Ì‘ê«Â
W * N N,PL,COM,GEN Â‰—Â«Ì
W * ADJ ADJ,SIM,GEN  Ã”„Ì
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * ADJ ADJ,SIM „”·„«‰
W * DELM DELM _
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN ‰„«Ì‘ê«Â
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,PL,COM,GEN Â‰—Â«Ì
W * ADJ ADJ,SIM,GEN  Ã”„Ì
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * ADJ ADJ,SIM „”·„«‰
W * P P «“
W * N N,SING,NUM 12
W * P P  «
W * N N,SING,NUM,GEN 23
W * N N,SING,MON,GEN œÌ„«Â
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM Ã«—Ì
W * P P œ—
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Ê
W * N N,SING,NUM ç‰œ
W * N N,SING,LOC,GEN ‘Â—
W * ADJ ADJ,SIM »“—ê
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ÃÂ«œ
W * ADJ ADJ,SIM œ«‰‘ê«ÂÌ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN »—ê“«—ﬂ‰‰œÂ
W * DET DET «Ì‰
W * N N,SING,COM ‰„«Ì‘ê«Â
W * P P «“
W * QUA QUA,GEN Â„Â
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * ADJ ADJ,SIM,GEN „”·„«‰
W * N N,SING,COM,GEN ”—«”—
W * N N,SING,COM ÃÂ«‰
W * N N,SING,COM œ⁄Ê 
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * P P  «
W * N N,SING,NUM,GEN 23
W * N N,SING,MON,GEN „Â—
W * N N,SING,NUM 1379
W * N N,PL,COM,GEN ¬À«—
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P œ—
W * N N,PL,COM,GEN —‘ Â Â«Ì
W * N N,SING,COM ⁄ﬂ«”Ì
W * DELM DELM °
W * N N,SING,COM ê—«›Ìﬂ
W * DELM DELM °
W * N N,SING,COM ŒÊ‘‰ÊÌ”Ì
W * DELM DELM °
W * N N,SING,COM ‰ﬁ«‘Ì
W * DELM DELM °
W * N N,SING,COM ﬂ«—Ìﬂ« Ê—
W * DELM DELM °
W * N N,SING,COM ‰ê«—ê—Ì
W * CON CON Ê
W * N N,SING,COM  –ÂÌ»
W * P P »Â
W * N N,SING,COM,GEN ‰‘«‰Ì
W * N N,SING,LOC,GEN ŒÌ«»«‰
W * N N,SING,COM «‰ﬁ·«»
W * DELM DELM °
W * N N,SING,LOC,GEN ŒÌ«»«‰
W * N N,SING,NUM,GEN 16
W * N N,SING,MON ¬–—
W * DELM DELM °
W * N N,SING,COM,GEN ”«Œ „«‰
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM,GEN œ«‰‘ÃÊÌÌ
W * N N,SING,LOC,GEN œ«‰‘ê«Â
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,SING,COM,GEN œ»Ì—Œ«‰Â
W * N N,SING,COM ‰„«Ì‘ê«Â
W * N N,SING,COM «—”«·
W * V V,SUB,POS,6 ‰„«Ì‰œ
W * DELM DELM .
W * ADJ ADJ,SIM ê› ‰Ì
W * V V,PRE,SIM «” 
W * N N,PL,COM,GEN ‰›—« 
W * ADJ ADJ,ORD «Ê·
W * P P  «
W * ADJ ADJ,ORD,GEN ”Ê„
W * QUA QUA Â—
W * N N,SING,COM —‘ Â
W * ADJ ADJ,SIM,GEN Ãœ«Ì
W * P P «“
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ÿ·«
W * DELM DELM °
W * N N,SING,COM ‰ﬁ—Â
W * CON CON Ê
W * N N,SING,COM »—‰“
W * DELM DELM °
W * N N,SING,COM,GEN œÌÅ·„
W * N N,SING,COM «› Œ«—
W * CON CON Ê
W * N N,SING,NUM 700
W * N N,SING,NUM Â“«—
W * DELM DELM °
W * N N,SING,NUM 600
W * N N,SING,NUM Â“«—
W * CON CON Ê
W * N N,SING,NUM 500
W * N N,SING,NUM Â“«—
W * N N,SING,COM  Ê„«‰
W * DELM DELM °
W * N N,SING,COM Ã«Ì“Â
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * N N,SING,PR,GEN œ«—ÌÊ‘
W * N N,SING,PR „Â—ÃÊÌÌ
W * CON CON Ê
W * N N,SING,COM,GEN ﬂ«—ê—œ«‰Ì
W * N N,PL,COM ﬂ—êœ‰Â«
W * DELM DELM °
W * N N,SING,PR,GEN œ«—ÌÊ‘
W * N N,SING,PR „Â—ÃÊÌÌ
W * N N,SING,COM,GEN ›Ì·„”«“
W * ADJ ADJ,SIM,GEN ’«Õ»
W * N N,SING,COM,GEN ”»ﬂ
W * N N,SING,COM,GEN ”Ì‰„«Ì
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON ﬂÂ
W * N N,PL,COM „œ Â«
W * V V,PRE,SIM «” 
W * P P »Â
W * N N,SING,COM ”Ì‰„«
W * ADJ ADJ,INO Å—œ«Œ Â
W * CON CON Ê
W * P P «“
W * N N,SING,COM,GEN ’Õ‰Â
W * N N,SING,LOC  ∆« —
W * P P »Â
W * ADJ ADJ,SIM œÊ—
W * V V,PA,NAR,POS,3 „«‰œÂ
W * DELM DELM °
W * DET DET «Ì‰
W * N N,PL,TIME —Ê“Â«
W * ADJ ADJ,SIM,GEN „‘€Ê·
W * N N,SING,COM,GEN  „—Ì‰
W * N N,SING,COM,GEN ‰„«Ì‘‰«„Â
W * N N,PL,COM ﬂ—êœ‰Â«
W * N N,SING,COM,GEN ‰Ê‘ Â
W * N N,SING,PR «Êé‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ‰„«Ì‘
W * N N,SING,PR Œ”—Ê
W * N N,SING,COM ‘ﬂÌ»«ÌÌ
W * DELM DELM °
W * N N,SING,PR „«Â«Ì«
W * N N,SING,PR Å —Ê”Ì«‰
W * DELM DELM °
W * N N,SING,PR „Õ„œ—÷«
W * N N,SING,PR ‘—Ì›Ì ‰Ì«
W * CON CON Ê
W * N N,SING,PR —÷«
W * N N,SING,PR ﬂÌ«‰Ì«‰
W * N N,SING,COM »«“Ì
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * N N,SING,COM ÅÌ‘ »Ì‰Ì
W * V V,PRS,POS,3 „Ì ‘Êœ
W * P P  «
W * N N,SING,MON „Â—„«Â
W * P P »Â
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM ’Õ‰Â
W * V V,SUB,POS,3 »—Êœ
W * DELM DELM .
W * ADJ ADJ,SIM ê› ‰Ì
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1350
W * N N,SING,PR,GEN Õ„Ìœ
W * N N,SING,PR ”„‰œ—Ì«‰
W * DET DET Â„Ì‰
W * N N,SING,COM ‰„«Ì‘‰«„Â
W * RA RA —«
W * P P »«
W * N N,SING,COM,GEN ê—ÊÂ
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P »Â
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM ’Õ‰Â
W * ADJ ADJ,INO ¬Ê—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,SING,LOC,GEN  ∆« —
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,PL,COM,GEN Ã‘‰Ê«—Â Â«Ì
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * DELM DELM _
W * N N,SING,COM,GEN ‰„«Ì‘
W * N N,PL,COM,GEN ‘»Â«Ì
W * N N,SING,PR ¬ÊÌ‰ÌÊ‰
W * P P »Â
W * N N,SING,COM,GEN ﬂ«—ê—œ«‰Ì
W * N N,SING,PR,GEN ﬂÊ—Ê‘
W * N N,SING,PR ‰—Ì„«‰Ì
W * CON CON Ê
W * N N,SING,COM,GEN ‰„«Ì‘
W * ADJ ADJ,SIM,GEN ŒÌ«»«‰Ì
W * N N,SING,COM ‘Ìœ«ÌÌ
W * P P »Â
W * N N,SING,COM,GEN ﬂ«—ê—œ«‰Ì
W * N N,SING,PR —«›⁄Ì
W * P P œ—
W * N N,SING,COM,GEN Ã‘‰Ê«—Â
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,LOC,GEN  ∆« —
W * N N,SING,PR ¬‰œ—Ê
W * N N,SING,PR Â—„Ê·Â«Ì„
W * N N,SING,COM ‘—ﬂ 
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * P P œ—
W * N N,SING,COM,GEN Ã‘‰Ê«—Â
W * ADJ ADJ,SIM,GEN Å«ÌÌ“Â
W * N N,SING,LOC,PR Å«—Ì”
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,ORD,GEN «» œ«Ì
W * N N,SING,SES Å«ÌÌ“
W * P P œ—
W * N N,SING,LOC,PR ›—«‰”Â
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * N N,SING,COM,GEN «Ã—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‰„«Ì‘
W * N N,SING,COM  ⁄“ÌÂ
W * ADJ ADJ,SIM ﬁÿ⁄Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,SIM ê› ‰Ì
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰›—«‰”
W * N N,PL,COM,GEN “‰«‰
W * ADJ ADJ,SIM,GEN Â‰—„‰œ
W * N N,SING,LOC,PR,GEN »—«‰‘»Ê—ê
W * N N,SING,LOC,PR ¬·„«‰
W * N N,SING,PR »Â—«„
W * CON CON Ê
W * N N,SING,PR,GEN ‰—ê”
W * N N,SING,PR Â«‘„ ÅÊ—
W * N N,SING,COM ‘—ﬂ 
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * N N,SING,PR,GEN »Â—Ê“
W * N N,SING,PR €—Ì» ÅÊ—
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ﬂ‰ê—Â
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM ﬂ«‰œÌœ«
W * N N,SING,COM ‘—ﬂ 
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR €—Ì» ÅÊ—
W * P P »«
W * N N,SING,COM,GEN  ‰»·
W * ADJ ADJ,SIM ﬁÂ—„«‰
W * DELM DELM _
W * N N,SING,COM,GEN ›Ì·„»—œ«—Ì
W * N N,SING,COM,GEN  ‰»·
W * ADJ ADJ,SIM ﬁÂ—„«‰
W * P P »Â
W * N N,SING,COM,GEN ﬂ«—ê—œ«‰Ì
W * N N,SING,PR,GEN »Â—Ê“
W * N N,SING,PR €—Ì» ÅÊ—
W * P P »Â
W * N N,SING,COM “ÊœÌ
W * N N,SING,ORD ¬€«“
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,PR €—Ì» ÅÊ—
W * DET DET «Ì‰
W * N N,SING,COM »«—
W * CON CON Â„
W * P P »Â
W * N N,SING,COM,GEN ”—«€
W * N N,PL,COM ﬂÊœﬂ«‰
W * ADJ ADJ,INO —› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * N N,SING,COM,GEN ›Ì·„
W * N N,SING,COM,GEN  ‰»·
W * ADJ ADJ,SIM ﬁÂ—„«‰
W * N N,SING,COM,GEN œ«” «‰
W * N N,SING,COM,GEN ﬂÊœﬂ
W * ADJ ADJ,SIM,INDF  ‰»·Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM  ’ÊÌ—
W * V V,PRS,POS,3 „Ì ﬂ‘œ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM ’»—
W * CON CON Ê
W * N N,SING,COM »—œ»«—Ì
W * ADV ADV,GENR,SIM »«·«Œ—Â
W * N N,SING,COM  »œÌ·
W * P P »Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ﬁÂ—„«‰
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN „«Ã—«Ì
W * DET DET «Ì‰
W * N N,SING,COM ›Ì·„
W * CON CON ﬂÂ
W * ADJ ADJ,SIM «›”«‰Â «Ì
W * ADJ ADJ,SIM ›«‰ “Ì
W * V V,PRE,SIM «” 
W * P P œ—
W * N N,SING,COM,INDF ‘Â—Ì
W * ADJ ADJ,SIM ﬂÊÌ—Ì
W * V V,PRS,POS,3 „Ì ê–—œ
W * CON CON Ê
W * N N,SING,COM,GEN  ÂÌÂ ﬂ‰‰œêÌ
W * N N,SING,COM,GEN  ‰»·
W * ADJ ADJ,SIM ﬁÂ—„«‰
W * RA RA —«
W * N N,SING,COM,GEN „ƒ””Â
W * N N,SING,COM,GEN ›«‰Ê”
W * N N,SING,COM ŒÌ«·
W * P P »—
W * N N,SING,COM ⁄ÂœÂ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,SING,COM,GEN „œÌ—
W * N N,SING,COM,GEN ›Ì·„»—œ«—Ì
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,PR €·«„—÷«
W * N N,SING,PR ¬“«œÌ
W * CON CON Ê
W * N N,SING,COM,GEN ‰ÊÌ”‰œÂ
W * N N,SING,COM ›Ì·„‰«„Â
W * CON CON Ê
W * N N,SING,COM,GEN ÿ—«Õ
W * N N,SING,COM ’Õ‰Â
W * CON CON Ê
W * N N,SING,COM ·»«”
W * N N,SING,PR,GEN »Â—Ê“
W * N N,SING,PR €—Ì» ÅÊ—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR €—Ì» ÅÊ—
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * ADJ ADJ,SIM Õ«÷—
W * ADJ ADJ,SIM,GEN „‘€Ê·
W * N N,SING,COM,GEN «‰ Œ«»
W * N N,SING,COM ·ÊﬂÌ‘‰
W * CON CON Ê
W * N N,PL,COM »«“Ìê—«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN  ‰»·
W * ADJ ADJ,SIM ﬁÂ—„«‰
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM,GEN ”«Œ 
W * N N,PL,COM œﬂÊ—Â«
W * CON CON Ê
W * N N,SING,COM ›—«Â„
W * N N,SING,NFL,GEN ‘œ‰
W * N N,PL,COM,GEN „ﬁœ„« 
W * N N,SING,COM ›Ì·„»—œ«—Ì
W * N N,SING,COM ﬂ·Ìœ
W * V V,PRS,POS,3 „Ì ŒÊ—œ
W * DELM DELM .
W * ADJ ADJ,ORD Å‰Ã„Ì‰
W * N N,SING,COM,GEN Ã‘‰Ê«—Â
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,COM,GEN ›Ì·„
W * ADJ ADJ,SIM ﬂÊ «Â
W * DELM DELM _
W * ADJ ADJ,ORD Â›œÂ„Ì‰
W * N N,SING,COM,GEN Ã‘‰Ê«—Â
W * ADJ ADJ,SIM „·Ì
W * CON CON Ê
W * ADJ ADJ,ORD Å‰Ã„Ì‰
W * N N,SING,COM,GEN Ã‘‰Ê«—Â
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,COM,GEN ›Ì·„
W * ADJ ADJ,SIM,GEN ﬂÊ «Â
W * N N,SING,COM,GEN ”Ì‰„«Ì
W * N N,SING,COM ÃÊ«‰
W * P P œ—
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * ADJ ADJ,SIM »Ì‰ «·„··
W * P P «“
W * N N,SING,ORD Å‰Ã„
W * P P  «
W * N N,SING,ORD,GEN œÂ„
W * N N,SING,MON ¬»«‰
W * N N,SING,TIME „«Â
W * P P œ—
W * N N,SING,LOC,PR  Â—«‰
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * P P,GEN ÿÌ
W * N N,SING,COM,GEN «ÿ·«⁄ÌÂ
W * N N,PL,COM,GEN —Ê«»ÿ
W * ADJ ADJ,SIM,GEN ⁄„Ê„Ì
W * N N,SING,GR,GEN «‰Ã„‰
W * N N,SING,COM,GEN ”Ì‰„«Ì
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM °
W * N N,PL,COM,INDF ›Ì·„Â«ÌÌ
W * P P »«
W * N N,PL,COM,GEN ‘—«Ìÿ
W * ADJ ADJ,SIM “Ì—
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * P P œ—
W * N N,SING,COM,GEN »Œ‘
W * N N,SING,COM „”«»ﬁÂ
W * N N,SING,COM ‘—ﬂ 
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM :
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,PL,COM ›Ì·„Â«
W * ADJ ADJ,SIM ¬“«œ
W * CON CON Ê
W * QUA QUA,GEN Õœ«ﬂÀ—
W * N N,SING,COM,GEN “„«‰
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,NUM 40
W * N N,SING,TIME œﬁÌﬁÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN ›Ì·„Â«Ì
W * ADJ ADJ,SIM œ«” «‰Ì
W * DELM DELM °
W * ADJ ADJ,SIM „” ‰œ
W * P P œ—
W * N N,PL,TIME,GEN ”«·Â«Ì
W * N N,SING,NUM 1378
W * CON CON Ê
W * N N,SING,NUM 1379
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,PL,COM,GEN ›Ì·„Â«Ì
W * N N,SING,COM  Ê·Ìœ
W * MORP MORP,MADJ ‘œÂ
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1377
W * P P œ—
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,SIM ﬁ»·
W * N N,SING,COM «—”«·
W * V V,PA,NAR,NEG,6 ‰‘œÂ «‰œ
W * DELM DELM .
W * N N,SING,COM,GEN „Â· 
W * N N,SING,COM,GEN «—”«·
W * N N,PL,COM ¬À«—
W * DELM DELM °
W * ADV ADV,GENR,SIM Õœ«ﬂÀ—
W * P P  «
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,ORD,GEN Å«‰“œÂ„
W * N N,SING,MON  Ì—„«Â
W * P P »Â
W * N N,SING,COM,GEN ‰‘«‰Ì
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,SING,LOC,GEN ŒÌ«»«‰
W * N N,SING,PR ê«‰œÌ
W * DELM DELM °
W * N N,SING,COM,GEN ﬂÊÌ
W * ADJ ADJ,ORD ‰Ê“œÂ„
W * DELM DELM °
W * N N,SING,COM,GEN Å·«ﬂ
W * N N,SING,NUM 67
W * DELM DELM °
W * N N,SING,COM,GEN œ»Ì—Œ«‰Â
W * ADJ ADJ,ORD Â›œÂ„Ì‰
W * N N,SING,COM Ã‘‰Ê«—Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM ⁄·«ﬁÂ „‰œ«‰
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ”»
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,CMPR »Ì‘ —
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * P P »«
W * N N,SING,COM,GEN ‘„«—Â
W * N N,SING,COM,GEN  ·›‰
W * N N,SING,NUM 5765978
W * N N,SING,COM  „«”
W * N N,SING,COM Õ«’·
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,PR ¬— Ê—Ê«ÊÌÌ
W * ADJ ADJ,SIM,GEN ÅÌ‘ «“
W * N N,SING,COM,GEN ›—Ê‘
W * N N,SING,LOC,GEN  ∆« —
W * N N,SING,LOC ‘Â—
W * DELM DELM _
W * N N,SING,COM,GEN ’⁄Êœ
W * ADJ ADJ,SIM „ﬁ«Ê„  Å–Ì—
W * N N,SING,PR ¬— Ê—Ê«ÊÌÌ
W * P P »Â
W * N N,SING,COM,GEN ﬂ«—ê—œ«‰Ì
W * N N,SING,PR,GEN „ÃÌœ
W * N N,SING,PR Ã⁄›—Ì
W * P P »«
W * N N,SING,NUM 62
W * N N,SING,COM «Ã—«
W * CON CON Ê
W * N N,SING,NUM 1535
W * N N,SING,COM  „«‘«çÌ
W * DELM DELM °
W * ADJ ADJ,SUP Å—›—Ê‘ —Ì‰
W * N N,SING,COM,GEN ‰„«Ì‘
W * N N,SING,COM,GEN ÃœÊ·
W * N N,SING,COM,GEN ›—Ê‘
W * N N,SING,COM,GEN „Ã„Ê⁄ÂÒ
W * ADJ ADJ,SIM,GEN ‰„«Ì‘Ì
W * N N,SING,LOC,GEN  ∆« —
W * N N,SING,LOC ‘Â—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,PL,COM,GEN —Ê«»ÿ
W * ADJ ADJ,SIM,GEN ⁄„Ê„Ì
W * N N,SING,LOC,GEN  ∆« —
W * N N,SING,LOC ‘Â—
W * DELM DELM °
W * N N,SING,COM,GEN ’œ—‰‘Ì‰Ì
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,PR Ã⁄›—Ì
W * P P œ—
W * N N,SING,COM,INDF Õ«·Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADJ ADJ,SIM œÌê—
W * N N,PL,COM,GEN ‰„«Ì‘Â«Ì
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM ’Õ‰Â
W * N N,SING,LOC,GEN  ∆« —
W * N N,SING,LOC ‘Â—
W * CON CON Ì«
W * N N,SING,GR,GEN  ⁄œ«œ
W * N N,SING,COM,GEN «Ã—«Ì
W * ADJ ADJ,CMPR,INDF ﬂ„ —Ì
W * V V,PA,NAR,POS,6 œ«‘ Â «‰œ
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM,GEN Ÿ—›Ì 
W * N N,SING,LOC,GEN  «·«—
W * N N,SING,COM,AFF,6 «Ã—«Ì‘«‰
W * ADJ ADJ,SIM ﬂ„
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * DET DET Â„Ì‰
W * N N,SING,COM ê“«—‘
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM ’⁄Êœ
