Sub * SUBJ SUBJ !ﬁ÷«ÌÌ!
W * DELM DELM !
W * PRO PRO,personal,SING,2  Ê
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ŒÊ»
W * V V,PRS,POS,2 „Ì œ«‰Ì
W * DELM DELM .
W * N N,SING,COM,GEN Åœ—
W * PRO PRO,personal,SING,1 „‰
W * P P «“
W * N N,SING,COM,GEN Åœ—
W * N N,SING,PR Ì“Ìœ
W * ADJ ADJ,CMPR »Â —
W * V V,PRE,SIM «” 
W * DELM DELM !
W * CON CON Ê
W * V V,PRE,NC,1 „«œ—„
W * P P «“
W * N N,SING,COM,GEN „«œ—
W * PRO PRO,personal,SING,3 «Ê
W * CON CON Ê
W * PRO PRO,R,AFF,1 ŒÊœ„
W * CON CON Â„
W * P P »—
W * N N,SING,PR Ì“Ìœ
W * N N,SING,COM  —ÃÌÕ
W * V V,PRS,POS,1 œ«—„
W * DELM DELM .
W * N N,SING,PR „⁄«ÊÌÂ
W * N N,SING,COM  »”„
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * N N,SING,COM,GEN Åœ—
W * PRO PRO,personal,SING,2  Ê
W * P P «“
W * N N,SING,COM,GEN Åœ—
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,CMPR »Â —
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,SIM «’·«
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,PR ⁄À„«‰
W * P P «“
W * QUA QUA,GEN Â„Â
W * N N,SING,COM,GEN “‰œêÌ
W * N N,SING,PR „⁄«ÊÌÂ
W * ADJ ADJ,CMPR »Â —
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN „«œ—
W * PRO PRO,personal,SING,2  Ê
W * CON CON Â„
W * P P «“
W * N N,SING,COM,GEN „«œ—
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,CMPR »Â —
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET,I çÂ
W * N N,SING,COM,INDF ﬂ”Ì
W * N N,SING,COM,GEN »— —Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN “‰
W * ADJ ADJ,SIM ﬁ—Ì‘Ì
W * RA RA —«
W * P P »—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN “‰
W * ADJ ADJ,SIM ﬂ·»Ì
W * N N,SING,COM «‰ﬂ«—
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * CON CON «„«
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM ÕﬂÊ„ 
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM Å«œ‘«ÂÌ
W * P P »Â
W * N N,SING,COM œ” 
W * N N,SING,COM Œœ«Ê‰œ
W * V V,PRE,SIM «” 
W * P P »Â
W * QUA QUA Â—
W * N N,SING,COM ﬂ”
W * V V,PA,SIM,POS,3 ŒÊ«” 
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * CON CON Êﬁ Ì
W * N N,SING,COM,AFF,2 Åœ— 
W * ADJ ADJ,INO ﬂ‘ Â
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * N N,SING,GR,GEN Œ«‰œ«‰
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,PR »‰Ì ⁄«’
W * N N,SING,COM ”” Ì
W * V V,PA,SIM,POS,6 ‰„Êœ‰œ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN œ—’œœ
W * N N,SING,COM ﬁ’«’
W * V V,SUB,NEG,6 »—‰Ì«„œ‰œ
W * DELM DELM .
W * N N,SING,PR »‰Ì Õ—»
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * RA RA —«
W * N N,SING,COM «‰Ã«„
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ÃÂ 
W * PRO PRO,personal,PL,1 „«
W * P P »—
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,COM »— —Ì
W * V V,PRS,POS,4 œ«—Ì„
W * DELM DELM .
W * N N,SING,COM »ÕÀ
W * N N,SING,COM «œ«„Â
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * ADV ADV,GENR,SIM ‰Â«Ì «
W * N N,SING,PR ”⁄Ìœ»‰ ⁄À„«‰
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * V V,AUX,NIN,POS »«Ìœ
W * P P «“
W * PRO PRO,INDF,SING ¬‰çÂ
W * N N,SING,COM Œœ«Ê‰œ
W * P P »Â
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM «⁄ÿ«¡
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * P P »Â
W * PRO PRO,personal,SING,1 „‰
W * CON CON Â„
W * V V,SUB,POS,2 »œÂÌ
W * DELM DELM .
W * N N,SING,PR „⁄«ÊÌÂ
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * N N,SING,LOC,PR Œ—«”«‰
W * N N,SING,COM,GEN ÿ⁄„Â
W * PRO PRO,personal,SING,2  Ê
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ’·Â
W * N N,SING,COM —Õ„
W * DELM DELM .
W * N N,SING,PR ”⁄Ìœ»‰ ⁄À„«‰
W * ADJ ADJ,SIM Œ‘‰Êœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,PL,COM,INDF «‘⁄«—Ì
W * V V,PA,SIM,POS,3 ”—Êœ
W * CON CON ﬂÂ
W * N N,SING,COM,INDF »Œ‘Ì
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * PRO PRO,INDF,SING ç‰Ì‰
W * V V,PRE,SIM «” 
W * DELM DELM :
W * AR AR Ê
W * AR AR ﬁ«·
W * AR AR Œ—«”«‰
W * AR AR ·ﬂ
W * AR AR «·ÌÊ„
W * AR AR ÿ⁄„Â
W * AR AR ›ÃÊ“Ì
W * AR AR «„Ì—«·„Ê„‰Ì‰
W * AR AR »„«
W * AR AR ›⁄·
W * AR AR ›·Ê
W * AR AR ﬂ«‰
W * AR AR ⁄À„«‰
W * AR AR «·€œ«…
W * AR AR „ﬂ«‰Â
W * AR AR ·„«‰«· Ì
W * AR AR „‰
W * AR AR „·ﬂÂ
W * AR AR ›Êﬁ
W * AR AR „«
W * AR AR »–·
W * DELM DELM .
W * N N,SING,PR ”⁄Ìœ»‰ ⁄À„«‰
W * DELM DELM °
W * V V,PRS,POS,3 „Ì êÊÌœ
W * IF IF «ê—
W * N N,SING,COM,AFF,3 Åœ—‘
W * N N,SING,PR ⁄À„«‰
W * CON CON Â„
W * N N,SING,COM Œ·Ì›Â
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * PRO PRO,INDF,SING ¬‰çÂ
W * N N,SING,PR „⁄«ÊÌÂ
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 »Œ‘Ìœ
W * P P »Â
W * N N,SING,PR ”⁄Ìœ
W * V V,PA,PRG,NEG,3 ‰„Ì »Œ‘Ìœ
W * DELM DELM .
W * N N,SING,COM Õ«·
W * DELM DELM °
W * ADV ADV,I ¬Ì«
W * N N,SING,COM,INDF ﬂ”Ì
W * CON CON ﬂÂ
W * N N,SING,COM œ‰Ì«
W * RA RA —«
W * ADV ADV,GENR,SIM «Ì‰êÊ‰Â
W * P P »Â
W * N N,SING,COM,GEN „À«»Â
W * N N,SING,COM ÿ⁄„Â
W * V V,PRS,POS,3 „Ì ‰ê—œ
W * CON CON Ê
W * P P,GEN »—«Ì
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * ADJ ADJ,SUP »Ì‘ —Ì‰
W * N N,SING,COM «„ﬂ«‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM »Â—Â „‰œÌ
W * P P «“
W * N N,SING,COM œ‰Ì«
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * N N,PL,COM,INDF ÿ⁄„Â Â«ÌÌ
W * RA RA —«
W * CON CON Â„
W * P P œ—
W * N N,SING,COM,GEN ÅÌ‘
W * N N,SING,COM,GEN —ÊÌ
W * ADJ ADJ,SIM,GEN œÌê—
W * N N,PL,COM œ‰Ì«ŒÊ«Â«‰
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * CON CON Êﬁ Ì
W * V V,PRS,POS,3 „Ì êÊÌœ
W * N N,SING,COM ‰›—Ì‰
W * P P »—
W * PRO PRO,personal,SING,2  Ê
W * OH OH «Ì
W * N N,SING,COM œ‰Ì«
W * DELM DELM !
W * ADJ ADJ,SIM —«” 
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM ø
W * N N,SING,COM,INDF ‰ﬁÿÂ «Ì
W * CON CON ﬂÂ
W * N N,SING,PR „⁄«ÊÌÂ
W * P P œ—
W * N N,SING,COM,GEN ”—«‰Ã«„
W * N N,SING,COM ﬂ«—
W * CON CON Ê
W * N N,SING,COM,GEN ⁄„—
W * PRO PRO,R,XOD ŒÊœ
W * P P,PRO »œ«‰
W * ADJ ADJ,INO —”ÌœÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,SING,COM,GEN ”Œ‰
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * ADJ ADJ,SIM,GEN ‘„«  
W * N N,SING,COM œ‰Ì«
W * DELM DELM °
W * N N,SING,COM,GEN œ·Ì·
W * ADJ ADJ,SIM —Ê‘‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADV ADV,I çêÊ‰Â
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM ÕﬂÊ„ 
W * ADJ ADJ,SIM,GEN œç«—
W * N N,SING,COM «‰Õ—«›
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,PR „⁄«ÊÌÂ
W * P P œ—
W * DET DET Â„«‰
W * N N,PL,TIME,GEN ”«⁄« 
W * ADJ ADJ,ORD ¬Œ—
W * DET DET «Ì‰
W * N N,SING,COM ‘⁄—
W * RA RA —«
W * CON CON Â„
W * ADJ ADJ,INO ŒÊ«‰œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * DELM DELM :
W * AR AR ›Ì«
W * AR AR ·Ì ‰Ì
W * AR AR ·„
W * AR AR «⁄‰
W * AR AR ›Ì «·„·ﬂ
W * AR AR ”«⁄Â
W * AR AR Ê
W * AR AR ·„
W * AR AR «”⁄
W * AR AR ›Ì
W * AR AR ·–« 
W * AR AR ⁄Ì‘
W * AR AR ‰Ê«÷—
W * DELM DELM :
W * ADV ADV,GENR,SIM «Ì ﬂ«‘
W * ADV ADV,GENR,SIM Õ Ì
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME ”«⁄ 
W * CON CON Â„
W * N N,SING,COM Å«œ‘«Â
W * V V,PA,SIM,NEG,1 ‰»Êœ„
W * DELM DELM °
W * CON CON Ê
W * ADJ ADJ,SIM ”—ê—œ«‰
W * CON CON Ê
W * N N,SING,COM ”—
W * P P œ—
W * N N,SING,COM,GEN ÅÌ
W * N N,PL,COM ·– Â«
W * CON CON Ê
W * N N,PL,COM ﬂ«„ÃÊÌÌÂ«
W * V V,PA,PRG,NEG,1 ‰„Ì ê—œÌœ„
W * DELM DELM .
W * N N,SING,PR „⁄«ÊÌÂ
W * P P œ—
W * N N,SING,NUM œÊ
W * N N,SING,COM ﬁ·„—Ê
W * DELM DELM °
W * P P »Â
W * N N,SING,PR Ì“Ìœ
W * N N,SING,COM Ê’Ì 
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * ADV ADV,I çêÊ‰Â
W * N N,SING,COM ⁄„·
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM »⁄œ
W * DELM DELM °
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM,INDF «‘Œ«’Ì
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,PR Ì“Ìœ
W * N N,SING,COM »Ì⁄ 
W * ADJ ADJ,INO,NEG ‰ﬂ—œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN »⁄œ
W * ADJ ADJ,ORD œÊ„
W * P P,GEN œ—»«—ÂÒ
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * ADJ ADJ,SIM «’·Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * ADJ ADJ,SIM «”·«„Ì
W * DELM DELM .
W * OH OH «Ì
W * N N,SING,COM Å”—
W * V V,IMP,POS,2 »œ«‰
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,1 „‰
W * ADV ADV,deg,SIM Â—çÂ
W * V V,AUX,NIN,POS »»«Ì” 
W * N N,SING,NFL ﬂ—œ‰
W * DELM DELM °
W * V V,PA,SIM,POS,1 »ﬂ—œ„
W * CON CON Ê
W * N N,SING,COM,GEN ê—œ‰
W * N N,SING,COM ⁄—»
W * ADJ ADJ,SIM ‰—„
W * V V,PA,SIM,POS,1 ê—œ«‰Ìœ„
W * CON CON Ê
W * N N,PL,COM,GEN „»«—“«‰
W * N N,SING,COM ÃÂ«‰
W * ADJ ADJ,SIM ﬂ„
W * V V,PA,SIM,POS,1 ﬂ—œ„
W * CON CON Ê
W * P P «“
W * QUA QUA,GEN Â„ÂÒ
W * N N,SING,GR Œ·ﬁ
W * DELM DELM °
W * N N,SING,COM,GEN »Ì⁄ 
W * PRO PRO,personal,SING,2  Ê
W * V V,PA,SIM,POS,1 »” œ„
W * DELM DELM °
W * CON CON „ê—
W * P P «“
W * N N,SING,NUM çÂ«—
W * N N,SING,COM  ‰
W * DELM DELM .
W * CON CON Ê
W * PRO PRO,personal,SING,1 „‰
W * PRO PRO,INO,SING,2  —«
W * V V,SUB,POS,1 »êÊÌ„
W * CON CON ﬂÂ
W * P P »«
W * QUA QUA Â—
W * N N,SING,COM,INDF ﬂ”Ì
W * DELM DELM °
W * ADV ADV,I çÂ
W * V V,IMP,POS,2 ﬂ‰
W * DELM DELM :
W * CON CON «„«
W * N N,SING,PR ⁄»œ«·—Õ„‰ »‰ «»Ì »ﬂ—
W * DELM DELM °
W * N N,SING,COM,INDF „—œÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM ·ÂÊ
W * RA RA —«
W * N N,SING,COM œÊ” 
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * QUA QUA Â—
W * N N,SING,COM çÂ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,IMP,POS,2 »œÂ
W * CON CON  «
W * P P,PRO »œ«‰
W * ADJ ADJ,SIM „‘€Ê·
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * N N,SING,PR ⁄»œ«··Â »‰ ⁄„—
W * P P »Â
W * N N,SING,COM ⁄»«œ 
W * ADJ ADJ,SIM „‘€Ê·
W * V V,PRE,SIM «” 
W * DELM DELM °
W * PRO PRO,personal,SING,3 «Ê
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM „·ﬂ
W * V V,PRS,NEG,3 ‰ÃÊÌœ
W * CON CON Ê
W * N N,SING,PR ⁄»œ«··Â »‰ “»Ì—
W * DELM DELM °
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * ADV ADV,GENR,REPT »«“
W * V V,PA,SIM,NEG,3 „ê—œ
W * CON CON  «
W * N N,SING,COM »Ì⁄ 
W * V V,SUB,POS,3 »ﬂ‰œ
W * DELM DELM °
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * P P «“
W * PRO PRO,INDF,SING Â„Â
W * ADJ ADJ,CMPR »œ —
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,PR Õ”Ì‰ »‰ ⁄·Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM »Ì⁄ 
W * V V,IMP,POS,2 »ŒÊ«‰
W * DELM DELM °
W * IF IF «ê—
W * N N,SING,COM »Ì⁄ 
W * V V,SUB,POS,3 ﬂ‰œ
W * QUA QUA Â—
W * N N,SING,COM çÂ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,IMP,POS,2 »œÂ
W * CON CON Ê
W * ADV ADV,GENR,SIM ‰Ìﬂ
W * V V,SUB,POS,2,3 œ«—‘
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,1 „«
W * DET DET «Ì‰
W * N N,SING,COM Ê·«Ì 
W * P P «“
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * V V,PRS,POS,4 œ«—Ì„
W * DELM DELM .
W * N N,SING,TIME Å”
W * IF IF «ê—
W * N N,SING,COM »Ì⁄ 
W * V V,SUB,NEG,3 ‰ﬂ‰œ
W * DELM DELM °
W * PRO PRO,R,XOD ŒÊÌ‘ ‰
W * RA RA —«
W * P P «“
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * V V,IMP,POS,2 ‰ê«Â œ«—
W * DELM DELM .
W * P P «“
W * DET DET Â„Ì‰
W * N N,SING,COM,GEN  Ê’ÌÂ
W * N N,SING,PR „⁄«ÊÌÂ
W * P P,GEN œ—»«—Â
W * N N,PL,COM «‘Œ«’
W * DELM DELM °
W * N N,SING,COM œ‰Ì«ŒÊ«ÂÌ
W * CON CON Ê
W * N N,SING,COM „·«ﬂ
W * CON CON Ê
W * N N,SING,COM,GEN „Ì“«‰
W * ADJ ADJ,SIM,GEN œ‰ÌÊÌ
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM ¬‘ﬂ«—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM «’·
W * N N,SING,COM,GEN «œ«„Â
W * N N,SING,COM ﬁœ— 
W * CON CON Ê
W * N N,SING,COM ”·ÿÂ
W * CON CON Ê
W * N N,SING,COM,GEN ”·ÿ‰ 
W * N N,SING,PR Ì“Ìœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,INDF,SING ¬‰çÂ
W * ADJ ADJ,SIM „ €Ì—
W * V V,PRE,SIM «” 
W * N N,SING,COM,GEN ‘ÌÊÂ
W * N N,SING,COM ÕﬂÊ„ 
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADJ ADJ,SIM „ ‰«”»
W * P P »«
W * N N,SING,COM ‘Œ’Ì 
W * CON CON Ê
W * N N,SING,COM,GEN „‰‘
W * N N,PL,COM „Œ«·›Ì‰
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM  ‰ŸÌ„
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,PL,LOC „‰«ÿﬁ
W * CON CON ‰Ì“
W * N N,SING,COM,GEN  Ê’ÌÂ
W * N N,SING,PR Ì“Ìœ
W * P P »—
W * N N,SING,COM,GEN „»‰«Ì
W * N N,SING,COM œ‰Ì«ŒÊ«ÂÌ
W * CON CON Ê
W * N N,SING,COM œ‰Ì«œ«—Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR Ì“Ìœ
W * P P,GEN œ—‰“œ
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * CON CON ﬂÂ
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,SING,COM,GEN Ê’Ì 
W * N N,SING,PR „⁄«ÊÌÂ
W * RA RA —«
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN ‘ÌÊÂ
W * N N,SING,COM ”·Êﬂ
W * P P »«
W * N N,SING,GR,GEN „—œ„
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * ADJ ADJ,SIM,GEN «’·Ì
W * N N,SING,COM ÕﬂÊ„ 
W * V V,SUB,POS,3 »‘‰Êœ
W * DELM DELM .
W * ADV ADV,GENR,SIM »‰«ê“Ì—
W * N N,SING,PR „⁄«ÊÌÂ
W * N N,SING,COM,GEN Ê’Ì 
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * RA RA —«
W * P P »Â
W * N N,SING,PR ÷Õ«ﬂ »‰ ﬁÌ”
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ›—„«‰œÂ
W * N N,SING,GR «— ‘
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * N N,SING,PR „”·„ »‰ ⁄ﬁ»Â
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ›—„«‰œÂ
W * N N,SING,COM,GEN ê«—œ
W * ADJ ADJ,SIM ÊÌéÂ
W * V V,PA,SIM,POS,3 »Êœ
W * ADJ ADJ,SIM „ÿ—Õ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P »Â
W * N N,SING,PR Ì“Ìœ
W * V V,SUB,POS,5 »êÊÌÌœ
W * CON CON ﬂÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR ÕÃ«“
W * RA RA —«
W * N N,SING,COM „—«⁄« 
W * V V,IMP,POS,2 ﬂ‰
W * DELM DELM °
W * CON CON “Ì—«
W * PRO PRO,personal,PL,3 ¬‰«‰
W * N N,SING,COM,GEN «’·
W * PRO PRO,personal,SING,2  Ê
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * QUA QUA Â—
W * N N,SING,COM ﬂ”
W * P P «“
W * PRO PRO,personal,PL,3 ¬‰«‰
W * CON CON ﬂÂ
W * P P »—
W * PRO PRO,personal,SING,2  Ê
W * V V,SUB,POS,3 ¬Ìœ
W * DELM DELM °
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * ADJ ADJ,SIM ê—«„Ì
W * V V,IMP,POS,2 »œ«—
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR ⁄—«ﬁ
W * DELM DELM °
W * QUA QUA Â—
W * N N,SING,COM ê«Â
W * P P «“
W * PRO PRO,personal,SING,2  Ê
W * V V,PA,SIM,POS,6 ŒÊ«” ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,INDF Õ«ﬂ„Ì
W * RA RA —«
W * N N,SING,COM ⁄“·
W * V V,SUB,POS,2 ﬂ‰Ì
W * DELM DELM °
W * ADV ADV,GENR,SIM Õ Ì
W * IF IF «ê—
W * PRO PRO,DEMO,SING «Ì‰
W * N N,SING,COM,GEN ŒÊ«Â‘
W * ADJ ADJ,SIM —Ê“«‰Â
W * CON CON Â„
W * V V,SUB,POS,3 »«‘œ
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM  ÊÃÂ
W * V V,IMP,POS,2 ﬂ‰
W * CON CON Ê
W * N N,SING,COM ⁄„·
W * V V,IMP,POS,2 ﬂ‰
W * DELM DELM °
W * CON CON “Ì—«
W * N N,SING,COM,GEN ⁄“·
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ⁄«„·
W * DELM DELM °
W * P P,GEN »—«Ì
W * PRO PRO,personal,SING,1 „‰
W * ADJ ADJ,CMPR Å”‰œÌœÂ  —
W * CON CON Ê
W * ADJ ADJ,CMPR œÊ”  œ«‘ ‰Ì  —
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON  ««Ì‰ﬂÂ
W * N N,SING,NUM ’œ
W * N N,SING,NUM Â“«—
W * N N,SING,COM ‘„‘Ì—
W * P P »—
W * PRO PRO,personal,SING,2  Ê
W * ADJ ADJ,INO ﬂ‘ÌœÂ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR ‘«„
W * CON CON Â„
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM «⁄ „«œ
W * CON CON Ê
W * N N,SING,COM,GEN Å‘ Ê«‰Â
W * PRO PRO,personal,SING,2  Ê
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * IF IF «ê—
W * P P «“
W * N N,SING,COM,GEN œ‘„‰Ì
W * N N,PL,COM œ‘„‰«‰
W * N N,SING,COM,INDF „”∆·Â «Ì
W * N N,SING,COM ÅÌ‘
W * V V,PA,SIM,POS,3 ¬„œ
W * DELM DELM °
W * P P »«
W * N N,SING,GR,GEN „—œ„
W * N N,SING,COM ‘«„
W * DET DET ¬‰
W * N N,SING,COM „”∆·Â
W * RA RA —«
W * N N,SING,COM Õ·
W * V V,IMP,POS,2 ﬂ‰
W * CON CON Ê
W * P P »—
W * N N,SING,COM œ‘„‰
W * ADJ ADJ,SIM ÅÌ—Ê“
W * V V,IMP,POS,2 ‘Ê
W * DELM DELM .
W * N N,SING,PR „⁄«ÊÌÂ
W * ADV ADV,GENR,SIM »Â —Ê‘‰Ì
W * V V,PA,PRG,POS,3 „Ì œÌœ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * N N,SING,LOC,PR „œÌ‰Â
W * CON CON Ê
W * N N,SING,LOC,PR ⁄—«ﬁ
W * DELM DELM °
W * N N,SING,LOC,GEN Å«Ìê«Â
W * ADJ ADJ,SIM „” Õﬂ„
W * CON CON Ê
W * ADJ ADJ,SIM ÿ»Ì⁄Ì
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM .
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM »«—
W * N N,SING,PR „⁄«ÊÌÂ
W * DELM DELM °
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM „’«·ÕÂ
W * CON CON Ê
W * N N,SING,COM,GEN »Ì⁄ 
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR ⁄—«ﬁ
W * P P »Â
W * N N,SING,LOC,PR „œÌ‰Â
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
W * CON CON Ê
W * ADV ADV,GENR,SIM »Â ’—«Õ 
W * P P »Â
W * N N,SING,GR „—œ„
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,personal,SING,1 „‰
W * V V,PRS,POS,1 „Ì œ«‰„
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,GR „—œ„
W * P P «“
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * PRO PRO,personal,SING,1 „‰
W * ADJ ADJ,SIM Œ‘‰Êœ
W * V V,PRS,NEG,5 ‰Ì” Ìœ
W * DELM DELM .
W * P P «“
W * PRO PRO,INDF,SING ¬‰çÂ
W * P P œ—
W * N N,SING,COM,GEN œ·
W * PRO PRO,personal,PL,2 ‘„«
W * V V,PRS,POS,3 „Ì ê–—œ
