Sub * SUBJ SUBJ !œ«” «‰!
W * ADJ ADJ,CMPR »“—ê —
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * IF IF «ê—
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM ›Ì·
W * V V,SUB,POS,2 »«‘Ì
W * DELM DELM °
W * PRO PRO,personal,SING,1 „‰
W * ADV ADV,GENR,TIME Õ«·«
W * P P «“
W * PRO PRO,personal,SING,2  Ê
W * V V,PRE,ADJC,1 »“—ê —„
W * DELM DELM !
W * N N,SING,COM »çÂ
W * N N,SING,COM Œ—êÊ‘
W * V V,PA,SIM,POS,3 Œ‰œÌœ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »“—ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,NEGG ‰Â
W * DELM DELM °
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM ›Ì·
W * V V,PRS,NEG,1 ‰Ì” „
W * DELM DELM °
W * N N,SING,COM ›Ì·
W * ADV ADV,deg,SIM ŒÌ·Ì
W * P P «“
W * PRO PRO,personal,SING,1 „‰
W * ADJ ADJ,CMPR »“—ê —
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »“—ê
W * ADV ADV,GENR,REPT œÊ»«—Â
W * N N,SING,COM —«Â
W * V V,PA,SIM,POS,3 «› «œ
W * CON CON  «
W * V V,PA,SIM,POS,3 —”Ìœ
W * P P »Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM —Ê»«Â
W * DELM DELM °
W * ADV ADV,GENR,SIM Ã·Ê
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM °
W * N N,SING,COM,GEN ﬂ‰«—
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 «Ì” «œ
W * CON CON Ê
W * ADV ADV,GENR,REPT œÊ»«—Â
W * N N,SING,COM,AFF,3 ê·ÊÌ‘
W * RA RA —«
W * ADJ ADJ,SIM Å—
W * P P «“
W * N N,SING,COM »«œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON  «
W * P P «“
W * N N,SING,COM —Ê»«Â
W * CON CON Â„
W * ADJ ADJ,CMPR »“—ê —
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * IF IF «ê—
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM ›Ì·
W * V V,SUB,POS,2 »«‘Ì
W * DELM DELM °
W * ADV ADV,GENR,TIME Õ«·«
W * PRO PRO,personal,SING,1 „‰
W * P P «“
W * PRO PRO,personal,SING,2  Ê
W * V V,PRE,ADJC,1 »“—ê —„
W * DELM DELM !
W * N N,SING,COM —Ê»«Â
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 Œ‰œÌœ
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,NEGG ‰Â
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM ›Ì·
W * V V,PRS,NEG,1 ‰Ì” „
W * DELM DELM °
W * N N,SING,COM ›Ì·
W * ADV ADV,deg,SIM ŒÌ·Ì
W * P P «“
W * PRO PRO,personal,SING,1 „‰
W * ADJ ADJ,CMPR »“—ê —
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »“—ê
W * ADV ADV,GENR,REPT œÊ»«—Â
W * N N,SING,COM —«Â
W * V V,PA,SIM,POS,3 «› «œ
W * CON CON  «
W * P P »Â
W * N N,SING,COM,INDF ê—êÌ
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * V V,PA,SIM,POS,3 —› 
W * CON CON Ê
W * P P,GEN ÅÌ‘
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 «Ì” «œ
W * CON CON Ê
W * ADV ADV,GENR,REPT œÊ»«—Â
W * N N,SING,COM,AFF,3 ê·ÊÌ‘
W * RA RA —«
W * ADJ ADJ,SIM Å—
W * P P «“
W * N N,SING,COM »«œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON  «
W * P P «“
W * N N,SING,COM ê—ê
W * CON CON Â„
W * ADJ ADJ,CMPR »“—ê —
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * IF IF «ê—
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM ›Ì·
W * V V,SUB,POS,2 »«‘Ì
W * DELM DELM °
W * PRO PRO,personal,SING,1 „‰
W * ADV ADV,GENR,TIME Õ«·«
W * P P «“
W * PRO PRO,personal,SING,2  Ê
W * V V,PRE,ADJC,1 »“—ê —„
W * DELM DELM !
W * N N,SING,COM ê—ê
W * P P »Â
W * N N,SING,COM ﬁÊ—»«€Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,NEGG ‰Â
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM ›Ì·
W * V V,PRS,NEG,1 ‰Ì” „
W * DELM DELM !
W * N N,SING,COM ›Ì·
W * ADV ADV,deg,SIM ŒÌ·Ì
W * P P «“
W * PRO PRO,personal,SING,1 „‰
W * ADJ ADJ,CMPR »“—ê —
W * V V,PRE,SIM «” 
W * DELM DELM !
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »“—ê
W * ADV ADV,GENR,REPT œÊ»«—Â
W * N N,SING,COM —«Â
W * V V,PA,SIM,POS,3 «› «œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM —«Â
W * P P «“
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * V V,PA,SIM,POS,3 Å—”Ìœ
W * DELM DELM :
W * ADV ADV,I „ê—
W * N N,SING,COM ›Ì·
W * ADV ADV,I çﬁœ—
W * ADJ ADJ,SIM »“—ê
W * V V,PRE,SIM «” 
W * DELM DELM ø
W * DELM DELM !
W * CON CON Ê·Ì
W * N N,SING,COM,INDF ÃÊ«»Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,AFF,3 Õ—›‘
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM °
W * CON CON çÊ‰
W * PRO PRO,personal,SING,3 «Ê
W * ADV ADV,GENR,TIME  «»Â Õ«·
W * ADV ADV,GENR,SIM «’·«
W * N N,SING,COM ›Ì·
W * ADJ ADJ,INO,NEG ‰œÌœÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM !
W * N N,SING,COM,GEN ﬁÊ—»«€Â
W * ADJ ADJ,SIM »“—ê
W * V V,PA,SIM,POS,3 —› 
W * CON CON  «
W * P P »Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN «”»
W * ADJ ADJ,SIM ¬»Ì
W * V V,PA,SIM,POS,3 —”Ìœ
W * CON CON ﬂÂ
W * P P,GEN  ÊÌ
W * N N,SING,LOC —ÊœŒ«‰Â
W * N N,SING,COM ‘‰«
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,GEN ﬁÊ—»«€Â
W * ADJ ADJ,SIM »“—ê
W * P P »«
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,SIM Õ „«
W * DET DET «Ì‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * N N,SING,COM ›Ì·
W * V V,PRE,SIM «” 
W * DELM DELM !
W * CON CON Ê
W * CON CON »⁄œ
W * N N,SING,COM,GEN œ«Œ·
W * N N,SING,LOC —ÊœŒ«‰Â
W * V V,PA,SIM,POS,3 Å—Ìœ
W * CON CON Ê
W * V V,PA,SIM,POS,3 —› 
W * P P,GEN ÅÌ‘
W * N N,SING,COM,GEN «”»
W * ADJ ADJ,SIM ¬»Ì
W * CON CON Ê
W * DET DET Â„«‰
W * N N,SING,COM Ã«
W * P P œ—
W * N N,SING,COM ¬»
W * N N,SING,COM,AFF,3 ê·ÊÌ‘
W * RA RA —«
W * ADJ ADJ,SIM Å—
W * P P «“
W * N N,SING,COM »«œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON  «
W * P P «“
W * CON CON «”»
W * ADJ ADJ,SIM ¬»Ì
W * CON CON Â„
W * ADJ ADJ,CMPR »“—ê —
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * CON CON »⁄œ
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * IF IF «ê—
W * PRO PRO,personal,SING,2  Ê
W * N N,SING,COM ›Ì·
W * V V,SUB,POS,2 »«‘Ì
W * DELM DELM °
W * PRO PRO,personal,SING,1 „‰
W * ADV ADV,GENR,TIME Õ«·«
W * P P «“
W * PRO PRO,personal,SING,2  Ê
W * V V,PRE,ADJC,1 »“—ê —„
W * DELM DELM !
W * N N,SING,COM,GEN «”»
W * ADJ ADJ,SIM ¬»Ì
W * P P »Â
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »“—ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,NEGG ‰Â
W * ADV ADV,GENR,NEGG ‰Â
W * DELM DELM !
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM ›Ì·
W * V V,PRS,NEG,1 ‰Ì” „
W * DELM DELM °
W * N N,SING,COM ›Ì·
W * P P «“
W * PRO PRO,personal,SING,1 „‰
W * ADV ADV,deg,SIM ŒÌ·Ì
W * ADJ ADJ,CMPR »“—ê —
W * V V,PRE,SIM «” 
W * DELM DELM !
W * N N,SING,COM ›Ì·
W * ADV ADV,GENR,LOC ¬‰Ã«
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN ÿ—›
W * ADJ ADJ,SIM,GEN œÌê—
W * N N,SING,LOC —ÊœŒ«‰Â
W * V V,PA,NAR,POS,3 «Ì” «œÂ
W * DELM DELM !
W * N N,SING,COM,GEN ﬁÊ—»«€Â
W * ADJ ADJ,SIM »“—ê
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM œÌê—
W * ADJ ADJ,SIM Œ” Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM »«—
W * P P »«
W * N N,SING,COM ŒÊ‘Õ«·Ì
W * P P »Â
W * N N,SING,COM,GEN ÿ—›
W * ADJ ADJ,SIM,GEN œÌê—
W * N N,SING,LOC —ÊœŒ«‰Â
W * N N,SING,COM ‘‰«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON  «
W * P P »Â
W * N N,SING,COM ›Ì·
W * CON CON ﬂÂ
W * P P,GEN  ÊÌ
W * N N,SING,COM ¬»
W * ADJ ADJ,INO «Ì” «œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »“—ê
W * DET DET Â„«‰
W * N N,SING,COM Ã«
W * P P œ—
W * N N,SING,COM ¬»
W * QUA QUA,GEN  „«„
W * N N,SING,COM,GEN ”⁄Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * P P »«
W * QUA QUA,GEN  „«„
W * N N,SING,COM,AFF,3 ‰Ì—ÊÌ‘
W * N N,SING,COM,AFF,3 ê·ÊÌ‘
W * RA RA —«
W * ADJ ADJ,SIM Å—
W * P P «“
W * N N,SING,COM »«œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »“—ê
W * ADV ADV,GENR,SIM Â‰Ê“
W * P P »Â
W * N N,SING,COM,GEN «‰œ«“ÂÒ
W * N N,SING,COM ›Ì·
W * ADJ ADJ,INO,NEG ‰‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ‰«êÂ«‰
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,COM »«œﬂ‰ﬂ
W * V V,PA,SIM,POS,3  —ﬂÌœ
W * CON CON Ê
W * N N,SING,COM,AFF,3 »œ‰‘
W * ADJ ADJ,SIM  ﬂÂ  ﬂÂ
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * N N,SING,COM,GEN ¬»
W * N N,SING,LOC —ÊœŒ«‰Â
W * N N,PL,COM,AFF,3  ﬂÂ Â«Ì‘
W * RA RA —«
W * P P »«
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,3 »—œ
W * DELM DELM .
W * N N,SING,COM,GEN ¬»
W * DET DET ¬‰
W * N N,SING,LOC —ÊœŒ«‰Â
W * P P »Â
W * N N,SING,LOC,INDF „—œ«»Ì
W * CON CON ﬂÂ
W * N N,PL,COM ﬁÊ—»«€Â Â«
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM “‰œêÌ
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * DELM DELM °
W * V V,PA,PRG,POS,3 „Ì —ÌŒ 
W * DELM DELM .
W * P P œ—
W * DET DET ¬‰
W * N N,SING,COM Â‰ê«„
W * N N,PL,COM ﬁÊ—»«€Â Â«
W * ADJ ADJ,SIM,GEN „‘€Ê·
W * N N,SING,COM »«“Ì
W * N N,SING,NFL ﬂ—œ‰
W * P P »«
W * N N,SING,COM „·Œ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM ‰«êÂ«‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM ﬁÊ—»«€Â Â«
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,LOC «Ì‰Ã«
W * RA RA —«
W * N N,SING,COM ‰ê«Â
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * DELM DELM !
W * CON CON Ê
W * CON CON »⁄œ
W * P P »«
W * N N,SING,COM œ” 
W * PP PP,GEN »ÿ—›
W * N N,PL,COM,GEN  ‹ﬂÂ Â‹«Ì
W * N N,SING,COM,GEN »œ‰
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »‹“—ê
W * N N,SING,COM «‘«—Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM „·Œ
W * CON CON Ê
W * QUA QUA,GEN Â„ÂÒ
W * N N,PL,COM ﬁÊ—»‹«€Â Â«
W * P P »Â
W * N N,PL,COM,GEN  ﬂÂ Â«Ì
W * N N,SING,COM,GEN ﬁÊ—»«€ÂÒ
W * ADJ ADJ,SIM »‹“—ê
W * N N,SING,COM ‰ê«Â
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,COM „·Œ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,SIM Õ „«
W * N N,SING,COM,GEN ﬁÊ—»«€Â
W * ADJ ADJ,SIM »“—ê
W * P P «“
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM €—Ê—
W * ADV ADV,GENR,SIM ¬‰ﬁœ—
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * RA RA —«
W * N N,SING,COM »«œ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,3 »‹‹Êœ
W * CON CON ﬂÂ
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,COM »‹«œﬂ‰‹ﬂ
W * V V,PA,SIM,POS,3  —ﬂÌœ
W * DELM DELM !
W * N N,SING,TIME,INDF ‘»Ì
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—
W * N N,PL,COM ÕÌÊ«‰« 
W * N N,SING,COM,GEN »«œ
W * ADJ ADJ,SIM,INDF  ‰œÌ
W * V V,PA,SIM,POS,3 Ê“Ìœ
W * CON CON Ê
W * N N,SING,COM,GEN ê—œÊ€»«—
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * P P »Â
W * N N,SING,COM Å«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM »⁄œ
W * CON CON Êﬁ Ì
W * N N,SING,PR ‘«Â
W * N N,SING,COM,GEN Å‰Ã—ÂÒ
W * N N,SING,LOC,AFF,3 « «ﬁ‘
W * RA RA —«
W * ADV ADV,GENR,REPT »«“
W * V V,PA,SIM,POS,3 ﬂ—œ
W * V V,PA,SIM,POS,3 œÌœ
W * P P,GEN  ÊÌ
W * N N,SING,LOC,GEN »«·ﬂ‰
W * N N,SING,LOC ﬁ’—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ‘·Ê«—
W * V V,PA,NAR,POS,3 «› «œÂ
W * DELM DELM °
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‘·Ê«—
W * ADJ ADJ,SIM ﬂÊçÊ·Ê
W * DELM DELM !
W * N N,SING,PR ‘«Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,I ﬂÌ
W * N N,SING,COM Ã—√ 
W * ADJ ADJ,INO ﬂ—œÂ
W * N N,SING,COM,AFF,3 ‘·Ê«—‘
W * RA RA —«
W * P P,GEN  ÊÌ
W * N N,SING,LOC,GEN »«·ﬂ‰
W * N N,SING,LOC ﬁ’—
W * V V,SUB,POS,3 »Ì‰œ«“Â
W * DELM DELM !
W * V V,SUB,POS,5 »ê—œÌœ
W * CON CON Ê
W * N N,SING,COM,GEN ’«Õ»
W * N N,SING,COM ‘·Ê«—
W * RA RA —«
W * ADJ ADJ,SIM ÅÌœ«
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * CON CON  «
W * N N,SING,COM,AFF,3 «œ»‘
W * V V,SUB,POS,1 ﬂ‰„
W * N N,SING,COM ’»—
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * DELM DELM !
W * QUA QUA Â„Â
W * N N,SING,COM Ã«
W * N N,SING,COM «⁄·«„
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * P P »Â
W * N N,SING,COM,GEN ’«Õ»
W * N N,SING,COM ‘·Ê«—
W * N N,SING,COM,GEN Ã«Ì“ÂÒ
W * ADJ ADJ,SIM,INDF ÊÌéÂ «Ì
W * V V,PRS,POS,1 „Ì œÂ„
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM,INDF ÿÊ—Ì
W * ADJ ADJ,CMPR “Êœ —
W * P P »Â
W * N N,SING,COM ‰ ÌÃÂ
W * V V,PRS,POS,4 „Ì —”Ì„
W * DELM DELM .
W * N N,PL,COM Ã«—çÌÂ«
W * P P œ—
W * N N,SING,LOC ‘Â—
W * N N,SING,COM Ã«—
W * V V,PA,SIM,POS,3 “œ‰œ
W * CON CON Ê
W * ADV ADV,deg,SIM ŒÌ·Ì
W * ADJ ADJ,SIM “Êœ
W * N N,SING,COM,INDF ’›Ì
W * ADJ ADJ,SIM ÿÊ·«‰Ì
W * P P,GEN Ã·ÊÌ
W * N N,SING,LOC,GEN ﬁ’—
W * N N,SING,PR ‘«Â
W * N N,SING,COM  ‘ﬂÌ·
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM ‰›—
W * N N,SING,COM Œ—”
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,SING,COM «œ⁄«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * N N,SING,COM ‘·Ê«—
W * N N,SING,COM,GEN „«·
W * V V,PRE,PROC,3 «Ê” 
W * DELM DELM .
W * N N,SING,PR ‘«Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * OH OH «Ì
W * N N,SING,COM,GEN œ—Ê€êÊÌ
W * ADJ ADJ,SIM «Õ„ﬁ
W * P P »Â
W * N N,SING,COM ‘·Ê«—
W * N N,SING,COM ‰ê«Â
W * N N,SING,LOC,PR ﬂ‰
W * ADV ADV,GENR,SIM Õ Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,AFF,2 «‰ê‘  
W * CON CON Â„
W * P P,GEN  ÊÌ
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRS,NEG,3 ‰„Ì —Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ‰›—
W * ADJ ADJ,SIM »⁄œ
W * N N,SING,COM „Ê—çÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,PR ‘«Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,COM ‘·Ê«—
W * P P,AFF,2 »—«Ì 
W * ADV ADV,deg,SIM ŒÌ·Ì
W * ADV ADV,deg,SIM ŒÌ·Ì
W * ADJ ADJ,SIM »“—ê
W * V V,PRE,SIM «” 
W * DELM DELM .
W * V V,IMP,POS,2 »—Ê
W * N N,SING,COM,GEN „Ê—çÂÒ
W * ADJ ADJ,SIM œ—Ê€êÊ
W * DELM DELM !
W * CON CON »⁄œ
W * N N,SING,COM „Ì„Ê‰
W * V V,PA,SIM,POS,3 ¬„œ
W * CON CON Ê
W * N N,SING,COM «œ⁄«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * CON CON çÊ‰
W * P P »Â
W * N N,PL,COM,GEN ·»«”Â«Ì
W * ADJ ADJ,SIM  ‰ê
W * N N,SING,COM ⁄·«ﬁÂ
W * V V,PRS,POS,3 œ«—œ
W * N N,SING,COM ‘·Ê«—
W * N N,SING,COM,GEN „«·
W * V V,PRE,PROC,3 «Ê” 
W * DELM DELM .
W * N N,SING,COM ﬂ·«€
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM ‘·Ê«—
W * N N,SING,COM,GEN „«·
W * V V,PRE,PROC,3 „‰Â
W * DELM DELM .
W * V V,SUB,POS,5 »»Ì‰Ìœ
W * ADV ADV,GENR,SIM œ—” 
W * ADJ ADJ,SIM,GEN Â„—‰ê
W * N N,PL,COM,AFF,1 Å—Â«Ì„
W * V V,PRE,SIM «” 
W * DELM DELM !
W * N N,SING,COM ﬂ—êœ‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,INDF,SING Â„Â
W * V V,PRS,POS,6 „Ì œ«‰‰œ
W * N N,SING,COM ‘·Ê«—
W * N N,SING,COM,GEN „«·
W * V V,PRE,PROC,3 „‰Â
W * DELM DELM !
W * ADV ADV,GENR,SIM œ—” 
W * V V,PRE,NC,1 «‰œ«“„Â
W * DELM DELM !
W * CON CON »⁄œ
W * N N,SING,COM Œ—êÊ‘
W * DELM DELM °
W * N N,SING,COM ‘«‰Â »Â ”—
W * CON CON Ê
W * N N,SING,COM ›Ì·
W * V V,PA,SIM,POS,6 ¬„œ‰œ
W * CON CON Ê
W * CON CON »⁄œ
W * N N,SING,COM,GEN ‰Ê» 
W * N N,SING,COM êÊ“‰
W * CON CON Ê
W * N N,SING,COM ¬ÂÊ
W * CON CON Ê
W * N N,SING,COM »“„ÃÂ
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * N N,SING,PR ‘«Â
W * P P «“
W * N N,SING,COM ‰êÂ»«‰
W * V V,PA,SIM,POS,3 Å—”Ìœ
W * DELM DELM :
W * ADV ADV,GENR,NEGG œÌê—
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PA,NAR,NEG,3 ‰„«‰œÂ
W * DELM DELM ø
W * PRO PRO,INDF,SING Â„Â
W * V V,PA,NAR,POS,6 ¬„œÂ «‰œ
W * DELM DELM ø
W * N N,SING,COM ‰êÂ»«‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,INDF,SING Â„Â
W * V V,PA,NAR,POS,6 ¬„œÂ «‰œ
W * CON CON,COMP »Â Ã“
W * N N,SING,COM,GEN ﬂ—„
W * ADJ ADJ,SIM Œ«ﬂÌ
W * DELM DELM !
W * N N,SING,PR ‘«Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * V V,SUB,POS,5 »Ì«Ê—Ìœ
W * DELM DELM !
W * N N,SING,COM,GEN ﬂ—„
W * ADJ ADJ,SIM Œ«ﬂÌ
W * N N,SING,COM,INDF Å ÊÌÌ
W * P P »Â
W * N N,SING,COM,GEN œÊ—
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * V V,PA,SIM,POS,3 ÅÌçÌœ
W * CON CON Ê
W * ADV ADV,GENR,SIM ·‰ê ·‰ê«‰
W * P P »Â
W * N N,SING,LOC ﬁ’—
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
W * N N,SING,PR ‘«Â
W * V V,PA,SIM,POS,3 Å—”Ìœ
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,COM ‘·Ê«—
W * N N,SING,COM,GEN „«·
W * V V,PRE,PROC,3  Ê” 
W * DELM DELM ø
W * N N,SING,COM,GEN ﬂ—„
W * ADJ ADJ,SIM Œ«ﬂÌ
W * N N,SING,COM ÃÊ«»
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM :
W * ADV ADV,GENR,NEGG ‰Â
W * N N,SING,COM ﬁ—»«‰
W * DELM DELM .
W * N N,SING,PR ‘«Â
W * CON CON ﬂÂ
W * ADJ ADJ,SIM „‘ﬂÊﬂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM Å Ê
W * RA RA —«
W * N N,SING,COM ﬂ‰«—
W * V V,IMP,POS,2 »“‰
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * V V,IMP,POS,2 »ÅÊ‘
W * DELM DELM !
W * N N,SING,COM,GEN ﬂ—„
W * ADJ ADJ,SIM Œ«ﬂÌ
W * ADV ADV,GENR,SIM ﬂ„Ì
W * N N,SING,COM ŒÊ«Â‘
W * CON CON Ê
W * N N,SING,COM  „‰«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * N N,SING,COM œ” 
W * P P «“
W * N N,SING,COM,AFF,3 ”—‘
W * V V,SUB,POS,6 »—œ«—‰œ
W * DELM DELM .
W * CON CON «„«
W * N N,SING,PR ‘«Â
W * ADJ ADJ,SIM œ”  »—œ«—
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * DELM DELM .
W * P P »Â
W * ADJ ADJ,SIM ‰«ç«—
W * N N,SING,COM,GEN ﬂ—„
W * ADJ ADJ,SIM Œ«ﬂÌ
W * N N,SING,COM Å Ê
W * RA RA —«
W * N N,SING,COM ﬂ‰«—
W * V V,PA,SIM,POS,3 “œ
W * CON CON Ê
W * INT INT Ê«Ì
