Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * N N,SING,LOC,PR Å«ﬂ” «‰
W * DELM DELM °
W * P P »Â
W * N N,SING,COM ‰„«Ì‘
W * ADJ ADJ,INO ê–«‘ Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,COM,GEN  ·ÊÌ“ÌÊ‰
W * N N,SING,PR »Ì »Ì ”Ì
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM ›Ì·„
W * P P »«
W * N N,SING,COM,GEN Âœ›
W * N N,SING,NFL,GEN ‘‰«”«‰œ‰
W * ADJ ADJ,CMPR,GEN »Â —
W * N N,SING,PR Ã‰«Õ
W * P P »Â
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,AFF,3 ﬂ‘Ê—‘
W * CON CON Ê
W * ADV ADV,GENR,SIM »Â ÊÌéÂ
W * N N,SING,COM,GEN ‰”·
W * ADJ ADJ,SIM ÃÊ«‰
W * ADJ ADJ,INO ”«Œ Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM,GEN „‰ ﬁœ«‰
W * ADJ ADJ,SIM ”Ì‰„«ÌÌ
W * DELM DELM °
W * N N,SING,COM,GEN ›Ì·„
W * N N,SING,COM,GEN “‰œêÌ
W * N N,SING,PR Ã‰«Õ
W * RA RA —«
W * N N,SING,COM,GEN Å«”Œ
W * N N,SING,LOC,PR Å«ﬂ” «‰
W * P P »Â
W * N N,SING,COM,INDF ›Ì·„Ì
W * V V,PRS,POS,6 „Ì œ«‰‰œ
W * CON CON ﬂÂ
W * P P,GEN œ—»«—Â
W * N N,SING,PR ê«‰œÌ
W * ADJ ADJ,INO ”«Œ Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN  ÂÌÂ ﬂ‰‰œê«‰
W * N N,SING,COM,GEN ›Ì·„
W * N N,SING,PR Ã‰«Õ
W * N N,SING,COM ﬁ’œ
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P œ—
W * N N,SING,LOC,PR €—»
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM ‰„«Ì‘
W * V V,SUB,POS,6 œ—¬Ê—‰œ
W * DELM DELM °
W * CON CON «„«
W * N N,PL,COM,GEN ⁄Ê«„·
W * N N,SING,COM,GEN  Ê“Ì⁄
W * N N,SING,COM ›Ì·„
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * N N,SING,COM,INDF ⁄·«ﬁÂ «Ì
W * N N,SING,COM ‰‘«‰
W * V V,PA,NAR,NEG,6 ‰œ«œÂ «‰œ
W * DELM DELM .
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM Œ«ÿ—
W * DET DET «Ì‰
W * N N,SING,COM ›Ì·„
W * ADV ADV,GENR,SIM ›⁄·«
W * ADV ADV,GENR,SIM ›ﬁÿ
W * P P œ—
W * N N,SING,LOC,PR Å«ﬂ” «‰
W * P P »Â
W * N N,SING,COM ‰„«Ì‘
W * ADJ ADJ,INO ê–«‘ Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ﬂ—Ì” Ê›—
W * N N,SING,PR ·Ì
W * N N,SING,COM,GEN Â‰—ÅÌ‘Â
W * ADJ ADJ,SIM,GEN ﬁœÌ„Ì
W * N N,PL,COM,GEN ›Ì·„Â«Ì
W * ADJ ADJ,SIM  —”‰«ﬂ
W * P P œ—
W * N N,SING,PR Â«·ÌÊÊœ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ›Ì·„
W * N N,SING,COM,GEN ‰ﬁ‘
W * N N,SING,PR Ã‰«Õ
W * RA RA —«
W * N N,SING,COM »«“Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM Å«ﬂ” «‰ÌÂ«
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * N N,SING,COM Œ—œÂ
W * V V,PA,NAR,POS,6 ê—› Â «‰œ
W * DELM DELM .
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR Â—«ﬂ·ÌÊ‰
W * P P œ—
W * N N,SING,COM,GEN “Ì—
W * N N,PL,COM,GEN ¬»Â«Ì
W * N N,SING,LOC,PR „œÌ —«‰Â
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,SIM,POS,3 ‘œ
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,PR «Ì—‰«
W * DELM DELM :
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN »«” «‰ ‘‰«”
W * ADJ ADJ,SIM ›—«‰”ÊÌ
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR,GEN «”ﬂ‰œ—ÌÂ
W * N N,SING,LOC,PR „’—
W * DELM DELM °
W * N N,SING,COM Œ»—
W * P P «“
W * N N,SING,COM,GEN ﬂ‘›
W * ADJ ADJ,SUP,GEN ‰Œ” Ì‰
W * N N,PL,COM,INDF ‰‘«‰Â Â«ÌÌ
W * V V,PA,SIM,POS,3 œ«œ
W * CON CON ﬂÂ
W * N N,SING,COM ê„«‰
W * V V,PRS,POS,3 „Ì —Êœ
W * N N,PL,COM,GEN ‰‘«‰Â Â«Ì
W * N N,SING,LOC,GEN ‘Â—
W * ADJ ADJ,SIM,GEN »«” «‰Ì
W * N N,SING,LOC,PR Â—«ﬂ·ÌÊ‰
W * P P œ—
W * N N,SING,COM,GEN “Ì—
W * N N,PL,COM,GEN ¬»Â«Ì
W * N N,SING,COM,GEN œ—Ì«Ì
W * N N,SING,LOC,PR „œÌ —«‰Â
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,COM —«œÌÊ
W * N N,SING,PR »Ì »Ì ”Ì
W * DET DET «Ì‰
W * N N,SING,COM »«” «‰ ‘‰«”
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * N N,PL,COM œ«‰‘„‰œ«‰
W * P P œ—
W * N N,SING,COM,INDF ⁄„ﬁÌ
W * ADJ ADJ,CMPR ﬂ„ —
W * P P «“
W * N N,SING,NUM 10
W * N N,SING,COM „ —
W * P P œ—
W * N N,SING,COM,GEN “Ì—
W * N N,PL,COM,GEN ¬»Â«Ì
W * N N,SING,COM,GEN œ—Ì«Ì
W * N N,SING,LOC,PR „œÌ —«‰Â
W * N N,PL,COM,GEN »ﬁ«Ì«Ì
W * ADJ ADJ,SIM,GEN ﬂ«„·
W * N N,SING,NUM Ìﬂ
W * N N,SING,LOC ‘Â—
W * RA RA —«
W * N N,SING,COM ﬂ‘›
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ﬁœ„ 
W * DET DET «Ì‰
W * N N,SING,LOC ‘Â—
W * P P »Â
W * N N,SING,TIME,GEN ”œÂ
W * ADJ ADJ,ORD,GEN Å‰Ã„
W * ADJ ADJ,SIM ﬁ»·
W * P P «“
W * N N,SING,COM „Ì·«œ
W * V V,PRS,POS,3 »«“„Ì ê—œœ
W * CON CON Ê
W * P P «“
W * N N,PL,COM,GEN œÊ—Â Â«Ì
W * N N,PL,COM ›—«⁄‰Â
W * DELM DELM °
W * N N,PL,COM ÌÂÊœÌ«‰
W * P P  «
W * N N,SING,LOC,PR »Ì“«‰”
W * N N,SING,COM ê” —‘
W * V V,PRS,POS,3 „Ì Ì«»œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,LOC ‘Â—
W * CON CON ﬂÂ
W * N N,SING,COM «Õ „«·
W * V V,PRS,POS,3 œ«—œ
W * N N,SING,LOC,PR Â—«ﬂ·ÌÊ‰
W * ADJ ADJ,INO ‰«„ÌœÂ
W * ADJ ADJ,INO,PRG „Ì ‘œÂ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN „’»
W * N N,SING,LOC,GEN —ÊœŒ«‰Â
W * N N,SING,LOC,PR ‰Ì·
W * CON CON Ê
W * N N,SING,COM,GEN Œ·ÌÃ
W * N N,SING,LOC,PR »ÊﬂÌ«
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ·ÊÌÊﬂ«‰ÊÌ
W * N N,SING,NUM 54
W * MORP MORP,MADJ ”«·Â
W * P P œ—
W * N N,SING,COM ”«Õ·
W * ADJ ADJ,SIM,GEN ‰“œÌﬂ
W * N N,SING,LOC,GEN Œ«‰Â
W * ADJ ADJ,SIM,AFF,3 „«œ—Ì‘
W * ADJ ADJ,SIM œ” êÌ—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN œ«œ” «‰
W * N N,SING,LOC,PR ›—«‰”Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM  ÕÊÌ·
W * P P »Â
W * N N,SING,COM,GEN “‰œ«‰
W * N N,SING,LOC,PR ÅÊ—êÊ
W * P P œ—
W * N N,SING,COM,GEN ÕÊ„Â
W * N N,SING,LOC,PR »«” Ì«
W * N N,SING,COM «‰ ﬁ«·
W * ADJ ADJ,INO œ«œÂ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN œ«œ” «‰
W * N N,SING,LOC,PR ›—«‰”Â
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * N N,SING,COM,GEN œ—ŒÊ«” 
W * N N,PL,COM,GEN „ﬁ«„Â«Ì
W * ADJ ADJ,SIM,GEN ﬁ÷«ÌÌ
W * N N,SING,LOC,PR «Ì «·Ì«
W * CON CON Ê
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,PL,COM,INDF «Õﬂ«„Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,TIME,GEN ”«·Â«Ì
W * N N,SING,NUM 1980
W * DELM DELM °
W * N N,SING,NUM 1985
W * CON CON Ê
W * N N,SING,NUM 1996
W * N N,SING,COM,GEN ÷œ
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM ’«œ—
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * N N,SING,COM »«“œ«‘ 
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,GR,INDF ê—ÊÂÌ
W * ADJ ADJ,SIM Ê«»” Â
W * P P »Â
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN Å—ç„
W * ADJ ADJ,SIM ”—Œ
W * DELM DELM °
W * N N,SING,PR ¬·œÊ
W * N N,SING,PR „Ê—Ê
W * DELM DELM °
W * N N,SING,COM,GEN ‰Œ”  Ê“Ì—
W * ADJ ADJ,SIM,GEN «”»ﬁ
W * N N,SING,LOC,PR «Ì «·Ì«
W * CON CON Ê
W * N N,SING,COM,GEN —Â»—
W * N N,SING,GR,GEN Õ“»
W * ADJ ADJ,SIM œ„ﬂ—« 
W * ADJ ADJ,SIM „”ÌÕÌ
W * DELM DELM °
W * RA RA —«
W * P P œ—
W * N N,SING,NUM 16
W * N N,SING,MON „«—”
W * N N,SING,NUM 1978
W * V V,PA,SIM,POS,6 —»Êœ‰œ
W * CON CON Ê
W * N N,SING,NUM 55
W * N N,SING,TIME —Ê“
W * N N,SING,TIME »⁄œ
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM  «—ÌŒ
W * PRO PRO,personal,SING,3 ÊÌ
W * RA RA —«
W * P P »Â
W * N N,SING,COM ﬁ ·
W * V V,PA,SIM,POS,6 —”«‰œ‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,COM Œ»—
W * DELM DELM :
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * DELM DELM °
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN «„Ê«Ã
W * P P,GEN „«Ê—«Ì
W * N N,SING,COM ’Ê 
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  ‘ŒÌ’
W * N N,SING,COM,GEN ê” —‘
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM,GEN ”—ÿ«‰
W * N N,SING,COM ÅÊ” 
W * DELM DELM °
W * ADJ ADJ,SIM „Ê”Ê„
W * P P »Â
W * N N,SING,COM „·«‰Ê„
W * P P »Â
W * N N,PL,COM,GEN €œœ
W * ADJ ADJ,SIM,GEN ·‰›«ÊÌ
W * ADJ ADJ,SIM „Ã«Ê—
W * DELM DELM °
W * ADJ ADJ,CMPR »Ì‘ —
W * P P «“
W * N N,SING,COM,GEN „⁄«Ì‰Â
W * ADJ ADJ,SIM ›Ì“ÌﬂÌ
W * CON CON Ê
W * N N,PL,COM,GEN —Ê‘Â«Ì
W * ADJ ADJ,SIM,GEN  ‘ŒÌ’Ì
W * ADJ ADJ,SIM œÌê—
W * N N,SING,COM ﬂ«—¬ÌÌ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,PL,COM,GEN Â“Ì‰Â Â«Ì
W * N N,SING,COM,GEN À» 
W * N N,PL,COM «Œ —«⁄« 
W * N N,SING,COM ﬂ«Â‘
W * V V,PRS,POS,3 „Ì Ì«»œ
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM,GEN „—ﬂ“Ì
W * N N,SING,COM Œ»—
W * DELM DELM :
W * N N,SING,NUM 34
W * N N,SING,LOC ﬂ‘Ê—
W * DELM DELM °
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ã„⁄Â
W * P P œ—
W * N N,SING,LOC,PR é‰Ê
W * N N,SING,COM,INDF ÅÌ„«‰Ì
W * ADJ ADJ,SIM  «—ÌŒÌ
W * RA RA —«
W * P P »Â
W * N N,SING,COM «„÷«¡
W * V V,PA,SIM,POS,6 —”«‰œ‰œ
W * CON CON ﬂÂ
W * P P »—
W * N N,SING,COM,GEN «”«”
W * PRO PRO,DEMO,SING ¬‰
W * N N,PL,COM,GEN —ÊÌÂ Â«Ì
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,COM ﬂ”»
W * CON CON Ê
W * N N,SING,COM,GEN ‰êÂœ«—Ì
W * N N,SING,COM,GEN Õﬁ
W * N N,PL,COM,GEN «„ Ì«“« 
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,PL,COM «Œ —«⁄« 
W * DELM DELM °
W * ADJ ADJ,SIM ”«œÂ
W * CON CON Ê
W * ADJ ADJ,SIM Â„«Â‰ê
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON Ê
W * N N,PL,COM,GEN Â“Ì‰Â Â«Ì
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ﬂ«Â‘
W * V V,PRS,POS,3 „Ì Ì«»œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,PR ÌÊ‰«Ì œÅ—”
W * P P «“
W * N N,SING,LOC,PR é‰Ê
W * DELM DELM °
W * N N,SING,PR —Ê»— 
W * N N,SING,PR «· «” Ê·
W * DELM DELM °
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * P P œ—
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM  Ã«—Ì
W * CON CON Ê
W * N N,SING,COM,GEN Õﬁ
W * N N,PL,COM «„ Ì«“« 
W * DELM DELM °
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ﬂ«Â‘
W * N N,PL,COM,GEN „—«Õ·
W * ADJ ADJ,SIM «œ«—Ì
W * CON CON Ê
W * N N,SING,COM,GEN ﬂ«€–»«“Ì
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,COM,GEN À» 
W * N N,SING,COM,GEN Õﬁ
W * N N,PL,COM «„ Ì«“« 
W * DELM DELM °
W * N N,SING,COM,GEN „ÊÃ»
W * N N,PL,NUM „Ì·ÌÊ‰Â«
W * N N,SING,CONT œ·«—
W * N N,SING,COM ’—›Â ÃÊÌÌ
W * P P,GEN »—«Ì
W * N N,PL,COM,INDF ‘—ﬂ Â«ÌÌ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Õﬁ
W * N N,PL,COM «„ Ì«“« 
W * RA RA —«
W * P P œ—
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * ADJ ADJ,SIM „Œ ·›
W * N N,SING,COM »«Ìê«‰Ì
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ÅÌ„«‰
W * DELM DELM °
W * N N,SING,TIME Å”
W * P P «“
W * CON CON ¬‰ﬂÂ
W * N N,SING,NUM 10
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * ADJ ADJ,SIM «„÷«ﬂ‰‰œÂ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM  ’ÊÌ»
W * V V,SUB,POS,6 »—”«‰‰œ
W * DELM DELM °
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM «Ã—«
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * N N,SING,COM,GEN ›—Ê‘
W * N N,SING,COM ﬂ «»
W * P P œ—
W * N N,SING,LOC,PR é«Å‰
W * ADV ADV,GENR,TIME Å«—”«·
W * N N,SING,COM ﬂ«Â‘
W * V V,PA,SIM,POS,3 œ«‘ 
W * N N,SING,LOC,PR  ÊﬂÌÊ
W * DELM DELM -
W * N N,SING,PR «Ì—‰«
W * DELM DELM :
W * ADJ ADJ,SUP  «“Â  —Ì‰
W * N N,SING,COM,GEN ¬„«—
W * ADJ ADJ,SIM —”„Ì
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * N N,SING,NUM 56
W * N N,SING,NUM Â“«—
W * CON CON Ê
W * N N,SING,NUM 62
W * N N,SING,COM ⁄‰Ê«‰
W * N N,SING,COM,GEN ﬂ «»
W * ADJ ADJ,SIM ÃœÌœ
W * P P œ—
W * N N,SING,LOC,PR é«Å‰
W * ADJ ADJ,SIM „‰ ‘—
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON ﬂÂ
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ÅÌ‘
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,NUM 784
W * N N,SING,COM ›ﬁ—Â
W * ADJ ADJ,CMPR ﬂ„ —
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,COM,GEN „—ﬂ“
W * N N,SING,COM,GEN ÅéÊÂ‘
W * N N,PL,COM «‰ ‘«—« 
W * CON CON ﬂÂ
W * N N,SING,COM,INDF ‰”ŒÂ «Ì
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * P P œ—
W * N N,SING,COM,GEN «Œ Ì«—
W * N N,SING,PR «Ì—‰«
W * N N,SING,COM ﬁ—«—
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM :
W * N N,SING,NUM 63
W * N N,SING,NUM Â“«—
W * CON CON Ê
W * N N,SING,NUM 645
W * N N,SING,COM ⁄‰Ê«‰
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM ﬂ «»Â«
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,PL,COM,GEN „Ê÷Ê⁄« 
W * ADJ ADJ,SIM ⁄„Ê„Ì
W * CON CON Ê
W * N N,SING,NUM 21
W * N N,SING,NUM Â“«—
W * CON CON Ê
W * N N,SING,NUM 487
W * N N,SING,COM ⁄‰Ê«‰
W * CON CON ‰Ì“
W * P P,GEN œ—»«—Â
W * N N,PL,COM,GEN „”«∆·
W * ADJ ADJ,SIM ⁄·„Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN „ﬁ«„Â«Ì
W * ADJ ADJ,SIM —”„Ì
W * N N,SING,COM,GEN „Ì“«‰
W * N N,SING,COM,GEN ›—Ê‘
W * N N,PL,COM «‰ ‘«—« 
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * RA RA —«
W * CON CON ‰Ì“
W * N N,SING,NUM œÊ
W * N N,SING,NUM  —Ì·ÌÊ‰
W * CON CON Ê
W * N N,SING,NUM 460
W * N N,SING,NUM „Ì·Ì«—œ
W * N N,SING,COM Ì‰
W * DELM DELM °
W * N N,SING,NUM 240
W * N N,SING,NUM „Ì·Ì«—œ
W * N N,SING,CONT œ·«—
W * N N,SING,COM »—¬Ê—œ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM „ﬁ«Ì”Â
W * P P »«
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ÅÌ‘
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * N N,SING,NUM 3 / 2
W * N N,SING,COM œ—’œ
W * N N,SING,COM ﬂ«Â‘
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,LOC,PR çÌ‰
W * P P »«
W * ADJ ADJ,SUP »œ —Ì‰
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * P P œ—
W * N N,SING,NUM 10
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * ADJ ADJ,SIM —Ê»—Ê
W * V V,PRE,SIM «” 
W * N N,SING,LOC,PR Åﬂ‰
W * DELM DELM -
W * N N,SING,PR «Ì—‰«
W * DELM DELM :
W * N N,SING,COM,GEN Œ‘ﬂ”«·Ì
W * N N,SING,DIR,GEN ‘„«·
W * N N,SING,LOC,PR çÌ‰
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,SES,GEN Å«ÌÌ“
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM,GEN ê–‘ Â
W * ADJ ADJ,SIM „Ì·«œÌ
W * N N,SING,ORD ¬€«“
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P »Â
W * N N,SING,COM  œ—ÌÃ
W * P P »Â
W * ADJ ADJ,SUP »œ —Ì‰
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * P P œ—
W * N N,SING,NUM 10
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM  »œÌ·
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN —Ê“‰«„Â
W * ADJ ADJ,SIM,GEN «‰ê·Ì”Ì “»«‰
W * N N,SING,PR ç«Ì‰« œÌ·Ì
W * N N,SING,COM,GEN ç«Å
W * N N,SING,LOC,PR Åﬂ‰
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ‘‰»Â
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »«—Â
W * V V,PA,SIM,POS,3 ‰Ê‘ 
W * DELM DELM :
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * N N,SING,NUM 71
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT Âﬂ «—
W * P P «“
W * N N,PL,COM,GEN „“«—⁄
W * N N,SING,LOC,PR çÌ‰
W * RA RA —«
W * P P,GEN  Õ 
W * N N,SING,COM  √ÀÌ—
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * ADJ ADJ,SIM »«⁄À
W * ADJ ADJ,INO ‘œÂ
W * CON CON ﬂÂ
W * N N,SING,NUM 12
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,COM ‰›—
W * CON CON Ê
W * N N,SING,NUM 71
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,COM —√”
W * N N,SING,COM œ«„
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * P P »«
W * N N,SING,COM,GEN „‘ﬂ·
W * N N,SING,COM ﬂ„ ¬»Ì
W * ADJ ADJ,SIM „Ê«ÃÂ
W * V V,SUB,POS,6 ‘Ê‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * CON CON Â„ç‰Ì‰
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * ADJ ADJ,SIM Õ«÷—
W * N N,SING,COM,INDF  ÂœÌœÌ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ«‘ 
W * ADJ ADJ,SIM,GEN  «»” «‰Ì
W * N N,PL,COM,GEN „Õ’Ê·« 
W * ADJ ADJ,SIM “—«⁄Ì
W * P P œ—
W * N N,SING,LOC,PR çÌ‰
W * ADJ ADJ,SIM „Õ”Ê»
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,LOC,PR çÌ‰
W * N N,SING,COM ÅÌ‘ »Ì‰Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 59
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT  ‰
W * N N,SING,COM ê‰œ„
W * P P œ—
W * N N,SING,SES,GEN  «»” «‰
W * ADV ADV,GENR,TIME «„”«·
W * N N,SING,COM »—œ«‘ 
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM „Ì“«‰
W * N N,SING,NUM 10
W * N N,SING,COM œ—’œ
W * ADJ ADJ,CMPR ﬂ„ —
W * P P «“
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1999
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM ﬂ«—‘‰«”«‰
