Sub * SUBJ SUBJ !›Â—”  „‰«»⁄!
W * ADJ ADJ,SIM ·«“„
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «Õœ«À
W * N N,SING,NUM 302
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM ¬„Ê“‘Ì
W * P P »«
W * N N,SING,COM,GEN “Ì—»‰«Ì
W * N N,SING,NUM 13
W * N N,SING,NUM Â“«—
W * CON CON Ê
W * N N,SING,NUM 570
W * N N,SING,COM „ —„—»⁄
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC «” «‰
W * N N,SING,COM  «„Ì‰
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,PR €·«„—÷«
W * N N,SING,PR „Õ„œÌ
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «Õœ«À
W * DET DET «Ì‰
W * N N,SING,GR  ⁄œ«œ
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM ¬„Ê“‘Ì
W * DELM DELM °
W * N N,SING,COM „»·€
W * N N,SING,NUM 63
W * N N,SING,NUM „Ì·Ì«—œ
W * N N,SING,CONT —Ì«·
W * P P «“
W * N N,PL,COM,GEN «⁄ »«—« 
W * ADJ ADJ,SIM «” «‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM „·Ì
W * N N,SING,COM «Œ ’«’
W * ADJ ADJ,INO Ì«› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * PRO PRO,personal,SING,3 ÊÌ
W * ADV ADV,GENR,TIME «„”«·
W * N N,PL,COM,GEN ‰ÌﬂÊﬂ«—«‰
W * N N,SING,LOC,PR ·—” «‰
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,COM,GEN «„—
W * N N,SING,COM „œ—”Â ”«“Ì
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM Ìﬂ
W * N N,SING,NUM „Ì·Ì«—œ
W * N N,SING,CONT —Ì«·
W * N N,SING,COM Â“Ì‰Â
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰ﬁ‘
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM,INDF  ÊÃÂÌ
W * P P œ—
W * N N,SING,COM  Ê”⁄Â
W * CON CON Ê
W * N N,SING,COM,GEN  «„Ì‰
W * N N,PL,COM,GEN ›÷«Â«Ì
W * ADJ ADJ,SIM,GEN ¬„Ê“‘Ì
W * DET DET «Ì‰
W * N N,SING,LOC «” «‰
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,SING,LOC,PR  »—Ì“
W * DELM DELM ‹
W * P P »Â
W * N N,SING,COM,GEN „‰ŸÊ—
W * N N,SING,COM,GEN «— ﬁ«Ì
W * N N,SING,COM,GEN ”ÿÕ
W * ADJ ADJ,SIM,GEN ⁄·„Ì
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * N N,SING,COM,GEN —‘ Â
W * N N,SING,COM,GEN ‘Ì„Ì
W * N N,PL,LOC,GEN œ«‰‘ê«ÂÂ«Ì
W * N N,SING,COM,GEN ”—«”—
W * N N,SING,LOC ﬂ‘Ê—
W * DELM DELM °
W * ADJ ADJ,ORD ‘‘„Ì‰
W * N N,SING,COM,GEN ”„Ì‰«—
W * ADJ ADJ,SIM,GEN ⁄·„Ì
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * N N,SING,COM ‘Ì„Ì
W * P P »Â
W * N N,SING,COM,GEN „œ 
W * N N,SING,NUM ”Â
W * N N,SING,TIME —Ê“
W * P P œ—
W * N N,SING,LOC,GEN œ«‰‘ê«Â
W * N N,SING,LOC,PR  »—Ì“
W * N N,SING,ORD ¬€«“
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,SURN œﬂ —
W * N N,SING,PR,GEN œ«Êœ
W * N N,SING,PR ›—‘»«›
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,LOC,GEN œ«‰‘ﬂœÂ
W * N N,SING,COM,GEN ‘Ì„Ì
W * N N,SING,LOC,GEN œ«‰‘ê«Â
W * N N,SING,LOC,PR  »—Ì“
W * DELM DELM °
W * N N,SING,COM,GEN „»«œ·Â
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,SIM ⁄·„Ì
W * P P,GEN »Ì‰
W * N N,PL,COM œ«‰‘ÃÊÌ«‰
W * DELM DELM °
W * N N,SING,COM,GEN «—«∆Â
W * N N,PL,COM,GEN  «“Â Â«Ì
W * N N,SING,COM,GEN ⁄·„
W * N N,SING,COM ‘Ì„Ì
W * CON CON Ê
W * N N,SING,COM «ÿ·«⁄
W * P P «“
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,PL,COM,GEN Ì«› Â Â«Ì
W * DET DET «Ì‰
W * N N,SING,COM ⁄·„
W * P P œ—
W * N N,SING,COM,GEN ”ÿÕ
W * N N,SING,COM ÃÂ«‰
W * RA RA —«
W * P P «“
W * N N,PL,COM,GEN «Âœ«›
W * N N,SING,COM,GEN »—Å«ÌÌ
W * DET DET «Ì‰
W * N N,SING,COM ”„Ì‰«—
W * N N,SING,COM ⁄‰Ê«‰
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,LOC,PR ﬂ—„«‰‘«Â
W * DELM DELM ‹
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM,GEN œ«„Å“‘ﬂÌ
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR ﬂ—„«‰‘«Â
W * P P «“
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY œÊ‘‰»Â
W * N N,SING,COM,GEN ›⁄«·Ì 
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,ORD ¬€«“
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR,GEN „”⁄Êœ
W * N N,SING,PR Â«‘„ “«œÂ
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM,GEN œ«„Å“‘ﬂÌ
W * N N,SING,LOC ﬂ‘Ê—
W * P P œ—
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN Ã·”Â
W * DET DET «Ì‰
W * N N,SING,GR ‘Ê—«
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,COM Âœ›
W * P P «“
W * N N,SING,COM,GEN  «”Ì”
W * DET DET «Ì‰
W * N N,SING,GR ‘Ê—«
W * P P œ—
W * N N,PL,COM «” «‰Â«
W * DELM DELM °
W * ADJ ADJ,SIM «” «‰œ«—œ
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM,GEN »Âœ«‘ 
W * N N,SING,COM œ«„
W * CON CON Ê
W * N N,PL,COM ÿÌÊ—
W * DELM DELM °
W * N N,SING,COM Õ„«Ì 
W * P P «“
W * N N,PL,COM »Â—Â »—œ«—«‰
W * CON CON Ê
W * N N,SING,COM,GEN —›⁄
W * N N,PL,COM „‘ﬂ·« 
W * CON CON Ê
W * N N,SING,COM,GEN  «„Ì‰
W * N N,PL,COM,GEN ‰Ì«“Â«Ì
W * N N,PL,COM œ«„œ«—«‰
W * CON CON Ê
W * N N,PL,COM „—€œ«—«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * DELM DELM #
W * N N,SING,COM,GEN œÊ—«‰
W * ADJ ADJ,SIM,GEN ÃœÌœ
W * N N,SING,LOC,PR ·»‰«‰
W * CON CON Ì«
W * N N,SING,COM,GEN  ﬂ—«—
W * N N,SING,COM ê–‘ Â
W * DELM DELM #
W * DELM DELM #
W * N N,SING,COM »ﬁÌÂ
W * P P «“
W * N N,SING,COM,GEN ’›ÕÂ
W * ADJ ADJ,ORD «Ê·
W * DELM DELM #
W * N N,SING,COM,GEN „ﬁ«Ê„ 
W * ADJ ADJ,SIM «”·«„Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ‰«„
W * N N,PL,COM —“„‰œê«‰
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «” ﬁ·«·
W * N N,SING,LOC,PR ·»‰«‰
W * V V,PA,SIM,POS,6 ‰«„Ìœ‰œ
W * CON CON Ê
W * P P «“
W * N N,SING,COM,GEN Õ„«Ì 
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM œ” 
W * V V,PA,SIM,NEG,6 ‰ﬂ‘Ìœ‰œ
W * DELM DELM .
W * IF IF «ê—
W * N N,PL,COM Ê«ﬁ⁄Ì Â«
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ”Ì—
W * N N,PL,COM ÕÊ«œÀ
W * P P «“
W * N N,SING,NUM »Ì” 
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * P P  «
W * ADV ADV,GENR,TIME «„—Ê“
W * RA RA —«
W * P P œ—
W * N N,SING,LOC,PR ·»‰«‰
W * CON CON Ê
W * N N,PL,COM,GEN „»«—“« 
W * N N,PL,COM ‘Ì⁄Ì«‰
W * CON CON Ê
W * N N,SING,COM,GEN „ﬁ«Ê„ 
W * ADJ ADJ,SIM «”·«„Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * P P »«
W * QUA QUA,GEN Â„Â
W * N N,SING,COM ›—«“
W * CON CON Ê
W * N N,PL,COM,GEN ‰‘Ì»Â«Ì
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM „ÿ«·⁄Â
W * CON CON Ê
W * N N,SING,COM »——”Ì
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM °
W * ADV ADV,GENR,SIM »Â œ—” Ì
W * CON CON Ê
W * N N,SING,COM »‰«
W * P P »—
W * N N,PL,COM,GEN Ê«ﬁ⁄Ì Â«Ì
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,AUX,FEA,POS,4 œ—ŒÊ«ÂÌ„
W * V V,PA,SIM,POS,3 Ì«› 
W * CON CON ﬂÂ
W * N N,PL,COM «”—«∆Ì·ÌÂ«
W * ADJ ADJ,SIM „Ã»Ê—
W * P P »Â
W * N N,SING,COM,GEN  —ﬂ
W * N N,SING,LOC,PR ·»‰«‰
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * CON CON Ê
W * N N,SING,GR,GEN Ê«éê«‰
W * N N,SING,COM ‘ﬂ” 
W * DELM DELM °
W * N N,SING,COM ›—«—
W * CON CON Ê
W * N N,SING,COM ⁄ﬁ»
W * N N,SING,NFL —«‰œ‰
W * P P »Â
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,COM,GEN «Ã—«Ì
W * N N,SING,COM ÿ—Õ
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM ⁄ﬁ» ‰‘Ì‰Ì
W * P P »Â
W * N N,PL,COM „—« »
W * P P »Â
W * N N,SING,COM,GEN ÕﬁÌﬁ 
W * ADJ ADJ,SIM ﬂ‰Ê‰Ì
W * P P œ—
W * N N,SING,DIR,GEN Ã‰Ê»
W * N N,SING,LOC,PR ·»‰«‰
W * ADJ ADJ,CMPR ‰“œÌﬂ —
W * CON CON Ê
W * ADJ ADJ,CMPR „‰ÿ»ﬁ —
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * N N,PL,COM «”—«∆Ì·ÌÂ«
W * IF IF «ê—
W * CON CON Â„
W * N N,SING,COM «œ⁄«
W * V V,SUB,POS,6 ﬂ‰‰œ
W * CON CON ﬂÂ
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN ÿ—Õ
W * N N,SING,LOC,PR,GEN Œ«Ê—„Ì«‰Â
W * ADJ ADJ,SIM ÃœÌœ
W * P P «“
W * N N,SING,PR ‘Ì„Ê‰
W * N N,SING,PR Å—”
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM ”«“‘
W * P P »«
W * N N,PL,COM «⁄—«»
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,LOC “„Ì‰
W * P P œ—
W * N N,SING,COM,GEN »—«»—
W * N N,SING,COM ’·Õ
W * P P «“
W * N N,SING,PR ⁄—›« 
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,PR «”Õ«ﬁ
W * N N,SING,PR —«»Ì‰
W * P P »Â
W * N N,SING,COM,GEN  ’ÕÌÕ
W * N N,SING,COM  ›ﬂ—
W * CON CON Ê
W * N N,SING,COM,GEN ‰ê«Â
W * ADJ ADJ,SIM,GEN ’ÂÌÊ‰Ì” Ì
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRS,POS,6 „Ì Å—œ«“‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ‰ê«Â
W * P P «“
W * N N,SING,COM,GEN ”—
W * N N,SING,COM «Ã»«—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADV ADV,GENR,NEGG ‰Â
W * N N,SING,COM «Œ Ì«—
W * DELM DELM °
W * N N,SING,COM,INDF «Ã»«—Ì
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ‘—«Ìÿ
W * ADJ ADJ,SIM,GEN „ÊÃÊœ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »—
W * PRO PRO,personal,PL,3 ¬‰«‰
W * CON CON Ê
W * ADV ADV,GENR,SIM »Œ’Ê’
W * P P »—
W * N N,SING,COM,GEN ‰”·
W * ADJ ADJ,SIM ÃœÌœ
W * P P œ—
W * N N,SING,LOC,PR «”—«∆Ì·
W * N N,SING,COM  Õ„Ì·
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * QUA QUA,GEN Â„Â
W * N N,SING,COM ”Œ‰
W * P P «“
W * N N,SING,COM,GEN ‰ê«Â
W * ADJ ADJ,SIM Ê«ﬁ⁄ »Ì‰«‰Â
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „ﬁ«Ê„ 
W * ADJ ADJ,SIM «”·«„Ì
W * N N,PL,COM,GEN ‘—«Ìÿ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »—
W * N N,PL,COM ’ÂÌÊ‰Ì” Â«
W * N N,SING,COM  Õ„Ì·
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * PRO PRO,DEMO,PL ¬‰Â«
W * RA RA —«
W * ADJ ADJ,SIM Ê«œ«—
W * P P »Â
W * N N,SING,COM,GEN  —ﬂ
W * N N,SING,LOC,PR ·»‰«‰
W * V V,PA,SIM,POS,3 ‰„Êœ
W * DELM DELM .
W * N N,SING,NUM 2
W * DELM DELM ‹
W * N N,PL,COM «”—«∆Ì·ÌÂ«
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * N N,SING,NUM œÊ
W * N N,SING,COM Œÿ
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM ‰ ÌÃÂ
W * P P «“
W * N N,SING,COM,GEN  —ﬂ
W * N N,SING,LOC,PR ·»‰«‰
W * N N,SING,COM œ‰»«·
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * ADV ADV,GENR,ORD «Ê·
W * DELM DELM °
W * N N,SING,COM,GEN  ﬂ—«—
W * N N,PL,COM,GEN Ã‰êÂ«Ì
W * ADJ ADJ,SIM œ«Œ·Ì
W * P P œ—
W * N N,SING,LOC,PR ·»‰«‰
W * CON CON Ê
W * P P »—
W * PRO PRO,REC Â„
W * N N,SING,NFL,GEN “œ‰
W * N N,PL,COM,GEN ‘—«Ìÿ
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * ADJ ADJ,SIM œ«Œ·Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * CON CON Ê
W * ADV ADV,GENR,ORD œÊ„
W * DELM DELM °
W * N N,SING,COM ›‘«—
W * P P »—
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * P P »Â
W * N N,SING,COM,GEN ﬂ„ﬂ
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * DELM DELM °
W * P P »«
W * N N,SING,COM Œ«—Ã
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM,GEN »—ê
W * N N,SING,COM,GEN ›‘«—
W * N N,SING,DIR,GEN Ã‰Ê»
W * N N,SING,LOC,PR ·»‰«‰
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,LOC,PR œ„‘ﬁ
W * P P «“
W * N N,SING,COM,GEN „⁄«œ·Â
W * N N,PL,COM „–«ﬂ—« 
W * P P »«
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * DELM DELM °
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN ”—‰Ê‘ 
W * N N,SING,LOC,PR ÃÊ·«‰
W * CON CON Ê
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * ADJ ADJ,SIM «‘€«·Ì
W * P P «“
W * N N,SING,COM Œ«ﬂ
W * CON CON Ê
W * N N,SING,COM,GEN ¬»
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * DELM DELM °
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ⁄»«— 
W * ADJ ADJ,SIM œÌê—
W * N N,SING,COM,GEN Õ·ﬁÂ
W * N N,SING,LOC,PR ·»‰«‰
W * P P «“
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM „–«ﬂ—Â
W * P P »«
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * RA RA —«
W * ADJ ADJ,SIM Ãœ«
W * V V,PA,NAR,POS,6 ‰„ÊœÂ «‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * ADJ ADJ,ORD «Ê·
W * N N,PL,COM «”—«∆Ì·ÌÂ«
W * P P »—
W * N N,SING,COM,GEN Õ÷Ê—
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM Å‰Ã«Â
W * N N,SING,NUM Â“«—
W * N N,SING,COM,GEN ›·”ÿÌ‰Ì
W * ADJ ADJ,SIM,GEN „”·ÕÂ
W * ADJ ADJ,SIM Ê«»” Â
W * P P »Â
W * N N,SING,PR ⁄—›« 
W * P P œ—
W * N N,PL,LOC,GEN «—œÊê«ÂÂ«Ì
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * ADJ ADJ,SIM,GEN Ã‰Ê»Ì
W * N N,SING,LOC,PR ·»‰«‰
W * CON CON Ê
W * N N,SING,COM ‰“œÌﬂ
W * P P »Â
W * N N,SING,COM,GEN Œÿ
W * ADJ ADJ,SIM,GEN Õ«Ì·
W * P P,GEN „Ì«‰
W * N N,SING,LOC,PR «”—«∆Ì·
W * CON CON Ê
W * N N,SING,LOC,PR ·»‰«‰
W * CON CON Ê
W * CON CON Â„ç‰Ì‰
W * P P »Â
W * N N,PL,COM,GEN  ›«Ê Â«Ì
W * ADJ ADJ,SIM ﬁÊ„Ì
W * CON CON Ê
W * ADJ ADJ,SIM ⁄‘Ì—Â «∆Ì
W * P P œ—
W * N N,SING,LOC,PR ·»‰«‰
W * N N,SING,COM  ÊÃÂ
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM .
W * N N,PL,COM ’ÂÌÊ‰Ì” Â«
W * N N,SING,COM  ·«‘
W * V V,PRS,POS,6 œ«—‰œ
W * P P  «
W * N N,SING,COM,GEN ÅÌ—Ê“Ì
W * N N,SING,COM,GEN „ﬁ«Ê„ 
W * ADJ ADJ,SIM «”·«„Ì
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN œ” «Ê—œ
W * ADJ ADJ,SIM „·Ì
W * DELM DELM ‹
W * ADJ ADJ,SIM «”·«„Ì
W * P P,GEN »—«Ì
W * N N,SING,LOC,PR ·»‰«‰
W * N N,SING,COM  À»Ì 
W * V V,SUB,NEG,3 ‰‘Êœ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,COM,GEN œÊ—«‰
W * ADJ ADJ,SIM ÃœÌœ
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN ÊÕœ 
W * ADJ ADJ,SIM „·Ì
W * P P »—
W * N N,SING,COM “‰œÂ ”«“Ì
W * CON CON Ê
W * N N,SING,COM,GEN  ﬂ—«—
W * N N,SING,COM ê–‘ Â
W * P P «“
W * N N,SING,COM,GEN Ã‰ê
W * ADJ ADJ,SIM œ«Œ·Ì
W * CON CON Ê
W * N N,SING,COM  Œ—Ì»
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN Ê«œÌ
W * N N,SING,COM ”Ì«” 
W * N N,SING,ORD,GEN ¬€«“
W * N N,SING,COM,GEN ÅÌ—Ê“Ì
W * ADJ ADJ,CMPR Œÿ—‰«ﬂ —
W * P P «“
W * N N,SING,ORD Å«Ì«‰
W * N N,SING,COM ‘ﬂ” 
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,PR ·»‰«‰
W * DELM DELM °
W * ADV ADV,GENR,TIME «„—Ê“
W * P P œ—
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,PL,TIME,GEN —Ê“Â«Ì
W * N N,SING,COM,GEN ÅÌ—Ê“Ì
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,I ¬Ì«
W * N N,SING,COM,GEN œÊ—«‰
W * ADJ ADJ,SIM ÃœÌœ
W * RA RA —«
W * P P »«
W * N N,SING,COM  œ»Ì—
W * CON CON Ê
W * P P œ—
W * N N,SING,COM ’·Õ
W * CON CON Ê
W * N N,SING,COM ”«“‰œêÌ
W * N N,SING,COM ÅÌ‘
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,SUB,POS,3 »—œ
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM,GEN ê–‘ Â
W * ADJ ADJ,SIM,GEN  ·Œ
W * N N,PL,COM,GEN Ã‰êÂ«Ì
W * ADJ ADJ,SIM,GEN œ«Œ·Ì
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM  ﬂ—«—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM ø
W * N N,SING,COM,INDF ”∆Ê«·Ì
W * CON CON ﬂÂ
W * PRO PRO,INDF,SING »”Ì«—Ì
W * ADJ ADJ,SIM,GEN ‰ê—«‰
W * N N,SING,COM,GEN Å«”Œ
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * DELM DELM .
W * N N,SING,COM,GEN  ’„Ì„
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * P P œ—
W * N N,SING,COM,GEN «” ﬁ—«—
W * N N,PL,COM,AFF,3 ‰Ì—ÊÂ«Ì‘
W * P P œ—
W * N N,SING,COM,GEN Œÿ
W * ADJ ADJ,SIM,GEN Õ«Ì·
W * N N,PL,LOC,GEN „—“Â«Ì
W * N N,SING,LOC,PR ·»‰«‰
W * DELM DELM ‹
W * N N,SING,LOC,PR «”—«∆Ì·
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN ÷—Ì»
W * N N,SING,COM,GEN «„ﬂ«‰
W * N N,PL,COM,GEN ⁄„·Ì« 
W * ADJ ADJ,SIM ‰Ÿ«„Ì
W * CON CON Ê
W * ADJ ADJ,SIM «‰ ﬁ«„ÃÊÌ«‰Â
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,PL,COM «”—«∆Ì·ÌÂ«
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM “„Ì‰Â ”«“Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «Ã—«Ì
W * N N,SING,COM,GEN  Êÿ∆Â
W * N N,SING,COM,GEN »„»«—«‰
W * ADJ ADJ,SIM,GEN ÂÊ«ÌÌ
W * N N,SING,LOC,PR ·»‰«‰
W * P P,GEN  Ê”ÿ
W * N N,PL,COM «”—«∆Ì·ÌÂ«
W * P P  «
W * N N,PL,COM,INDF ÕœÊœÌ
W * V V,PRS,POS,3 „Ì ﬂ«Âœ
W * CON CON Ê·Ì
W * ADV ADV,GENR,SIM Â„ç‰«‰
W * DET DET «Ì‰
W * N N,SING,COM Œÿ—
W * P P »—
W * N N,SING,COM,GEN »«·«Ì
W * N N,SING,COM,GEN ”—
W * N N,PL,COM ·»‰«‰Ì Â«
W * P P »Â
W * N N,SING,COM ”—
W * V V,PRS,POS,3 „Ì »—œ
W * DELM DELM .
W * CON CON «„«
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * CON CON ﬂÂ
W * CON CON »Â—Õ«·
W * N N,SING,COM,GEN „«‰Ê—
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * PRO PRO,personal,SING,3 «Ê
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,PL,COM «”—«∆Ì·ÌÂ«
W * P P œ—
W * N N,SING,DIR,GEN Ã‰Ê»
W * N N,SING,LOC,PR ·»‰«‰
W * CON CON Ê
W * N N,PL,COM,GEN ÷—»« 
W * ADJ ADJ,SIM,GEN ‰Ÿ«„Ì
W * N N,SING,COM,GEN „ﬁ«Ê„ 
W * ADJ ADJ,SIM «”·«„Ì
W * P P »—
W * N N,PL,COM ’ÂÌÊ‰Ì” Â«
W * DELM DELM °
W * P P  «
W * N N,PL,COM,INDF ÕœÊœÌ
W * P P «“
W * N N,SING,COM »Ì‰
W * ADJ ADJ,INO —› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR Õ«›Ÿ
W * N N,SING,PR «”œ
W * CON CON ‰Ì“
W * P P œ—
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,PL,COM,GEN „–«ﬂ—« 
W * PRO PRO,R,XOD ŒÊœ
W * P P »«
W * N N,SING,PR ﬂ·Ì‰ Ê‰
W * P P œ—
W * N N,SING,LOC,PR é‰Ê
W * CON CON Â„
W * N N,SING,COM,INDF çÌ“Ì
W * P P »Â
W * N N,SING,COM œ” 
W * V V,PA,SIM,NEG,3 ‰Ì¬Ê—œ
W * CON CON Ê
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * P P »«
W * N N,PL,COM,GEN —Ê«»ÿ
W * N N,SING,LOC,PR «—œ‰
W * DELM DELM ‹
W * N N,SING,LOC,PR «”—«∆Ì·
W * DELM DELM °
W * CON CON Ê
W * N N,SING,COM Œ«—Ã
W * N N,SING,NFL,GEN ‘œ‰
W * N N,SING,LOC,PR ·»‰«‰
W * P P «“
W * N N,PL,COM,GEN „⁄«œ·« 
W * N N,PL,COM „–«ﬂ—« 
W * DELM DELM °
