Sub * SUBJ SUBJ !›Â—”  „ÿ«·»!
W * N N,PL,COM,GEN  «“Â Â«Ì
W * P P œ—
W * N N,SING,COM,GEN Å—Ê—‘
W * N N,SING,COM ÃÂ«‰ »Ì‰Ì
W * CON CON Ê
W * N N,SING,COM Œ·ﬁ
W * CON CON Ê
W * N N,SING,COM,GEN ŒÊÌ
W * N N,SING,NUM Ìﬂ
W * N N,SING,GR „· 
W * ADJ ADJ,SIM  √ÀÌ—ê–«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM ∫
W * N N,SING,COM,GEN  √ÀÌ—
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * V V,AUX,NIN,NEG ‰„Ì  Ê«‰
W * N N,SING,COM «‰ﬂ«—
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * CON CON Ê·Ì
W * N N,SING,COM,GEN çêÊ‰êÌ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * V V,AUX,NIN,POS »«Ìœ
W * P P »«
W * N N,PL,COM,GEN „Ê«“Ì‰
W * ADJ ADJ,SIM ⁄·„Ì
W * N N,SING,COM  ÿ»Ìﬁ
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * PRO PRO,personal,PL,1 „«
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Ã«
W * ADV ADV,GENR,SIM ›ﬁÿ
W * N N,SING,COM,GEN «” ‰»«ÿ
W * ADJ ADJ,SIM,GEN ﬂ·Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »Â
W * N N,SING,COM »Ì«‰
W * V V,PRS,POS,4 „Ì ¬Ê—Ì„
W * CON CON Ê
W * V V,PRS,POS,4 „Ì œ«‰Ì„
W * CON CON ﬂÂ
W * N N,SING,COM „Ê÷Ê⁄
W * N N,SING,COM,GEN „” ·“„
W * N N,SING,COM,GEN »——”Ì
W * ADJ ADJ,CMPR,INDF œﬁÌﬁ —Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,ORD ‰Œ” 
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,SING,COM «ﬁ·Ì„
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN  €ÌÌ—
W * ADJ ADJ,SIM,GEN „‰Ÿ„
W * N N,PL,TIME ›’Ê·
W * DELM DELM °
W * CON CON Ê
W * N N,SING,COM,GEN  ›«Ê 
W * N N,SING,COM,GEN œ„«Ì
W * N N,SING,COM ÂÊ«
W * CON CON ﬂÂ
W * ADV ADV,GENR,TIME ê«Â
W * P P  «
W * N N,SING,NUM Å‰Ã«Â
W * N N,SING,COM,GEN œ—ÃÂÒ
W * N N,SING,COM ”«‰ Ìê—«œ
W * V V,PRS,POS,3 „Ì —”œ
W * DELM DELM °
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,SING,COM ‰Ê”«‰
W * CON CON Ê
W * N N,SING,COM Ã“—
W * CON CON Ê
W * N N,SING,COM „œ
W * P P œ—
W * N N,SING,COM,GEN –Â‰
W * N N,PL,GR,AFF,3 „—œ„‘
W * N N,SING,COM «ÌÃ«œ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * V V,SUB,POS,4 »êÌ—Ì„
W * DELM DELM .
W * N N,SING,COM,GEN ›’·
W * ADJ ADJ,SIM „⁄ œ·
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,SES »Â«—
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —ÊÕ
W * ADJ ADJ,SIM ‘«⁄—«‰Â
W * RA RA —«
W * ADJ ADJ,INO Å—Ê—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM ŒÊ‘»Ì‰Ì
W * CON CON Ê
W * N N,SING,COM,GEN »œ»Ì‰Ì
W * ADJ ADJ,SIM „ ‰«Ê»
W * P P œ—
W * N N,SING,COM,GEN ›ﬂ—
W * ADJ ADJ,SIM «Ì—«‰Ì
W * DELM DELM °
W * N N,SING,COM,GEN  √ÀÌ—
W * N N,SING,SES »Â«—
W * RA RA —«
W * P P œ—
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * CON CON,DCOR Â„
W * N N,SING,COM ê‘«Ì‘
W * CON CON Ê
W * N N,SING,COM ‘ﬂÊ›«∆Ì
W * RA RA —«
W * N N,SING,COM ‰ÊÌœ
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM °
W * CON CON Ê
W * CON CON,DCOR Â„
W * N N,SING,COM,GEN Õ”— 
W * N N,SING,COM,GEN ﬂÊ «ÂÌ
W * N N,SING,COM ⁄„—
W * DELM DELM °
W * CON CON “Ì—«
W * ADV ADV,GENR,SIM »Â ”—⁄ 
W * P P œ—
W * N N,SING,COM ê–—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM Œ“«‰
W * P P «“
W * N N,SING,COM,GEN ÅÌ
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRS,POS,3 „Ì ¬Ìœ
W * DELM DELM .
W * N N,SING,COM,GEN Œ‘ﬂÌ
W * N N,SING,COM «ﬁ·Ì„
W * CON CON Ê
W * N N,SING,COM,GEN œ«€Ì
W * N N,SING,COM ¬› «»
W * DELM DELM °
W * V V,PRS,POS,6 „Ì  Ê«‰‰œ
W * N N,SING,COM,GEN ›ﬂ—
W * ADJ ADJ,SIM œﬁÌﬁ
W * RA RA —«
W * ADJ ADJ,SIM ‰«“«Ì«
W * V V,SUB,POS,6 »ﬂ‰‰œ
W * DELM DELM °
W * CON CON Ê
W * ADV ADV,GENR,SIM »—⁄ﬂ”
W * N N,SING,COM ŒÌ«·Å—Ê—Ì
W * RA RA —«
W * CON CON ﬂÂ
W * N N,SING,COM  Ê”·
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,CMPR ¬”«‰ —
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM  ﬁÊÌ 
W * V V,SUB,POS,6 ‰„«Ì‰œ
W * DELM DELM .
W * N N,SING,COM,GEN Œ‘ﬂÌ
W * N N,SING,COM «ﬁ·Ì„
W * CON CON Ê
W * N N,SING,COM ﬂ„ »«—«‰Ì
W * DELM DELM °
W * N N,PL,COM ç‘„Â«
W * RA RA —«
W * ADV ADV,GENR,TIME ÅÌÊ” Â
W * P P »Â
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM ¬”„«‰
W * N N,SING,COM „ ÊÃÂ
W * ADJ ADJ,INO,PRG „Ì œ«‘ Â
W * DELM DELM .
W * V V,AUX,NIN,POS „Ì »«Ì” 
W * N N,SING,COM,GEN ”—
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »Â
W * ADV ADV,GENR,LOC »«·«
W * N N,SING,COM ‰êÂ
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON Ê
W * ADJ ADJ,SIM „‰ Ÿ—
W * V V,PA,SIM,POS,3 „«‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰«—
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * N N,SING,COM,GEN ¬”„«‰
W * ADJ ADJ,SIM Å—” «—Â
W * CON CON Ê
W * ADJ ADJ,SIM é—›
W * DELM DELM °
W * N N,SING,COM,GEN „Â «»
W * ADJ ADJ,SIM ‘›«›
W * CON CON Ê
W * N N,SING,COM,GEN ¬› «»
W * ADJ ADJ,SIM »Ì œ—Ì€
W * DELM DELM °
W * N N,SING,COM —Ê‘‰«∆Ì
W * RA RA —«
W * ADV ADV,GENR,TIME Â„Ê«—Â
W * P P œ—
W * N N,SING,COM,GEN „ÕÊ—
W * N N,SING,COM ÊÃÊœ
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO,PRG „Ì œ«œÂ
W * DELM DELM .
W * ADJ ADJ,SIM »Ì ÃÂ 
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »Œ‘
W * P P «“
W * N N,SING,LOC,PR ¬”Ì«
W * DELM DELM °
W * N N,SING,COM,GEN ” «Ì‘
W * N N,SING,PR ŒÊ—‘Ìœ
W * CON CON Ê
W * N N,SING,COM „Â— Å—” Ì
W * N N,SING,COM ”—
W * N N,SING,COM »—¬Ê—œ
W * DELM DELM .
W * QUA QUA,GEN Â„ÂÒ
W * PRO PRO,DEMO,PL «Ì‰Â«
W * N N,PL,COM,INDF ⁄Ê«„·Ì
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM –Â‰
W * RA RA —«
W * P P »Â
W * N N,SING,COM ¬”„«‰
W * N N,SING,COM „ ÊÃÂ
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * CON CON Ê
W * P P »—
W * N N,SING,COM,GEN «À—
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM,GEN  ›ﬂ—
W * N N,SING,COM «‘—«ﬁÌ
W * N N,SING,COM  ﬁÊÌ 
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN ¬”„«‰
W * ADJ ADJ,SIM —Œ‘«‰
W * ADJ ADJ,CMPR ¬”«‰ —
W * P P »«
W * N N,SING,LOC “„Ì‰
W * N N,SING,COM « ’«·
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * CON CON Ê
W * N N,SING,COM »Ì„
W * CON CON Ê
W * N N,SING,COM «„Ìœ
W * V V,PRS,POS,3 „Ì Å—Ê—œ
W * DELM DELM °
W * CON CON œ—Õ«·Ì ﬂÂ
W * N N,SING,COM,GEN ¬”„«‰
W * ADJ ADJ,SIM ê—› Â
W * CON CON Ê
W * ADJ ADJ,SIM «»—¬·Êœ
W * DELM DELM °
W * ADJ ADJ,SIM „‘›ﬁ
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * ADJ ADJ,SIM „⁄·Ê„
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Å”
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,I çÂ
W * V V,PRS,POS,3 „Ì ê–—œ
W * DELM DELM .
W * N N,SING,COM,GEN »Ì«»«‰
W * ADJ ADJ,SIM ÅÂ‰«Ê—
W * CON CON Ê
W * ADJ ADJ,SIM »Ì ›—Ì«œ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN Œ«’
W * V V,PRE,NC,3 ¬”Ì«” 
W * DELM DELM °
W * CON CON Ê
W * P P œ—
W * N N,SING,DIR €—»
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM,INDF Œ»—Ì
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM °
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ‰Ì“
W * N N,SING,COM «‰œÌ‘Â
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN Ã«‰»
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,NFL »Êœ‰
W * DELM DELM °
W * ADJ ADJ,SIM »Ì Å‰«Â
W * N N,SING,NFL »Êœ‰
W * CON CON Ê
W * N N,SING,COM  √„·
W * N N,SING,COM ”Êﬁ
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM °
W * CON CON Ê
W * N N,SING,COM,AFF,3 ‰ ÌÃÂ «‘
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM œ·»” êÌ
W * P P »Â
W * N N,SING,COM ¬”„«‰
W * N N,SING,COM «›“«Ì‘
W * V V,SUB,POS,3 Ì«»œ
W * DELM DELM .
W * N N,PL,COM ÅÌ«„»—«‰
W * N N,SING,COM,GEN Å—Ê—œÂÒ
W * V V,PRE,NC,6 »Ì«»«‰ «‰œ
W * DELM DELM °
W * DET DET Â„Ì‰
W * V V,PRE,NC,6 êÊ‰Â «‰œ
W * N N,PL,COM ⁄«—›«‰
W * DELM DELM .
W * ADV ADV,GENR,SIM »‰œ— 
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ”—“„Ì‰
W * ADJ ADJ,SIM ”—”»“
W * N N,SING,COM ÅÌ«„»—
W * CON CON Ì«
W * N N,SING,COM ⁄«—›
W * P P »Â
W * N N,SING,COM œ‰Ì«
W * N N,SING,COM ⁄—÷Â
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN «›ﬁ
W * ADJ ADJ,SIM »Ì «‰ Â«
W * CON CON Ê
W * N N,SING,COM,GEN »Ì«»«‰
W * ADJ ADJ,SIM ê” —œÂ
W * CON CON Ê
W * ADJ ADJ,SIM Œ‘ﬂ
W * DELM DELM °
W * N N,SING,COM,GEN Õ«· 
W * N N,SING,COM ÅÌÊ‰œ
W * P P »«
W * N N,SING,COM ‰«„ ‰«ÂÌ
W * RA RA —«
W * N N,SING,COM «·ﬁ«¡
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * ADV ADV,GENR,SIM »—⁄ﬂ”
W * N N,SING,COM »«—«‰ “«∆Ì
W * CON CON Ê
W * N N,SING,COM,GEN ¬»
W * ADJ ADJ,SIM ›—«Ê«‰
W * DELM DELM °
W * N N,SING,COM „ÊÃ»
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,SING,COM «‰”«‰
W * N N,SING,COM ç‘„
W * P P »Â
W * N N,SING,LOC “„Ì‰
W * V V,SUB,POS,3 »œÊ“œ
W * DELM DELM .
W * P P œ—
W * N N,SING,DIR „‘—ﬁ
W * N N,SING,LOC “„Ì‰
W * N N,SING,COM ê” —œêÌ
W * N N,SING,COM œ‘ 
W * DELM DELM °
W * N N,SING,COM «‰”«‰
W * RA RA —«
W * P P »Â
W * N N,SING,NFL ›—«—› ‰
W * P P «“
W * N N,SING,COM,GEN Ã·œ
W * ADJ ADJ,SIM,GEN Œ«ﬂÌ
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM  ‘ÊÌﬁ
W * ADJ ADJ,INO,PRG „Ì ﬂ—œÂ
W * DELM DELM .
W * PP PP,GEN »ÿÊ—
W * ADJ ADJ,SIM ﬂ·Ì
W * N N,SING,COM,GEN ÂÊ«Ì
W * ADJ ADJ,SIM ”—œ
W * CON CON Ê
W * ADJ ADJ,SIM „⁄ œ·
W * ADJ ADJ,CMPR »Ì‘ —
W * P P «“
W * N N,SING,COM,GEN ÂÊ«Ì
W * ADJ ADJ,SIM œ«€
W * ADJ ADJ,SIM  „œ‰ “«
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON “Ì—«
W * N N,SING,COM,GEN ﬂÊ‘‘
W * ADJ ADJ,SIM À„—»Œ‘
W * RA RA —«
W * N N,SING,COM  ﬁÊÌ 
W * ADJ ADJ,INO,PRG „Ì ‰„ÊœÂ
W * DELM DELM .
W * N N,SING,COM ﬂÊ‘‘
W * V V,AUX,NIN,POS »«Ìœ
W * P P »«
W * N N,SING,COM,GEN «„Ìœ
W * N N,SING,COM »Â—Â Ê—Ì
W * ADJ ADJ,SIM Â„—«Â
W * V V,SUB,POS,3 ê—œœ
W * CON CON  «
W * P P »Â
W * N N,SING,COM »«—
W * V V,SUB,POS,3 »‰‘Ì‰œ
W * DELM DELM .
W * N N,SING,COM,GEN „ÕÌÿ
W * N N,SING,LOC,PR «—ÊÅ«
W * N N,SING,COM,GEN ¬„«œêÌ
W * ADJ ADJ,CMPR »Ì‘ —
W * P P,GEN »—«Ì
W * N N,SING,COM ‘Â—‰‘Ì‰Ì
W * CON CON Ê
W * N N,SING,COM  Ã„⁄
W * ADJ ADJ,INO œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON œ—Õ«·Ì ﬂÂ
W * N N,SING,LOC,PR ¬”Ì«
W * P P œ—
W * N N,SING,COM,GEN œÊ—«‰
W * ADJ ADJ,SIM ê–‘ Â
W * DELM DELM °
W * N N,SING,COM,INDF Ã„⁄Ì Ì
W * ADJ ADJ,CMPR ﬂ„ —
W * P P «“
W * N N,SING,COM,GEN Ê”⁄ 
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * PRO PRO,R,XOD ŒÊœ
W * ADJ ADJ,INO,PRG „Ì Å—Ê—œÂ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì —”œ
W * CON CON ﬂÂ
W * N N,SING,LOC œ—Ì«
W * N N,SING,COM,GEN ⁄«„·
W * ADJ ADJ,SIM,INDF „Â„Ì
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,PL,COM,GEN ”—“„Ì‰Â«Ì
W * ADJ ADJ,SIM œ—Ì«∆Ì
W * N N,SING,COM,GEN Õ”
W * N N,SING,COM Õ«œÀÂ ÃÊ∆Ì
W * RA RA —«
W * P P œ—
W * N N,SING,GR,GEN „—œ„
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM  ﬁÊÌ 
W * V V,PA,PNAR,POS,6 „Ì ﬂ—œÂ «‰œ
W * DELM DELM .
W * N N,SING,LOC œ—Ì«
W * N N,SING,COM ”Ì«·Ì 
W * CON CON Ê
W * N N,SING,COM  Õ—ﬂ
W * V V,PRS,POS,3 „Ì »Œ‘œ
W * DELM DELM °
W * N N,SING,LOC,GEN “„Ì‰
W * ADJ ADJ,SIM ’«›
W * DELM DELM °
W * N N,SING,COM ¬—«„‘
W * CON CON Ê
W * N N,SING,COM  ”·Ì„
W * DELM DELM .
W * N N,SING,COM „«Ã—«ÃÊ∆Ì
W * CON CON Ê
W * N N,SING,COM  „œ‰
W * DELM DELM °
W * ADJ ADJ,CMPR »Ì‘ —
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,LOC œ—Ì«
W * N N,SING,COM Ã«»Ã«
W * ADJ ADJ,INO,PRG „Ì ‘œÂ
W * DELM DELM .
W * N N,SING,LOC œ—Ì«
W * DELM DELM °
W * CON CON,DCOR Â„
W * N N,SING,COM,GEN œ›«⁄
W * ADJ ADJ,SIM ÿ»Ì⁄Ì
W * P P »Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ”—“„Ì‰
W * V V,PA,PNAR,POS,3 „Ì »Œ‘ÌœÂ
W * DELM DELM °
W * CON CON Ê
W * CON CON,DCOR Â„
W * N N,PL,GR,AFF,3 „—œ„‘
W * RA RA —«
W * P P »Â
W * N N,SING,COM œ”  «‰œ«“Ì
W * P P »Â
W * N N,PL,COM,GEN ”—“„Ì‰Â«Ì
W * ADJ ADJ,SIM œÌê—
W * N N,SING,COM  ‘ÊÌﬁ
W * ADJ ADJ,INO,PRG „Ì ﬂ—œÂ
W * DELM DELM .
W * N N,SING,COM,GEN ‰Ì—ÊÌ
W * ADJ ADJ,SIM,GEN œ—Ì«∆Ì
W * N N,SING,LOC,PR ÌÊ‰«‰
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ﬁÊ«Ì
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * P P »«
W * QUA QUA,GEN Â„Â
W * N N,SING,COM,INDF «›“Ê‰Ì «Ì
W * CON CON ﬂÂ
W * V V,PA,SIM,POS,3 œ«‘ 
W * P P »«
W * N N,SING,COM ‰«ﬂ«„Ì
W * ADJ ADJ,SIM —Ê»—Ê
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,GEN «” ⁄„«—
W * ADJ ADJ,SIM «—ÊÅ«∆Ì
W * P P «“
W * N N,SING,TIME,GEN ﬁ—‰
W * N N,SING,NUM Å«‰“œÂ
W * P P »Â
W * N N,SING,TIME »⁄œ
W * DELM DELM °
W * P P,GEN »—«Ì
W * N N,PL,COM,GEN ÃÂ«‰ê‘«∆ÌÂ«Ì
W * PRO PRO,R,XOD ŒÊœ
W * P P «“
W * N N,SING,COM,GEN ﬂ‘ Ì
W * N N,SING,COM »Œ«—
W * N N,SING,COM ﬂ„ﬂ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN œ—Ì«Ì
W * N N,SING,PR ¬ ·«‰ Ìﬂ
W * CON CON Ê
W * N N,SING,LOC,PR „œÌ —«‰Â
W * P P œ—
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,LOC,PR «—ÊÅ«
W * DELM DELM °
W * N N,SING,COM,GEN ‰ﬁ‘
W * ADJ ADJ,SIM,INDF „Â„Ì
W * P P œ—
W * N N,SING,COM,GEN ‘ﬂÊ›«∆Ì
W * N N,SING,COM  „œ‰
W * CON CON Ê
W * N N,SING,COM,GEN œ›«⁄
W * N N,SING,COM €—»
W * N N,SING,COM «Ì›«
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * N N,SING,LOC,PR é«Å‰
W * CON CON ‰Ì“
W * N N,SING,COM,GEN „Ê›ﬁÌ 
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »Â
W * ADJ ADJ,SIM œ—Ì«∆Ì
W * N N,SING,NFL,GEN »Êœ‰
W * PRO PRO,R,XOD ŒÊœ
W * DELM DELM °
W * ADJ ADJ,SIM „œÌÊ‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR »Êœ·—
W * DELM DELM °
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM ›—«‰”ÊÌ
W * P P «“
W * N N,SING,COM,GEN ‘ﬂÊÂ
W * ADJ ADJ,SIM ÊÕ‘Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN —«„ ‰«‘œ‰Ì
W * N N,SING,LOC œ—Ì«
W * N N,SING,COM Ì«œ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * CON CON Ê
W * N N,SING,COM,GEN „—œ
W * ADJ ADJ,SIM ¬“«œÂ
W * RA RA —«
W * P P »Â
W * N N,SING,LOC œ—Ì«
W * ADJ ADJ,SIM ‘»ÌÂ
W * V V,PRS,POS,3 „Ì »Ì‰œ
W * CON CON Ê
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PRS,POS,3 „Ì œ«‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,TIME Â„Ê«—Â
W * P P »«
W * N N,SING,LOC œ—Ì«
W * P P œ—
W * N N,SING,COM ‰»—œ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ÷„Ì—
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,INDF ·ÃÂ «Ì
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,GENR,NEGG ‰Â
W * ADJ ADJ,CMPR ﬂ„ —
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM „ÂÌ»
W * DELM DELM ª
W * N N,SING,COM,GEN ‘⁄—
W * N N,SING,COM „—œ
W * CON CON Ê
W * N N,SING,LOC œ—Ì«
W * DELM DELM °
W * N N,PL,COM,GEN ê·Â«Ì
W * N N,SING,COM »œÌ
W * DELM DELM ´
W * DELM DELM °
W * N N,SING,PR Â„Ì‰êÊÌ
W * CON CON ‰Ì“
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN œ«” «‰
W * N N,SING,COM ÅÌ—„—œ
W * CON CON Ê
W * N N,SING,LOC œ—Ì«
W * DELM DELM °
W * P P «“
W * DET DET Â„Ì‰
W * N N,SING,COM,GEN Ãœ«·
W * N N,SING,COM «‰”«‰
W * CON CON Ê
W * N N,SING,LOC œ—Ì«
W * N N,SING,COM Õ—›
W * V V,PRS,POS,3 „Ì “‰œ
W * DELM DELM .
W * N N,PL,COM,GEN ”—“„Ì‰Â«Ì
W * ADJ ADJ,SIM œ—Ì«∆Ì
W * P P »«
W * N N,SING,COM,GEN „ÕÌÿ
W * ADJ ADJ,SIM ”Ì«·
W * N N,SING,COM ”—Êﬂ«—
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM °
W * ADV ADV,GENR,NEGG ‰Â
W * P P »«
W * N N,SING,LOC,GEN “„Ì‰
W * ADJ ADJ,SIM Å«»—Ã«
W * DELM DELM °
W * CON CON Ê
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM —Ê
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »«
W * N N,SING,COM,GEN —Ê‰œêÌ
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM  ÿ»Ìﬁ
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * DELM DELM .
W * IF IF «ê—
W * V V,SUB,POS,4 »Å–Ì—Ì„
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Êﬁ⁄Ì 
W * ADJ ADJ,SIM Ã€—«›Ì«∆Ì
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * ADJ ADJ,SIM  «—ÌŒ ”«“
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * N N,PL,LOC,INDF ﬂ‘Ê—Â«∆Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Å‰«Â
W * N N,SING,LOC œ—Ì«
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN Å‰«Â
W * N N,SING,COM ﬂÊÂ”«—
W * DELM DELM °
W * CON CON Ì«
W * P P œ—
W * N N,SING,COM Õ«‘ÌÂ
W * N N,SING,COM “‰œêÌ
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * DELM DELM °
W * N N,SING,COM,GEN Ê÷⁄
W * ADJ ADJ,CMPR,INDF «„‰  —Ì
W * V V,PA,PNAR,POS,6 „Ì œ«‘ Â «‰œ
W * DELM DELM .
Sub * SUBJ SUBJ ! «—ÌŒÌ!
W * DELM DELM #
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,SING,LOC,PR —Ê„
W * DELM DELM #
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM,GEN 539
W * N N,SING,NPR Å
W * DELM DELM -
W * N N,SING,NPR „
W * P P »«
W * N N,SING,COM,GEN › Õ
W * N N,SING,LOC,PR »«»·
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN «„Å—«ÿÊ—Ì
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * RA RA —«
W * N N,SING,COM Å«ÌÂ
W * V V,PA,SIM,POS,3 ê–«—œ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM Â“«—
W * N N,SING,TIME ”«·
W * P P œ—
W * N N,SING,NUM ”Â
W * N N,SING,COM,GEN ”·”·ÂÒ
W * N N,SING,PR ÂŒ«„‰‘Ì
W * DELM DELM °
W * N N,SING,PR Å«— Ì
W * CON CON Ê
W * N N,SING,PR ”«”«‰Ì
W * V V,PA,SIM,POS,3 Å«ÌÌœ
W * DELM DELM .
W * ADV ADV,GENR,SIM  ‰Â«
W * P P »«
W * N N,SING,COM,GEN ÂÃÊ„
W * N N,SING,PR «”ﬂ‰œ—
W * DELM DELM °
W * N N,SING,NUM ç‰œ
