Sub * SUBJ SUBJ !«ﬁ ’«œÌ!
W * N N,SING,COM „€«“Â œ«—
W * CON CON Ê
W * N N,SING,COM,GEN  «Ã—
W * N N,SING,COM Ã“¡
W * N N,SING,NUM 9
W * DELM DELM ‹
W * ADJ ADJ,SIM »“—êÊ«—
W * DELM DELM ‹
W * ADJ ADJ,SIM ”ÂÌ„
W * N N,SING,NFL ‘œ‰
W * P P œ—
W * N N,SING,COM ﬂ«—
W * DELM DELM ‹
W * N N,SING,COM ⁄ﬁÌœÂ
W * CON CON Ê
W * N N,SING,COM œÌœê«Â
W * N N,SING,NUM 10
W * DELM DELM ‹
W * N N,SING,COM ‘ﬂ
W * CON CON Ê
W * N N,SING,COM ê„«‰
W * DELM DELM ‹
W * N N,SING,COM,GEN Õ—«— 
W * ADJ ADJ,SIM,GEN »«·«Ì
W * N N,SING,COM »œ‰
W * DELM DELM ‹
W * N N,PL,COM,INDF êÌ«Â«‰Ì
W * RA RA —«
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Õœ«ﬂÀ—
W * N N,SING,NUM çÂ«—
W * N N,SING,TIME ›’·
W * N N,SING,COM ⁄„—
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * N N,SING,NUM 11
W * DELM DELM ‹
W * N N,SING,COM,GEN ‰›”
W * ADJ ADJ,SIM »·‰œ
W * DELM DELM ‹
W * N N,SING,COM,GEN œ” ê«Â
W * N N,SING,COM,GEN  ’›ÌÂ
W * N N,SING,COM ŒÊ‰
W * P P œ—
W * N N,SING,COM,GEN »œ‰
W * N N,SING,COM «‰”«‰
W * DELM DELM ‹
W * N N,PL,COM,GEN Õ—ﬂ Â«Ì
W * ADJ ADJ,SIM,GEN ¬—«„
W * ADJ ADJ,SIM Ê—“‘Ì
W * P P,GEN »—«Ì
W * ADJ ADJ,SIM ê—„
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM Ã”„
W * DELM DELM ‹
W * ADJ ADJ,SIM »—Â‰Â
W * CON CON Ê
W * ADJ ADJ,SIM ⁄—Ì«‰
W * N N,SING,NUM 21
W * DELM DELM ‹
W * N N,SING,COM,GEN ﬁ‰œ
W * N N,SING,COM ‘Ì—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P «“
W * N N,PL,COM,GEN ﬁ‰œÂ«Ì
W * ADJ ADJ,SIM ÷—Ê—Ì
W * P P,GEN »—«Ì
W * N N,SING,COM »œ‰
W * DELM DELM ‹
W * N N,SING,COM,GEN Õ—›
W * N N,SING,COM,GEN ‰œ«Ì
W * ADJ ADJ,SIM ⁄«„Ì«‰Â
W * DELM DELM ‹
W * ADJ ADJ,SIM ÃÊ«‰
W * CON CON Ê
W * ADJ ADJ,SIM ÅÂ·Ê«‰
W * N N,SING,NUM 31
W * DELM DELM ‹
W * N N,PL,COM œ—œÂ«
W * CON CON Ê
W * N N,PL,COM —‰ÃÂ«
W * DELM DELM ‹
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,LOC “„Ì‰
W * RA RA —«
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * DELM DELM ‹
W * N N,SING,COM ·«›
W * CON CON Ê
W * N N,SING,COM ê“«›
W * CON CON Ê
W * N N,SING,COM —Ì‘Œ‰œ
W * N N,SING,NUM 41
W * DELM DELM ‹
W * ADJ ADJ,SIM „‰Âœ„
W * MORP MORP,MADJ ‘œÂ
W * CON CON Ê
W * ADJ ADJ,SIM „⁄œÊ„
W * DELM DELM ‹
W * N N,SING,COM,GEN Å«—çÂ
W * N N,SING,COM —ÊÅÊ‘Ì
W * DELM DELM ‹
W * N N,SING,COM ﬁ‘—
W * CON CON Ê
W * N N,SING,COM ”ÿÕ
W * N N,SING,NUM 51
W * DELM DELM ‹
W * N N,SING,COM,GEN „«œÂ
W * ADJ ADJ,SIM »·Ê—Ì
W * N N,SING,COM,GEN ÷œ
W * N N,SING,COM,GEN «”Ìœ
W * N N,SING,COM „⁄œÂ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN œ«—ÊÌ
W * ADJ ADJ,SIM „⁄—Ê›
W * P P »Â
W * N N,SING,COM ‘Ì—„‰Ì“Ì
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,SIM ⁄„ÊœÌ
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM ‹
W * N N,PL,COM,GEN Œ·»«‰«‰
W * ADJ ADJ,SIM,GEN «‰ Õ«—Ì
W * N N,SING,LOC,PR é«Å‰
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * P P œ—
W * N N,SING,COM,GEN Ã‰ê
W * ADJ ADJ,ORD œÊ„
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * DELM DELM ‹
W * N N,SING,COM,GEN œ” ê«Â
W * ADJ ADJ,SIM,GEN ‘ê›  ¬Ê—
W * N N,SING,TIME,GEN ”œÂ
W * ADJ ADJ,ORD »Ì” „
W * CON CON ﬂÂ
W * N N,SING,TIME —Ê“
W * P P »Â
W * N N,SING,TIME —Ê“
W * ADJ ADJ,CMPR ﬂ«„· —
W * V V,PRS,POS,3 „Ì ‘Êœ
W * N N,SING,NUM 2
W * DELM DELM ‹
W * P P «“
W * N N,PL,COM,GEN Ÿ—›Â«Ì
W * N N,SING,COM ¬‘Å“Œ«‰Â
W * DELM DELM ‹
W * CON CON Â„
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM ‘Ì—Ì‰Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * CON CON Â„
W * P P «“
W * N N,PL,COM,GEN ”»“ÌÂ«Ì
W * ADJ ADJ,SIM ŒÊ—‘Ì
W * V V,PRE,SIM «” 
W * DELM DELM ‹
W * N N,SING,COM ·Ã‰
W * CON CON Ê
W * N N,SING,COM,GEN ê·
W * N N,SING,COM,GEN  Â
W * N N,SING,COM ÃÊÌ
W * N N,SING,NUM 3
W * DELM DELM ‹
W * N N,SING,COM ﬂ»Ê —
W * ADJ ADJ,SIM ’Õ—«ÌÌ
W * DELM DELM ‹
W * N N,SING,COM,INDF ⁄„·Ì
W * ADJ ADJ,SIM Œ·«›
W * N N,SING,COM «‰Ã«„
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM ‹
W * ADJ ADJ,SIM ‰«ê“Ì—
W * CON CON Ê
W * ADJ ADJ,SIM ‰«ç«—
W * N N,SING,NUM 4
W * DELM DELM ‹
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,COM,GEN Œ—Ê”
W * ADJ ADJ,SIM Ã‰êÌ
W * DELM DELM ‹
W * N N,SING,COM,GEN ‰ 
W * N N,SING,COM »Ì„«—
W * DELM DELM ‹
W * N N,SING,COM,GEN «Ã«ﬁ
W * N N,SING,COM ê«“
W * DELM DELM ‹
W * P P »Â
W * N N,SING,COM ¬—“Ê
W * MORP MORP,MADJ —”ÌœÂ
W * N N,SING,NUM 5
W * DELM DELM ‹
W * P P,GEN Å«ÌÌ‰
W * N N,SING,COM ·»«”
W * DELM DELM ‹
W * N N,SING,COM,GEN Ã„·Â
W * ADJ ADJ,SIM,GEN ‰Ì‘œ«—
W * ADJ ADJ,SIM ÿ‰“¬„Ì“
W * DELM DELM ‹
W * N N,SING,COM,GEN ‰ 
W * ADJ ADJ,ORD «Ê·
W * N N,SING,NUM 6
W * DELM DELM ‹
W * N N,SING,COM ”„ 
W * CON CON Ê
W * N N,SING,COM ÃÂ 
W * DELM DELM ‹
W * ADJ ADJ,SIM ŒÃ” Â
W * CON CON Ê
W * ADJ ADJ,SIM „»«—ﬂ
W * CON CON Â„
W * N N,SING,COM „⁄‰Ì
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM ‹
W * ADJ ADJ,SIM »Ì Â„«‰‰œ
W * CON CON Ê
W * ADJ ADJ,SIM »Ì ‰ŸÌ—
W * N N,SING,NUM 7
W * DELM DELM ‹
W * N N,SING,COM,GEN ⁄÷Ê
W * ADJ ADJ,SIM,GEN ›⁄«·
W * N N,SING,COM »œ‰
W * DELM DELM ‹
W * N N,SING,COM ⁄»«œ 
W * CON CON Ê
W * N N,SING,COM „‰«Ã« 
W * DELM DELM ‹
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM,GEN ·« Ì‰Ì
W * ADJ ADJ,SIM —Ê„Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,TIME,GEN ”œÂ
W * ADJ ADJ,ORD «Ê·
W * N N,SING,COM ÅÌ‘
W * P P «“
W * N N,SING,COM „Ì·«œ
W * V V,PA,PRG,POS,3 „Ì “Ì” 
W * N N,SING,NUM 8
W * DELM DELM ‹
W * N N,SING,LOC,GEN “„Ì‰
W * ADJ ADJ,SIM „—œÂ
W * CON CON Ê
W * ADJ ADJ,SIM »Ì Õ«’·
W * DELM DELM ‹
W * N N,SING,COM ›ﬁ—
W * CON CON Ê
W * N N,SING,COM »Ì çÌ“Ì
W * DELM DELM ‹
W * ADJ ADJ,SIM Å«ÌÌ‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM  Õ «‰Ì
W * N N,SING,NUM 9
W * DELM DELM ‹
W * ADJ ADJ,SIM „‰Âœ„
W * MORP MORP,MADJ ‘œÂ
W * CON CON Ê
W * V V,PRS,NEG,3 ‰Ì” 
W * MORP MORP,MADJ ‘œÂ
W * DELM DELM ‹
W * N N,PL,COM Ã«Ìê«ÂÂ«
W * CON CON Ê
W * N N,PL,LOC „Õ·Â«
W * DELM DELM ‹
W * N N,SING,COM,GEN Å«—çÂ
W * ADJ ADJ,SIM „«·Ìœ‰Ì
W * N N,SING,NUM 01
W * DELM DELM ‹
W * N N,SING,COM,GEN ﬂ·„Â
W * N N,SING,COM  —œÌœ
W * CON CON Ê
W * N N,SING,COM «Õ „«·
W * DELM DELM ‹
W * N N,SING,COM,GEN »·Ì 
W * N N,SING,COM,GEN —› 
W * N N,SING,COM ÂÊ«ÅÌ„«
W * DELM DELM ‹
W * ADJ ADJ,SIM «‰œﬂ
W * CON CON Ê
W * ADJ ADJ,SIM ‰«çÌ“
W * N N,SING,NUM 11
W * DELM DELM ‹
W * N N,SING,COM,GEN ¬»
W * ADJ ADJ,SIM  «“Ì
W * DELM DELM ‹
W * ADJ ADJ,SIM Â„œ„
W * CON CON Ê
W * ADJ ADJ,SIM Â„ ‰‘Ì‰
W * DELM DELM ‹
W * P P «“
W * N N,PL,COM,GEN «ﬁÊ«„
W * ADJ ADJ,SIM,GEN ”«ﬂ‰
W * N N,SING,COM,GEN ‘»Â
W * N N,SING,COM,GEN ﬁ«—Â
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,NUM 21
W * DELM DELM ‹
W * ADJ ADJ,SIM ‘Ì—Ì‰
W * CON CON Ê
W * ADJ ADJ,SIM êÊ«—«
W * DELM DELM ‹
W * N N,SING,COM ¬—Ê«—Â
W * DELM DELM ‹
W * ADJ ADJ,SIM »Ìﬂ«—Â
W * CON CON Ê
W * ADJ ADJ,SIM  ‰ Å—Ê—
W * DELM DELM ‹
W * N N,SING,COM,GEN ‘Ì„Ì
W * N N,SING,COM ﬂ—»‰
W * N N,SING,NUM 31
W * DELM DELM ‹
W * ADJ ADJ,SIM ¬‘ﬂ«—
W * CON CON Ê
W * ADJ ADJ,SIM „⁄·Ê„
W * CON CON Ê
W * ADJ ADJ,SIM ÂÊÌœ«
W * DELM DELM ‹
W * N N,SING,PR ﬂÊﬂ»
W * CON CON Ê
W * N N,SING,PR  «—«
W * DELM DELM ‹
W * N N,SING,COM,GEN ” Ê‰
W * N N,SING,COM œÌ‰
W * N N,SING,NUM 41
W * DELM DELM ‹
W * N N,SING,COM,GEN ¬‘Ì«‰Â
W * N N,SING,COM Å—‰œÂ
W * DELM DELM ‹
W * N N,SING,COM,GEN „⁄»œ
W * N N,PL,COM „”ÌÕÌ«‰
W * DELM DELM ‹
W * ADJ ADJ,SIM „ Ÿ«Â—«‰Â
W * CON CON Ê
W * ADJ ADJ,SIM „‰«›ﬁ«‰Â
W * N N,SING,NUM 51
W * DELM DELM ‹
W * N N,SING,COM —«” 
W * CON CON Ê
W * ADJ ADJ,SIM »Ì «‰Õ—«›
W * DELM DELM ‹
W * P P «“
W * N N,PL,COM,GEN «⁄œ«œ
W * N N,SING,COM,INDF  — Ì»Ì
W * ADJ ADJ,SIM œÊ—ﬁ„Ì
W * DELM DELM .
Sub * SUBJ SUBJ !Â‰—Ì!
W * DELM DELM #
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN  „»—
W * N N,SING,COM ê·œÊ“Ì
W * MORP MORP,MADJ,GEN ‘œÂ
W * N N,SING,COM ÃÂ«‰
W * P P œ—
W * N N,SING,LOC,PR ”Ê∆Ì”
W * N N,SING,COM ⁄—÷Â
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,LOC,PR ÊÌ‰
W * DELM DELM ‹
W * N N,SING,NPR «Ì—‰«
W * DELM DELM :
W * N N,SING,COM,GEN —«œÌÊ
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··
W * N N,SING,PR ”ÊÌÌ”
W * N N,SING,COM ê“«—‘
W * V V,PA,SIM,POS,3 œ«œ
W * CON CON ﬂÂ
W * N N,SING,LOC,GEN «œ«—Â
W * N N,SING,COM,GEN Å” 
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN «» ﬂ«—
W * ADJ ADJ,SIM ÃœÌœ
W * DELM DELM °
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM,GEN  „»—
W * N N,SING,COM ê·œÊ“Ì
W * MORP MORP,MADJ ‘œÂ
W * RA RA —«
W * N N,SING,COM ⁄—÷Â
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM  „»—
W * P P »«
W * N N,SING,COM,GEN »Â«Ì
W * ADJ ADJ,SIM,GEN „⁄«œ·
W * N N,SING,NUM 5
W * N N,SING,PR ›—«‰ﬂ
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN  ﬂÀÌ—
W * ADJ ADJ,SIM „ÕœÊœ
W * P P »Â
W * N N,SING,COM,GEN ’‰⁄ 
W * N N,SING,COM,GEN ê·œÊ“Ì
W * N N,SING,LOC,GEN ‘Â—
W * ADJ ADJ,SIM,GEN ‘—ﬁÌ
W * N N,SING,LOC,PR,GEN ”‰ﬂ  ê«·‰
W * N N,SING,LOC,PR ”Ê∆Ì”
W * N N,SING,COM «Âœ«
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ÿ—«Õ
W * DET DET «Ì‰
W * N N,SING,COM,GEN  „»—
W * ADJ ADJ,SIM «” À‰«ÌÌ
W * DELM DELM °
W * N N,SING,PR Å —
W * N N,SING,PR ÂÊ”  ·—
W * N N,SING,COM,GEN ÿ—«Õ
W * N N,SING,COM,GEN ‘—ﬂ 
W * N N,SING,COM,GEN ‰”«ÃÌ
W * N N,SING,COM,GEN »Ì‘Ê›
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR ”‰ﬂ  ê«·‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ‘—ﬂ 
W * N N,SING,COM,GEN  Ê·Ìœ
W * DET DET «Ì‰
W * N N,SING,COM  „»—
W * RA RA —«
W * P P »—
W * N N,SING,COM ⁄ÂœÂ
W * ADJ ADJ,INO œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ÿ—Õ
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM  „»—
W * DELM DELM °
W * N N,SING,COM »—ê—› Â
W * P P «“
W * N N,SING,COM,INDF Å«—çÂ «Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,ORD,GEN «Ê«Ì·
W * N N,SING,TIME,GEN ﬁ—‰
W * N N,SING,NUM,GEN 18
W * ADJ ADJ,SIM „Ì·«œÌ
W * P P œ—
W * N N,SING,LOC,PR Ê‰Ì“
W * P P »—
W * N N,SING,COM ê—œ‰
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,COM,GEN „ç
W * N N,SING,COM œ” 
W * ADJ ADJ,INO »” Â
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM .
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „”∆Ê·
W * N N,SING,COM,GEN Å” 
W * N N,SING,LOC,PR ”Ê∆Ì”
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN  ﬂÀÌ—
W * DET DET «Ì‰
W * N N,SING,COM  „»—
W * V V,PA,SIM,POS,3 ê› 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  Ê·Ìœ
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM,INDF  „»—Ì
W * P P œ—
W * N N,PL,COM,GEN ‰”ŒÂ Â«Ì
W * ADJ ADJ,SIM “Ì«œ
W * P P »Â
W * N N,SING,COM,GEN œ·Ì·
W * N N,SING,COM,GEN ÅÌçÌœêÌ
W * N N,SING,COM ﬂ«—
W * ADJ ADJ,SIM „Ì”—
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * N N,SING,COM,GEN «—“‘
W * DET DET «Ì‰
W * N N,SING,COM  „»—
W * ADV ADV,GENR,SIM ’—›«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „Ê—œ
W * ADJ ADJ,SIM «” À‰«ÌÌ
W * P P,GEN »—«Ì
W * N N,SING,COM À» 
W * P P œ—
W * N N,SING,COM,GEN „Ã„Ê⁄Â
W * N N,PL,COM  „»—Â«
W * N N,SING,COM «—“‘
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * DELM DELM ‹
W * N N,SING,NPR «Ì—‰«
W * DELM DELM :
W * P P œ—
W * N N,SING,COM,GEN ¬” «‰Â
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM,GEN ÃÂ«‰Ì
W * N N,SING,COM „»«—“Â
W * P P »«
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * DELM DELM °
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,ORD,GEN Å‰Ã„
W * N N,SING,MON  Ì—„«Â
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * N N,SING,COM,GEN ﬁ«ç«ﬁ
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,COM «Ì‰ —‰ 
W * P P «“
W * N N,SING,COM,GEN ‰Ÿ—
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN Ã—„
W * ADJ ADJ,SIM Ã‰«ÌÌ
W * P P,GEN ⁄·ÌÂ
W * N N,SING,COM »‘—Ì 
W * CON CON Ê
W * ADJ ADJ,SIM „ —«œ›
W * P P »«
W * N N,SING,COM,GEN ﬂ‘ «—
W * N N,PL,COM «‰”«‰Â«
W * ADJ ADJ,SIM „Õ”Ê»
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,PR ÅÌ‰Ê
W * N N,SING,PR ¬—·«ﬂÌ
W * N N,SING,COM,GEN „œÌ—
W * ADJ ADJ,SIM,GEN «Ã—«ÌÌ
W * N N,SING,COM,GEN œ› —
W * N N,SING,COM,GEN ﬂ‰ —·
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * CON CON Ê
W * N N,SING,COM Ã·ÊêÌ—Ì
W * P P «“
W * N N,PL,COM,GEN Ã‰«Ì« 
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „’«Õ»Â
W * ADJ ADJ,SIM „ÿ»Ê⁄« Ì
W * P P œ—
W * N N,SING,COM,GEN „ﬁ—
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * P P œ—
W * N N,SING,LOC,PR ‰ÌÊÌÊ—ﬂ
W * P P »Â
W * N N,PL,COM Œ»—‰ê«—«‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,SING,COM «Ì‰ —‰ 
W * CON CON Ê
W * N N,SING,COM ’›ÕÂ
W * N N,PL,LOC Œ«‰Â Â«
W * CON CON Ê
W * N N,PL,COM ”«Ì Â«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  »·Ì€
W * N N,SING,COM,GEN  Ê·Ìœ
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * CON CON Ê
W * N N,SING,COM,GEN ›—Ê‘
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * N N,SING,COM,GEN „«ÌÂ
W * N N,SING,COM,GEN ‰ê—«‰Ì
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * V V,PRE,SIM «” 
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM,GEN ”«“„«‰
W * P P œ—
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 œ«—œ
W * P P »«
W * N N,SING,COM,GEN  œÊÌ‰
W * N N,PL,COM,GEN —Ê‘Â«Ì
W * ADJ ADJ,SIM,GEN ﬁ÷«ÌÌ
W * ADJ ADJ,SIM »Ì‰ «·„··Ì
W * DELM DELM °
W * N N,PL,COM,GEN Ã‰«Ì ﬂ«—«‰
W * ADJ ADJ,SIM «Ì‰ —‰ Ì
W * RA RA —«
W * P P,GEN  Õ 
W * N N,SING,COM  ⁄ﬁÌ»
W * N N,SING,COM ﬁ—«—
W * V V,SUB,POS,3 œÂœ
W * DELM DELM .
W * N N,SING,PR ÅÌ‰Ê
W * N N,SING,PR ¬—·«ﬂÌ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN „‰«”» 
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM,GEN ÃÂ«‰Ì
W * N N,SING,COM „»«—“Â
W * P P »«
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM „’«Õ»Â
W * N N,SING,COM ‘—ﬂ 
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,PL,COM ﬁ«ç«ﬁçÌ«‰
W * P P »«
W * N N,SING,COM ”Ê¡«” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN ›‰ ¬Ê—ÌÂ«Ì
W * ADJ ADJ,SIM,GEN ÅÌ‘—› Â
W * N N,SING,COM «ÿ·«⁄ —”«‰Ì
W * DELM DELM °
W * P P «“
W * N N,SING,COM «Ì‰ —‰ 
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  »«œ·
W * N N,PL,COM «ÿ·«⁄« 
W * CON CON Ê
W * N N,SING,COM,GEN  Ê”⁄Â
W * N N,PL,LOC,GEN »«“«—Â«Ì
W * N N,SING,COM,GEN ›—Ê‘
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM ”Êœ
W * V V,PRS,POS,6 „Ì »—‰œ
W * DELM DELM .
W * N N,SING,COM,GEN „œÌ—
W * ADJ ADJ,SIM,GEN «Ã—«ÌÌ
W * N N,SING,COM,GEN œ› —
W * N N,SING,COM,GEN ﬂ‰ —·
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * CON CON Ê
W * N N,SING,COM ÅÌ‘êÌ—Ì
W * P P «“
W * N N,PL,COM,GEN Ã‰«Ì« 
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,SIM Â‰Ê“
W * N N,SING,COM,GEN ÕÃ„
W * N N,SING,COM,GEN  Ã«— 
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,COM «Ì‰ —‰ 
W * ADJ ADJ,SIM ﬁ«»· „·«ÕŸÂ
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * ADV ADV,GENR,SIM ⁄„œ «
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,PL,COM,GEN —Ê‘Â«Ì
W * ADJ ADJ,SIM ”‰ Ì
W * N N,SING,COM «‰Ã«„
W * V V,PRS,POS,3 „Ì êÌ—œ
W * DELM DELM °
W * CON CON Ê·Ì
W * ADJ ADJ,SUP „Â„ —Ì‰
W * N N,SING,COM „”∆·Â
W * P P «“
W * N N,SING,COM,GEN ‰Ÿ—
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * DELM DELM °
W * N N,SING,COM,GEN ‰ÕÊÂ
W * N N,SING,COM,GEN »—ŒÊ—œ
W * ADJ ADJ,SIM ﬁ÷«ÌÌ
W * P P œ—
W * N N,SING,COM,GEN ”ÿÕ
W * ADJ ADJ,SIM »Ì‰ «·„··Ì
W * P P »«
W * DET DET «Ì‰
W * N N,SING,COM,GEN ⁄„·
W * ADJ ADJ,SIM ‰«Â‰Ã«—
W * V V,PRE,SIM «” 
W * CON CON  «
W * DET DET «Ì‰
W * N N,SING,COM ⁄„·
W * P P œ—
W * N N,SING,COM,GEN —œÌ›
W * N N,PL,COM,GEN Ã—«Ì„
W * ADJ ADJ,SIM,GEN Ã‰«ÌÌ
W * P P,GEN ⁄·ÌÂ
W * N N,SING,COM »‘—Ì 
W * ADJ ADJ,INO ‘‰«Œ Â
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,PR ÅÌ‰Ê
W * N N,SING,PR ¬—·«ﬂÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * N N,PL,ORD,GEN «Ê«Œ—
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM,GEN 2000
W * ADJ ADJ,SIM „Ì·«œÌ
W * P P œ—
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 œ«—œ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN »——”Ì
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,SING,COM ”Ê¡«” ›«œÂ
W * P P «“
W * N N,SING,COM «Ì‰ —‰ 
W * P P œ—
W * N N,SING,COM,GEN «„—
W * N N,SING,COM,GEN ﬁ«ç«ﬁ
W * N N,PL,COM,GEN „Ê«œ
W * ADJ ADJ,SIM „Œœ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‰‘” 
