Sub * SUBJ SUBJ !«ﬁ ’«œÌ!
W * N N,SING,COM,GEN ﬂ«—‰«„Â
W * ADJ ADJ,SIM,GEN Ìﬂ”«·Â
W * N N,SING,COM,GEN —∆Ì”
W * ADJ ADJ,SIM,GEN ÃœÌœ
W * N N,SING,COM,GEN ﬁÊÂ
W * N N,SING,COM ﬁ÷«ÌÌÂ
W * N N,SING,COM,GEN ç‘„ «‰œ«“
W * N N,SING,COM,GEN  Ê”⁄Â
W * ADJ ADJ,SIM,GEN ﬁ÷«ÌÌ
W * N N,SING,COM Ê⁄œÂ
W * ADJ ADJ,INO œ«œÂ
W * MORP MORP,MADJ ‘œÂ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,INDF Å—œÂ «Ì
W * P P «“
W * N N,SING,COM «»Â«„
W * CON CON Ê
W * N N,SING,COM  —œÌœ
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«œÂ
W * DELM DELM °
W * N N,SING,COM  ’—ÌÕ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * N N,SING,COM,GEN —Ê“‰«„Â
W * N N,SING,COM »Ì«‰
W * P P »Â
W * N N,SING,COM œ‰»«·
W * N N,SING,COM,GEN ‘ﬂ«Ì 
W * N N,PL,COM,GEN ‘«ﬂÌ«‰
W * ADJ ADJ,SIM Õ—›Â «Ì
W * CON CON Ê
W * P P,GEN »œÊ‰
W * N N,SING,COM,GEN —⁄«Ì 
W * N N,PL,COM ÷Ê«»ÿ
W * CON CON Ê
W * N N,PL,COM,GEN „—«Õ·
W * ADJ ADJ,SIM ﬁ«‰Ê‰Ì
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN »Â«‰Â
W * N N,SING,COM ÅÌ‘êÌ—Ì
W * P P «“
W * N N,SING,COM,GEN ÊﬁÊ⁄
W * N N,SING,COM Ã—„
W * P P œ—
W * N N,SING,TIME,GEN Â› Â
W * N N,SING,COM,GEN ﬁÊÂ
W * N N,SING,COM ﬁ÷«ÌÌÂ
W * N N,SING,COM  ÊﬁÌ›
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,LOC,PR »Ã‰Ê—œ
W * DELM DELM ‹
W * N N,SING,NPR «Ì—‰«
W * DELM DELM :
W * N N,SING,SURN ¬Ì  «··Â
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR,GEN „Ê”ÊÌ
W * N N,SING,PR »Ã‰Ê—œÌ
W * N N,SING,COM,GEN „œ—”
W * N N,SING,COM,GEN ÕÊ“Â
W * ADJ ADJ,SIM ⁄·„ÌÂ
W * CON CON Ê
W * N N,SING,LOC œ«‰‘ê«Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM ÷——
W * P P »Â
W * N N,SING,COM «”·«„
W * P P «“
W * N N,SING,LOC,GEN ‰«ÕÌÂ
W * N N,PL,COM,GEN «›—«œ
W * ADJ ADJ,SIM „ ÕÃ—
W * ADJ ADJ,CMPR »Ì‘ —
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM,GEN œ‘„‰
W * ADJ ADJ,SIM œÌê—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY œÊ‘‰»Â
W * P P œ—
W * N N,SING,COM,GEN ‰‘” 
W * N N,PL,COM „”∆Ê·«‰
W * CON CON Ê
W * N N,PL,COM,GEN „⁄ „œÌ‰
W * N N,SING,LOC,GEN ‘Â—” «‰
W * N N,SING,LOC,PR »Ã‰Ê—œ
W * DELM DELM °
W * N N,PL,COM,GEN «›—«œ
W * ADJ ADJ,SIM „ ÕÃ—
W * RA RA —«
W * P P »Â
W * N N,PL,PR,GEN ŒÊ«—Ã
W * N N,SING,COM,GEN “„«‰
W * N N,SING,PR ⁄·Ì
W * N N,SING,COM  ‘»ÌÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * N N,SING,COM «”·«„
W * P P «“
W * N N,SING,LOC,GEN ‰«ÕÌÂ
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,PL,COM,GEN ’œ„« 
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * ADJ ADJ,SIM „ Õ„·
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ê—ÊÂ
W * ADJ ADJ,SIM œÌê—
W * N N,PL,COM,INDF «›—«œÌ
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN Ê”Ì·Â
W * N N,SING,COM «”·«„
W * N N,PL,COM,GEN «Âœ«›
W * ADJ ADJ,SIM «·Õ«œÌ
W * CON CON Ê
W * N N,PL,COM,GEN «›ﬂ«—
W * ADJ ADJ,SIM €—»Ì
W * RA RA —«
W * P P,GEN Ê«—œ
W * N N,SING,COM «”·«„
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ÿ—Ìﬁ
W * V V,PRS,POS,6 „Ì ŒÊ«Â‰œ
W * N N,PL,COM,GEN «Âœ«›
W * PRO PRO,R,AFF,6 ŒÊœ‘«‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM Ã«„⁄Â
W * ADJ ADJ,SIM ÅÌ«œÂ
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,PR,GEN „Ê”ÊÌ
W * N N,SING,PR »Ã‰Ê—œÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * DET DET «Ì‰
W * N N,SING,COM œÊ—Â
W * P P «“
W * ADJ ADJ,SUP Œÿ—‰«ﬂ —Ì‰
W * N N,SING,COM œÊ—Â
W * P P œ—
W * N N,SING,LOC,PR,GEN «Ì—«‰
W * ADJ ADJ,SIM «”·«„Ì
W * V V,PRE,SIM «” 
W * CON CON ç—« ﬂÂ
W * N N,SING,COM,GEN ›÷«Ì
W * ADJ ADJ,SIM,GEN »«“
W * ADJ ADJ,SIM ›—Â‰êÌ
W * DELM DELM °
W * ADJ ADJ,SIM ”Ì«”Ì
W * CON CON Ê
W * N N,SING,COM,GEN —‘œ
W * ADJ ADJ,SIM ›ﬂ—Ì
W * P P »Â
W * N N,SING,COM,GEN Õœ
W * N N,SING,COM,GEN «⁄ ·«Ì
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * ADJ ADJ,INO —”ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * IF IF «ê—
W * N N,PL,COM «›—«œ
W * P P »Â
W * N N,SING,COM,GEN ”ÊÌ
W * N N,PL,COM „ ÕÃ—Ì‰
W * CON CON ﬂÂ
W * N N,SING,PR «„«„
W * P P «“
W * N N,SING,COM œ” 
W * PRO PRO,DEMO,PL ¬‰Â«
W * V V,PA,PRG,POS,3 „Ì ‰«·Ìœ
W * V V,SUB,POS,6 »—Ê‰œ
W * DELM DELM °
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN ›« ÕÂ
W * N N,SING,COM «”·«„
W * RA RA —«
W * V V,PA,SIM,POS,3 ŒÊ«‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * N N,SING,LOC,PR ”»“Ê«—
W * DELM DELM ‹
W * N N,SING,NPR «Ì—‰«
W * DELM DELM :
W * N N,SING,COM,GEN „⁄«Ê‰
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM »Â“Ì” Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P,GEN ÿÌ
W * N N,SING,NUM œÊ
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * N N,SING,NUM 46
W * N N,SING,COM,GEN „—ﬂ“
W * N N,SING,COM „œ«Œ·Â
W * P P œ—
W * N N,PL,COM,GEN »Õ—«‰Â«Ì
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * P P œ—
W * N N,SING,COM,GEN ”ÿÕ
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM —«Â «‰œ«“Ì
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR ⁄·Ì
W * N N,SING,PR ÿ«·»Ì
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * P P «“
W * DET DET «Ì‰
W * N N,SING,GR  ⁄œ«œ
W * N N,SING,NUM 95
W * N N,SING,COM „—ﬂ“
W * ADV ADV,GENR,TIME Å«—”«·
W * P P œ—
W * N N,PL,COM,GEN „—«ﬂ“
W * N N,PL,LOC «” «‰Â«
W * CON CON Ê
W * N N,PL,COM,GEN ‘Â—” «‰Â«Ì
W * ADJ ADJ,SIM »“—ê
W * N N,SING,COM «ÌÃ«œ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * N N,SING,COM,GEN Œ»—‰ê«—
W * PRO PRO,personal,PL,1 „«
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,COM ÿ—Õ
W * P P,GEN »—«Ì
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM »«—
W * P P œ—
W * N N,PL,COM,GEN „—«ﬂ“
W * N N,PL,LOC «” «‰Â«
W * CON CON Ê
W * N N,PL,COM,INDF ‘Â—” «‰Â«ÌÌ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN ÅÌﬂ
W * N N,SING,COM,GEN »«—
W * N N,PL,COM,GEN ¬”Ì»Â«Ì
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * ADJ ADJ,SIM „Ê«ÃÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM °
W * N N,SING,COM «Ã—«
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM,GEN «Ã—«Ì
W * DET DET «Ì‰
W * N N,SING,COM ÿ—Õ
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM „ﬁ«»·Â
W * P P »«
W * N N,SING,COM,GEN ¬”Ì»Â«Ì
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * ADJ ADJ,SIM „Ê›ﬁ
W * V V,PA,SIM,POS,3 œ«‰” 
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,GR,GEN  ⁄œ«œ
W * DET DET «Ì‰
W * N N,PL,COM „—«ﬂ“
W * P P œ—
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM Ã«—Ì
W * P P »Â
W * N N,SING,NUM 341
W * N N,SING,COM „—ﬂ“
W * N N,SING,COM «›“«Ì‘
W * V V,PRS,POS,3 „Ì Ì«»œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,PL,COM,GEN ÊŸ«Ì›
W * DET DET «Ì‰
W * N N,PL,COM „—«ﬂ“
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ﬁ«·»
W * N N,PL,COM,GEN „—«ﬂ“
W * N N,SING,COM Œ«‰Ê«œÂ œ—„«‰Ì
W * DELM DELM °
W * N N,SING,LOC,GEN Œ«‰Â
W * N N,SING,COM ”·«„ 
W * DELM DELM °
W * N N,SING,LOC,GEN Œ«‰Â
W * N N,SING,MON „Â—
W * CON CON Ê
W * N N,SING,COM,GEN —›⁄
W * N N,PL,COM,GEN „‘ﬂ·« 
W * N N,PL,COM „ ﬂœÌ«‰
W * CON CON Ê
W * N N,PL,COM,GEN ﬂÊœﬂ«‰
W * ADJ ADJ,SIM ŒÌ«»«‰Ì
W * CON CON Ê
W * N N,SING,COM „œ«Œ·Â
W * P P œ—
W * N N,PL,COM,GEN »Õ—«‰Â«Ì
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * N N,SING,COM –ﬂ—
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * PRO PRO,personal,SING,3 ÊÌ
W * DELM DELM °
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM „—«ﬂ“
W * N N,SING,COM —Ê«‰‘‰«”
W * DELM DELM °
W * N N,SING,COM —Ê«‰Å“‘ﬂ
W * DELM DELM °
W * N N,SING,COM,GEN „œœﬂ«—
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * DELM DELM °
W * N N,SING,COM,GEN ﬂ«—‘‰«”
W * ADJ ADJ,SIM ÕﬁÊﬁÌ
W * ADJ ADJ,SIM „” ﬁ—
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !„–Â»Ì!
W * N N,SING,COM „—ﬂ“
W * ADJ ADJ,SIM «”·«„Ì
W * N N,SING,LOC,PR «‰ê·Ì”
W * P P,GEN »—«Ì
W * N N,PL,COM „”·„«‰«‰
W * N N,PL,COM,GEN »—‰«„Â Â«Ì
W * ADJ ADJ,SIM “Ì—
W * RA RA —«
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM ‹
W * N N,SING,COM,GEN ﬁ—«∆ 
W * N N,PL,COM,INDF ¬Ì« Ì
W * P P «“
W * N N,SING,PR,GEN ﬁ—¬‰
W * N N,SING,PR „ÃÌœ
W * N N,SING,NUM 2
W * DELM DELM ‹
W * N N,PL,COM,GEN „”«∆·
W * N N,SING,TIME —Ê“
W * DELM DELM °
W * N N,SING,GR Œ«‰Ê«œÂ
W * P P œ—
W * N N,SING,COM «”·«„
W * DELM DELM °
W * N N,SING,COM,GEN ”Œ‰—«‰Ì
W * N N,SING,PR ⁄«„·Ì
W * CON CON Ê
W * N N,SING,PR —÷ÊÌ
W * N N,SING,NUM 3
W * DELM DELM ‹
W * N N,SING,COM,GEN «ﬁ«„Â
W * N N,SING,COM,GEN ‰„«“
W * N N,SING,COM Ã„«⁄ 
W * N N,SING,NUM 4
W * DELM DELM ‹
W * N N,SING,COM,GEN ÅŒ‘
W * N N,SING,COM,GEN ›Ì·„
W * ADJ ADJ,SIM,GEN ”Ì‰„«ÌÌ
W * N N,PL,COM,GEN »çÂ Â«Ì
W * N N,SING,COM ÿ·«ﬁ
W * DELM DELM .
W * N N,SING,COM,GEN „—ﬂ“
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «‰ê·Ì”
W * QUA QUA,GEN ⁄„Ê„
W * N N,PL,COM »—«œ—«‰
W * CON CON Ê
W * N N,PL,COM,GEN ŒÊ«Â—«‰
W * ADJ ADJ,SIM «Ì„«‰Ì
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM Õ÷Ê—
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »—‰«„Â
W * N N,SING,COM œ⁄Ê 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ﬂ”»
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,CMPR »Ì‘ —
W * P P »«
W * N N,SING,COM,GEN ‘„«—Â
W * N N,SING,COM  ·›‰
W * DELM DELM :
W * N N,SING,NUM 10554067020
W * N N,SING,COM  „«”
W * N N,SING,COM Õ«’·
W * V V,IMP,POS,5 ›—„«ÌÌœ
W * DELM DELM .
W * N N,SING,COM “„«‰
W * DELM DELM :
W * N N,SING,TIME,GEN ”«⁄ 
W * N N,SING,NUM Â‘ 
W * CON CON Ê
W * N N,SING,NUM Å«‰“œÂ
W * N N,SING,TIME,GEN œﬁÌﬁÂ
W * N N,SING,TIME,GEN »⁄œ«“ŸÂ—
W * N N,SING,ORD,GEN œÂ„
W * N N,SING,MON,GEN  Ì—„«Â
W * N N,SING,NUM 1379
W * ADJ ADJ,SIM »—«»—
W * P P »«
W * N N,SING,ORD,GEN ”Ì «„
W * N N,SING,MON,GEN éÊ∆‰
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 2000
W * P P œ—
W * N N,SING,COM,GEN ﬂ«‰Ê‰
W * N N,SING,COM,GEN  ÊÕÌœ
W * N N,SING,LOC,PR ·‰œ‰
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN ‘«„·
W * N N,PL,COM,INDF »—‰«„Â Â«ÌÌ
W * ADV ADV,GENR,EXM,GEN ‰ŸÌ—
W * N N,SING,COM ê› êÊ
W * P P »«
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR Ê—”Ì
W * N N,SING,COM,GEN ”—œ»Ì—
W * N N,SING,COM,GEN „Ã·Â
W * N N,SING,PR „”·„ ‰ÌÊ“
W * DELM DELM °
W * N N,SING,NFL,GEN ‘‰«”«‰œ‰
W * N N,PL,COM,GEN „”·„«‰«‰
W * ADJ ADJ,SIM «‰ê·Ì”Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN Ã«„⁄Â
W * ADJ ADJ,SIM «Ì„«‰Ì
W * DELM DELM °
W * N N,SING,COM „’«Õ»Â
W * P P »«
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR  Ê‰Ì
W * N N,SING,PR »·—
W * CON CON Ê
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM,GEN Ê“—«Ì
W * N N,SING,COM,GEN œÊ· 
W * N N,SING,LOC,PR «‰ê·Ì”
W * DELM DELM °
W * N N,SING,COM Ã·ÊêÌ—Ì
W * P P «“
W * N N,SING,COM,GEN  ⁄ÿÌ·Ì
W * N N,PL,COM,GEN ”«“„«‰Â«Ì
W * ADJ ADJ,SIM ŒÌ—ÌÂ
W * PP PP,GEN »‰›⁄
W * N N,SING,GR,GEN „· 
W * N N,SING,LOC,PR ›·”ÿÌ‰
W * DELM DELM °
W * N N,SING,COM ﬂÊ‘‘
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  €ÌÌ—
W * N N,PL,COM,GEN ﬁÊ«‰Ì‰
W * ADJ ADJ,SIM,GEN Õ«„Ì
W * N N,SING,COM,GEN  »⁄Ì÷
W * ADJ ADJ,SIM „–Â»Ì
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * N N,SING,COM “„«‰
W * DELM DELM :
W * N N,SING,TIME,GEN ⁄’—
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ‘‰»Â
W * N N,SING,ORD,GEN «Ê·
W * N N,SING,TIME,GEN „«Â
W * N N,SING,MON ÃÊ·«Ì
W * N N,SING,TIME,GEN ”«⁄ 
W * N N,SING,NUM 8
W * DELM DELM °
W * N N,SING,ORD,GEN Å«Ì«‰
W * N N,SING,COM Ã·”Â
W * DELM DELM :
W * N N,SING,COM,GEN ‰„«“
W * N N,SING,DIR „€—»
W * CON CON Ê
W * N N,SING,COM ⁄‘«
W * CON CON Ê
W * N N,SING,COM ‘«„
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,COM,GEN —ÊÕÌÂÒ
W * N N,SING,COM Ÿ·„ ” Ì“Ì
W * DELM DELM °
W * N N,SING,COM ⁄œ«·  ŒÊ«ÂÌ
W * CON CON Ê
W * N N,SING,COM „ﬁ«»·Â
W * P P »«
W * N N,SING,COM,GEN ”·ÿÂÒ
W * N N,SING,COM »Ìê«‰Â
W * DELM DELM °
W * N N,SING,COM,GEN «·êÊÌ
W * ADJ ADJ,SIM,INDF —Ê‘‰Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ‰”·
W * ADJ ADJ,SIM,GEN «‰ﬁ·«»Ì
W * DET DET «Ì‰
W * N N,SING,COM ”—“„Ì‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,PR »Â‘ Ì
W * CON CON Ê
W * N N,PL,COM,AFF,3 Ì«—«‰‘
W * DELM DELM °
W * V V,PA,SIM,POS,6  Ê«‰” ‰œ
W * N N,SING,COM,GEN çÂ—ÂÒ
W * ADJ ADJ,SIM,GEN „ —ﬁÌ
W * N N,SING,COM,GEN «”·«„
W * ADJ ADJ,SIM «‰ﬁ·«»Ì
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN  œÊÌ‰
W * N N,SING,COM,GEN ﬁ«‰Ê‰
W * ADJ ADJ,SIM,GEN «”«”Ì
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * N N,SING,COM  ’ÊÌ—
W * V V,SUB,POS,6 »ﬂ‘‰œ
W * CON CON Ê
W * N N,SING,COM Ÿ·„ ” Ì“Ì
W * CON CON Ê
W * N N,SING,COM „ﬁ«»·Â
W * P P »«
W * N N,SING,COM,GEN ”·ÿÂÒ
W * N N,PL,COM »Ìê«‰ê«‰
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN Œ„Ì—„«ÌÂÒ
W * N N,SING,COM,GEN ﬁ«‰Ê‰
W * ADJ ADJ,SIM «”«”Ì
W * ADJ ADJ,SIM „ »·Ê—
W * V V,SUB,POS,6 ”«“‰œ
W * DELM DELM .
W * N N,SING,PR »Â‘ Ì
W * P P «“
W * DET DET Â„Ì‰
W * N N,SING,COM œÌœê«Â
W * DELM DELM °
W * N N,SING,COM,INDF —ÊÕÌÂ «Ì
W * ADV ADV,GENR,SIM ‘œÌœ«
W * N N,SING,COM,GEN ÷œ
W * ADJ ADJ,SIM ¬„—Ìﬂ«ÌÌ
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON Ê
W * ADV ADV,GENR,SIM »«—Â«
W * P P »Â
W * N N,SING,COM,GEN ÿÌ›
W * ADJ ADJ,SIM,GEN Ê”Ì⁄
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * N N,SING,COM «‰ﬁ·«»
W * N N,SING,COM Â‘œ«—
W * V V,PA,PRG,POS,3 „Ì œ«œ
W * CON CON ﬂÂ
W * N N,PL,COM,INDF Ã—Ì«‰Â«ÌÌ
W * ADJ ADJ,SIM „ —ﬁÌ
W * CON CON Ê
W * ADJ ADJ,SIM «‰ﬁ·«»Ì
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ÷œ
W * ADJ ADJ,SIM ¬„—Ìﬂ«ÌÌ
W * CON CON Ê
W * N N,SING,COM,GEN ÷œ
W * N N,SING,COM,GEN ”·ÿÂ
W * N N,SING,COM »Ìê«‰Â
W * V V,SUB,POS,6 »«‘‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,PRG,POS,3 „Ì ê› 
W * N N,SING,COM ”«“‘
W * P P »«
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * DELM DELM °
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN Õ—ﬂ 
W * ADJ ADJ,SIM «— Ã«⁄Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * V V,SUB,POS,4 »ê–«—Ì„
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ”·ÿÂÒ
W * ADJ ADJ,SIM,GEN ÃÂ‰„Ì
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ”—“„Ì‰
W * DELM DELM °
W * ADV ADV,GENR,REPT œÊ»«—Â
W * ADJ ADJ,SIM »—ﬁ—«—
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM,GEN ﬂ·«„
W * ADJ ADJ,SIM,INDF „ Ì‰Ì
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM œ·
W * V V,PA,PRG,POS,3 »—„Ì ¬„œ
W * CON CON Ê
W * ADV ADV,GENR,SIM ·«Ã—„
W * P P »—
W * N N,SING,COM œ·
W * V V,PA,PRG,POS,3 „Ì ‰‘” 
W * DELM DELM .
W * N N,SING,COM,GEN ŒÌ·
W * ADJ ADJ,SIM,GEN ⁄ŸÌ„
W * N N,PL,COM,GEN ¬Õ«œ
W * N N,SING,GR „· 
W * DELM DELM °
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,COM,GEN ”·ÿÂ
W * N N,SING,COM »Ìê«‰Â
W * RA RA —«
W * P P »—
W * N N,SING,COM ÅÊ” 
W * CON CON Ê
W * N N,SING,COM,GEN êÊ‘ 
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM «Õ”«”
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM «”·«„Ì
W * RA RA —«
W * N N,SING,COM,GEN ‰«ÃÌ
W * N N,SING,GR „· 
W * V V,PA,PRG,POS,6 „Ì œ«‰” ‰œ
W * CON CON ﬂÂ
W * ADJ ADJ,INO  Ê«‰” Â
W * V V,PA,SIM,POS,3 »Êœ
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN Õ·ﬁÊ„
W * N N,PL,COM »Ìê«‰ê«‰
W * N N,SING,COM ‰Ã« 
W * V V,SUB,POS,3 œÂœ
W * CON CON Ê
W * N N,SING,COM «” ﬁ·«·
W * CON CON Ê
W * N N,SING,COM ¬“«œÌ
W * CON CON Ê
W * N N,SING,COM,GEN ”—»·‰œÌ
W * N N,SING,GR „· 
W * CON CON Ê
W * N N,SING,LOC ﬂ‘Ê—
W * RA RA —«
W * N N,SING,COM  ÷„Ì‰
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * ADV ADV,GENR,TIME «„—Ê“
W * N N,SING,NUM 19
W * N N,SING,TIME,GEN ”«·
W * N N,SING,TIME Å”
W * P P «“
W * DET DET ¬‰
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM ‘Ê„
W * CON CON ﬂÂ
W * N N,PL,COM „‰«›ﬁÌ‰
W * P P »Â
W * N N,SING,COM,GEN œ” Ê—
W * N N,PL,COM,GEN «—»«»«‰
W * ADJ ADJ,SIM,GEN ¬„—Ìﬂ«ÌÌ
W * PRO PRO,R,XOD ŒÊœ
W * CON CON Ê
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ŒÊ‘«Ì‰œ
W * N N,PL,COM »Ìê«‰ê«‰
W * DELM DELM °
W * N N,SING,PR »Â‘ Ì
W * CON CON Ê
W * N N,PL,COM,GEN Ì«—«‰
W * N N,SING,PR «„«„
W * RA RA —«
W * P P »Â
W * N N,SING,COM ‘Â«œ 
W * V V,PA,SIM,POS,6 —”«‰Ìœ‰œ
W * DELM DELM °
W * N N,SING,COM —«Â
W * CON CON Ê
W * N N,SING,COM,GEN «‰œÌ‘ÂÒ
W * N N,SING,PR »Â‘ Ì
W * ADV ADV,GENR,SIM Â„ç‰«‰
W * ADJ ADJ,SIM Å«Ìœ«—
W * CON CON Ê
W * ADJ ADJ,SIM «” Ê«—
