Sub * SUBJ SUBJ !„–Â»Ì!
W * PRO PRO,personal,PL,2 ‘„«
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN «Ã—«Ì
W * N N,SING,COM,GEN œÌ‰
W * SUBJ SUBJ «·ÂÌ
W * ADV ADV,GENR,REPT »«“
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM °
W * DET DET Â„«‰
W * N N,SING,COM,INDF ÅÌ«„»—Ì
W * CON CON ﬂÂ
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM „ƒ„‰«‰
W * ADJ ADJ,SIM —√›
W * CON CON Ê
W * ADJ ADJ,SIM „Â—»«‰
W * V V,PRE,SIM «” 
W * V V,PRS,NEG,3 ‰„Ì  Ê«‰œ
W * P P œ—
W * N N,SING,COM,GEN «Ã—«Ì
W * N N,SING,COM,GEN Õœ
W * SUBJ SUBJ «·ÂÌ
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,COM ŒÌ«‰ ﬂ«—
W * P P »Â
W * N N,SING,COM,GEN Ê«”ÿÂ
W * N N,SING,COM —√› 
W * N N,SING,COM  ⁄··
W * V V,SUB,POS,3 Ê—“œ
W * CON CON Ê
W * N N,SING,COM ”—ÅÌçÌ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,LOC «Ì‰Ã«
W * N N,SING,COM œ·”Ê“Ì
W * CON CON Ê
W * N N,SING,COM „Â—»«‰Ì
W * P P «“
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM  ⁄ﬁ·
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON »·ﬂÂ
W * N N,SING,COM ﬁ«‰Ê‰ ‘ﬂ‰Ì
W * ADJ ADJ,SIM »«⁄À
W * N N,SING,COM,GEN «œ«„Â
W * N N,SING,COM “‘ Ì
W * CON CON Ê
W * N N,SING,COM,GEN ê” —‘
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRS,POS,3 „Ì ê—œœ
W * DELM DELM °
W * N N,SING,COM Ã«„⁄Â
W * RA RA —«
W * ADJ ADJ,SIM ›«”œ
W * V V,PRS,POS,3 „Ì ”«“œ
W * DELM DELM °
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,GR Œ«‰Ê«œÂ
W * RA RA —«
W * ADJ ADJ,SIM „ “·“·
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * N N,SING,COM,GEN ‘ÌÊ⁄
W * N N,PL,COM,GEN «„—«÷
W * ADJ ADJ,SIM „ﬁ«—» Ì
W * RA RA —«
W * N N,SING,COM „ÊÃ»
W * V V,PRS,POS,3 „Ì ê—œœ
W * CON CON Ê
W * ADV ADV,GENR,SIM ”—«‰Ã«„
W * DET DET Â„«‰
W * N N,SING,COM »œ»Œ Ì
W * CON CON Ê
W * N N,SING,COM,INDF ›”«œÌ
W * RA RA —«
W * P P »Â
W * N N,SING,COM »«—
W * V V,PA,PRG,POS,3 „Ì ¬Ê—œ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN ê—Ì»«‰êÌ—
W * N N,SING,PR €—»
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,SIM ŒÊ»
W * V V,PRE,SIM «” 
W * P P »Â
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,COM œ·”Ê“Ì
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ›—œ
W * ADJ ADJ,SIM ŒÌ«‰ ﬂ«—
W * ADJ ADJ,SIM,GEN œ·”Ê“
W * N N,PL,NUM Â“«—«‰
W * N N,SING,COM,INDF «‰”«‰Ì
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN «À—
W * N N,SING,COM,GEN ‘ÌÊ⁄
W * N N,SING,COM ›”«œ
W * ADJ ADJ,SIM „» ·«
W * P P »Â
W * N N,SING,COM,GEN »Ì„«—Ì
W * N N,SING,COM «Ìœ“
W * CON CON Ê
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM «„—«÷
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM °
W * ADV ADV,GENR,SIM Õ Ì
W * N N,PL,COM,GEN ﬂÊœﬂ«‰
W * ADJ ADJ,SIM,INDF »Ì ê‰«ÂÌ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN Ê«”ÿÂ
W * N N,SING,COM,GEN ¬·ÊœêÌ
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM Ê«·œÌ‰
W * ADJ ADJ,SIM ê—› «—
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM „Â—»«‰Ì
W * CON CON Ê
W * N N,SING,COM  ”«Â·
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * N N,SING,COM ﬂÊ Â ‰ê—Ì
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM ›ﬂ—
W * N N,SING,NFL,GEN ﬂ—œ‰
W * ADJ ADJ,SIM ›—œÌ
W * CON CON Ê
W * ADJ ADJ,SIM «Õ”«”Ì
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM ›œ«
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,PL,COM,GEN „’«·Õ
W * N N,SING,COM Ã«„⁄Â
W * CON CON Ê
W * ADV ADV,GENR,SIM Õ Ì
W * N N,SING,COM ›—œ
W * RA RA —«
W * P P »Â
W * N N,SING,COM Œ«ÿ—
W * N N,PL,COM,GEN ⁄Ê«ÿ›
W * ADJ ADJ,SIM ”ÿÕÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON «“«Ì‰ —Ê
W * N N,SING,COM «”·«„
W * P P œ—
W * SPEC SPEC ç‰Ì‰
W * N N,PL,COM,INDF „Ê«—œÌ
W * V V,PRS,POS,3 „Ì ›—„«Ìœ
W * P P »«
W * N N,SING,COM ﬁœ— 
W * N N,SING,COM ﬁ«‰Ê‰
W * RA RA —«
W * N N,SING,COM «Ã—«¡
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ê—› «—
W * N N,PL,COM «Õ”«”« 
W * V V,SUB,NEG,5 ‰‘ÊÌœ
W * DELM DELM .
W * ADV ADV,GENR,SIM «·» Â
W * ADV ADV,GENR,SIM ›ﬁÿ
W * P P œ—
W * N N,SING,COM „ÕœÊœÂ
W * N N,SING,COM ﬁ«‰Ê‰
W * ADV ADV,GENR,NEGG ‰Â
W * ADJ ADJ,CMPR  ‰œ —
W * CON CON Ê
W * ADV ADV,GENR,NEGG ‰Â
W * ADJ ADJ,CMPR ﬂ‰œ —
W * CON CON Ê
W * ADV ADV,GENR,NEGG ‰Â
W * ADJ ADJ,CMPR “Ì«œ —
W * CON CON Ê
W * ADV ADV,GENR,NEGG ‰Â
W * ADJ ADJ,CMPR ﬂ„ —
W * DELM DELM .
W * N N,SING,COM “Ì—‰ÊÌ”
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM °
W * N N,SING,COM,GEN ”Ê—Â
W * N N,SING,NUM 5
W * DELM DELM °
W * N N,SING,COM,GEN ¬ÌÂ
W * N N,SING,NUM 45
W * N N,SING,NUM 2
W * DELM DELM °
W * N N,SING,COM,GEN  ›”Ì—
W * N N,SING,PR «·„Ì“«‰
W * N N,SING,NPR,GEN Ã
W * N N,SING,NUM 5
W * DELM DELM °
W * N N,SING,NPR,GEN ’
W * N N,SING,NUM 524
W * N N,SING,NUM 3
W * DELM DELM °
W * N N,SING,COM,GEN ”Ê—Â
W * N N,SING,NUM 9
W * DELM DELM °
W * N N,SING,COM,GEN ¬ÌÂ
W * N N,SING,NUM 1
W * N N,SING,NUM 4
W * DELM DELM °
W * N N,SING,COM,GEN ”Ê—Â
W * N N,SING,NUM 9
W * DELM DELM °
W * N N,SING,COM,GEN ¬ÌÂ
W * N N,SING,NUM 2
W * N N,SING,NUM 5
W * DELM DELM °
W * N N,SING,PR ‰ÂÃ «·»·«€Â
W * DELM DELM °
W * N N,SING,COM ﬂ «»
W * N N,SING,NUM 35
W * N N,SING,NUM 6
W * DELM DELM °
W * N N,SING,COM,GEN ”Ê—Â
W * N N,SING,NUM 9
W * N N,SING,COM,GEN ¬ÌÂ
W * N N,SING,NUM 821
W * N N,SING,NUM 7
W * DELM DELM °
W * N N,SING,COM,GEN ”Ê—Â
W * N N,SING,NUM 42
W * DELM DELM °
W * N N,SING,COM,GEN ¬ÌÂ
W * N N,SING,NUM 2
W * DELM DELM .
Sub * SUBJ SUBJ !«ﬁ ’«œÌ!
W * N N,SING,LOC,PR ‰ÌÊÌÊ—ﬂ
W * DELM DELM -
W * N N,SING,PR «Ì—‰«
W * DELM DELM :
W * N N,SING,GR,GEN ÂÌ«  „œÌ—Â
W * N N,SING,LOC,GEN »«‰ﬂ
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * N N,SING,COM ﬁ—«—
W * V V,PRE,SIM «” 
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Å‰Ã‘‰»Â
W * DELM DELM )
W * ADV ADV,GENR,TIME «„—Ê“
W * DELM DELM (
W * N N,SING,COM,GEN Å—œ«Œ 
W * N N,SING,NUM œÊ
W * N N,SING,COM Ê«„
W * P P »Â
W * N N,SING,COM,GEN «—“‘
W * ADV ADV,GENR,SIM Ã„⁄«
W * N N,SING,NUM 132
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT œ·«—
W * P P »Â
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * N N,SING,COM »——”Ì
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „ﬁ«„
W * ADJ ADJ,SIM ¬„—Ìﬂ«ÌÌ
W * DELM DELM °
W * N N,SING,PR „«œ·Ì‰
W * N N,SING,PR ¬·»—«Ì 
W * N N,SING,COM,GEN Ê“Ì—
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM,GEN Œ«—ÃÂ
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * P P »«
W * QUA QUA »—ŒÌ
W * N N,PL,COM,GEN Ê“Ì—«‰
W * ADJ ADJ,SIM,GEN Œ«—ÃÂ
W * N N,PL,LOC ﬂ‘Ê—Â«
W * N N,SING,COM  „«”
W * ADJ ADJ,INO ê—› Â
W * CON CON Ê
W * N N,SING,COM,GEN ŒÊ«Â«‰
W * N N,SING,COM,GEN  ⁄ÊÌﬁ
W * N N,SING,COM,GEN Å—œ«Œ 
W * N N,SING,COM,GEN Ê«„
W * N N,SING,LOC,GEN »«‰ﬂ
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * P P »Â
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN «ŸÂ«—
W * N N,SING,COM,GEN ‰Ÿ—
W * N N,SING,NUM,INDF ÌﬂÌ
W * ADJ ADJ,SIM œÌê—
W * P P «“
W * N N,PL,COM,GEN „ﬁ«„Â«Ì
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * DELM DELM °
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * N N,SING,LOC,PR ﬂ«‰«œ«
W * CON CON Ê
W * N N,SING,LOC,PR ›—«‰”Â
W * P P œ—
W * N N,SING,COM „Œ«·› 
W * P P »«
W * N N,SING,COM,GEN Å—œ«Œ 
W * N N,SING,COM Ê«„
W * P P »«
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * ADJ ADJ,SIM Â„’œ«
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * QUA QUA »—ŒÌ
W * N N,PL,COM ﬂ«—‘‰«”«‰
W * P P œ—
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,COM,GEN „Ê«›ﬁ 
W * N N,SING,LOC,PR é«Å‰
W * CON CON Ê
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * ADJ ADJ,SIM «—ÊÅ«ÌÌ
W * DELM DELM °
W * N N,SING,COM,GEN „Œ«·› 
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * N N,SING,COM —«Â
W * P P »Â
W * N N,SING,COM,INDF Ã«ÌÌ
W * V V,AUX,FEA,NEG,3 ‰ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »—œ
W * DELM DELM .
W * N N,SING,PR „·ﬂÊ„
W * N N,SING,PR ÂÊ∆‰·Ì‰
W * N N,SING,COM,GEN „œÌ—
W * N N,SING,COM,GEN ﬂ‰›—«‰”
W * N N,PL,COM,GEN —Ê”«Ì
W * N N,PL,COM,GEN ”«“„«‰Â«Ì
W * ADJ ADJ,SIM,GEN »“—ê
W * ADJ ADJ,SIM,GEN ÌÂÊœÌ
W * ADJ ADJ,SIM ¬„—Ìﬂ«ÌÌ
W * P P œ—
W * N N,SING,COM,INDF „’«Õ»Â «Ì
W * P P »«
W * N N,SING,COM,GEN Œ»—ê“«—Ì
W * N N,SING,PR ¬”Ê‘Ì œÅ—”
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * P P »Â
W * N N,SING,COM,GEN œ‰»«·
W * N N,SING,COM,GEN  ⁄ÊÌﬁ
W * ADJ ADJ,SIM,GEN Â„Ì‘êÌ
W * DET DET «Ì‰
W * N N,SING,COM Ê«„
W * V V,PRS,POS,4 Â” Ì„
W * DELM DELM .
W * N N,SING,PR «·»—«œ⁄Ì
W * N N,SING,COM,GEN œ»Ì—ﬂ·
W * N N,SING,COM,GEN ¬é«‰”
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM « „Ì
W * CON CON ﬂÂ
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ”Â ‘‰»Â
W * P P,GEN Ê«—œ
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM,GEN œÊ—
W * N N,PL,COM,GEN „–«ﬂ—« 
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »«
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM,GEN « „Ì
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,SIM »—ê“«—
W * V V,PA,SIM,POS,3 ‰„Êœ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
W * N N,SING,PR ¬ﬁ«“«œÂ
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM « „Ì
W * P P «“
W * N N,PL,COM,GEN ﬂ„ﬂÂ«Ì
W * N N,SING,COM ¬é«‰”
W * P P »Â
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * ADJ ADJ,SIM,GEN «Ì„‰Ì
W * N N,SING,LOC,GEN ‰Ì—Êê«Â
W * N N,SING,LOC,PR »Ê‘Â—
W * N N,SING,COM  ‘ﬂ—
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN œÊ· 
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,SIM „«Ì·
W * V V,PRE,SIM «” 
W * P P «“
W * N N,PL,COM,GEN ﬂ„ﬂÂ«Ì
W * ADJ ADJ,SIM,GEN ›‰Ì
W * ADJ ADJ,CMPR,INDF »Ì‘ —Ì
W * ADJ ADJ,SIM »Â—Â „‰œ
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM «œ«„Â
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * CON CON Êﬁ Ì
W * N N,PL,COM,GEN ﬂ‰Ê«‰”ÌÊ‰Â«Ì
W * ADJ ADJ,SIM,GEN „Œ ·›
W * ADJ ADJ,SIM Â” Â «Ì
W * RA RA —«
W * N N,SING,COM «„÷«¡
W * V V,PRS,POS,4 „Ì ﬂ‰Ì„
W * N N,SING,COM «‰ Ÿ«—
W * V V,PRS,POS,4 œ«—Ì„
W * P P «“
W * N N,SING,COM,GEN  Õ—Ì„
W * ADJ ADJ,SIM œÌê—
W * N N,PL,LOC ﬂ‘Ê—Â«
W * ADJ ADJ,SIM œ—«„«‰
W * V V,SUB,POS,4 »«‘Ì„
W * DELM DELM .
W * N N,SING,PR ¬ﬁ«“«œÂ
W * ADJ ADJ,SIM «÷«›Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM,GEN « „Ì
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM œ—ŒÊ«” 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „—ﬂ“
W * N N,SING,LOC,PR ﬂ—Ã
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN „—«ﬂ“
W * N N,PL,COM,GEN ﬂ„ﬂÂ«Ì
W * ADJ ADJ,SIM,GEN ›‰Ì
W * N N,SING,COM ¬é«‰”
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM ﬂ‘«Ê—“Ì
W * CON CON Ê
W * N N,SING,COM,GEN Å“‘ﬂÌ
W * N N,SING,LOC „‰ÿﬁÂ
W * ADJ ADJ,INO ‘‰«Œ Â
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN œ»Ì—ﬂ·
W * N N,SING,COM,GEN ¬é«‰”
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM « „Ì
W * CON CON ‰Ì“
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM,GEN ”Ì«” 
W * ADJ ADJ,SIM,GEN ‘›«›
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,SING,COM «— »«ÿ
W * P P »«
W * N N,PL,COM,GEN „”«Ì·
W * ADJ ADJ,SIM Â” Â «Ì
W * DELM DELM °
W * N N,SING,COM ¬é«‰”
W * CON CON Ê
W * N N,SING,LOC,PR «Ì—«‰
W * N N,PL,COM,GEN Â„ﬂ«—ÌÂ«Ì
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM,INDF ŒÊ»Ì
W * P P »«
W * PRO PRO,REC Â„
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,SING,COM,GEN œ»Ì—ﬂ·
W * N N,SING,COM,GEN ¬é«‰”
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,COM,GEN «‰—éÌ
W * ADJ ADJ,SIM « „Ì
W * N N,SING,COM «œ«„Â
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * V V,PRS,POS,4 „Ì ŒÊ«ÂÌ„
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,PR Œ«Ê—„Ì«‰Â
W * ADJ ADJ,SIM ⁄«—Ì
W * P P «“
W * N N,PL,COM,GEN ”·«ÕÂ«Ì
W * ADJ ADJ,SIM Â” Â «Ì
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * N N,SING,COM,GEN ÿ»ﬁ
W * N N,SING,COM,INDF  ﬂ·Ì›Ì
W * CON CON ﬂÂ
W * N N,SING,GR,GEN „Ã„⁄
W * ADJ ADJ,SIM,GEN ⁄„Ê„Ì
W * N N,SING,COM ¬é«‰”
W * P P »Â
W * N N,SING,COM,GEN ⁄ÂœÂ
W * PRO PRO,personal,SING,1 „‰
W * ADJ ADJ,INO ê–«‘ Â
W * V V,PRE,SIM «” 
W * P P »«
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * N N,SING,LOC „‰ÿﬁÂ
W * P P «“
W * N N,SING,COM Ã„·Â
W * N N,SING,LOC,PR «”—«∆Ì·
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * N N,SING,COM „–«ﬂ—Â
W * V V,PRS,POS,1 Â” „
W * DELM DELM .
W * N N,SING,COM,GEN „⁄«Ê‰
W * N N,SING,COM,GEN Ê“Ì—
W * N N,SING,COM ﬂ‘«Ê—“Ì
W * P P œ—
W * N N,PL,COM,GEN «„Ê—
W * N N,SING,COM »«€»«‰Ì
W * P P œ—
W * N N,SING,LOC,PR ‘«Â—Êœ
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * ADV ADV,GENR,TIME ”«·«‰Â
W * N N,SING,NUM 21
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT  ‰
W * N N,SING,COM „ÌÊÂ
W * P P «“
W * N N,SING,COM,GEN ”ÿÕ
W * N N,SING,NUM œÊ
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT Âﬂ «—
W * N N,SING,LOC,GEN »«€
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM »—œ«‘ 
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,SURN „Â‰œ”
W * N N,SING,PR ÿÂ„«”»Ì
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,SING,NUM 10
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * ADJ ADJ,SIM,GEN „ÿ—Õ
W * N N,SING,COM œ‰Ì«
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM,GEN  Ê·Ìœ
W * N N,PL,COM,GEN „Õ’Ê·« 
W * ADJ ADJ,SIM,GEN »«€Ì
W * ADJ ADJ,SIM ê—„”Ì—Ì
W * DELM DELM °
W * ADJ ADJ,SIM ‰Ì„Â ê—„”Ì—Ì
W * CON CON Ê
W * ADJ ADJ,SIM ”—œ”Ì—Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ì“«‰
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM,INDF  ÊÃÂÌ
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM „Õ’Ê·« 
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM ’œÊ—
W * P P »Â
W * N N,PL,LOC,GEN »«“«—Â«Ì
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * PRO PRO,personal,PL,1 „«
W * P P »«
W * N N,SING,NFL,GEN œ«‘ ‰
W * N N,SING,NUM 230
W * N N,SING,NUM Â“«—
W * N N,SING,CONT Âﬂ «—
W * N N,SING,LOC ‰Œ·” «‰
W * CON CON Ê
W * N N,SING,COM,GEN  Ê·Ìœ
W * N N,PL,COM,GEN «—ﬁ«„
W * ADJ ADJ,SIM,GEN „Œ ·›
W * N N,SING,COM Œ—„«
W * DELM DELM °
W * N N,SING,COM,GEN „ﬁ«„
W * ADJ ADJ,ORD,GEN «Ê·
W * N N,SING,COM,GEN  Ê·Ìœ
W * N N,SING,COM Œ—„«
W * P P œ—
W * N N,SING,COM ÃÂ«‰
W * RA RA —«
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,SING,PR ÿÂ„«”»Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,GENR,TIME ”«·«‰Â
W * N N,SING,NUM 200
W * N N,SING,NUM Â“«—
W * N N,SING,CONT  ‰
W * N N,SING,COM Å” Â
W * P P «“
W * N N,SING,COM,GEN ”ÿÕ
W * N N,SING,NUM 543
W * N N,SING,NUM Â“«—
W * N N,SING,CONT Âﬂ «—
W * N N,SING,LOC,GEN »«€
W * N N,SING,COM Å” Â
W * P P œ—
W * N N,SING,LOC ﬂ‘Ê—
W * P P »Â
W * N N,SING,COM œ” 
W * V V,PRS,POS,3 „Ì ¬Ìœ
W * CON CON ﬂÂ
W * N N,SING,NUM 120
W * N N,SING,NUM Â“«—
W * N N,SING,COM,GEN  ‰
W * PRO PRO,DEMO,SING ¬‰
W * P P »Â
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * ADJ ADJ,SIM «—ÊÅ«ÌÌ
W * CON CON Ê
W * N N,SING,LOC,PR,GEN ¬”Ì«Ì
W * N N,SING,DIR,GEN Ã‰Ê»
W * ADJ ADJ,SIM ‘—ﬁÌ
W * ADJ ADJ,SIM ’«œ—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM «÷«›Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * CON CON Â„ç‰Ì‰
W * ADV ADV,GENR,TIME ”«·«‰Â
W * N N,SING,NUM ”Â
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT  ‰
W * N N,PL,COM „—ﬂ»« 
W * DELM DELM °
W * N N,SING,NUM œÊ
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT  ‰
W * N N,SING,COM ”Ì»
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT  ‰
W * N N,SING,COM «‰êÊ—
W * P P œ—
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM  Ê·Ìœ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN „⁄«Ê‰
W * N N,SING,COM,GEN Ê“Ì—
W * N N,SING,COM ﬂ‘«Ê—“Ì
W * N N,SING,COM,GEN ÷⁄›
W * N N,PL,COM,GEN “Ì—”«Œ Â«Ì
W * ADJ ADJ,SIM ’«œ—« Ì
W * ADV ADV,GENR,EXM,GEN ‰ŸÌ—
W * N N,PL,LOC Å«Ì«‰Â Â«
W * DELM DELM °
W * N N,PL,COM,GEN ”Ì” „Â«Ì
W * N N,SING,COM Õ„· Ê‰ﬁ·
W * DELM DELM °
W * N N,PL,COM,GEN —Ê‘Â«Ì
W * N N,SING,COM »” Â »‰œÌ
W * CON CON Ê
W * N N,SING,COM ‰êÂœ«—Ì
